"","date","time","f","f0","fm","fm_prime","epar","yield","etr","npq","delta_npq","retr","id","fv_fm","unique_id","run_proxy","plant_id","treatment","rlc_order","temp","run","species","last_digit"
"1",2021-09-20,08:18:06,111,111,NA,315,0,0.648,0,"-",0,0,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"2",2021-09-20,08:18:37,122,111,NA,295,66,0.586,16.2,"0.068",0,38.68,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"3",2021-09-20,08:19:07,123,111,NA,280,90,0.561,21.2,"0.125",0,50.49,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"4",2021-09-20,08:19:37,124,111,NA,244,125,0.492,25.8,"0.291",0,61.5,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"5",2021-09-20,08:20:08,126,111,NA,210,190,0.4,31.9,"0.500",0,76,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"6",2021-09-20,08:20:38,128,111,NA,184,285,0.304,36.4,"0.712",0,86.64,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"7",2021-09-20,08:21:08,131,111,NA,167,420,0.216,38.1,"0.886",0,90.72,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"8",2021-09-20,08:21:38,135,111,NA,158,625,0.146,38.3,"0.994",0,91.25,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"9",2021-09-20,08:22:09,139,111,NA,157,820,0.115,39.6,"1.006",0,94.3,"hm1-1",0.648,"2021-09-20_hm1-1",1,1,"1",6,30,1,"h","1"
"10",2021-09-20,08:22:40,105,105,NA,330,0,0.682,0,"-",0,0,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"11",2021-09-20,08:23:10,119,105,NA,304,66,0.609,16.9,"0.086",0,40.19,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"12",2021-09-20,08:23:40,120,105,NA,279,90,0.57,21.5,"0.183",0,51.3,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"13",2021-09-20,08:24:11,122,105,NA,234,125,0.479,25.1,"0.410",0,59.88,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"14",2021-09-20,08:24:41,122,105,NA,204,190,0.402,32.1,"0.618",0,76.38,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"15",2021-09-20,08:25:11,126,105,NA,184,285,0.315,37.7,"0.793",0,89.78,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"16",2021-09-20,08:25:41,127,105,NA,167,420,0.24,42.3,"0.976",0,100.8,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"17",2021-09-20,08:26:12,134,105,NA,156,625,0.141,37,"1.115",0,88.12,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"18",2021-09-20,08:26:42,134,105,NA,154,820,0.13,44.8,"1.143",0,106.6,"hm1-2",0.682,"2021-09-20_hm1-2",1,1,"2",6,30,1,"h","2"
"19",2021-09-20,08:27:19,76,76,NA,237,0,0.679,0,"-",0,0,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"20",2021-09-20,08:27:49,95,76,NA,223,66,0.574,15.9,"0.063",0,37.88,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"21",2021-09-20,08:28:20,95,76,NA,213,90,0.554,20.9,"0.113",0,49.86,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"22",2021-09-20,08:28:50,98,76,NA,186,125,0.473,24.8,"0.274",0,59.12,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"23",2021-09-20,08:29:20,100,76,NA,159,190,0.371,29.6,"0.491",0,70.49,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"24",2021-09-20,08:29:50,104,76,NA,145,285,0.283,33.9,"0.634",0,80.65,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"25",2021-09-20,08:30:21,107,76,NA,135,420,0.207,36.5,"0.756",0,86.94,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"26",2021-09-20,08:30:51,112,76,NA,130,625,0.138,36.2,"0.823",0,86.25,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"27",2021-09-20,08:31:21,111,76,NA,130,820,0.146,50.3,"0.823",0,119.72,"hm1-3",0.679,"2021-09-20_hm1-3",1,1,"3",6,30,1,"h","3"
"28",2021-09-20,08:31:42,97,97,NA,297,0,0.673,0,"-",0,0,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"29",2021-09-20,08:32:13,113,97,NA,266,66,0.575,15.9,"0.117",0,37.95,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"30",2021-09-20,08:32:43,112,97,NA,249,90,0.55,20.8,"0.193",0,49.5,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"31",2021-09-20,08:33:13,115,97,NA,226,125,0.491,25.8,"0.314",0,61.38,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"32",2021-09-20,08:33:44,119,97,NA,203,190,0.414,33,"0.463",0,78.66,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"33",2021-09-20,08:34:14,122,97,NA,183,285,0.333,39.9,"0.623",0,94.9,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"34",2021-09-20,08:34:44,126,97,NA,164,420,0.232,40.9,"0.811",0,97.44,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"35",2021-09-20,08:35:15,129,97,NA,152,625,0.151,39.6,"0.954",0,94.38,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"36",2021-09-20,08:35:45,132,97,NA,151,820,0.126,43.4,"0.967",0,103.32,"hm1-4",0.673,"2021-09-20_hm1-4",1,1,"4",6,30,1,"h","4"
"37",2021-09-20,08:36:02,124,124,NA,588,0,0.789,0,"-",0,0,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"38",2021-09-20,08:36:32,208,124,NA,431,66,0.517,14.3,"0.364",0,34.12,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"39",2021-09-20,08:37:02,217,124,NA,413,90,0.475,18,"0.424",0,42.75,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"40",2021-09-20,08:37:33,221,124,NA,405,125,0.454,23.8,"0.452",0,56.75,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"41",2021-09-20,08:38:03,233,124,NA,396,190,0.412,32.9,"0.485",0,78.28,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"42",2021-09-20,08:38:33,253,124,NA,385,285,0.343,41.1,"0.527",0,97.76,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"43",2021-09-20,08:39:03,274,124,NA,373,420,0.265,46.7,"0.576",0,111.3,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"44",2021-09-20,08:39:34,296,124,NA,359,625,0.175,45.9,"0.638",0,109.38,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"45",2021-09-20,08:40:04,305,124,NA,355,820,0.141,48.6,"0.656",0,115.62,"ul1-1",0.789,"2021-09-20_ul1-1",1,1,"1",6,30,1,"u","1"
"46",2021-09-20,08:40:59,136,136,NA,609,0,0.777,0,"-",0,0,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"47",2021-09-20,08:41:29,226,136,NA,442,66,0.489,13.6,"0.378",0,32.27,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"48",2021-09-20,08:42:00,236,136,NA,425,90,0.445,16.8,"0.433",0,40.05,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"49",2021-09-20,08:42:30,241,136,NA,408,125,0.409,21.5,"0.493",0,51.12,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"50",2021-09-20,08:43:00,253,136,NA,385,190,0.343,27.4,"0.582",0,65.17,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"51",2021-09-20,08:43:31,274,136,NA,371,285,0.261,31.2,"0.642",0,74.39,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"52",2021-09-20,08:44:01,294,136,NA,358,420,0.179,31.6,"0.701",0,75.18,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"53",2021-09-20,08:44:31,311,136,NA,345,625,0.099,26,"0.765",0,61.88,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"54",2021-09-20,08:45:01,312,136,NA,340,820,0.082,28.2,"0.791",0,67.24,"ul1-2",0.777,"2021-09-20_ul1-2",1,1,"2",6,30,1,"u","2"
"55",2021-09-20,08:45:18,146,146,NA,679,0,0.785,0,"-",0,0,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"56",2021-09-20,08:45:48,260,146,NA,539,66,0.518,14.4,"0.260",0,34.19,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"57",2021-09-20,08:46:19,278,146,NA,510,90,0.455,17.2,"0.331",0,40.95,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"58",2021-09-20,08:46:49,294,146,NA,489,125,0.399,20.9,"0.389",0,49.88,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"59",2021-09-20,08:47:19,314,146,NA,466,190,0.326,26,"0.457",0,61.94,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"60",2021-09-20,08:47:49,342,146,NA,448,285,0.237,28.4,"0.516",0,67.54,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"61",2021-09-20,08:48:20,366,146,NA,429,420,0.147,25.9,"0.583",0,61.74,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"62",2021-09-20,08:48:50,384,146,NA,413,625,0.07,18.4,"0.644",0,43.75,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"63",2021-09-20,08:49:20,379,146,NA,399,820,0.05,17.2,"0.702",0,41,"ul1-3",0.785,"2021-09-20_ul1-3",1,1,"3",6,30,1,"u","3"
"64",2021-09-20,08:49:56,152,152,NA,712,0,0.787,0,"-",0,0,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"65",2021-09-20,08:50:27,274,152,NA,551,66,0.503,13.9,"0.292",0,33.2,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"66",2021-09-20,08:50:57,291,152,NA,523,90,0.444,16.8,"0.361",0,39.96,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"67",2021-09-20,08:51:27,305,152,NA,497,125,0.386,20.3,"0.433",0,48.25,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"68",2021-09-20,08:51:58,325,152,NA,475,190,0.316,25.2,"0.499",0,60.04,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"69",2021-09-20,08:52:28,349,152,NA,454,285,0.231,27.7,"0.568",0,65.84,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"70",2021-09-20,08:52:58,373,152,NA,436,420,0.144,25.4,"0.633",0,60.48,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"71",2021-09-20,08:53:28,385,152,NA,414,625,0.07,18.4,"0.720",0,43.75,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"72",2021-09-20,08:53:59,374,152,NA,396,820,0.056,19.3,"0.798",0,45.92,"ul1-4",0.787,"2021-09-20_ul1-4",1,1,"4",6,30,1,"u","4"
"73",2021-09-20,08:54:32,107,107,NA,285,0,0.625,0,"-",0,0,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"74",2021-09-20,08:55:02,125,107,NA,240,66,0.479,13.3,"0.188",0,31.61,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"75",2021-09-20,08:55:32,122,107,NA,226,90,0.46,17.4,"0.261",0,41.4,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"76",2021-09-20,08:56:03,122,107,NA,200,125,0.39,20.5,"0.425",0,48.75,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"77",2021-09-20,08:56:33,128,107,NA,184,190,0.304,24.3,"0.549",0,57.76,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"78",2021-09-20,08:57:03,132,107,NA,171,285,0.228,27.3,"0.667",0,64.98,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"79",2021-09-20,08:57:33,135,107,NA,163,420,0.172,30.3,"0.748",0,72.24,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"80",2021-09-20,08:58:04,141,107,NA,158,625,0.108,28.4,"0.804",0,67.5,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"81",2021-09-20,08:58:34,142,107,NA,161,820,0.118,40.6,"0.770",0,96.76,"hm2-1",0.625,"2021-09-20_hm2-1",1,2,"1",5,30,1,"h","1"
"82",2021-09-20,08:59:33,102,102,NA,273,0,0.626,0,"-",0,0,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"83",2021-09-20,09:00:03,120,102,NA,232,66,0.483,13.4,"0.177",0,31.88,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"84",2021-09-20,09:00:33,118,102,NA,229,90,0.485,18.3,"0.192",0,43.65,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"85",2021-09-20,09:01:04,119,102,NA,204,125,0.417,21.9,"0.338",0,52.12,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"86",2021-09-20,09:01:34,121,102,NA,178,190,0.32,25.5,"0.534",0,60.8,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"87",2021-09-20,09:02:04,124,102,NA,162,285,0.235,28.1,"0.685",0,66.97,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"88",2021-09-20,09:02:35,129,102,NA,152,420,0.151,26.6,"0.796",0,63.42,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"89",2021-09-20,09:03:05,132,102,NA,149,625,0.114,29.9,"0.832",0,71.25,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"90",2021-09-20,09:03:35,134,102,NA,149,820,0.101,34.8,"0.832",0,82.82,"hm2-2",0.626,"2021-09-20_hm2-2",1,2,"2",5,30,1,"h","2"
"91",2021-09-20,09:04:08,84,84,NA,225,0,0.627,0,"-",0,0,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"92",2021-09-20,09:04:38,98,84,NA,187,66,0.476,13.2,"0.203",0,31.42,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"93",2021-09-20,09:05:08,97,84,NA,205,90,0.527,19.9,"0.098",0,47.43,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"94",2021-09-20,09:05:39,96,84,NA,182,125,0.473,24.8,"0.236",0,59.12,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"95",2021-09-20,09:06:09,100,84,NA,158,190,0.367,29.3,"0.424",0,69.73,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"96",2021-09-20,09:06:39,101,84,NA,144,285,0.299,35.8,"0.563",0,85.22,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"97",2021-09-20,09:07:09,104,84,NA,132,420,0.212,37.4,"0.705",0,89.04,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"98",2021-09-20,09:07:40,110,84,NA,125,625,0.12,31.5,"0.800",0,75,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"99",2021-09-20,09:08:10,110,84,NA,125,820,0.12,41.3,"0.800",0,98.4,"hm2-3",0.627,"2021-09-20_hm2-3",1,2,"3",5,30,1,"h","3"
"100",2021-09-20,09:08:41,101,101,NA,275,0,0.633,0,"-",0,0,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"101",2021-09-20,09:09:11,113,101,NA,232,66,0.513,14.2,"0.185",0,33.86,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"102",2021-09-20,09:09:41,113,101,NA,237,90,0.523,19.8,"0.160",0,47.07,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"103",2021-09-20,09:10:12,113,101,NA,203,125,0.443,23.3,"0.355",0,55.38,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"104",2021-09-20,09:10:42,116,101,NA,177,190,0.345,27.5,"0.554",0,65.55,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"105",2021-09-20,09:11:12,118,101,NA,160,285,0.263,31.5,"0.719",0,74.96,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"106",2021-09-20,09:11:43,122,101,NA,151,420,0.192,33.9,"0.821",0,80.64,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"107",2021-09-20,09:12:13,127,101,NA,143,625,0.112,29.4,"0.923",0,70,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"108",2021-09-20,09:12:43,129,101,NA,145,820,0.11,37.9,"0.897",0,90.2,"hm2-4",0.633,"2021-09-20_hm2-4",1,2,"4",5,30,1,"h","4"
"109",2021-09-20,09:13:07,178,178,NA,837,0,0.787,0,"-",0,0,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"110",2021-09-20,09:13:37,281,178,NA,593,66,0.526,14.6,"0.411",0,34.72,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"111",2021-09-20,09:14:07,289,178,NA,560,90,0.484,18.3,"0.495",0,43.56,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"112",2021-09-20,09:14:38,307,178,NA,540,125,0.431,22.6,"0.550",0,53.88,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"113",2021-09-20,09:15:08,332,178,NA,521,190,0.363,29,"0.607",0,68.97,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"114",2021-09-20,09:15:38,364,178,NA,501,285,0.273,32.7,"0.671",0,77.81,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"115",2021-09-20,09:16:08,395,178,NA,481,420,0.179,31.6,"0.740",0,75.18,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"116",2021-09-20,09:16:39,422,178,NA,465,625,0.092,24.2,"0.800",0,57.5,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"117",2021-09-20,09:17:09,422,178,NA,454,820,0.07,24.1,"0.844",0,57.4,"ul2-1",0.787,"2021-09-20_ul2-1",1,2,"1",5,30,1,"u","1"
"118",2021-09-20,09:17:56,118,118,NA,430,0,0.726,0,"-",0,0,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"119",2021-09-20,09:18:26,149,118,NA,301,66,0.505,14,"0.429",0,33.33,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"120",2021-09-20,09:18:57,150,118,NA,287,90,0.477,18,"0.498",0,42.93,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"121",2021-09-20,09:19:27,158,118,NA,276,125,0.428,22.5,"0.558",0,53.5,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"122",2021-09-20,09:19:57,173,118,NA,266,190,0.35,27.9,"0.617",0,66.5,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"123",2021-09-20,09:20:27,190,118,NA,258,285,0.264,31.6,"0.667",0,75.24,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"124",2021-09-20,09:20:58,205,118,NA,252,420,0.187,33,"0.706",0,78.54,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"125",2021-09-20,09:21:28,224,118,NA,249,625,0.1,26.3,"0.727",0,62.5,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"126",2021-09-20,09:21:58,227,118,NA,244,820,0.07,24.1,"0.762",0,57.4,"ul2-2",0.726,"2021-09-20_ul2-2",1,2,"2",5,30,1,"u","2"
"127",2021-09-20,09:22:20,161,161,NA,727,0,0.779,0,"-",0,0,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"128",2021-09-20,09:22:51,261,161,NA,494,66,0.472,13.1,"0.472",0,31.15,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"129",2021-09-20,09:23:21,271,161,NA,476,90,0.431,16.3,"0.527",0,38.79,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"130",2021-09-20,09:23:51,278,161,NA,463,125,0.4,21,"0.570",0,50,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"131",2021-09-20,09:24:22,285,161,NA,441,190,0.354,28.2,"0.649",0,67.26,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"132",2021-09-20,09:24:52,308,161,NA,422,285,0.27,32.3,"0.723",0,76.95,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"133",2021-09-20,09:25:22,328,161,NA,404,420,0.188,33.2,"0.800",0,78.96,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"134",2021-09-20,09:25:52,348,161,NA,389,625,0.105,27.6,"0.869",0,65.62,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"135",2021-09-20,09:26:23,343,161,NA,374,820,0.083,28.6,"0.944",0,68.06,"ul2-3",0.779,"2021-09-20_ul2-3",1,2,"3",5,30,1,"u","3"
"136",2021-09-20,09:26:51,147,147,NA,680,0,0.784,0,"-",0,0,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"137",2021-09-20,09:27:21,232,147,NA,474,66,0.511,14.2,"0.435",0,33.73,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"138",2021-09-20,09:27:52,241,147,NA,451,90,0.466,17.6,"0.508",0,41.94,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"139",2021-09-20,09:28:22,250,147,NA,437,125,0.428,22.5,"0.556",0,53.5,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"140",2021-09-20,09:28:52,264,147,NA,419,190,0.37,29.5,"0.623",0,70.3,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"141",2021-09-20,09:29:23,288,147,NA,405,285,0.289,34.6,"0.679",0,82.36,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"142",2021-09-20,09:29:53,311,147,NA,390,420,0.203,35.8,"0.744",0,85.26,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"143",2021-09-20,09:30:23,330,147,NA,373,625,0.115,30.2,"0.823",0,71.88,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"144",2021-09-20,09:30:54,330,147,NA,365,820,0.096,33.1,"0.863",0,78.72,"ul2-4",0.784,"2021-09-20_ul2-4",1,2,"4",5,30,1,"u","4"
"145",2021-09-20,09:31:16,154,154,NA,371,0,0.585,0,"-",0,0,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"146",2021-09-20,09:31:47,176,154,NA,331,66,0.468,13,"0.121",0,30.89,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"147",2021-09-20,09:32:17,170,154,NA,276,90,0.384,14.5,"0.344",0,34.56,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"148",2021-09-20,09:32:47,170,154,NA,247,125,0.312,16.4,"0.502",0,39,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"149",2021-09-20,09:33:18,175,154,NA,224,190,0.219,17.5,"0.656",0,41.61,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"150",2021-09-20,09:33:48,180,154,NA,210,285,0.143,17.1,"0.767",0,40.75,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"151",2021-09-20,09:34:18,181,154,NA,204,420,0.113,19.9,"0.819",0,47.46,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"152",2021-09-20,09:34:48,186,154,NA,199,625,0.065,17.1,"0.864",0,40.62,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"153",2021-09-20,09:35:19,188,154,NA,201,820,0.065,22.4,"0.846",0,53.3,"hm3-1",0.585,"2021-09-20_hm3-1",1,3,"1",2,27,1,"h","1"
"154",2021-09-20,09:35:51,134,134,NA,279,0,0.52,0,"-",0,0,"hm3-2",0.52,"2021-09-20_hm3-2",1,3,"2",2,27,1,"h","2"
"155",2021-09-20,09:36:21,146,134,NA,243,66,0.399,11.1,"0.148",0,26.33,"hm3-2",0.52,"2021-09-20_hm3-2",1,3,"2",2,27,1,"h","2"
"156",2021-09-20,09:36:51,146,134,NA,233,90,0.373,14.1,"0.197",0,33.57,"hm3-2",0.52,"2021-09-20_hm3-2",1,3,"2",2,27,1,"h","2"
