"","date","time","f","f0","fm","fm_prime","epar","yield","etr","npq","delta_npq","retr","id","fv_fm","unique_id","run_proxy","plant_id","treatment","rlc_order","temp","run","species","last_digit"
"2983",2021-10-01,11:31:34,160,141,NA,226,125,0.292,15.3,"0.482",0,36.5,"hm6-4",0.579,"2021-10-01_hm6-4",4,24,"4",3,30,2,"h","4"
"2984",2021-10-01,11:32:04,164,141,NA,217,190,0.244,19.5,"0.544",0,46.36,"hm6-4",0.579,"2021-10-01_hm6-4",4,24,"4",3,30,2,"h","4"
"2985",2021-10-01,11:32:34,169,141,NA,208,285,0.188,22.5,"0.611",0,53.58,"hm6-4",0.579,"2021-10-01_hm6-4",4,24,"4",3,30,2,"h","4"
"2986",2021-10-01,11:33:05,174,141,NA,202,420,0.139,24.5,"0.658",0,58.38,"hm6-4",0.579,"2021-10-01_hm6-4",4,24,"4",3,30,2,"h","4"
"2987",2021-10-01,11:33:35,178,141,NA,196,625,0.092,24.2,"0.709",0,57.5,"hm6-4",0.579,"2021-10-01_hm6-4",4,24,"4",3,30,2,"h","4"
"2988",2021-10-01,11:34:05,178,141,NA,196,820,0.092,31.7,"0.709",0,75.44,"hm6-4",0.579,"2021-10-01_hm6-4",4,24,"4",3,30,2,"h","4"
"2989",2021-10-01,11:34:26,230,230,NA,969,0,0.763,0,"-",0,0,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2990",2021-10-01,11:34:56,347,230,NA,653,66,0.469,13,"0.484",0,30.95,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2991",2021-10-01,11:35:26,361,230,NA,620,90,0.418,15.8,"0.563",0,37.62,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2992",2021-10-01,11:35:56,379,230,NA,595,125,0.363,19.1,"0.629",0,45.38,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2993",2021-10-01,11:36:27,405,230,NA,571,190,0.291,23.2,"0.697",0,55.29,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2994",2021-10-01,11:36:57,439,230,NA,548,285,0.199,23.8,"0.768",0,56.72,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2995",2021-10-01,11:37:27,467,230,NA,534,420,0.125,22.1,"0.815",0,52.5,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2996",2021-10-01,11:37:58,486,230,NA,516,625,0.058,15.2,"0.878",0,36.25,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2997",2021-10-01,11:38:28,483,230,NA,503,820,0.04,13.8,"0.926",0,32.8,"ul6-1",0.763,"2021-10-01_ul6-1",4,24,"1",3,30,2,"u","1"
"2998",2021-10-01,11:38:48,193,193,NA,772,0,0.75,0,"-",0,0,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"2999",2021-10-01,11:39:18,238,193,NA,438,66,0.457,12.7,"0.763",0,30.16,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"3000",2021-10-01,11:39:49,249,193,NA,421,90,0.409,15.5,"0.834",0,36.81,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"3001",2021-10-01,11:40:19,262,193,NA,412,125,0.364,19.1,"0.874",0,45.5,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"3002",2021-10-01,11:40:49,284,193,NA,396,190,0.283,22.6,"0.949",0,53.77,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"3003",2021-10-01,11:41:20,311,193,NA,388,285,0.198,23.7,"0.990",0,56.43,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"3004",2021-10-01,11:41:50,334,193,NA,380,420,0.121,21.3,"1.032",0,50.82,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"3005",2021-10-01,11:42:20,347,193,NA,369,625,0.06,15.8,"1.092",0,37.5,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"3006",2021-10-01,11:42:50,347,193,NA,366,820,0.052,17.9,"1.109",0,42.64,"ul6-2",0.75,"2021-10-01_ul6-2",4,24,"2",3,30,2,"u","2"
"3007",2021-10-01,11:43:10,234,234,NA,1022,0,0.771,0,"-",0,0,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3008",2021-10-01,11:43:41,357,234,NA,694,66,0.486,13.5,"0.473",0,32.08,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3009",2021-10-01,11:44:11,380,234,NA,660,90,0.424,16,"0.548",0,38.16,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3010",2021-10-01,11:44:41,418,234,NA,640,125,0.347,18.2,"0.597",0,43.38,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3011",2021-10-01,11:45:12,462,234,NA,624,190,0.26,20.7,"0.638",0,49.4,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3012",2021-10-01,11:45:42,497,234,NA,610,285,0.185,22.1,"0.675",0,52.73,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3013",2021-10-01,11:46:12,523,234,NA,594,420,0.12,21.2,"0.721",0,50.4,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3014",2021-10-01,11:46:43,537,234,NA,574,625,0.064,16.8,"0.780",0,40,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3015",2021-10-01,11:47:13,530,234,NA,556,820,0.047,16.2,"0.838",0,38.54,"ul6-3",0.771,"2021-10-01_ul6-3",4,24,"3",3,30,2,"u","3"
"3016",2021-10-01,11:47:30,221,221,NA,1037,0,0.787,0,"-",0,0,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3017",2021-10-01,11:48:00,353,221,NA,711,66,0.504,14,"0.459",0,33.26,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3018",2021-10-01,11:48:30,381,221,NA,686,90,0.445,16.8,"0.512",0,40.05,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3019",2021-10-01,11:49:01,413,221,NA,675,125,0.388,20.4,"0.536",0,48.5,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3020",2021-10-01,11:49:31,449,221,NA,654,190,0.313,25,"0.586",0,59.47,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3021",2021-10-01,11:50:01,487,221,NA,634,285,0.232,27.8,"0.636",0,66.12,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3022",2021-10-01,11:50:32,518,221,NA,613,420,0.155,27.3,"0.692",0,65.1,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3023",2021-10-01,11:51:02,537,221,NA,588,625,0.087,22.8,"0.764",0,54.37,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3024",2021-10-01,11:51:32,528,221,NA,564,820,0.064,22,"0.839",0,52.48,"ul6-4",0.787,"2021-10-01_ul6-4",4,24,"4",3,30,2,"u","4"
"3025",2021-10-04,08:18:24,86,86,NA,258,0,0.667,0,"-",0,0,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3026",2021-10-04,08:18:54,98,86,NA,238,66,0.588,16.3,"0.084",0,38.81,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3027",2021-10-04,08:19:25,98,86,NA,209,90,0.531,20.1,"0.234",0,47.79,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3028",2021-10-04,08:19:55,99,86,NA,184,125,0.462,24.3,"0.402",0,57.75,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3029",2021-10-04,08:20:25,105,86,NA,166,190,0.367,29.3,"0.554",0,69.73,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3030",2021-10-04,08:20:55,108,86,NA,148,285,0.27,32.3,"0.743",0,76.95,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3031",2021-10-04,08:21:26,111,86,NA,139,420,0.201,35.5,"0.856",0,84.42,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3032",2021-10-04,08:21:56,115,86,NA,130,625,0.115,30.2,"0.985",0,71.88,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3033",2021-10-04,08:22:26,115,86,NA,131,820,0.122,42,"0.969",0,100.04,"hm6-1",0.667,"2021-10-04_hm6-1",3,18,"1",3,20,2,"h","1"
"3034",2021-10-04,08:22:43,91,91,NA,256,0,0.645,0,"-",0,0,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3035",2021-10-04,08:23:14,100,91,NA,265,66,0.623,17.3,"- 0.034",0,41.12,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3036",2021-10-04,08:23:44,103,91,NA,251,90,0.59,22.3,"0.020",0,53.1,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3037",2021-10-04,08:24:14,106,91,NA,219,125,0.516,27.1,"0.169",0,64.5,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3038",2021-10-04,08:24:44,108,91,NA,181,190,0.403,32.2,"0.414",0,76.57,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3039",2021-10-04,08:25:15,110,91,NA,158,285,0.304,36.4,"0.620",0,86.64,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3040",2021-10-04,08:25:45,115,91,NA,142,420,0.19,33.5,"0.803",0,79.8,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3041",2021-10-04,08:26:15,120,91,NA,133,625,0.098,25.7,"0.925",0,61.25,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3042",2021-10-04,08:26:46,119,91,NA,134,820,0.112,38.6,"0.910",0,91.84,"hm6-2",0.645,"2021-10-04_hm6-2",3,18,"2",3,20,2,"h","2"
"3043",2021-10-04,08:27:16,94,94,NA,244,0,0.615,0,"-",0,0,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3044",2021-10-04,08:27:46,103,94,NA,249,66,0.586,16.2,"- 0.020",0,38.68,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3045",2021-10-04,08:28:16,105,94,NA,244,90,0.57,21.5,"0.000",0,51.3,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3046",2021-10-04,08:28:47,107,94,NA,205,125,0.478,25.1,"0.190",0,59.75,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3047",2021-10-04,08:29:17,105,94,NA,171,190,0.386,30.8,"0.427",0,73.34,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3048",2021-10-04,08:29:47,108,94,NA,147,285,0.265,31.7,"0.660",0,75.53,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3049",2021-10-04,08:30:18,112,94,NA,133,420,0.158,27.9,"0.835",0,66.36,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3050",2021-10-04,08:30:48,115,94,NA,127,625,0.094,24.7,"0.921",0,58.75,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3051",2021-10-04,08:31:18,115,94,NA,127,820,0.094,32.4,"0.921",0,77.08,"hm6-3",0.615,"2021-10-04_hm6-3",3,18,"3",3,20,2,"h","3"
"3052",2021-10-04,08:32:00,73,73,NA,206,0,0.646,0,"-",0,0,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3053",2021-10-04,08:32:31,89,73,NA,199,66,0.553,15.3,"0.035",0,36.5,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3054",2021-10-04,08:33:01,89,73,NA,201,90,0.557,21.1,"0.025",0,50.13,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3055",2021-10-04,08:33:31,92,73,NA,169,125,0.456,23.9,"0.219",0,57,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3056",2021-10-04,08:34:01,93,73,NA,138,190,0.326,26,"0.493",0,61.94,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3057",2021-10-04,08:34:32,93,73,NA,119,285,0.218,26.1,"0.731",0,62.13,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3058",2021-10-04,08:35:02,96,73,NA,109,420,0.119,21,"0.890",0,49.98,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3059",2021-10-04,08:35:32,99,73,NA,107,625,0.075,19.7,"0.925",0,46.88,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3060",2021-10-04,08:36:03,100,73,NA,108,820,0.074,25.5,"0.907",0,60.68,"hm6-4",0.646,"2021-10-04_hm6-4",3,18,"4",3,20,2,"h","4"
"3061",2021-10-04,08:36:45,158,158,NA,614,0,0.743,0,"-",0,0,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3062",2021-10-04,08:37:16,255,158,NA,498,66,0.488,13.5,"0.233",0,32.21,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3063",2021-10-04,08:37:46,252,158,NA,465,90,0.458,17.3,"0.320",0,41.22,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3064",2021-10-04,08:38:16,263,158,NA,442,125,0.405,21.3,"0.389",0,50.62,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3065",2021-10-04,08:38:47,286,158,NA,423,190,0.324,25.9,"0.452",0,61.56,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3066",2021-10-04,08:39:17,313,158,NA,412,285,0.24,28.7,"0.490",0,68.4,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3067",2021-10-04,08:39:47,338,158,NA,400,420,0.155,27.3,"0.535",0,65.1,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3068",2021-10-04,08:40:18,358,158,NA,388,625,0.077,20.2,"0.582",0,48.12,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3069",2021-10-04,08:40:48,358,158,NA,380,820,0.058,20,"0.616",0,47.56,"ul6-1",0.743,"2021-10-04_ul6-1",3,18,"1",3,20,2,"u","1"
"3070",2021-10-04,08:41:18,189,189,NA,857,0,0.779,0,"-",0,0,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3071",2021-10-04,08:41:49,331,189,NA,665,66,0.502,13.9,"0.289",0,33.13,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3072",2021-10-04,08:42:19,344,189,NA,631,90,0.455,17.2,"0.358",0,40.95,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3073",2021-10-04,08:42:49,371,189,NA,613,125,0.395,20.7,"0.398",0,49.38,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3074",2021-10-04,08:43:20,406,189,NA,598,190,0.321,25.6,"0.433",0,60.99,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3075",2021-10-04,08:43:50,443,189,NA,580,285,0.236,28.2,"0.478",0,67.26,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3076",2021-10-04,08:44:20,474,189,NA,556,420,0.147,25.9,"0.541",0,61.74,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3077",2021-10-04,08:44:50,487,189,NA,525,625,0.072,18.9,"0.632",0,45,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3078",2021-10-04,08:45:21,474,189,NA,499,820,0.05,17.2,"0.717",0,41,"ul6-2",0.779,"2021-10-04_ul6-2",3,18,"2",3,20,2,"u","2"
"3079",2021-10-04,08:45:49,211,211,NA,968,0,0.782,0,"-",0,0,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3080",2021-10-04,08:46:19,370,211,NA,773,66,0.521,14.4,"0.252",0,34.39,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3081",2021-10-04,08:46:49,395,211,NA,745,90,0.47,17.8,"0.299",0,42.3,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3082",2021-10-04,08:47:20,422,211,NA,737,125,0.427,22.4,"0.313",0,53.38,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3083",2021-10-04,08:47:50,464,211,NA,705,190,0.342,27.3,"0.373",0,64.98,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3084",2021-10-04,08:48:20,492,211,NA,650,285,0.243,29.1,"0.489",0,69.25,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3085",2021-10-04,08:48:50,511,211,NA,608,420,0.16,28.2,"0.592",0,67.2,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3086",2021-10-04,08:49:21,524,211,NA,571,625,0.082,21.5,"0.695",0,51.25,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3087",2021-10-04,08:49:51,512,211,NA,546,820,0.062,21.4,"0.773",0,50.84,"ul6-3",0.782,"2021-10-04_ul6-3",3,18,"3",3,20,2,"u","3"
"3088",2021-10-04,08:50:30,247,247,NA,1106,0,0.777,0,"-",0,0,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3089",2021-10-04,08:51:00,411,247,NA,819,66,0.498,13.8,"0.350",0,32.87,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3090",2021-10-04,08:51:31,434,247,NA,811,90,0.465,17.6,"0.364",0,41.85,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3091",2021-10-04,08:52:01,447,247,NA,785,125,0.431,22.6,"0.409",0,53.88,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3092",2021-10-04,08:52:31,461,247,NA,699,190,0.34,27.1,"0.582",0,64.6,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3093",2021-10-04,08:53:02,466,247,NA,621,285,0.25,29.9,"0.781",0,71.25,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3094",2021-10-04,08:53:32,470,247,NA,565,420,0.168,29.6,"0.958",0,70.56,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3095",2021-10-04,08:54:02,477,247,NA,522,625,0.086,22.6,"1.119",0,53.75,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3096",2021-10-04,08:54:32,462,247,NA,494,820,0.065,22.4,"1.239",0,53.3,"ul6-4",0.777,"2021-10-04_ul6-4",3,18,"4",3,20,2,"u","4"
"3097",2021-10-04,08:55:19,99,99,NA,282,0,0.649,0,"-",0,0,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3098",2021-10-04,08:55:49,107,99,NA,181,66,0.409,11.3,"0.558",0,26.99,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3099",2021-10-04,08:56:20,108,99,NA,164,90,0.341,12.9,"0.720",0,30.69,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3100",2021-10-04,08:56:50,111,99,NA,151,125,0.265,13.9,"0.868",0,33.12,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3101",2021-10-04,08:57:20,114,99,NA,144,190,0.208,16.6,"0.958",0,39.52,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3102",2021-10-04,08:57:51,118,99,NA,139,285,0.151,18.1,"1.029",0,43.03,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3103",2021-10-04,08:58:21,122,99,NA,136,420,0.103,18.2,"1.074",0,43.26,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3104",2021-10-04,08:58:51,125,99,NA,134,625,0.067,17.6,"1.104",0,41.88,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3105",2021-10-04,08:59:22,125,99,NA,135,820,0.074,25.5,"1.089",0,60.68,"hm1-1",0.649,"2021-10-04_hm1-1",3,13,"1",4,30,2,"h","1"
"3106",2021-10-04,09:00:52,112,112,NA,314,0,0.643,0,"-",0,0,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3107",2021-10-04,09:01:22,123,112,NA,222,66,0.446,12.4,"0.414",0,29.44,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3108",2021-10-04,09:01:52,124,112,NA,190,90,0.347,13.1,"0.653",0,31.23,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3109",2021-10-04,09:02:23,127,112,NA,172,125,0.262,13.8,"0.826",0,32.75,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3110",2021-10-04,09:02:53,132,112,NA,160,190,0.175,14,"0.963",0,33.25,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3111",2021-10-04,09:03:23,133,112,NA,153,285,0.131,15.7,"1.052",0,37.34,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3112",2021-10-04,09:03:53,136,112,NA,149,420,0.087,15.3,"1.107",0,36.54,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3113",2021-10-04,09:04:24,142,112,NA,152,625,0.066,17.3,"1.066",0,41.25,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3114",2021-10-04,09:04:54,143,112,NA,152,820,0.059,20.3,"1.066",0,48.38,"hm1-2",0.643,"2021-10-04_hm1-2",3,13,"2",4,30,2,"h","2"
"3115",2021-10-04,09:05:26,100,100,NA,274,0,0.635,0,"-",0,0,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3116",2021-10-04,09:05:57,113,100,NA,240,66,0.529,14.7,"0.142",0,34.91,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3117",2021-10-04,09:06:27,112,100,NA,197,90,0.431,16.3,"0.391",0,38.79,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3118",2021-10-04,09:06:57,114,100,NA,167,125,0.317,16.6,"0.641",0,39.62,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3119",2021-10-04,09:07:27,116,100,NA,153,190,0.242,19.3,"0.791",0,45.98,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3120",2021-10-04,09:07:58,119,100,NA,145,285,0.179,21.4,"0.890",0,51.02,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3121",2021-10-04,09:08:28,123,100,NA,140,420,0.121,21.3,"0.957",0,50.82,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3122",2021-10-04,09:08:58,127,100,NA,137,625,0.073,19.2,"1.000",0,45.62,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3123",2021-10-04,09:09:29,127,100,NA,137,820,0.073,25.1,"1.000",0,59.86,"hm1-3",0.635,"2021-10-04_hm1-3",3,13,"3",4,30,2,"h","3"
"3124",2021-10-04,09:10:12,108,108,NA,227,0,0.524,0,"-",0,0,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3125",2021-10-04,09:10:43,123,108,NA,201,66,0.388,10.8,"0.129",0,25.61,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3126",2021-10-04,09:11:13,123,108,NA,209,90,0.411,15.5,"0.086",0,36.99,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3127",2021-10-04,09:11:43,126,108,NA,185,125,0.319,16.7,"0.227",0,39.88,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3128",2021-10-04,09:12:13,128,108,NA,167,190,0.234,18.7,"0.359",0,44.46,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3129",2021-10-04,09:12:44,132,108,NA,157,285,0.159,19,"0.446",0,45.31,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3130",2021-10-04,09:13:14,136,108,NA,151,420,0.099,17.5,"0.503",0,41.58,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3131",2021-10-04,09:13:44,141,108,NA,149,625,0.054,14.2,"0.523",0,33.75,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3132",2021-10-04,09:14:15,140,108,NA,152,820,0.079,27.2,"0.493",0,64.78,"hm1-4",0.524,"2021-10-04_hm1-4",3,13,"4",4,30,2,"h","4"
"3133",2021-10-04,09:14:50,221,221,NA,1143,0,0.807,0,"-",0,0,"ul1-1",0.807,"2021-10-04_ul1-1",3,13,"1",4,30,2,"u","1"
"3134",2021-10-04,09:15:20,426,221,NA,893,66,0.523,14.5,"0.280",0,34.52,"ul1-1",0.807,"2021-10-04_ul1-1",3,13,"1",4,30,2,"u","1"
"3135",2021-10-04,09:15:50,450,221,NA,851,90,0.471,17.8,"0.343",0,42.39,"ul1-1",0.807,"2021-10-04_ul1-1",3,13,"1",4,30,2,"u","1"
"3136",2021-10-04,09:16:20,484,221,NA,822,125,0.411,21.6,"0.391",0,51.38,"ul1-1",0.807,"2021-10-04_ul1-1",3,13,"1",4,30,2,"u","1"
