Date,Time,ID,run,rlc_day,treatment,plant_id,temp,F,F0,Fm,Fm',Epar,Y(II),ETR,FvFm,NPQ,rETR,deltaNPQ
2023-03-23,10:49:56,ul143,2,1,3,,30,141,99,449,263,66,0.464,12.9,0.78,0.707,30.62,0
2023-03-23,10:50:26,ul143,2,1,3,,30,146,99,449,254,90,0.425,16.1,0.78,0.768,38.25,0
2023-03-23,10:50:56,ul143,2,1,3,,30,154,99,449,249,125,0.382,20.1,0.78,0.803,47.75,0
2023-03-23,10:51:27,ul143,2,1,3,,30,170,99,449,243,190,0.3,23.9,0.78,0.848,57,0
2023-03-23,10:51:57,ul143,2,1,3,,30,186,99,449,236,285,0.212,25.4,0.78,0.903,60.42,0
2023-03-23,10:52:27,ul143,2,1,3,,30,197,99,449,230,420,0.143,25.2,0.78,0.952,60.06,0
2023-03-23,10:52:58,ul143,2,1,3,,30,206,99,449,225,625,0.084,22.1,0.78,0.996,52.5,0.415
2023-03-23,10:53:17,ul144,2,1,4,,30,121,121,569,569,0,0.787,0,0.787,-,0,0
2023-03-23,10:53:47,ul144,2,1,4,,30,191,121,569,398,45,0.52,9.8,0.787,0.43,23.4,0
2023-03-23,10:54:18,ul144,2,1,4,,30,196,121,569,374,66,0.476,13.2,0.787,0.521,31.42,0
2023-03-23,10:54:48,ul144,2,1,4,,30,200,121,569,364,90,0.451,17,0.787,0.563,40.59,0
2023-03-23,10:55:18,ul144,2,1,4,,30,208,121,569,357,125,0.417,21.9,0.787,0.594,52.12,0
2023-03-23,10:55:49,ul144,2,1,4,,30,224,121,569,341,190,0.343,27.4,0.787,0.669,65.17,0
2023-03-23,10:56:19,ul144,2,1,4,,30,248,121,569,328,285,0.244,29.2,0.787,0.735,69.54,0
2023-03-23,10:56:49,ul144,2,1,4,,30,266,121,569,322,420,0.174,30.7,0.787,0.767,73.08,0
2023-03-23,10:57:19,ul144,2,1,4,,30,283,121,569,314,625,0.099,26,0.787,0.812,61.88,0.382
2023-03-23,10:58:02,hm145,2,1,1,,30,93,93,276,276,0,0.663,0,0.663,-,0,0
2023-03-23,10:58:33,hm145,2,1,1,,30,101,93,276,213,45,0.526,9.9,0.663,0.296,23.67,0
2023-03-23,10:59:03,hm145,2,1,1,,30,100,93,276,202,66,0.505,14,0.663,0.366,33.33,0
2023-03-23,10:59:33,hm145,2,1,1,,30,102,93,276,180,90,0.433,16.4,0.663,0.533,38.97,0
2023-03-23,11:00:04,hm145,2,1,1,,30,104,93,276,162,125,0.358,18.8,0.663,0.704,44.75,0
2023-03-23,11:00:34,hm145,2,1,1,,30,106,93,276,146,190,0.274,21.9,0.663,0.89,52.06,0
2023-03-23,11:01:04,hm145,2,1,1,,30,110,93,276,137,285,0.197,23.6,0.663,1.015,56.15,0
2023-03-23,11:01:34,hm145,2,1,1,,30,112,93,276,131,420,0.145,25.6,0.663,1.107,60.9,0
2023-03-23,11:02:05,hm145,2,1,1,,30,117,93,276,129,625,0.093,24.4,0.663,1.14,58.12,0.844
2023-03-23,11:02:48,hm146,2,1,2,,30,114,114,317,317,0,0.64,0,0.64,-,0,0
2023-03-23,11:03:18,hm146,2,1,2,,30,129,114,317,295,45,0.563,10.6,0.64,0.075,25.33,0
2023-03-23,11:03:49,hm146,2,1,2,,30,127,114,317,284,66,0.553,15.3,0.64,0.116,36.5,0
2023-03-23,11:04:19,hm146,2,1,2,,30,128,114,317,243,90,0.473,17.9,0.64,0.305,42.57,0
2023-03-23,11:04:49,hm146,2,1,2,,30,131,114,317,217,125,0.396,20.8,0.64,0.461,49.5,0
2023-03-23,11:05:20,hm146,2,1,2,,30,136,114,317,196,190,0.306,24.4,0.64,0.617,58.14,0
2023-03-23,11:05:50,hm146,2,1,2,,30,137,114,317,183,285,0.251,30,0.64,0.732,71.53,0
2023-03-23,11:06:20,hm146,2,1,2,,30,140,114,317,175,420,0.2,35.3,0.64,0.811,84,0
2023-03-23,11:06:51,hm146,2,1,2,,30,147,114,317,170,625,0.135,35.4,0.64,0.865,84.38,0.79
2023-03-23,11:07:17,hm147,2,1,3,,30,104,104,308,308,0,0.662,0,0.662,-,0,0
2023-03-23,11:07:47,hm147,2,1,3,,30,114,104,308,274,45,0.584,11,0.662,0.124,26.28,0
2023-03-23,11:08:17,hm147,2,1,3,,30,118,104,308,282,66,0.582,16.1,0.662,0.092,38.41,0
2023-03-23,11:08:48,hm147,2,1,3,,30,114,104,308,233,90,0.511,19.3,0.662,0.322,45.99,0
2023-03-23,11:09:18,hm147,2,1,3,,30,114,104,308,198,125,0.424,22.3,0.662,0.556,53,0
2023-03-23,11:09:48,hm147,2,1,3,,30,117,104,308,171,190,0.316,25.2,0.662,0.801,60.04,0
2023-03-23,11:10:19,hm147,2,1,3,,30,118,104,308,153,285,0.229,27.4,0.662,1.013,65.27,0
2023-03-23,11:10:49,hm147,2,1,3,,30,124,104,308,145,420,0.145,25.6,0.662,1.124,60.9,0
2023-03-23,11:11:19,hm147,2,1,3,,30,128,104,308,143,625,0.105,27.6,0.662,1.154,65.62,1.03
2023-03-23,11:12:06,hm148,2,1,4,,30,87,87,262,262,0,0.668,0,0.668,-,0,0
2023-03-23,11:12:37,hm148,2,1,4,,30,98,87,262,215,45,0.544,10.3,0.668,0.219,24.48,0
2023-03-23,11:13:07,hm148,2,1,4,,30,101,87,262,205,66,0.507,14.1,0.668,0.278,33.46,0
2023-03-23,11:13:37,hm148,2,1,4,,30,98,87,262,177,90,0.446,16.9,0.668,0.48,40.14,0
2023-03-23,11:14:07,hm148,2,1,4,,30,98,87,262,159,125,0.384,20.2,0.668,0.648,48,0
2023-03-23,11:14:38,hm148,2,1,4,,30,100,87,262,144,190,0.306,24.4,0.668,0.819,58.14,0
2023-03-23,11:15:08,hm148,2,1,4,,30,105,87,262,134,285,0.216,25.9,0.668,0.955,61.56,0
2023-03-23,11:15:38,hm148,2,1,4,,30,108,87,262,129,420,0.163,28.8,0.668,1.031,68.46,0
2023-03-23,11:16:09,hm148,2,1,4,,30,108,87,262,124,625,0.129,33.9,0.668,1.113,80.62,0.894
2023-03-23,11:16:45,ul145,2,1,1,,30,178,178,889,889,0,0.8,0,0.8,-,0,0
2023-03-23,11:17:15,ul145,2,1,1,,30,297,178,889,641,45,0.537,10.1,0.8,0.387,24.17,0
2023-03-23,11:17:46,ul145,2,1,1,,30,317,178,889,597,66,0.469,13,0.8,0.489,30.95,0
2023-03-23,11:18:16,ul145,2,1,1,,30,324,178,889,575,90,0.437,16.5,0.8,0.546,39.33,0
2023-03-23,11:18:46,ul145,2,1,1,,30,336,178,889,553,125,0.392,20.6,0.8,0.608,49,0
2023-03-23,11:19:17,ul145,2,1,1,,30,360,178,889,525,190,0.314,25.1,0.8,0.693,59.66,0
2023-03-23,11:19:47,ul145,2,1,1,,30,390,178,889,508,285,0.232,27.8,0.8,0.75,66.12,0
2023-03-23,11:20:17,ul145,2,1,1,,30,412,178,889,490,420,0.159,28,0.8,0.814,66.78,0
2023-03-23,11:20:47,ul145,2,1,1,,30,430,178,889,475,625,0.095,24.9,0.8,0.872,59.38,0.485
2023-03-23,11:21:27,ul146,2,1,2,,30,126,126,615,615,0,0.795,0,0.795,-,0,0
2023-03-23,11:21:57,ul146,2,1,2,,30,222,126,615,482,45,0.539,10.2,0.795,0.276,24.26,0
2023-03-23,11:22:27,ul146,2,1,2,,30,245,126,615,466,66,0.474,13.1,0.795,0.32,31.28,0
2023-03-23,11:22:58,ul146,2,1,2,,30,242,126,615,457,90,0.47,17.8,0.795,0.346,42.3,0
2023-03-23,11:23:28,ul146,2,1,2,,30,239,126,615,436,125,0.452,23.7,0.795,0.411,56.5,0
2023-03-23,11:23:58,ul146,2,1,2,,30,247,126,615,409,190,0.396,31.6,0.795,0.504,75.24,0
2023-03-23,11:24:29,ul146,2,1,2,,30,270,126,615,389,285,0.306,36.6,0.795,0.581,87.21,0
2023-03-23,11:24:59,ul146,2,1,2,,30,292,126,615,379,420,0.23,40.6,0.795,0.623,96.6,0
2023-03-23,11:25:29,ul146,2,1,2,,30,316,126,615,369,625,0.144,37.8,0.795,0.667,90,0.391
2023-03-23,11:26:22,ul147,2,1,3,,30,166,166,787,787,0,0.789,0,0.789,-,0,0
2023-03-23,11:26:52,ul147,2,1,3,,30,283,166,787,568,45,0.502,9.5,0.789,0.386,22.59,0
2023-03-23,11:27:22,ul147,2,1,3,,30,298,166,787,541,66,0.449,12.4,0.789,0.455,29.63,0
2023-03-23,11:27:53,ul147,2,1,3,,30,297,166,787,534,90,0.444,16.8,0.789,0.474,39.96,0
2023-03-23,11:28:23,ul147,2,1,3,,30,287,166,787,513,125,0.441,23.2,0.789,0.534,55.12,0
2023-03-23,11:28:53,ul147,2,1,3,,30,293,166,787,484,190,0.395,31.5,0.789,0.626,75.05,0
2023-03-23,11:29:24,ul147,2,1,3,,30,315,166,787,459,285,0.314,37.6,0.789,0.715,89.49,0
2023-03-23,11:29:54,ul147,2,1,3,,30,343,166,787,447,420,0.233,41.1,0.789,0.761,97.86,0
2023-03-23,11:30:24,ul147,2,1,3,,30,371,166,787,435,625,0.147,38.6,0.789,0.809,91.88,0.423
2023-03-23,11:30:50,ul148,2,1,4,,30,177,177,856,856,0,0.793,0,0.793,-,0,0
2023-03-23,11:31:21,ul148,2,1,4,,30,303,177,856,596,45,0.492,9.3,0.793,0.436,22.14,0
2023-03-23,11:31:51,ul148,2,1,4,,30,313,177,856,566,66,0.447,12.4,0.793,0.512,29.5,0
2023-03-23,11:32:21,ul148,2,1,4,,30,313,177,856,555,90,0.436,16.5,0.793,0.542,39.24,0
2023-03-23,11:32:51,ul148,2,1,4,,30,276,177,856,504,125,0.452,23.7,0.793,0.698,56.5,0
2023-03-23,11:33:22,ul148,2,1,4,,30,270,177,856,451,190,0.401,32,0.793,0.898,76.19,0
2023-03-23,11:33:52,ul148,2,1,4,,30,284,177,856,418,285,0.321,38.4,0.793,1.048,91.48,0
2023-03-23,11:34:22,ul148,2,1,4,,30,310,177,856,404,420,0.233,41.1,0.793,1.119,97.86,0
2023-03-23,11:34:53,ul148,2,1,4,,30,339,177,856,402,625,0.157,41.2,0.793,1.129,98.12,0.693
2023-03-24,7:59:41,hm105,2,5,1,,24,96,96,307,307,0,0.687,0,0.687,-,0,0
2023-03-24,8:00:11,hm105,2,5,1,,24,109,96,307,293,45,0.628,11.9,0.687,0.048,28.26,0
2023-03-24,8:00:41,hm105,2,5,1,,24,109,96,307,242,66,0.55,15.2,0.687,0.269,36.3,0
2023-03-24,8:01:12,hm105,2,5,1,,24,109,96,307,199,90,0.452,17.1,0.687,0.543,40.68,0
2023-03-24,8:01:42,hm105,2,5,1,,24,111,96,307,166,125,0.331,17.4,0.687,0.849,41.38,0
2023-03-24,8:02:12,hm105,2,5,1,,24,114,96,307,145,190,0.214,17.1,0.687,1.117,40.66,0
2023-03-24,8:02:43,hm105,2,5,1,,24,117,96,307,135,285,0.133,15.9,0.687,1.274,37.91,0
2023-03-24,8:03:13,hm105,2,5,1,,24,121,96,307,132,420,0.083,14.6,0.687,1.326,34.86,0
2023-03-24,8:03:43,hm105,2,5,1,,24,123,96,307,134,625,0.082,21.5,0.687,1.291,51.25,1.243
2023-03-24,8:04:18,hm106,2,5,2,,24,97,97,260,260,0,0.627,0,0.627,-,0,0
2023-03-24,8:04:49,hm106,2,5,2,,24,106,97,260,246,45,0.569,10.8,0.627,0.057,25.6,0
2023-03-24,8:05:19,hm106,2,5,2,,24,110,97,260,217,66,0.493,13.7,0.627,0.198,32.54,0
2023-03-24,8:05:49,hm106,2,5,2,,24,106,97,260,182,90,0.418,15.8,0.627,0.429,37.62,0
2023-03-24,8:06:19,hm106,2,5,2,,24,110,97,260,162,125,0.321,16.9,0.627,0.605,40.12,0
2023-03-24,8:06:50,hm106,2,5,2,,24,111,97,260,145,190,0.234,18.7,0.627,0.793,44.46,0
2023-03-24,8:07:20,hm106,2,5,2,,24,112,97,260,133,285,0.158,18.9,0.627,0.955,45.03,0
2023-03-24,8:07:50,hm106,2,5,2,,24,111,97,260,128,420,0.133,23.5,0.627,1.031,55.86,0
2023-03-24,8:08:21,hm106,2,5,2,,24,113,97,260,126,625,0.103,27,0.627,1.063,64.38,1.006
2023-03-24,8:09:04,hm107,2,5,3,,24,122,122,323,323,0,0.622,0,0.622,-,0,0
2023-03-24,8:09:34,hm107,2,5,3,,24,132,122,323,295,45,0.553,10.5,0.622,0.095,24.89,0
2023-03-24,8:10:05,hm107,2,5,3,,24,138,122,323,270,66,0.489,13.6,0.622,0.196,32.27,0
2023-03-24,8:10:35,hm107,2,5,3,,24,134,122,323,231,90,0.42,15.9,0.622,0.398,37.8,0
2023-03-24,8:11:05,hm107,2,5,3,,24,138,122,323,205,125,0.327,17.2,0.622,0.576,40.88,0
2023-03-24,8:11:36,hm107,2,5,3,,24,142,122,323,187,190,0.241,19.2,0.622,0.727,45.79,0
2023-03-24,8:12:06,hm107,2,5,3,,24,146,122,323,175,285,0.166,19.9,0.622,0.846,47.31,0
2023-03-24,8:12:36,hm107,2,5,3,,24,148,122,323,168,420,0.119,21,0.622,0.923,49.98,0
2023-03-24,8:13:06,hm107,2,5,3,,24,151,122,323,164,625,0.079,20.7,0.622,0.97,49.38,0.875
2023-03-24,8:13:40,hm108,2,5,4,,24,107,107,293,293,0,0.635,0,0.635,-,0,0
2023-03-24,8:14:11,hm108,2,5,4,,24,121,107,293,271,45,0.554,10.5,0.635,0.081,24.93,0
2023-03-24,8:14:41,hm108,2,5,4,,24,124,107,293,255,66,0.514,14.2,0.635,0.149,33.92,0
2023-03-24,8:15:11,hm108,2,5,4,,24,125,107,293,211,90,0.408,15.4,0.635,0.389,36.72,0
2023-03-24,8:15:41,hm108,2,5,4,,24,129,107,293,183,125,0.295,15.5,0.635,0.601,36.88,0
2023-03-24,8:16:12,hm108,2,5,4,,24,135,107,293,167,190,0.192,15.3,0.635,0.754,36.48,0
2023-03-24,8:16:42,hm108,2,5,4,,24,139,107,293,157,285,0.115,13.8,0.635,0.866,32.77,0
2023-03-24,8:17:12,hm108,2,5,4,,24,142,107,293,155,420,0.084,14.8,0.635,0.89,35.28,0
2023-03-24,8:17:43,hm108,2,5,4,,24,145,107,293,156,625,0.071,18.6,0.635,0.878,44.37,0.797
2023-03-24,8:18:17,ul105,2,5,1,,24,161,161,626,626,0,0.743,0,0.743,-,0,0
2023-03-24,8:18:47,ul105,2,5,1,,24,270,161,626,579,45,0.534,10.1,0.743,0.081,24.03,0
2023-03-24,8:19:17,ul105,2,5,1,,24,265,161,626,530,66,0.5,13.9,0.743,0.181,33,0
2023-03-24,8:19:48,ul105,2,5,1,,24,274,161,626,497,90,0.449,17,0.743,0.26,40.41,0
2023-03-24,8:20:18,ul105,2,5,1,,24,303,161,626,475,125,0.362,19,0.743,0.318,45.25,0
2023-03-24,8:20:48,ul105,2,5,1,,24,336,161,626,456,190,0.263,21,0.743,0.373,49.97,0
2023-03-24,8:21:19,ul105,2,5,1,,24,367,161,626,444,285,0.173,20.7,0.743,0.41,49.3,0
2023-03-24,8:21:49,ul105,2,5,1,,24,394,161,626,435,420,0.094,16.6,0.743,0.439,39.48,0
2023-03-24,8:22:19,ul105,2,5,1,,24,413,161,626,431,625,0.042,11,0.743,0.452,26.25,0.371
2023-03-24,8:23:12,ul106,2,5,2,,24,288,288,1355,1355,0,0.787,0,0.787,-,0,0
2023-03-24,8:23:42,ul106,2,5,2,,24,525,288,1355,1184,45,0.557,10.5,0.787,0.144,25.07,0
2023-03-24,8:24:13,ul106,2,5,2,,24,581,288,1355,1152,66,0.496,13.7,0.787,0.176,32.74,0
2023-03-24,8:24:43,ul106,2,5,2,,24,593,288,1355,1138,90,0.479,18.1,0.787,0.191,43.11,0
2023-03-24,8:25:13,ul106,2,5,2,,24,627,288,1355,1114,125,0.437,22.9,0.787,0.216,54.62,0
2023-03-24,8:25:44,ul106,2,5,2,,24,682,288,1355,1071,190,0.363,29,0.787,0.265,68.97,0
2023-03-24,8:26:14,ul106,2,5,2,,24,740,288,1355,1021,285,0.275,32.9,0.787,0.327,78.38,0
2023-03-24,8:26:44,ul106,2,5,2,,24,779,288,1355,967,420,0.194,34.2,0.787,0.401,81.48,0
2023-03-24,8:27:15,ul106,2,5,2,,24,807,288,1355,918,625,0.121,31.8,0.787,0.476,75.62,0.332
2023-03-24,8:27:44,ul107,2,5,3,,24,284,284,1284,1284,0,0.779,0,0.779,-,0,0
2023-03-24,8:28:14,ul107,2,5,3,,24,542,284,1284,1163,45,0.534,10.1,0.779,0.104,24.03,0
2023-03-24,8:28:45,ul107,2,5,3,,24,582,284,1284,1126,66,0.483,13.4,0.779,0.14,31.88,0
2023-03-24,8:29:15,ul107,2,5,3,,24,577,284,1284,1088,90,0.47,17.8,0.779,0.18,42.3,0
2023-03-24,8:29:45,ul107,2,5,3,,24,622,284,1284,1043,125,0.404,21.2,0.779,0.231,50.5,0
2023-03-24,8:30:16,ul107,2,5,3,,24,672,284,1284,995,190,0.325,25.9,0.779,0.29,61.75,0
2023-03-24,8:30:46,ul107,2,5,3,,24,722,284,1284,945,285,0.236,28.2,0.779,0.359,67.26,0
2023-03-24,8:31:16,ul107,2,5,3,,24,755,284,1284,899,420,0.16,28.2,0.779,0.428,67.2,0
2023-03-24,8:31:46,ul107,2,5,3,,24,780,284,1284,859,625,0.092,24.2,0.779,0.495,57.5,0.391
2023-03-24,8:32:28,ul108,2,5,4,,24,268,268,1301,1301,0,0.794,0,0.794,-,0,0
2023-03-24,8:32:59,ul108,2,5,4,,24,552,268,1301,1112,45,0.504,9.5,0.794,0.17,22.68,0
2023-03-24,8:33:29,ul108,2,5,4,,24,569,268,1301,1066,66,0.466,12.9,0.794,0.22,30.76,0
2023-03-24,8:33:59,ul108,2,5,4,,24,544,268,1301,1025,90,0.469,17.7,0.794,0.269,42.21,0
2023-03-24,8:34:30,ul108,2,5,4,,24,558,268,1301,984,125,0.433,22.7,0.794,0.322,54.12,0
2023-03-24,8:35:00,ul108,2,5,4,,24,611,268,1301,927,190,0.341,27.2,0.794,0.403,64.79,0
2023-03-24,8:35:30,ul108,2,5,4,,24,648,268,1301,867,285,0.253,30.3,0.794,0.501,72.11,0
2023-03-24,8:36:00,ul108,2,5,4,,24,676,268,1301,810,420,0.165,29.1,0.794,0.606,69.3,0
2023-03-24,8:36:31,ul108,2,5,4,,24,698,268,1301,771,625,0.095,24.9,0.794,0.687,59.38,0.517
2023-03-24,8:36:51,hm109,2,5,1,,27,119,119,381,381,0,0.688,0,0.688,-,0,0
2023-03-24,8:37:22,hm109,2,5,1,,27,129,119,381,228,45,0.434,8.2,0.688,0.671,19.53,0
2023-03-24,8:37:52,hm109,2,5,1,,27,129,119,381,199,66,0.352,9.8,0.688,0.915,23.23,0
2023-03-24,8:38:22,hm109,2,5,1,,27,125,119,381,174,90,0.282,10.7,0.688,1.19,25.38,0
2023-03-24,8:38:53,hm109,2,5,1,,27,127,119,381,160,125,0.206,10.8,0.688,1.381,25.75,0
2023-03-24,8:39:23,hm109,2,5,1,,27,130,119,381,153,190,0.15,12,0.688,1.49,28.5,0
2023-03-24,8:39:53,hm109,2,5,1,,27,135,119,381,149,285,0.094,11.3,0.688,1.557,26.79,0
2023-03-24,8:40:23,hm109,2,5,1,,27,138,119,381,148,420,0.068,12,0.688,1.574,28.56,0
2023-03-24,8:40:54,hm109,2,5,1,,27,142,119,381,151,625,0.06,15.8,0.688,1.523,37.5,0.852
2023-03-24,8:41:38,hm110,2,5,2,,27,88,88,267,267,0,0.67,0,0.67,-,0,0
2023-03-24,8:42:08,hm110,2,5,2,,27,95,88,267,208,45,0.543,10.3,0.67,0.284,24.44,0
2023-03-24,8:42:39,hm110,2,5,2,,27,98,88,267,189,66,0.481,13.3,0.67,0.413,31.75,0
2023-03-24,8:43:09,hm110,2,5,2,,27,99,88,267,166,90,0.404,15.3,0.67,0.608,36.36,0
2023-03-24,8:43:39,hm110,2,5,2,,27,101,88,267,150,125,0.327,17.2,0.67,0.78,40.88,0
2023-03-24,8:44:09,hm110,2,5,2,,27,103,88,267,139,190,0.259,20.7,0.67,0.921,49.21,0
2023-03-24,8:44:40,hm110,2,5,2,,27,108,88,267,132,285,0.182,21.8,0.67,1.023,51.87,0
2023-03-24,8:45:10,hm110,2,5,2,,27,109,88,267,123,420,0.114,20.1,0.67,1.171,47.88,0
2023-03-24,8:45:40,hm110,2,5,2,,27,110,88,267,123,625,0.106,27.8,0.67,1.171,66.25,0.887
2023-03-24,8:46:17,hm111,2,5,3,,27,105,105,319,319,0,0.671,0,0.671,-,0,0
2023-03-24,8:46:47,hm111,2,5,3,,27,119,105,319,296,45,0.598,11.3,0.671,0.078,26.91,0
2023-03-24,8:47:17,hm111,2,5,3,,27,121,105,319,259,66,0.533,14.8,0.671,0.232,35.18,0
2023-03-24,8:47:48,hm111,2,5,3,,27,119,105,319,218,90,0.454,17.2,0.671,0.463,40.86,0
2023-03-24,8:48:18,hm111,2,5,3,,27,123,105,319,190,125,0.353,18.5,0.671,0.679,44.12,0
2023-03-24,8:48:48,hm111,2,5,3,,27,129,105,319,169,190,0.237,18.9,0.671,0.888,45.03,0
2023-03-24,8:49:19,hm111,2,5,3,,27,132,105,319,158,285,0.165,19.8,0.671,1.019,47.03,0
2023-03-24,8:49:49,hm111,2,5,3,,27,137,105,319,152,420,0.099,17.5,0.671,1.099,41.58,0
2023-03-24,8:50:19,hm111,2,5,3,,27,139,105,319,150,625,0.073,19.2,0.671,1.127,45.62,1.049
2023-03-24,8:50:40,hm112,2,5,4,,27,115,115,296,296,0,0.611,0,0.611,-,0,0
2023-03-24,8:51:10,hm112,2,5,4,,27,132,115,296,232,45,0.431,8.1,0.611,0.276,19.39,0
2023-03-24,8:51:41,hm112,2,5,4,,27,133,115,296,228,66,0.417,11.6,0.611,0.298,27.52,0
2023-03-24,8:52:11,hm112,2,5,4,,27,134,115,296,205,90,0.346,13.1,0.611,0.444,31.14,0
2023-03-24,8:52:41,hm112,2,5,4,,27,137,115,296,189,125,0.275,14.4,0.611,0.566,34.38,0
2023-03-24,8:53:11,hm112,2,5,4,,27,141,115,296,176,190,0.199,15.9,0.611,0.682,37.81,0
2023-03-24,8:53:42,hm112,2,5,4,,27,145,115,296,170,285,0.147,17.6,0.611,0.741,41.89,0
2023-03-24,8:54:12,hm112,2,5,4,,27,149,115,296,167,420,0.108,19.1,0.611,0.772,45.36,0
2023-03-24,8:54:42,hm112,2,5,4,,27,154,115,296,166,625,0.072,18.9,0.611,0.783,45,0.507
2023-03-24,8:55:08,ul109,2,5,1,,27,108,108,337,337,0,0.68,0,0.68,-,0,0
2023-03-24,8:55:38,ul109,2,5,1,,27,133,108,337,291,45,0.543,10.3,0.68,0.158,24.44,0
2023-03-24,8:56:08,ul109,2,5,1,,27,140,108,337,280,66,0.5,13.9,0.68,0.204,33,0
2023-03-24,8:56:39,ul109,2,5,1,,27,151,108,337,272,90,0.445,16.8,0.68,0.239,40.05,0
2023-03-24,8:57:09,ul109,2,5,1,,27,168,108,337,267,125,0.371,19.5,0.68,0.262,46.38,0
2023-03-24,8:57:39,ul109,2,5,1,,27,190,108,337,263,190,0.278,22.2,0.68,0.281,52.82,0
2023-03-24,8:58:09,ul109,2,5,1,,27,212,108,337,258,285,0.178,21.3,0.68,0.306,50.73,0
2023-03-24,8:58:40,ul109,2,5,1,,27,223,108,337,252,420,0.115,20.3,0.68,0.337,48.3,0
2023-03-24,8:59:10,ul109,2,5,1,,27,233,108,337,249,625,0.064,16.8,0.68,0.353,40,0.195
2023-03-24,9:00:11,ul110,2,5,2,,27,346,346,1313,1313,0,0.736,0,0.736,-,0,0
2023-03-24,9:00:41,ul110,2,5,2,,27,592,346,1313,1210,45,0.511,9.7,0.736,0.085,23,0
2023-03-24,9:01:12,ul110,2,5,2,,27,653,346,1313,1165,66,0.439,12.2,0.736,0.127,28.97,0
2023-03-24,9:01:42,ul110,2,5,2,,27,694,346,1313,1133,90,0.387,14.6,0.736,0.159,34.83,0
2023-03-24,9:02:12,ul110,2,5,2,,27,734,346,1313,1099,125,0.332,17.4,0.736,0.195,41.5,0
2023-03-24,9:02:43,ul110,2,5,2,,27,785,346,1313,1066,190,0.264,21.1,0.736,0.232,50.16,0
2023-03-24,9:03:13,ul110,2,5,2,,27,844,346,1313,1033,285,0.183,21.9,0.736,0.271,52.16,0
2023-03-24,9:03:43,ul110,2,5,2,,27,884,346,1313,1001,420,0.117,20.6,0.736,0.312,49.14,0
2023-03-24,9:04:14,ul110,2,5,2,,27,907,346,1313,970,625,0.065,17.1,0.736,0.354,40.62,0.269
2023-03-24,9:04:52,ul111,2,5,3,,27,302,302,1311,1311,0,0.77,0,0.77,-,0,0
2023-03-24,9:05:22,ul111,2,5,3,,27,529,302,1311,1145,45,0.538,10.2,0.77,0.145,24.21,0
2023-03-24,9:05:53,ul111,2,5,3,,27,602,302,1311,1094,66,0.45,12.5,0.77,0.198,29.7,0
2023-03-24,9:06:23,ul111,2,5,3,,27,628,302,1311,1066,90,0.411,15.5,0.77,0.23,36.99,0
2023-03-24,9:06:53,ul111,2,5,3,,27,658,302,1311,1035,125,0.364,19.1,0.77,0.267,45.5,0
2023-03-24,9:07:24,ul111,2,5,3,,27,709,302,1311,1006,190,0.295,23.5,0.77,0.303,56.05,0
2023-03-24,9:07:54,ul111,2,5,3,,27,763,302,1311,975,285,0.217,26,0.77,0.345,61.84,0
2023-03-24,9:08:24,ul111,2,5,3,,27,805,302,1311,943,420,0.146,25.8,0.77,0.39,61.32,0
2023-03-24,9:08:54,ul111,2,5,3,,27,828,302,1311,906,625,0.086,22.6,0.77,0.447,53.75,0.302
2023-03-24,9:09:28,ul112,2,5,4,,27,241,241,1184,1184,0,0.796,0,0.796,-,0,0
2023-03-24,9:09:59,ul112,2,5,4,,27,486,241,1184,1050,45,0.537,10.1,0.796,0.128,24.17,0
2023-03-24,9:10:29,ul112,2,5,4,,27,507,241,1184,991,66,0.488,13.5,0.796,0.195,32.21,0
2023-03-24,9:10:59,ul112,2,5,4,,27,498,241,1184,944,90,0.472,17.8,0.796,0.254,42.48,0
2023-03-24,9:11:30,ul112,2,5,4,,27,531,241,1184,906,125,0.414,21.7,0.796,0.307,51.75,0
2023-03-24,9:12:00,ul112,2,5,4,,27,584,241,1184,864,190,0.324,25.9,0.796,0.37,61.56,0
2023-03-24,9:12:30,ul112,2,5,4,,27,632,241,1184,817,285,0.226,27.1,0.796,0.449,64.41,0
2023-03-24,9:13:00,ul112,2,5,4,,27,663,241,1184,773,420,0.142,25,0.796,0.532,59.64,0
2023-03-24,9:13:31,ul112,2,5,4,,27,688,241,1184,745,625,0.077,20.2,0.796,0.589,48.12,0.461
2023-03-24,9:14:16,hm113,2,5,1,,27,115,115,333,333,0,0.655,0,0.655,-,0,0
2023-03-24,9:14:46,hm113,2,5,1,,27,129,115,333,255,45,0.494,9.3,0.655,0.306,22.23,0
2023-03-24,9:15:16,hm113,2,5,1,,27,130,115,333,235,66,0.447,12.4,0.655,0.417,29.5,0
2023-03-24,9:15:47,hm113,2,5,1,,27,132,115,333,213,90,0.38,14.4,0.655,0.563,34.2,0
2023-03-24,9:16:17,hm113,2,5,1,,27,135,115,333,196,125,0.311,16.3,0.655,0.699,38.88,0
2023-03-24,9:16:47,hm113,2,5,1,,27,140,115,333,180,190,0.222,17.7,0.655,0.85,42.18,0
2023-03-24,9:17:17,hm113,2,5,1,,27,145,115,333,170,285,0.147,17.6,0.655,0.959,41.89,0
2023-03-24,9:17:48,hm113,2,5,1,,27,148,115,333,167,420,0.114,20.1,0.655,0.994,47.88,0
2023-03-24,9:18:18,hm113,2,5,1,,27,153,115,333,166,625,0.078,20.5,0.655,1.006,48.75,0.7
