Date,Time,ID,run,rlc_day,treatment,plant_id,temp,F,F0,Fm,Fm',Epar,Y(II),ETR,FvFm,NPQ,rETR,deltaNPQ
2023-03-09,7:49:52,hm01,1,1,1,21,24,109,109,256,256,0,0.574,0,0.574,-,0,0
2023-03-09,7:50:22,hm01,1,1,1,21,24,120,109,256,237,66,0.494,13.7,0.574,0.08,32.6,0
2023-03-09,7:50:52,hm01,1,1,1,21,24,122,109,256,220,90,0.445,16.8,0.574,0.164,40.05,0
2023-03-09,7:51:23,hm01,1,1,1,21,24,126,109,256,209,125,0.397,20.8,0.574,0.225,49.62,0
2023-03-09,7:51:53,hm01,1,1,1,21,24,129,109,256,200,190,0.355,28.3,0.574,0.28,67.45,0
2023-03-09,7:52:23,hm01,1,1,1,21,24,135,109,256,188,285,0.282,33.8,0.574,0.362,80.37,0
2023-03-09,7:52:53,hm01,1,1,1,21,24,140,109,256,183,420,0.235,41.5,0.574,0.399,98.7,0
2023-03-09,7:53:24,hm01,1,1,1,21,24,147,109,256,177,625,0.169,44.4,0.574,0.446,105.62,0
2023-03-09,7:53:54,hm01,1,1,1,21,24,148,109,256,175,820,0.154,53,0.574,0.463,126.28,0.383
2023-03-09,7:54:46,hm02,1,1,1,,24,64,64,184,184,0,0.652,0,0.652,-,0,0
2023-03-09,7:55:17,hm02,1,1,1,,24,72,64,184,167,66,0.569,15.8,0.652,0.102,37.55,0
2023-03-09,7:55:47,hm02,1,1,1,,24,68,64,184,133,90,0.489,18.5,0.652,0.383,44.01,0
2023-03-09,7:56:17,hm02,1,1,1,,24,69,64,184,110,125,0.373,19.6,0.652,0.673,46.62,0
2023-03-09,7:56:47,hm02,1,1,1,,24,74,64,184,100,190,0.26,20.7,0.652,0.84,49.4,0
2023-03-09,7:57:18,hm02,1,1,1,,24,75,64,184,94,285,0.202,24.2,0.652,0.957,57.57,0
2023-03-09,7:57:48,hm02,1,1,1,,24,75,64,184,89,420,0.157,27.7,0.652,1.067,65.94,0
2023-03-09,7:58:18,hm02,1,1,1,,24,78,64,184,86,625,0.093,24.4,0.652,1.14,58.12,0
2023-03-09,7:58:49,hm02,1,1,1,,24,79,64,184,88,820,0.102,35.1,0.652,1.091,83.64,0.989
2023-03-09,8:00:03,hm09,1,1,1,,24,126,126,361,361,0,0.651,0,0.651,-,0,0
2023-03-09,8:00:34,hm09,1,1,1,,24,144,126,361,303,66,0.525,14.6,0.651,0.191,34.65,0
2023-03-09,8:01:04,hm09,1,1,1,,24,145,126,361,253,90,0.427,16.1,0.651,0.427,38.43,0
2023-03-09,8:01:34,hm09,1,1,1,,24,154,126,361,226,125,0.319,16.7,0.651,0.597,39.88,0
2023-03-09,8:02:05,hm09,1,1,1,,24,160,126,361,210,190,0.238,19,0.651,0.719,45.22,0
2023-03-09,8:02:35,hm09,1,1,1,,24,163,126,361,195,285,0.164,19.6,0.651,0.851,46.74,0
2023-03-09,8:03:05,hm09,1,1,1,,24,168,126,361,186,420,0.097,17.1,0.651,0.941,40.74,0
2023-03-09,8:03:35,hm09,1,1,1,,24,169,126,361,178,625,0.051,13.4,0.651,1.028,31.87,0
2023-03-09,8:04:06,hm09,1,1,1,,24,171,126,361,181,820,0.055,18.9,0.651,0.994,45.1,0.803
2023-03-09,8:04:28,hm10,1,1,1,,24,97,97,256,256,0,0.621,0,0.621,-,0,0
2023-03-09,8:04:58,hm10,1,1,1,,24,109,97,256,243,66,0.551,15.3,0.621,0.053,36.37,0
2023-03-09,8:05:28,hm10,1,1,1,,24,110,97,256,217,90,0.493,18.6,0.621,0.18,44.37,0
2023-03-09,8:05:58,hm10,1,1,1,,24,112,97,256,177,125,0.367,19.3,0.621,0.446,45.88,0
2023-03-09,8:06:29,hm10,1,1,1,,24,113,97,256,149,190,0.242,19.3,0.621,0.718,45.98,0
2023-03-09,8:06:59,hm10,1,1,1,,24,115,97,256,136,285,0.154,18.4,0.621,0.882,43.89,0
2023-03-09,8:07:29,hm10,1,1,1,,24,121,97,256,131,420,0.076,13.4,0.621,0.954,31.92,0
2023-03-09,8:08:00,hm10,1,1,1,,24,121,97,256,127,625,0.047,12.3,0.621,1.016,29.38,0
2023-03-09,8:08:30,hm10,1,1,1,,24,122,97,256,130,820,0.062,21.4,0.621,0.969,50.84,0.916
2023-03-09,8:08:55,hm17,1,1,1,,27,108,108,321,321,0,0.664,0,0.664,-,0,0
2023-03-09,8:09:25,hm17,1,1,1,,27,123,108,321,270,66,0.544,15.1,0.664,0.189,35.9,0
2023-03-09,8:09:55,hm17,1,1,1,,27,121,108,321,221,90,0.452,17.1,0.664,0.452,40.68,0
2023-03-09,8:10:26,hm17,1,1,1,,27,123,108,321,189,125,0.349,18.3,0.664,0.698,43.62,0
2023-03-09,8:10:56,hm17,1,1,1,,27,128,108,321,171,190,0.251,20,0.664,0.877,47.69,0
2023-03-09,8:11:26,hm17,1,1,1,,27,130,108,321,160,285,0.188,22.5,0.664,1.006,53.58,0
2023-03-09,8:11:56,hm17,1,1,1,,27,134,108,321,152,420,0.118,20.8,0.664,1.112,49.56,0
2023-03-09,8:12:27,hm17,1,1,1,,27,137,108,321,148,625,0.074,19.4,0.664,1.169,46.25,0
2023-03-09,8:12:57,hm17,1,1,1,,27,141,108,321,149,820,0.054,18.6,0.664,1.154,44.28,0.965
2023-03-09,8:13:26,hm18,1,1,1,,27,73,73,218,218,0,0.665,0,0.665,-,0,0
2023-03-09,8:13:56,hm18,1,1,1,,27,83,73,218,178,66,0.534,14.8,0.665,0.225,35.24,0
2023-03-09,8:14:27,hm18,1,1,1,,27,82,73,218,135,90,0.393,14.9,0.665,0.615,35.37,0
2023-03-09,8:14:57,hm18,1,1,1,,27,83,73,218,116,125,0.284,14.9,0.665,0.879,35.5,0
2023-03-09,8:15:27,hm18,1,1,1,,27,87,73,218,107,190,0.187,14.9,0.665,1.037,35.53,0
2023-03-09,8:15:57,hm18,1,1,1,,27,87,73,218,102,285,0.147,17.6,0.665,1.137,41.89,0
2023-03-09,8:16:28,hm18,1,1,1,,27,92,73,218,102,420,0.098,17.3,0.665,1.137,41.16,0
2023-03-09,8:16:58,hm18,1,1,1,,27,94,73,218,99,625,0.051,13.4,0.665,1.202,31.87,0
2023-03-09,8:17:28,hm18,1,1,1,,27,94,73,218,100,820,0.06,20.7,0.665,1.18,49.2,0.955
2023-03-09,8:18:05,hm25,1,1,1,,27,71,71,191,191,0,0.628,0,0.628,-,0,0
2023-03-09,8:18:35,hm25,1,1,1,,27,83,71,191,168,66,0.506,14,0.628,0.137,33.4,0
2023-03-09,8:19:06,hm25,1,1,1,,27,84,71,191,147,90,0.429,16.2,0.628,0.299,38.61,0
2023-03-09,8:19:36,hm25,1,1,1,,27,86,71,191,131,125,0.344,18.1,0.628,0.458,43,0
2023-03-09,8:20:06,hm25,1,1,1,,27,90,71,191,122,190,0.262,20.9,0.628,0.566,49.78,0
2023-03-09,8:20:37,hm25,1,1,1,,27,91,71,191,114,285,0.202,24.2,0.628,0.675,57.57,0
2023-03-09,8:21:07,hm25,1,1,1,,27,93,71,191,112,420,0.17,30,0.628,0.705,71.4,0
2023-03-09,8:21:37,hm25,1,1,1,,27,99,71,191,109,625,0.092,24.2,0.628,0.752,57.5,0
2023-03-09,8:22:08,hm25,1,1,1,,27,99,71,191,109,820,0.092,31.7,0.628,0.752,75.44,0.615
2023-03-09,8:23:38,hm26,1,1,1,,27,92,92,219,219,0,0.58,0,0.58,-,0,0
2023-03-09,8:24:08,hm26,1,1,1,,27,110,92,219,185,66,0.405,11.2,0.58,0.184,26.73,0
2023-03-09,8:24:38,hm26,1,1,1,,27,112,92,219,186,90,0.398,15,0.58,0.177,35.82,0
2023-03-09,8:25:09,hm26,1,1,1,,27,118,92,219,173,125,0.318,16.7,0.58,0.266,39.75,0
2023-03-09,8:25:39,hm26,1,1,1,,27,122,92,219,160,190,0.238,19,0.58,0.369,45.22,0
2023-03-09,8:26:09,hm26,1,1,1,,27,126,92,219,153,285,0.176,21.1,0.58,0.431,50.16,0
2023-03-09,8:26:39,hm26,1,1,1,,27,130,92,219,149,420,0.128,22.6,0.58,0.47,53.76,0
2023-03-09,8:27:10,hm26,1,1,1,,27,136,92,219,147,625,0.075,19.7,0.58,0.49,46.88,0
2023-03-09,8:27:40,hm26,1,1,1,,27,135,92,219,146,820,0.075,25.8,0.58,0.5,61.5,0.316
2023-03-09,8:28:50,hm33,1,1,1,,30,76,76,212,212,0,0.642,0,0.642,-,0,0
2023-03-09,8:29:20,hm33,1,1,1,,30,85,76,212,171,66,0.503,13.9,0.642,0.24,33.2,0
2023-03-09,8:29:51,hm33,1,1,1,,30,84,76,212,147,90,0.429,16.2,0.642,0.442,38.61,0
2023-03-09,8:30:21,hm33,1,1,1,,30,85,76,212,131,125,0.351,18.4,0.642,0.618,43.88,0
2023-03-09,8:30:51,hm33,1,1,1,,30,88,76,212,121,190,0.273,21.8,0.642,0.752,51.87,0
2023-03-09,8:31:21,hm33,1,1,1,,30,89,76,212,110,285,0.191,22.9,0.642,0.927,54.44,0
2023-03-09,8:31:52,hm33,1,1,1,,30,91,76,212,105,420,0.133,23.5,0.642,1.019,55.86,0
2023-03-09,8:32:22,hm33,1,1,1,,30,95,76,212,103,625,0.078,20.5,0.642,1.058,48.75,0
2023-03-09,8:32:52,hm33,1,1,1,,30,98,76,212,104,820,0.058,20,0.642,1.038,47.56,0.798
2023-03-09,8:37:11,hm34,1,1,1,,30,79,79,207,207,0,0.618,0,0.618,-,0,0
2023-03-09,8:37:41,hm34,1,1,1,,30,89,79,207,175,66,0.491,13.6,0.618,0.183,32.41,0
2023-03-09,8:38:11,hm34,1,1,1,,30,90,79,207,154,90,0.416,15.7,0.618,0.344,37.44,0
2023-03-09,8:38:41,hm34,1,1,1,,30,93,79,207,137,125,0.321,16.9,0.618,0.511,40.12,0
2023-03-09,8:39:12,hm34,1,1,1,,30,94,79,207,124,190,0.242,19.3,0.618,0.669,45.98,0
2023-03-09,8:39:42,hm34,1,1,1,,30,98,79,207,118,285,0.169,20.2,0.618,0.754,48.17,0
2023-03-09,8:40:12,hm34,1,1,1,,30,102,79,207,116,420,0.121,21.3,0.618,0.784,50.82,0
2023-03-09,8:40:43,hm34,1,1,1,,30,104,79,207,115,625,0.096,25.2,0.618,0.8,60,0
2023-03-09,8:41:13,hm34,1,1,1,,30,105,79,207,113,820,0.071,24.5,0.618,0.832,58.22,0.649
2023-03-09,8:44:10,hm41,1,1,1,,30,74,74,201,201,0,0.632,0,0.632,-,0,0
2023-03-09,8:44:40,hm41,1,1,1,,30,91,74,201,171,66,0.468,13,0.632,0.175,30.89,0
2023-03-09,8:45:11,hm41,1,1,1,,30,92,74,201,152,90,0.395,14.9,0.632,0.322,35.55,0
2023-03-09,8:45:41,hm41,1,1,1,,30,94,74,201,144,125,0.347,18.2,0.632,0.396,43.38,0
2023-03-09,8:46:11,hm41,1,1,1,,30,96,74,201,136,190,0.294,23.5,0.632,0.478,55.86,0
2023-03-09,8:46:41,hm41,1,1,1,,30,100,74,201,129,285,0.225,26.9,0.632,0.558,64.12,0
2023-03-09,8:47:12,hm41,1,1,1,,30,103,74,201,126,420,0.183,32.3,0.632,0.595,76.86,0
2023-03-09,8:47:42,hm41,1,1,1,,30,106,74,201,125,625,0.152,39.9,0.632,0.608,95,0
2023-03-09,8:48:12,hm41,1,1,1,,30,108,74,201,123,820,0.122,42,0.632,0.634,100.04,0.459
2023-03-09,8:48:33,hm42,1,1,1,,30,84,84,226,226,0,0.628,0,0.628,-,0,0
2023-03-09,8:49:04,hm42,1,1,1,,30,99,84,226,216,66,0.542,15,0.628,0.046,35.77,0
2023-03-09,8:49:34,hm42,1,1,1,,30,95,84,226,176,90,0.46,17.4,0.628,0.284,41.4,0
2023-03-09,8:50:04,hm42,1,1,1,,30,98,84,226,158,125,0.38,20,0.628,0.43,47.5,0
2023-03-09,8:50:35,hm42,1,1,1,,30,101,84,226,140,190,0.279,22.3,0.628,0.614,53.01,0
2023-03-09,8:51:05,hm42,1,1,1,,30,105,84,226,130,285,0.192,23,0.628,0.738,54.72,0
2023-03-09,8:51:35,hm42,1,1,1,,30,106,84,226,124,420,0.145,25.6,0.628,0.823,60.9,0
2023-03-09,8:52:05,hm42,1,1,1,,30,111,84,226,123,625,0.098,25.7,0.628,0.837,61.25,0
2023-03-09,8:52:36,hm42,1,1,1,,30,113,84,226,123,820,0.081,27.9,0.628,0.837,66.42,0.791
2023-03-09,8:53:57,hm03,1,1,2,,24,98,98,277,277,0,0.646,0,0.646,-,0,0
2023-03-09,8:54:28,hm03,1,1,2,,24,111,98,277,210,66,0.471,13.1,0.646,0.319,31.09,0
2023-03-09,8:54:58,hm03,1,1,2,,24,111,98,277,181,90,0.387,14.6,0.646,0.53,34.83,0
2023-03-09,8:55:28,hm03,1,1,2,,24,113,98,277,162,125,0.302,15.9,0.646,0.71,37.75,0
2023-03-09,8:55:58,hm03,1,1,2,,24,118,98,277,151,190,0.219,17.5,0.646,0.834,41.61,0
2023-03-09,8:56:29,hm03,1,1,2,,24,120,98,277,143,285,0.161,19.3,0.646,0.937,45.88,0
2023-03-09,8:56:59,hm03,1,1,2,,24,123,98,277,140,420,0.121,21.3,0.646,0.979,50.82,0
2023-03-09,8:57:29,hm03,1,1,2,,24,127,98,277,135,625,0.059,15.5,0.646,1.052,36.88,0
2023-03-09,8:58:00,hm03,1,1,2,,24,126,98,277,135,820,0.067,23.1,0.646,1.052,54.94,0.733
2023-03-09,9:00:53,hm04,1,1,2,,24,71,71,175,175,0,0.594,0,0.594,-,0,0
2023-03-09,9:01:23,hm04,1,1,2,,24,76,71,175,156,66,0.513,14.2,0.594,0.122,33.86,0
2023-03-09,9:01:53,hm04,1,1,2,,24,76,71,175,142,90,0.465,17.6,0.594,0.232,41.85,0
2023-03-09,9:02:24,hm04,1,1,2,,24,78,71,175,128,125,0.391,20.5,0.594,0.367,48.88,0
2023-03-09,9:02:54,hm04,1,1,2,,24,81,71,175,116,190,0.302,24.1,0.594,0.509,57.38,0
2023-03-09,9:03:24,hm04,1,1,2,,24,83,71,175,107,285,0.224,26.8,0.594,0.636,63.84,0
2023-03-09,9:03:55,hm04,1,1,2,,24,85,71,175,101,420,0.158,27.9,0.594,0.733,66.36,0
2023-03-09,9:04:25,hm04,1,1,2,,24,87,71,175,97,625,0.103,27,0.594,0.804,64.38,0
2023-03-09,9:04:55,hm04,1,1,2,,24,89,71,175,98,820,0.092,31.7,0.594,0.786,75.44,0.664
2023-03-09,9:06:11,hm05,1,1,3,,24,92,92,259,259,0,0.645,0,0.645,-,0,0
2023-03-09,9:06:41,hm05,1,1,3,,24,103,92,259,237,66,0.565,15.7,0.645,0.093,37.29,0
2023-03-09,9:07:11,hm05,1,1,3,,24,106,92,259,213,90,0.502,19,0.645,0.216,45.18,0
2023-03-09,9:07:42,hm05,1,1,3,,24,105,92,259,174,125,0.397,20.8,0.645,0.489,49.62,0
2023-03-09,9:08:12,hm05,1,1,3,,24,107,92,259,151,190,0.291,23.2,0.645,0.715,55.29,0
2023-03-09,9:08:42,hm05,1,1,3,,24,110,92,259,140,285,0.214,25.6,0.645,0.85,60.99,0
2023-03-09,9:09:12,hm05,1,1,3,,24,115,92,259,134,420,0.142,25,0.645,0.933,59.64,0
2023-03-09,9:09:43,hm05,1,1,3,,24,117,92,259,130,625,0.1,26.3,0.645,0.992,62.5,0
2023-03-09,9:10:13,hm05,1,1,3,,24,117,92,259,130,820,0.1,34.4,0.645,0.992,82,0.899
2023-03-09,9:10:46,hm06,1,1,3,,24,92,92,237,237,0,0.612,0,0.612,-,0,0
2023-03-09,9:11:17,hm06,1,1,3,,24,104,92,237,224,66,0.536,14.9,0.612,0.058,35.38,0
2023-03-09,9:11:47,hm06,1,1,3,,24,104,92,237,182,90,0.429,16.2,0.612,0.302,38.61,0
2023-03-09,9:12:17,hm06,1,1,3,,24,106,92,237,152,125,0.303,15.9,0.612,0.559,37.88,0
2023-03-09,9:12:48,hm06,1,1,3,,24,108,92,237,138,190,0.217,17.3,0.612,0.717,41.23,0
2023-03-09,9:13:18,hm06,1,1,3,,24,113,92,237,129,285,0.124,14.8,0.612,0.837,35.34,0
2023-03-09,9:13:48,hm06,1,1,3,,24,115,92,237,125,420,0.08,14.1,0.612,0.896,33.6,0
2023-03-09,9:14:18,hm06,1,1,3,,24,117,92,237,124,625,0.056,14.7,0.612,0.911,35,0
2023-03-09,9:14:49,hm06,1,1,3,,24,118,92,237,125,820,0.056,19.3,0.612,0.896,45.92,0.838
2023-03-09,9:16:04,hm07,1,1,4,,24,106,106,278,278,0,0.619,0,0.619,-,0,0
2023-03-09,9:16:34,hm07,1,1,4,,24,116,106,278,250,66,0.536,14.9,0.619,0.112,35.38,0
2023-03-09,9:17:05,hm07,1,1,4,,24,116,106,278,205,90,0.434,16.4,0.619,0.356,39.06,0
2023-03-09,9:17:35,hm07,1,1,4,,24,120,106,278,180,125,0.333,17.5,0.619,0.544,41.62,0
2023-03-09,9:18:05,hm07,1,1,4,,24,123,106,278,160,190,0.231,18.4,0.619,0.738,43.89,0
2023-03-09,9:18:36,hm07,1,1,4,,24,126,106,278,149,285,0.154,18.4,0.619,0.866,43.89,0
2023-03-09,9:19:06,hm07,1,1,4,,24,130,106,278,143,420,0.091,16.1,0.619,0.944,38.22,0
2023-03-09,9:19:36,hm07,1,1,4,,24,132,106,278,141,625,0.064,16.8,0.619,0.972,40,0
2023-03-09,9:20:06,hm07,1,1,4,,24,133,106,278,142,820,0.063,21.7,0.619,0.958,51.66,0.846
2023-03-09,9:20:41,hm08,1,1,4,,24,86,86,249,249,0,0.655,0,0.655,-,0,0
2023-03-09,9:21:11,hm08,1,1,4,,24,91,86,249,244,66,0.627,17.4,0.655,0.02,41.38,0
2023-03-09,9:21:42,hm08,1,1,4,,24,96,86,249,198,90,0.515,19.5,0.655,0.258,46.35,0
2023-03-09,9:22:12,hm08,1,1,4,,24,98,86,249,165,125,0.406,21.3,0.655,0.509,50.75,0
2023-03-09,9:22:42,hm08,1,1,4,,24,102,86,249,139,190,0.266,21.2,0.655,0.791,50.54,0
2023-03-09,9:23:13,hm08,1,1,4,,24,102,86,249,125,285,0.184,22,0.655,0.992,52.44,0
2023-03-09,9:23:43,hm08,1,1,4,,24,106,86,249,122,420,0.131,23.1,0.655,1.041,55.02,0
2023-03-09,9:24:13,hm08,1,1,4,,24,109,86,249,116,625,0.06,15.8,0.655,1.147,37.5,0
2023-03-09,9:24:43,hm08,1,1,4,,24,108,86,249,117,820,0.077,26.5,0.655,1.128,63.14,1.108
2023-03-09,9:25:23,hm11,1,1,2,,24,88,88,252,252,0,0.651,0,0.651,-,0,0
2023-03-09,9:25:53,hm11,1,1,2,,24,98,88,252,219,66,0.553,15.3,0.651,0.151,36.5,0
2023-03-09,9:26:24,hm11,1,1,2,,24,97,88,252,173,90,0.439,16.6,0.651,0.457,39.51,0
2023-03-09,9:26:54,hm11,1,1,2,,24,102,88,252,149,125,0.315,16.5,0.651,0.691,39.38,0
2023-03-09,9:27:24,hm11,1,1,2,,24,105,88,252,134,190,0.216,17.2,0.651,0.881,41.04,0
2023-03-09,9:27:55,hm11,1,1,2,,24,107,88,252,125,285,0.144,17.2,0.651,1.016,41.04,0
2023-03-09,9:28:25,hm11,1,1,2,,24,109,88,252,123,420,0.114,20.1,0.651,1.049,47.88,0
2023-03-09,9:28:55,hm11,1,1,2,,24,111,88,252,121,625,0.083,21.8,0.651,1.083,51.88,0
2023-03-09,9:29:26,hm11,1,1,2,,24,113,88,252,121,820,0.066,22.7,0.651,1.083,54.12,0.932
2023-03-09,9:30:43,hm12,1,1,2,,24,99,99,286,286,0,0.654,0,0.654,-,0,0
2023-03-09,9:31:14,hm12,1,1,2,,24,110,99,286,268,66,0.59,16.4,0.654,0.067,38.94,0
2023-03-09,9:31:44,hm12,1,1,2,,24,111,99,286,250,90,0.556,21,0.654,0.144,50.04,0
2023-03-09,9:32:14,hm12,1,1,2,,24,112,99,286,205,125,0.454,23.8,0.654,0.395,56.75,0
2023-03-09,9:32:45,hm12,1,1,2,,24,116,99,286,173,190,0.329,26.3,0.654,0.653,62.51,0
2023-03-09,9:33:15,hm12,1,1,2,,24,117,99,286,150,285,0.22,26.3,0.654,0.907,62.7,0
2023-03-09,9:33:45,hm12,1,1,2,,24,120,99,286,141,420,0.149,26.3,0.654,1.028,62.58,0
2023-03-09,9:34:16,hm12,1,1,2,,24,124,99,286,136,625,0.088,23.1,0.654,1.103,55,0
2023-03-09,9:34:46,hm12,1,1,2,,24,124,99,286,136,820,0.088,30.3,0.654,1.103,72.16,1.036
2023-03-09,9:35:17,hm13,1,1,3,,24,77,77,172,172,0,0.552,0,0.552,-,0,0
2023-03-09,9:35:47,hm13,1,1,3,,24,86,77,172,192,66,0.552,15.3,0.552,-0.104,36.43,0
2023-03-09,9:36:17,hm13,1,1,3,,24,93,77,172,179,90,0.48,18.1,0.552,-0.039,43.2,0
2023-03-09,9:36:48,hm13,1,1,3,,24,96,77,172,153,125,0.373,19.6,0.552,0.124,46.62,0
2023-03-09,9:37:18,hm13,1,1,3,,24,103,77,172,136,190,0.243,19.4,0.552,0.265,46.17,0
2023-03-09,9:37:48,hm13,1,1,3,,24,107,77,172,129,285,0.171,20.5,0.552,0.333,48.74,0
2023-03-09,9:38:19,hm13,1,1,3,,24,113,77,172,126,420,0.103,18.2,0.552,0.365,43.26,0
2023-03-09,9:38:49,hm13,1,1,3,,24,119,77,172,124,625,0.04,10.5,0.552,0.387,25,0
2023-03-09,9:39:19,hm13,1,1,3,,24,117,77,172,126,820,0.071,24.5,0.552,0.365,58.22,0.469
2023-03-09,9:39:33,hm14,1,1,3,,24,112,112,249,249,0,0.55,0,0.55,-,0,0
2023-03-09,9:40:03,hm14,1,1,3,,24,124,112,249,237,66,0.477,13.2,0.55,0.051,31.48,0
2023-03-09,9:40:34,hm14,1,1,3,,24,127,112,249,207,90,0.386,14.6,0.55,0.203,34.74,0
2023-03-09,9:41:04,hm14,1,1,3,,24,135,112,249,186,125,0.274,14.4,0.55,0.339,34.25,0
2023-03-09,9:41:34,hm14,1,1,3,,24,137,112,249,176,190,0.222,17.7,0.55,0.415,42.18,0
2023-03-09,9:42:05,hm14,1,1,3,,24,143,112,249,168,285,0.149,17.8,0.55,0.482,42.46,0
2023-03-09,9:42:35,hm14,1,1,3,,24,149,112,249,163,420,0.086,15.2,0.55,0.528,36.12,0
2023-03-09,9:43:05,hm14,1,1,3,,24,152,112,249,160,625,0.05,13.1,0.55,0.556,31.25,0
2023-03-09,9:43:35,hm14,1,1,3,,24,151,112,249,161,820,0.062,21.4,0.55,0.547,50.84,0.496
2023-03-09,9:44:07,hm15,1,1,4,,24,84,84,212,212,0,0.604,0,0.604,-,0,0
2023-03-09,9:44:37,hm15,1,1,4,,24,97,84,212,197,66,0.508,14.1,0.604,0.076,33.53,0
2023-03-09,9:45:08,hm15,1,1,4,,24,92,84,212,150,90,0.387,14.6,0.604,0.413,34.83,0
2023-03-09,9:45:38,hm15,1,1,4,,24,97,84,212,133,125,0.271,14.2,0.604,0.594,33.88,0
2023-03-09,9:46:08,hm15,1,1,4,,24,99,84,212,123,190,0.195,15.6,0.604,0.724,37.05,0
2023-03-09,9:46:38,hm15,1,1,4,,24,100,84,212,118,285,0.153,18.3,0.604,0.797,43.6,0
2023-03-09,9:47:09,hm15,1,1,4,,24,105,84,212,119,420,0.118,20.8,0.604,0.782,49.56,0
2023-03-09,9:47:39,hm15,1,1,4,,24,114,84,212,123,625,0.073,19.2,0.604,0.724,45.62,0
2023-03-09,9:48:09,hm15,1,1,4,,24,116,84,212,124,820,0.065,22.4,0.604,0.71,53.3,0.634
2023-03-09,9:48:57,hm16,1,1,4,,24,79,79,189,189,0,0.582,0,0.582,-,0,0
2023-03-09,9:49:27,hm16,1,1,4,,24,88,79,189,192,66,0.542,15,0.582,-0.016,35.77,0
2023-03-09,9:49:57,hm16,1,1,4,,24,91,79,189,195,90,0.533,20.1,0.582,-0.031,47.97,0
2023-03-09,9:50:28,hm16,1,1,4,,24,91,79,189,164,125,0.445,23.4,0.582,0.152,55.62,0
2023-03-09,9:50:58,hm16,1,1,4,,24,94,79,189,145,190,0.352,28.1,0.582,0.303,66.88,0
2023-03-09,9:51:28,hm16,1,1,4,,24,96,79,189,133,285,0.278,33.3,0.582,0.421,79.23,0
2023-03-09,9:51:58,hm16,1,1,4,,24,101,79,189,125,420,0.192,33.9,0.582,0.512,80.64,0
2023-03-09,9:52:29,hm16,1,1,4,,24,102,79,189,118,625,0.136,35.7,0.582,0.602,85,0
2023-03-09,9:52:59,hm16,1,1,4,,24,104,79,189,120,820,0.133,45.8,0.582,0.575,109.06,0.591
2023-03-09,9:53:31,hm19,1,1,2,,27,86,86,260,260,0,0.669,0,0.669,-,0,0
2023-03-09,9:54:01,hm19,1,1,2,,27,96,86,260,244,66,0.607,16.8,0.669,0.066,40.06,0
2023-03-09,9:54:31,hm19,1,1,2,,27,96,86,260,193,90,0.503,19,0.669,0.347,45.27,0
2023-03-09,9:55:02,hm19,1,1,2,,27,97,86,260,155,125,0.374,19.6,0.669,0.677,46.75,0
2023-03-09,9:55:32,hm19,1,1,2,,27,99,86,260,135,190,0.267,21.3,0.669,0.926,50.73,0
2023-03-09,9:56:02,hm19,1,1,2,,27,101,86,260,125,285,0.192,23,0.669,1.08,54.72,0
2023-03-09,9:56:33,hm19,1,1,2,,27,106,86,260,120,420,0.117,20.6,0.669,1.167,49.14,0
2023-03-09,9:57:03,hm19,1,1,2,,27,108,86,260,117,625,0.077,20.2,0.669,1.222,48.12,0
2023-03-09,9:57:33,hm19,1,1,2,,27,108,86,260,118,820,0.085,29.3,0.669,1.203,69.7,1.137
2023-03-09,9:58:49,hm20,1,1,2,,27,113,113,344,344,0,0.672,0,0.672,-,0,0
2023-03-09,9:59:19,hm20,1,1,2,,27,123,113,344,331,66,0.628,17.4,0.672,0.039,41.45,0
2023-03-09,9:59:50,hm20,1,1,2,,27,125,113,344,260,90,0.519,19.6,0.672,0.323,46.71,0
2023-03-09,10:00:20,hm20,1,1,2,,27,128,113,344,215,125,0.405,21.3,0.672,0.6,50.62,0
2023-03-09,10:00:50,hm20,1,1,2,,27,133,113,344,184,190,0.277,22.1,0.672,0.87,52.63,0
2023-03-09,10:01:21,hm20,1,1,2,,27,139,113,344,167,285,0.168,20.1,0.672,1.06,47.88,0
2023-03-09,10:01:51,hm20,1,1,2,,27,141,113,344,161,420,0.124,21.9,0.672,1.137,52.08,0
2023-03-09,10:02:21,hm20,1,1,2,,27,146,113,344,156,625,0.064,16.8,0.672,1.205,40,0
2023-03-09,10:02:51,hm20,1,1,2,,27,147,113,344,157,820,0.064,22,0.672,1.191,52.48,1.152
2023-03-09,10:03:33,hm21,1,1,3,,27,82,82,234,234,0,0.65,0,0.65,-,0,0
2023-03-09,10:04:03,hm21,1,1,3,,27,97,82,234,221,66,0.561,15.6,0.65,0.059,37.03,0
2023-03-09,10:04:33,hm21,1,1,3,,27,99,82,234,183,90,0.459,17.4,0.65,0.279,41.31,0
2023-03-09,10:05:03,hm21,1,1,3,,27,103,82,234,159,125,0.352,18.5,0.65,0.472,44,0
2023-03-09,10:05:34,hm21,1,1,3,,27,108,82,234,143,190,0.245,19.6,0.65,0.636,46.55,0
2023-03-09,10:06:04,hm21,1,1,3,,27,111,82,234,134,285,0.172,20.6,0.65,0.746,49.02,0
2023-03-09,10:06:34,hm21,1,1,3,,27,113,82,234,129,420,0.124,21.9,0.65,0.814,52.08,0
2023-03-09,10:07:05,hm21,1,1,3,,27,116,82,234,126,625,0.079,20.7,0.65,0.857,49.38,0
