"2023-03-10";"11:53:54";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2023-03-10 08:02:37.733";"2023-03-10";"08:02:37";"SLCS";"";"Light Curve start ";"ul01"
"2023-03-10 08:02:37.733";"2023-03-10";"08:02:37";"REG1";"";"#1: alpha: 0.316, ETRm: 22.586, Ik: 71.545   ( beta: 0.034, ETRmPot: 32.086 )   (Platt et al. 1980) ";""
"2023-03-10 08:02:37.733";"2023-03-10";"08:02:37";"REG2";"";"#1: alpha: 0.303, ETRm: 19.212, Ik: 63.349   (Jassby and Platt 1976) ";""
"2023-03-10 08:02:39.436";"2023-03-10";"08:02:39";"FO";"1";"109";"470";"0";"0.768";"0.0";"-";"109";"470";"0.768"
"2023-03-10 08:03:09.727";"2023-03-10";"08:03:09";"F";"2";"217";"443";"66";"0.510";"14.1";"0.061";"109";"470";"0.768"
"2023-03-10 08:03:40.024";"2023-03-10";"08:03:40";"F";"3";"223";"416";"90";"0.464";"17.5";"0.130";"109";"470";"0.768"
"2023-03-10 08:04:10.323";"2023-03-10";"08:04:10";"F";"4";"248";"392";"125";"0.367";"19.3";"0.199";"109";"470";"0.768"
"2023-03-10 08:04:40.611";"2023-03-10";"08:04:40";"F";"5";"269";"376";"190";"0.285";"22.7";"0.250";"109";"470";"0.768"
"2023-03-10 08:05:10.916";"2023-03-10";"08:05:10";"F";"6";"289";"356";"285";"0.188";"22.5";"0.320";"109";"470";"0.768"
"2023-03-10 08:05:41.211";"2023-03-10";"08:05:41";"F";"7";"300";"340";"420";"0.118";"20.8";"0.382";"109";"470";"0.768"
"2023-03-10 08:06:11.507";"2023-03-10";"08:06:11";"F";"8";"303";"321";"625";"0.056";"14.7";"0.464";"109";"470";"0.768"
"2023-03-10 08:06:41.799";"2023-03-10";"08:06:41";"F";"9";"292";"305";"820";"0.043";"14.8";"0.541";"109";"470";"0.768"
"2023-03-10 08:06:45.134";"2023-03-10";"08:06:45";"SLCE";"";"Light Curve end ";""
"2023-03-10 08:07:12.000";"2023-03-10";"08:07:12";"SLCS";"";"Light Curve start ";"ul02"
"2023-03-10 08:07:12.000";"2023-03-10";"08:07:12";"REG1";"";"#1: alpha: 0.255, ETRm: 18.546, Ik: 72.769   ( beta: 0.081, ETRmPot: 38.489 )   (Platt et al. 1980) ";""
"2023-03-10 08:07:12.000";"2023-03-10";"08:07:12";"REG2";"";"#1: alpha: 0.395, ETRm: 13.996, Ik: 35.449   (Jassby and Platt 1976) ";""
"2023-03-10 08:07:13.792";"2023-03-10";"08:07:13";"FO";"10";"108";"427";"0";"0.747";"0.0";"-";"108";"427";"0.747"
"2023-03-10 08:07:44.088";"2023-03-10";"08:07:44";"F";"11";"198";"369";"66";"0.463";"12.8";"0.157";"108";"427";"0.747"
"2023-03-10 08:08:14.385";"2023-03-10";"08:08:14";"F";"12";"208";"344";"90";"0.395";"14.9";"0.241";"108";"427";"0.747"
"2023-03-10 08:08:44.687";"2023-03-10";"08:08:44";"F";"13";"226";"326";"125";"0.307";"16.1";"0.310";"108";"427";"0.747"
"2023-03-10 08:09:14.983";"2023-03-10";"08:09:14";"F";"14";"246";"312";"190";"0.212";"16.9";"0.369";"108";"427";"0.747"
