"2023-03-28";"11:47:38";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2023-03-28 07:58:57.549";"2023-03-28";"07:58:57";"SLCS";"";"Light Curve start ";"hm113"
"2023-03-28 07:58:57.549";"2023-03-28";"07:58:57";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 13.531 )   (Platt et al. 1980) ";""
"2023-03-28 07:58:57.549";"2023-03-28";"07:58:57";"REG2";"";"#1: alpha: 0.295, ETRm: 14.467, Ik: 49.018   (Jassby and Platt 1976) ";""
"2023-03-28 07:58:59.230";"2023-03-28";"07:58:59";"FO";"1";"112";"345";"0";"0.675";"0.0";"-";"-";"112";"345";"0.675"
"2023-03-28 07:59:29.531";"2023-03-28";"07:59:29";"F";"2";"121";"264";"45";"0.542";"10.2";"102";"0.307";"112";"345";"0.675"
"2023-03-28 07:59:59.825";"2023-03-28";"07:59:59";"F";"3";"123";"233";"66";"0.472";"13.1";"97";"0.481";"112";"345";"0.675"
"2023-03-28 08:00:30.124";"2023-03-28";"08:00:30";"F";"4";"127";"202";"90";"0.371";"14.0";"91";"0.708";"112";"345";"0.675"
"2023-03-28 08:01:00.419";"2023-03-28";"08:01:00";"F";"5";"134";"179";"125";"0.251";"13.2";"86";"0.927";"112";"345";"0.675"
"2023-03-28 08:01:30.713";"2023-03-28";"08:01:30";"F";"6";"138";"168";"190";"0.179";"14.3";"83";"1.054";"112";"345";"0.675"
"2023-03-28 08:02:01.004";"2023-03-28";"08:02:01";"F";"7";"143";"163";"285";"0.123";"14.7";"82";"1.117";"112";"345";"0.675"
"2023-03-28 08:02:31.308";"2023-03-28";"08:02:31";"F";"8";"148";"160";"420";"0.075";"13.2";"81";"1.156";"112";"345";"0.675"
"2023-03-28 08:03:01.598";"2023-03-28";"08:03:01";"F";"9";"152";"162";"625";"0.062";"16.3";"82";"1.130";"112";"345";"0.675"
"2023-03-28 08:03:04.931";"2023-03-28";"08:03:04";"SLCE";"";"Light Curve end ";""
"2023-03-28 08:03:32.085";"2023-03-28";"08:03:32";"SLCS";"";"Light Curve start ";"hm114"
