wavelength,h139_1,h139_2,h139_3,u139_1,u139_2,u139_3,h140_1,h140_2,h140_3,u140_1,u140_2,u140_3,h137_1,h137_2,h137_3,u137_1,u137_2,u137_3,h138_1,h138_2,h138_3,u138_1,u138_2,u138_3,h143_1,h143_2,h143_3,u143_1,u143_2,u143_3,h144_1,h144_2,h144_3,u144_1,u144_2,u144_3,h141_1,h141_2,h141_3,u141_1,u141_2,u141_3,h142_1,h142_2,h142_3,u142_1,u142_2,u142_3,h147_1,h147_2,h147_3,u147_1,u147_2,u147_3,h148_1,h148_2,h148_3,u148_1,u148_2,u148_3,h145_1,h145_2,h145_3,u145_1,u145_2,u145_3,h146_1,h146_2,h146_3,u146_1,u146_2,u146_3,h127_1,h127_2,h127_3,u127_1,u127_2,u127_3,h128_1,h128_2,h128_3,u128_1,u128_2,u128_3,h125_1,h125_2,h125_3,u125_1,u125_2,u125_3,h126_1,h126_2,h126_3,u126_1,u126_2,u126_3,h131_1,h131_2,h131_3,u131_1,u131_2,u131_3,h132_1,h132_2,h132_3,u132_1,u132_2,u132_3,h129_1,h129_2,h129_3,u129_1,u129_2,u129_3,h130_1,h130_2,h130_3,u130_1,u130_2,u130_3,h135_1,h135_2,h135_3,u135_1,u135_2,u135_3,h136_1,h136_2,h136_3,u136_1,u136_2,u136_3,h133_1,h133_2,h133_3,u133_1,u133_2,u133_3,h134_1,h134_2,h134_3,u134_1,u134_2,u134_3
698.517,1.28923,1.47263,1.22687,3.00208,1.24334,2.12441,1.68006,3.08748,2.52018,2.50526,3.06081,2.7854,0.86361,1.09,1.43594,3.03945,2.77791,3.04417,1.70963,1.96214,1.77276,2.66916,2.71787,2.73714,2.33919,2.61166,2.22205,3.38543,3.20453,3.11206,0.80724,1.58582,1.53471,3.25255,3.73853,3.15047,1.02193,2.92993,2.79982,3.33047,2.55356,2.91882,2.52921,1.27186,2.08042,3.02426,2.42849,3.52715,1.68895,1.35472,2.31697,2.80231,2.6068,2.68698,1.65208,1.60074,2.59864,3.31722,4.5367,3.32634,1.48641,2.09992,1.11771,3.38389,3.11414,2.89424,1.03037,3.22679,2.67714,3.21496,2.48767,3.11346,1.95824,3.14208,1.20034,2.87641,2.39815,2.65896,2.82331,2.30862,2.8741,2.67497,4.28224,2.95097,1.71507,1.43957,2.39048,3.18008,3.25432,2.57878,3.08203,2.64259,0.98606,3.27673,3.02721,3.17877,1.40066,2.07144,1.35703,2.77025,3.26561,2.33896,2.97637,0.51432,3.03405,3.01659,3.82683,3.58434,1.70074,2.20046,3.01904,3.45609,3.18906,3.03074,1.68922,2.3654,2.79678,3.32307,3.62357,3.86211,2.53234,2.66966,2.20336,3.3955,3.43767,3.26888,1.59857,4.0515,2.98009,3.54951,3.59391,4.69552,2.20695,2.31144,1.83689,2.99437,3.7662,2.67837,1.84414,2.27407,1.84555,2.97972,2.85973,3.25868
698.837,1.28399,1.50937,1.24584,2.9087,1.16995,2.03345,1.74636,3.19313,2.52235,2.4052,2.94685,2.72881,0.89732,1.08613,1.4895,2.83916,2.7394,3.03121,1.80384,1.86653,1.74763,2.50744,2.56807,2.65351,2.39016,2.69895,2.21257,3.19646,3.12922,3.09791,0.83774,1.57927,1.59697,3.15818,3.64659,3.02076,1.06681,3.02873,2.68981,3.36166,2.42651,2.98311,2.57671,1.26458,2.2672,2.87596,2.39021,3.39126,1.76312,1.39803,2.22396,2.71246,2.53271,2.59865,1.64219,1.47158,2.63774,3.31825,4.64754,3.22209,1.41496,2.10209,1.14824,3.31816,3.02576,2.7807,1.03771,3.25006,2.71715,3.20299,2.53402,3.06328,1.94985,3.21997,1.17553,2.8819,2.3435,2.5809,2.74773,2.40592,2.84502,2.69265,4.13612,2.92136,1.84671,1.51401,2.49659,3.16043,3.19524,2.48038,3.14593,2.69508,0.95984,3.30901,2.99347,3.10075,1.46311,2.05435,1.4904,2.72602,3.22231,2.32724,3.02873,0.57709,3.04062,2.90582,3.74797,3.46174,1.57594,2.23509,3.02355,3.42157,3.15854,3.00707,1.61638,2.46808,2.82804,3.35144,3.51079,3.82192,2.50704,2.5555,2.22356,3.4594,3.43139,3.26879,1.69497,4.04676,2.97261,3.50642,3.5606,4.69574,2.1147,2.35107,1.7025,2.80952,3.59839,2.5346,1.8632,2.26279,1.85883,2.94631,2.63833,3.23704
699.158,1.25867,1.56903,1.25219,2.92207,1.13079,1.93925,1.66399,3.11412,2.5251,2.39627,2.83351,2.56029,0.88315,1.0152,1.4997,2.78603,2.60867,2.88434,1.68412,1.92646,1.73346,2.40706,2.55734,2.53308,2.26285,2.70871,2.17982,3.11893,3.02655,2.91958,0.85435,1.57556,1.63184,3.01943,3.50683,2.94057,1.02985,2.96384,2.69951,3.16772,2.37346,2.72708,2.56895,1.19414,2.14341,2.81365,2.34489,3.32884,1.65837,1.32706,2.30085,2.69692,2.39404,2.451,1.6897,1.39095,2.58904,3.21833,4.54004,3.15416,1.35717,2.11792,1.14231,3.14713,2.91006,2.74458,1.00491,3.35864,2.58337,3.12115,2.34602,2.90865,1.92256,3.15784,1.18575,2.74417,2.1571,2.49698,2.83256,2.36797,2.91382,2.61384,3.97795,2.76358,1.6678,1.50332,2.51149,3.06959,3.09521,2.4705,3.15149,2.75052,0.90256,3.13503,2.80644,3.05231,1.35558,2.05607,1.5347,2.71565,3.14568,2.24013,2.97835,0.48599,3.03313,2.84807,3.60165,3.4107,1.57801,2.19379,2.94411,3.27592,2.99658,2.8419,1.61946,2.39717,2.93663,3.09866,3.4238,3.74069,2.45309,2.51204,2.15025,3.21026,3.22704,3.07712,1.83209,4.07445,3.08074,3.53912,3.45001,4.48408,2.21478,2.38312,1.77509,2.71556,3.50837,2.45907,1.86361,2.29931,1.92596,2.84893,2.63461,2.96824
699.478,1.43643,1.5533,1.28743,2.89381,1.14834,1.99479,1.75823,3.20112,2.6269,2.36839,2.85741,2.5502,0.91183,1.08559,1.49255,2.77712,2.73391,2.89526,1.76605,2.00524,1.83221,2.43083,2.6214,2.44732,2.44628,2.83269,2.28819,3.07579,3.01595,2.99091,0.90842,1.65072,1.6933,3.08952,3.44122,2.9676,1.07628,3.05853,2.86346,3.08325,2.3499,2.74931,2.68756,1.33833,2.17973,2.77426,2.35908,3.21925,1.74605,1.40753,2.35785,2.75181,2.32254,2.48358,1.71784,1.54426,2.73532,3.15867,4.39145,3.13582,1.51622,2.16001,1.25876,3.20002,2.95084,2.6607,1.08546,3.32835,2.70855,3.02567,2.30205,2.86582,2.0166,3.31035,1.23177,2.70392,2.20581,2.46713,2.82592,2.40474,3.05421,2.69692,3.95691,2.8077,1.70025,1.66049,2.59945,3.12087,3.0942,2.43841,3.13823,2.67756,0.97636,3.12391,2.88263,3.01341,1.4303,2.11766,1.50145,2.67679,3.0219,2.24902,3.04617,0.58003,3.08943,2.82983,3.65401,3.28454,1.68953,2.20985,3.10928,3.26582,3.09715,2.85927,1.70052,2.42528,3.10542,3.25905,3.42418,3.77006,2.62308,2.57819,2.18295,3.30035,3.30408,3.07534,1.83216,4.31388,3.16913,3.51428,3.51369,4.46551,2.31741,2.39011,1.82666,2.70651,3.5889,2.42551,1.96044,2.34831,2.03528,2.92957,2.64721,3.00768
699.799,1.37292,1.55305,1.31749,2.91433,1.20411,1.87369,1.76246,3.26669,2.59743,2.32181,2.78362,2.48611,0.95569,1.14622,1.54899,2.72271,2.63188,2.84207,1.81192,1.95281,1.84404,2.28303,2.46781,2.45143,2.46279,2.89604,2.29823,2.9715,3.04938,2.87241,0.80773,1.71218,1.67901,3.03492,3.29607,2.89061,1.08065,3.11476,2.87583,3.12644,2.19083,2.69771,2.73937,1.26858,2.18932,2.76145,2.24238,3.20533,1.70497,1.40668,2.3324,2.63014,2.35535,2.50682,1.75183,1.5082,2.70702,3.10655,4.36258,3.0982,1.53772,2.28486,1.24271,3.12179,2.82049,2.5591,1.02928,3.32217,2.82833,3.01681,2.27053,2.85046,2.00874,3.30337,1.20393,2.61782,2.10601,2.44139,2.99217,2.4554,2.97757,2.63854,3.91095,2.72422,1.86265,1.63804,2.58958,2.95398,3.03597,2.40526,3.26414,2.78116,1.01902,2.99135,2.77171,2.89207,1.46093,2.19781,1.5207,2.50737,3.00572,2.20269,2.97679,0.54224,3.19032,2.7479,3.55864,3.22563,1.76429,2.23198,3.14966,3.28421,2.98346,2.71541,1.69649,2.51106,2.98008,3.14966,3.2702,3.63574,2.63229,2.59378,2.34221,3.22253,3.2489,3.0163,1.88633,4.30441,3.18712,3.35484,3.35789,4.33037,2.43487,2.52247,1.8319,2.68247,3.47136,2.50472,1.92023,2.31771,2.02968,2.6984,2.56307,2.95348
700.119,1.40762,1.58332,1.29309,2.81073,1.15857,1.84259,1.7219,3.21263,2.60337,2.24025,2.64356,2.45194,0.90291,1.05398,1.50555,2.60821,2.5298,2.74213,1.856,2.05305,1.87789,2.33065,2.37818,2.39173,2.41184,2.8895,2.37284,2.92919,2.88079,2.83887,0.88854,1.70228,1.81873,2.98894,3.26171,2.80672,1.07674,3.07898,2.87951,3.04541,2.20271,2.5511,2.77228,1.4354,2.21799,2.72721,2.21849,3.071,1.69946,1.38664,2.40117,2.59594,2.22706,2.34201,1.75506,1.57498,2.74359,2.98611,4.26301,3.05585,1.48991,2.14418,1.27233,2.98018,2.74099,2.55776,1.11077,3.38121,2.85611,2.97813,2.17219,2.74103,2.00972,3.26317,1.20875,2.60552,2.1763,2.38242,2.92139,2.44532,2.97247,2.58608,3.77499,2.744,1.85637,1.7172,2.60793,2.94743,3.00969,2.34265,3.26554,2.78195,0.97717,2.941,2.65428,2.80234,1.40584,2.13087,1.51012,2.45057,2.91085,2.05985,3.00454,0.50927,3.15744,2.63776,3.50743,3.15552,1.67628,2.23801,3.15037,3.12067,2.82729,2.66002,1.69681,2.49002,3.00563,3.09636,3.19789,3.55167,2.6696,2.61578,2.30223,3.12177,3.04596,2.90903,1.88953,4.46466,3.10534,3.26426,3.29505,4.32495,2.37152,2.4664,1.94531,2.52419,3.36251,2.35451,1.93655,2.40765,1.94599,2.70942,2.57705,2.88563
700.44,1.39915,1.52148,1.20804,2.75167,1.03806,1.76596,1.67417,3.22084,2.58035,2.07068,2.58409,2.29436,0.88432,1.02971,1.52328,2.46494,2.42845,2.56642,1.74262,1.9168,1.77657,2.21746,2.21239,2.27554,2.36599,2.8114,2.23873,2.80282,2.74207,2.63178,0.76056,1.63367,1.7566,2.86547,3.12655,2.631,1.02838,2.96316,2.80056,2.88936,2.13162,2.45663,2.7733,1.17705,2.28213,2.53805,2.10403,2.88793,1.69133,1.28272,2.29542,2.50124,2.13116,2.20533,1.73132,1.48795,2.7406,2.9187,4.13177,2.80767,1.42775,2.16912,1.20329,2.8293,2.56379,2.42794,1.00817,3.30792,2.83816,2.79549,2.07566,2.6155,2.03092,3.29704,1.08807,2.44007,2.02446,2.24767,2.83996,2.36959,2.91081,2.49866,3.60946,2.45244,1.79096,1.7292,2.55175,2.78363,2.82889,2.21705,3.30165,2.75504,0.90997,2.67971,2.59493,2.65019,1.23424,2.08775,1.49837,2.29223,2.83152,2.07571,3.06059,0.46557,3.04915,2.49483,3.33371,3.00736,1.68487,2.12968,3.06266,3.05551,2.69239,2.54834,1.64953,2.50705,3.00634,3.02059,3.04578,3.46776,2.57647,2.62758,2.22858,2.93337,2.98955,2.73815,1.90937,4.38367,3.03706,3.15127,3.21046,4.12946,2.28167,2.3481,1.7798,2.41097,3.28237,2.21059,1.92224,2.31525,1.98419,2.55622,2.39948,2.70489
700.76,1.572,1.64344,1.29143,2.81303,1.06966,1.76621,1.79031,3.39027,2.73023,2.07997,2.556,2.29343,0.97712,1.12777,1.61054,2.58669,2.53984,2.63137,1.89867,1.98581,1.88021,2.17883,2.21658,2.27829,2.54012,2.89495,2.37955,2.81326,2.67641,2.6687,0.91237,1.71138,1.92447,2.94461,3.132,2.66201,1.11978,3.09258,2.97198,2.94932,2.10475,2.43955,2.8679,1.34386,2.31517,2.48926,2.23518,2.78986,1.78532,1.45108,2.37941,2.51446,2.15081,2.22281,1.76626,1.54048,2.84774,2.8871,4.17692,2.7797,1.49575,2.26486,1.18624,2.79101,2.63317,2.40272,1.14018,3.39397,2.91507,2.71509,2.11006,2.55346,2.11994,3.35427,1.17508,2.51677,2.02929,2.27995,2.96118,2.48612,3.0882,2.51483,3.58269,2.50772,1.92858,1.86014,2.75552,2.84944,2.88217,2.21977,3.38473,2.83117,0.95626,2.81561,2.685,2.66275,1.32724,2.27501,1.5738,2.30829,2.80652,2.037,3.10292,0.5574,3.12249,2.60183,3.26026,2.97286,1.77074,2.28964,3.1877,2.97895,2.70646,2.50177,1.78338,2.60298,3.13283,3.00383,3.10435,3.4025,2.70494,2.65343,2.42552,2.94461,2.9255,2.73083,2.06035,4.45776,3.2411,3.25864,3.19897,4.09486,2.42991,2.45575,1.92184,2.47952,3.31966,2.23029,2.04147,2.53735,2.02001,2.59163,2.50421,2.6466
701.08,1.52882,1.53672,1.2755,2.70353,0.99841,1.68525,1.80027,3.1645,2.67113,1.9701,2.48757,2.08545,0.88728,1.02976,1.62884,2.36314,2.42598,2.53609,1.86619,2.00939,1.84415,2.10073,2.22347,2.13061,2.4123,2.91058,2.25261,2.69789,2.56914,2.54972,0.69804,1.72032,1.82722,2.76169,2.94143,2.50782,0.99391,3.0168,2.92256,2.75682,2.02045,2.30714,2.89544,1.28946,2.23265,2.46894,2.16045,2.78257,1.72555,1.40343,2.38614,2.43745,2.02073,2.12391,1.71026,1.53199,2.80928,2.79997,4.06505,2.80038,1.46989,2.06952,1.32145,2.68972,2.47032,2.34616,1.00612,3.42007,2.91077,2.63257,1.97286,2.47771,2.05612,3.45697,1.18476,2.28846,1.96597,2.22333,2.92945,2.37842,3.1527,2.42827,3.44766,2.46747,1.81588,1.80803,2.78367,2.70156,2.90007,2.1532,3.30367,2.86771,0.95026,2.65029,2.42198,2.57097,1.3662,2.21989,1.51886,2.25298,2.69633,1.94646,3.13136,0.43022,3.07665,2.38921,3.15931,2.85514,1.75658,2.33285,3.16501,2.86707,2.62986,2.49607,1.69939,2.56074,3.11484,2.85876,2.90292,3.33676,2.67682,2.59108,2.36149,2.78298,2.83301,2.69375,2.05928,4.57936,3.30036,3.13054,3.16519,4.18026,2.41138,2.46205,1.86059,2.32633,3.14128,2.10711,2.01481,2.43451,1.98906,2.41946,2.3127,2.574
701.4,1.53147,1.66627,1.34608,2.6682,1.07512,1.68945,1.87386,3.31178,2.75563,1.99495,2.39742,2.16188,0.88427,1.07563,1.6169,2.37188,2.44054,2.41898,1.83882,1.97455,1.92189,2.1076,2.1878,2.16967,2.49644,3.01453,2.37225,2.70329,2.53691,2.45352,0.79327,1.76492,1.94854,2.76773,2.98116,2.55879,1.07206,3.19079,3.00216,2.68419,2.01465,2.33164,2.96067,1.31196,2.33132,2.44536,2.15233,2.83481,1.80136,1.37292,2.45296,2.51517,2.02086,2.20073,1.75254,1.505,2.91074,2.66991,3.97877,2.7089,1.5743,2.22961,1.35614,2.59862,2.51573,2.27833,1.13854,3.45122,3.04365,2.64029,1.98957,2.47572,2.10036,3.55599,1.19139,2.38843,1.92402,2.2062,2.98538,2.51267,3.21086,2.4436,3.50653,2.41421,2.02313,1.87502,2.80625,2.6484,2.7903,2.10792,3.47459,2.94528,0.9679,2.65299,2.42167,2.53877,1.44436,2.19901,1.58816,2.27397,2.60752,1.93547,3.17595,0.52574,3.23121,2.37819,3.15597,2.86656,1.89426,2.36428,3.31971,2.94982,2.5975,2.40971,1.72005,2.54475,3.16668,2.92659,2.86661,3.35373,2.73542,2.54572,2.4073,2.83522,2.82567,2.70728,2.15326,4.69847,3.2428,3.07573,3.05806,4.03653,2.42134,2.42876,1.85393,2.40962,3.08212,2.10885,2.14913,2.52333,2.10829,2.48068,2.33058,2.51142
701.72,1.59665,1.68663,1.36794,2.66188,1.05326,1.6965,1.85419,3.30694,2.85328,1.97062,2.41295,2.13832,0.96137,1.08581,1.61914,2.23081,2.40336,2.44951,1.93001,2.02092,1.99558,2.06441,2.14945,2.05524,2.56086,3.09103,2.3519,2.58909,2.48379,2.45962,0.82226,1.79691,2.01193,2.71343,2.8809,2.41933,1.10309,3.07436,3.07636,2.67198,1.95912,2.23286,2.98625,1.32696,2.39498,2.34487,1.99833,2.70034,1.77092,1.35392,2.54326,2.41724,1.99814,2.04546,1.78298,1.52088,2.90703,2.72545,4.08132,2.71692,1.55772,2.23319,1.42871,2.59346,2.36489,2.23593,1.06406,3.52824,3.05545,2.5787,1.98161,2.33513,2.07131,3.51651,1.25873,2.28693,1.97313,2.09268,3.0364,2.55183,3.17649,2.43102,3.41465,2.4231,1.99819,1.909,2.92649,2.67105,2.70705,2.09305,3.50701,2.97973,1.06923,2.5773,2.3695,2.53036,1.43686,2.24865,1.55525,2.22038,2.58527,1.9295,3.2137,0.44322,3.22748,2.33774,3.14892,2.82017,1.85009,2.36848,3.37898,2.87922,2.55136,2.34407,1.7563,2.64963,3.27741,2.81565,2.88728,3.33045,2.78082,2.70277,2.43852,2.75441,2.75078,2.54466,2.14754,4.68288,3.31439,2.98932,2.97008,3.93518,2.57781,2.48989,1.89229,2.24637,3.08814,2.12677,2.09422,2.63258,2.11131,2.35353,2.14833,2.52449
702.041,1.62701,1.64172,1.32456,2.59152,1.00321,1.64265,1.97988,3.32964,2.88945,1.85043,2.28079,2.07697,0.95232,1.05215,1.75232,2.22533,2.34123,2.33523,2.03334,2.08549,2.04228,1.97625,2.02924,2.05276,2.6142,3.07949,2.42836,2.57537,2.46188,2.40866,0.8393,1.83097,2.06384,2.68405,2.75837,2.36168,1.05378,3.1552,3.11474,2.6441,1.92684,2.15362,3.09243,1.37597,2.36712,2.35055,1.95562,2.61062,1.7871,1.40442,2.56009,2.36032,1.95469,2.01616,1.85206,1.55124,2.94617,2.6536,3.96759,2.62272,1.51059,2.27911,1.41364,2.5641,2.33034,2.21257,1.13248,3.50249,3.04466,2.55306,1.9702,2.34379,2.1031,3.51758,1.26081,2.25164,1.94608,2.03208,3.07627,2.56642,3.28116,2.43371,3.38668,2.34533,2.05904,2.10696,2.90305,2.66552,2.67767,2.10622,3.43804,3.05164,1.02142,2.56507,2.46608,2.55241,1.42775,2.32736,1.65118,2.16498,2.579,1.85178,3.31464,0.48489,3.27106,2.25402,3.04498,2.62538,1.91693,2.49932,3.42477,2.87963,2.50486,2.33038,1.81346,2.60908,3.40293,2.76615,2.76326,3.23767,2.81103,2.71809,2.52913,2.56633,2.70575,2.47432,2.2881,4.77173,3.37136,2.99269,2.98538,3.96302,2.55218,2.53131,1.97104,2.29006,2.99762,1.99017,2.15581,2.63301,2.10882,2.3674,2.20098,2.41988
702.361,1.84055,1.70161,1.41981,2.69913,1.0825,1.68898,1.95941,3.36174,3.01274,1.86609,2.26473,2.09463,1.07095,1.17351,1.85804,2.32623,2.42016,2.38845,1.99241,2.07686,1.99165,1.96026,2.05763,2.07239,2.68664,3.19452,2.52644,2.52366,2.45405,2.4213,0.93394,1.97836,2.17334,2.7875,2.87177,2.34207,1.10955,3.32093,3.20532,2.65883,1.90045,2.28759,3.18576,1.49145,2.48483,2.40471,2.0344,2.59101,1.86157,1.47123,2.53234,2.49454,1.96333,2.02629,1.91374,1.64925,3.07995,2.62547,3.92373,2.69074,1.62017,2.28414,1.57181,2.55072,2.41743,2.19794,1.19599,3.64603,3.26182,2.59837,1.97223,2.28702,2.21081,3.72314,1.27762,2.22844,1.94556,2.08841,3.19957,2.68655,3.39261,2.5575,3.45266,2.38434,2.08403,2.25469,3.01896,2.65412,2.74409,2.18908,3.7271,3.13316,1.08585,2.61279,2.38288,2.45895,1.45035,2.35258,1.71721,2.1724,2.61708,1.86822,3.3707,0.58579,3.28586,2.2791,3.01406,2.77789,2.01409,2.4829,3.41354,2.85424,2.59936,2.28174,1.86562,2.73575,3.51209,2.80649,2.84354,3.28827,2.97334,2.71261,2.57188,2.70832,2.76422,2.61293,2.3596,4.99855,3.39945,3.05388,3.08871,3.87009,2.67363,2.64799,2.08695,2.29899,3.03022,2.03468,2.27773,2.80522,2.21736,2.28603,2.28575,2.43944
702.681,1.74389,1.67241,1.54657,2.70341,0.97823,1.61781,2.02278,3.5497,2.93296,1.8211,2.30486,2.00951,1.10933,1.10708,1.83259,2.22724,2.20289,2.25463,2.1179,2.21171,2.08488,1.99286,2.06575,2.08418,2.73676,3.31874,2.49478,2.57231,2.37245,2.35111,0.91744,1.85327,2.14938,2.62175,2.73113,2.39309,1.18752,3.27343,3.20791,2.50421,1.82077,2.12274,3.17418,1.3567,2.43835,2.20702,1.98859,2.55303,1.88714,1.4499,2.61471,2.31969,1.90135,1.93399,1.90154,1.7036,3.20172,2.63085,3.88159,2.50219,1.62138,2.3377,1.55975,2.52043,2.34501,2.11007,1.12194,3.62024,3.24013,2.52808,1.84567,2.26776,2.32025,3.74651,1.36828,2.10815,1.83639,2.03033,3.20669,2.63235,3.36879,2.53619,3.25143,2.29258,2.15655,2.23108,3.17029,2.57006,2.64084,2.11851,3.73244,3.10383,1.08512,2.51917,2.38043,2.37358,1.48916,2.38929,1.74797,2.03662,2.53244,1.86373,3.3027,0.56646,3.3421,2.25388,2.93127,2.71499,2.02316,2.48071,3.57123,2.81799,2.55008,2.34806,1.86716,2.77738,3.49444,2.77498,2.69853,3.22817,2.94327,2.70632,2.59403,2.55721,2.71865,2.51856,2.53587,5.06381,3.47465,2.98066,2.93352,3.81546,2.67053,2.627,2.11518,2.18737,2.99163,1.9521,2.221,2.76846,2.25022,2.36659,2.17269,2.38868
703,1.7415,1.67722,1.45579,2.54642,1.03107,1.51154,2.00587,3.4502,2.97986,1.72708,2.15581,1.92166,1.1017,1.11075,1.64136,2.13437,2.31273,2.16566,2.05544,2.08861,2.0381,1.85893,1.98796,1.9914,2.75032,3.26868,2.514,2.40566,2.33983,2.27994,0.86896,1.84913,2.1617,2.61744,2.62328,2.27838,1.17498,3.15757,3.25459,2.50311,1.79461,1.98188,3.29008,1.44222,2.45882,2.09446,1.94965,2.36744,1.807,1.43708,2.62092,2.35618,1.85521,1.934,1.82976,1.67991,3.13905,2.5067,3.61325,2.48224,1.64028,2.27701,1.52935,2.39652,2.11095,2.04003,1.09628,3.77065,3.28998,2.35595,1.77213,2.10195,2.3002,3.81532,1.23294,2.10822,1.78844,1.98782,3.24734,2.65749,3.51425,2.47041,3.10154,2.25505,2.05506,2.29657,3.12331,2.53685,2.71654,2.03645,3.64812,3.19904,0.97786,2.38243,2.21137,2.3387,1.45089,2.4133,1.71092,1.97981,2.42593,1.78424,3.38451,0.50578,3.25747,2.13399,2.84622,2.58596,1.95799,2.54284,3.51406,2.75127,2.44063,2.28366,1.79145,2.76625,3.52739,2.65603,2.57092,3.18674,3.06261,2.73105,2.65367,2.5164,2.62356,2.37428,2.54699,5.0943,3.44266,2.90112,2.86055,3.65161,2.66267,2.53224,2.10247,2.19233,2.94909,1.93183,2.25553,2.74448,2.19742,2.24949,2.1625,2.28903
703.32,1.784,1.83012,1.40974,2.58389,0.98813,1.52889,2.01224,3.52282,3.04692,1.73303,2.22549,1.87809,1.05926,1.17239,1.80312,2.15834,2.18914,2.17467,2.14719,2.214,2.04621,1.86884,1.93195,1.8891,2.72771,3.43721,2.50948,2.40039,2.29007,2.29657,0.91069,1.91515,2.33315,2.59466,2.64838,2.24338,1.1657,3.25699,3.28788,2.51295,1.76686,2.00403,3.40637,1.54033,2.48125,2.15307,1.92222,2.4849,1.93271,1.53212,2.77203,2.3035,1.79372,1.87458,1.83795,1.80625,3.21329,2.52491,3.71813,2.5018,1.7261,2.3612,1.66451,2.40713,2.20461,1.97451,1.12593,3.7316,3.35237,2.36552,1.83458,2.16517,2.2532,3.91856,1.3091,2.03482,1.84037,1.86651,3.33068,2.68966,3.57364,2.51266,3.15578,2.17357,2.23716,2.44011,3.22401,2.43532,2.63675,1.99976,3.80563,3.34582,1.0697,2.38991,2.23967,2.25097,1.4701,2.47945,1.75624,2.01181,2.40865,1.74504,3.38454,0.59889,3.45249,2.21642,2.90476,2.55006,2.10752,2.56434,3.58863,2.80762,2.38094,2.1553,1.82594,2.7931,3.57245,2.70034,2.66247,3.17476,3.14771,2.78879,2.65241,2.49444,2.594,2.44851,2.74086,5.29832,3.50915,2.88639,2.87363,3.69753,2.74043,2.5157,2.14444,2.09979,2.9757,1.97489,2.2773,2.71272,2.35697,2.2196,2.08417,2.22297
703.64,1.8936,1.65659,1.48584,2.57043,1.12545,1.51681,2.02118,3.54547,3.11056,1.73765,2.17771,1.80881,1.09193,1.20693,1.80598,2.14182,2.26481,2.20045,2.16778,2.18972,2.19653,1.85256,1.91318,1.91587,2.76975,3.45864,2.55984,2.33385,2.23299,2.21677,0.90604,1.97513,2.38336,2.57436,2.64226,2.15997,1.19421,3.26013,3.22131,2.39306,1.66392,1.91691,3.30685,1.45103,2.63006,2.0889,1.8369,2.34695,1.91772,1.52911,2.72388,2.33943,1.83747,1.70242,1.97461,1.67518,3.30359,2.48366,3.70227,2.47047,1.59758,2.35835,1.64666,2.38975,2.11377,2.00402,1.1682,3.74975,3.39377,2.33541,1.76318,2.08961,2.35513,3.81955,1.34998,2.06261,1.80754,1.90925,3.40393,2.69854,3.50078,2.42152,3.14413,2.23568,2.23852,2.48692,3.40885,2.55176,2.66094,2.02993,3.84622,3.3653,1.04483,2.32643,2.17596,2.32265,1.52178,2.50116,1.77212,1.88684,2.35192,1.76096,3.39935,0.57185,3.41864,2.03703,2.74947,2.51705,2.14792,2.62132,3.65267,2.76465,2.36062,2.16149,1.93238,2.77968,3.65697,2.7228,2.5519,3.1063,3.21856,2.88055,2.75221,2.4707,2.52073,2.34397,2.72081,5.35494,3.65063,2.86963,2.79562,3.7158,2.72871,2.63943,2.21875,2.06984,2.81941,1.93479,2.47297,2.90008,2.40332,2.17865,2.15567,2.30685
703.96,1.89473,1.75946,1.59638,2.62321,0.9528,1.46354,2.15696,3.65475,3.20616,1.69163,2.02866,1.84813,1.10519,1.26775,1.86053,2.09548,2.15162,2.1035,2.23843,2.33764,2.19875,1.79227,1.87174,1.88361,2.91659,3.52292,2.66442,2.41434,2.28207,2.1459,0.91846,1.97085,2.48717,2.50048,2.48961,2.13898,1.2946,3.30971,3.37053,2.40537,1.78745,1.87627,3.46444,1.46206,2.63833,2.04593,1.87188,2.37871,1.94652,1.52173,2.79401,2.35052,1.7969,1.7866,1.92301,1.78125,3.19023,2.40747,3.70684,2.41248,1.79075,2.37876,1.71357,2.39364,2.05651,1.96184,1.18518,3.77991,3.47198,2.27931,1.72578,2.09701,2.41291,4.04186,1.31053,2.04459,1.68581,1.93188,3.40592,2.79134,3.657,2.53177,3.03474,2.13064,2.31894,2.642,3.3544,2.47387,2.65497,2.03758,3.92987,3.48066,1.11569,2.28627,2.23295,2.16111,1.55326,2.55791,1.82256,1.95201,2.27917,1.77772,3.49211,0.5852,3.4902,2.12334,2.78929,2.43046,2.17185,2.64248,3.66215,2.75957,2.32763,2.13059,1.89644,2.91363,3.88017,2.55252,2.52209,3.1225,3.26397,2.98332,2.78137,2.39669,2.5021,2.34899,2.8222,5.40128,3.68986,2.77617,2.73205,3.64188,2.87901,2.70653,2.22498,2.11752,2.79115,1.89888,2.42111,2.97478,2.51112,2.17614,2.06977,2.21158
