"2023-12-08";"12:03:24";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:qN";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"2023-12-08 08:16:56.497";"2023-12-08";"08:16:56";"REG1";"";"#1: alpha: 0.151, ETRm: 15.149, Ik: 100.552   ( beta: 0.024, ETRmPot: 24.240 )   (Platt et al. 1980) ";""
"2023-12-08 08:16:56.497";"2023-12-08";"08:16:56";"REG2";"";"#1: alpha: 0.134, ETRm: 13.473, Ik: 100.240   (Jassby and Platt 1976) ";""
"2023-12-08 08:16:58.231";"2023-12-08";"08:16:58";"FO";"28";"90";"224";"0";"0.598";"0.0";"-";"-";"-";"-";"90";"224";"0.598"
"2023-12-08 08:17:28.525";"2023-12-08";"08:17:28";"F";"29";"147";"203";"66";"0.276";"7.7";"86";"0.479";"0.127";"0.103";"90";"224";"0.598"
"2023-12-08 08:17:58.819";"2023-12-08";"08:17:58";"F";"30";"142";"188";"90";"0.245";"9.3";"84";"0.442";"0.224";"0.191";"90";"224";"0.598"
"2023-12-08 08:18:29.113";"2023-12-08";"08:18:29";"F";"31";"142";"180";"125";"0.211";"11.1";"82";"0.388";"0.269";"0.244";"90";"224";"0.598"
"2023-12-08 08:18:59.411";"2023-12-08";"08:18:59";"F";"32";"143";"174";"190";"0.178";"14.2";"81";"0.333";"0.306";"0.287";"90";"224";"0.598"
"2023-12-08 08:19:29.710";"2023-12-08";"08:19:29";"F";"33";"145";"166";"285";"0.127";"15.2";"79";"0.241";"0.351";"0.349";"90";"224";"0.598"
"2023-12-08 08:20:00.007";"2023-12-08";"08:20:00";"F";"34";"144";"158";"420";"0.089";"15.7";"77";"0.173";"0.396";"0.418";"90";"224";"0.598"
"2023-12-08 08:20:30.298";"2023-12-08";"08:20:30";"F";"35";"144";"150";"625";"0.040";"10.5";"75";"0.080";"0.440";"0.493";"90";"224";"0.598"
"2023-12-08 08:21:00.601";"2023-12-08";"08:21:00";"F";"36";"141";"146";"820";"0.034";"11.7";"74";"0.069";"0.463";"0.534";"90";"224";"0.598"
"2023-12-08 08:21:03.394";"2023-12-08";"08:21:03";"SLCE";"";"Light Curve end ";""
"2023-12-08 08:21:33.297";"2023-12-08";"08:21:33";"SLCS";"";"Light Curve start ";"Ac120"
"2023-12-08 08:21:33.297";"2023-12-08";"08:21:33";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 19.223 )   (Platt et al. 1980) ";""
"2023-12-08 08:21:33.297";"2023-12-08";"08:21:33";"REG2";"";"#1: alpha: 0.157, ETRm: 20.233, Ik: 128.721   (Jassby and Platt 1976) ";""
"2023-12-08 08:21:34.988";"2023-12-08";"08:21:34";"FO";"37";"133";"324";"0";"0.590";"0.0";"-";"-";"-";"-";"133";"324";"0.590"
"2023-12-08 08:22:05.287";"2023-12-08";"08:22:05";"F";"38";"179";"279";"66";"0.358";"9.9";"125";"0.649";"0.194";"0.161";"133";"324";"0.590"
"2023-12-08 08:22:35.580";"2023-12-08";"08:22:35";"F";"39";"181";"269";"90";"0.327";"12.4";"123";"0.603";"0.236";"0.204";"133";"324";"0.590"
"2023-12-08 08:23:05.875";"2023-12-08";"08:23:05";"F";"40";"187";"261";"125";"0.284";"14.9";"121";"0.529";"0.267";"0.241";"133";"324";"0.590"
"2023-12-08 08:23:36.172";"2023-12-08";"08:23:36";"F";"41";"195";"252";"190";"0.226";"18.0";"119";"0.429";"0.304";"0.286";"133";"324";"0.590"
"2023-12-08 08:24:06.472";"2023-12-08";"08:24:06";"F";"42";"205";"244";"285";"0.160";"19.2";"117";"0.307";"0.335";"0.328";"133";"324";"0.590"
"2023-12-08 08:24:36.770";"2023-12-08";"08:24:36";"F";"43";"210";"238";"420";"0.118";"20.8";"116";"0.230";"0.361";"0.361";"133";"324";"0.590"
"2023-12-08 08:25:07.061";"2023-12-08";"08:25:07";"F";"44";"217";"233";"625";"0.069";"18.1";"115";"0.136";"0.382";"0.391";"133";"324";"0.590"
"2023-12-08 08:25:37.357";"2023-12-08";"08:25:37";"F";"45";"215";"230";"820";"0.065";"22.4";"114";"0.129";"0.393";"0.409";"133";"324";"0.590"
"2023-12-08 08:25:40.076";"2023-12-08";"08:25:40";"SLCE";"";"Light Curve end ";""
"2023-12-08 08:27:06.795";"2023-12-08";"08:27:06";"SLCS";"";"Light Curve start ";"Ac118"
"2023-12-08 08:27:06.795";"2023-12-08";"08:27:06";"REG1";"";"#1: alpha: 0.208, ETRm: 11.233, Ik: 54.016   ( beta: 0.002, ETRmPot: 11.951 )   (Platt et al. 1980) ";""
"2023-12-08 08:27:06.795";"2023-12-08";"08:27:06";"REG2";"";"#1: alpha: 0.155, ETRm: 10.849, Ik: 69.803   (Jassby and Platt 1976) ";""
"2023-12-08 08:27:08.542";"2023-12-08";"08:27:08";"FO";"46";"166";"395";"0";"0.580";"0.0";"-";"-";"-";"-";"166";"395";"0.580"
"2023-12-08 08:27:38.846";"2023-12-08";"08:27:38";"F";"47";"236";"327";"66";"0.278";"7.7";"153";"0.523";"0.240";"0.208";"166";"395";"0.580"
"2023-12-08 08:28:09.136";"2023-12-08";"08:28:09";"F";"48";"245";"328";"90";"0.253";"9.6";"153";"0.474";"0.236";"0.204";"166";"395";"0.580"
"2023-12-08 08:28:39.431";"2023-12-08";"08:28:39";"F";"49";"257";"320";"125";"0.197";"10.3";"151";"0.373";"0.262";"0.234";"166";"395";"0.580"
"2023-12-08 08:29:09.733";"2023-12-08";"08:29:09";"F";"50";"269";"313";"190";"0.141";"11.3";"150";"0.270";"0.288";"0.262";"166";"395";"0.580"
"2023-12-08 08:29:40.026";"2023-12-08";"08:29:40";"F";"51";"278";"308";"285";"0.097";"11.6";"148";"0.188";"0.301";"0.282";"166";"395";"0.580"
"2023-12-08 08:30:10.325";"2023-12-08";"08:30:10";"F";"52";"285";"304";"420";"0.063";"11.1";"147";"0.121";"0.314";"0.299";"166";"395";"0.580"
"2023-12-08 08:30:40.615";"2023-12-08";"08:30:40";"F";"53";"290";"300";"625";"0.033";"8.7";"147";"0.065";"0.332";"0.317";"166";"395";"0.580"
"2023-12-08 08:31:10.918";"2023-12-08";"08:31:10";"F";"54";"289";"299";"820";"0.033";"11.4";"146";"0.065";"0.332";"0.321";"166";"395";"0.580"
"2023-12-08 08:31:13.614";"2023-12-08";"08:31:13";"SLCE";"";"Light Curve end ";""
"2023-12-08 08:31:37.916";"2023-12-08";"08:31:37";"SLCS";"";"Light Curve start ";"Ac124"
"2023-12-08 08:31:37.916";"2023-12-08";"08:31:37";"REG1";"";"#1: alpha: 0.209, ETRm: 12.076, Ik: 57.676   ( beta: 0.006, ETRmPot: 13.803 )   (Platt et al. 1980) ";""
"2023-12-08 08:31:37.916";"2023-12-08";"08:31:37";"REG2";"";"#1: alpha: 0.170, ETRm: 11.171, Ik: 65.528   (Jassby and Platt 1976) ";""
"2023-12-08 08:31:39.607";"2023-12-08";"08:31:39";"FO";"55";"177";"430";"0";"0.588";"0.0";"-";"-";"-";"-";"177";"430";"0.588"
"2023-12-08 08:32:09.909";"2023-12-08";"08:32:09";"F";"56";"242";"345";"66";"0.299";"8.3";"161";"0.560";"0.273";"0.246";"177";"430";"0.588"
"2023-12-08 08:32:40.205";"2023-12-08";"08:32:40";"F";"57";"246";"332";"90";"0.259";"9.8";"158";"0.494";"0.312";"0.295";"177";"430";"0.588"
"2023-12-08 08:33:10.492";"2023-12-08";"08:33:10";"F";"58";"253";"320";"125";"0.209";"11.0";"155";"0.406";"0.348";"0.344";"177";"430";"0.588"
"2023-12-08 08:33:40.795";"2023-12-08";"08:33:40";"F";"59";"259";"308";"190";"0.159";"12.7";"152";"0.314";"0.383";"0.396";"177";"430";"0.588"
"2023-12-08 08:34:11.090";"2023-12-08";"08:34:11";"F";"60";"268";"298";"285";"0.101";"12.1";"150";"0.203";"0.415";"0.443";"177";"430";"0.588"
"2023-12-08 08:34:41.383";"2023-12-08";"08:34:41";"F";"61";"272";"291";"420";"0.065";"11.5";"148";"0.133";"0.435";"0.478";"177";"430";"0.588"
"2023-12-08 08:35:11.678";"2023-12-08";"08:35:11";"F";"62";"276";"285";"625";"0.032";"8.4";"146";"0.065";"0.451";"0.509";"177";"430";"0.588"
"2023-12-08 08:35:41.981";"2023-12-08";"08:35:41";"F";"63";"273";"282";"820";"0.032";"11.0";"146";"0.066";"0.462";"0.525";"177";"430";"0.588"
"2023-12-08 08:35:45.108";"2023-12-08";"08:35:45";"SLCE";"";"Light Curve end ";""
"2023-12-08 08:36:09.872";"2023-12-08";"08:36:09";"SLCS";"";"Light Curve start ";"Ac122"
"2023-12-08 08:36:09.872";"2023-12-08";"08:36:09";"REG1";"";"#1: alpha: 0.143, ETRm: 11.135, Ik: 78.127   ( beta: 0.029, ETRmPot: 19.121 )   (Platt et al. 1980) ";""
"2023-12-08 08:36:09.872";"2023-12-08";"08:36:09";"REG2";"";"#1: alpha: 0.155, ETRm: 9.022, Ik: 58.059   (Jassby and Platt 1976) ";""
"2023-12-08 08:36:11.572";"2023-12-08";"08:36:11";"FO";"64";"209";"488";"0";"0.572";"0.0";"-";"-";"-";"-";"209";"488";"0.572"
"2023-12-08 08:36:41.872";"2023-12-08";"08:36:41";"F";"65";"324";"430";"66";"0.247";"6.8";"198";"0.457";"0.168";"0.135";"209";"488";"0.572"
"2023-12-08 08:37:12.169";"2023-12-08";"08:37:12";"F";"66";"320";"414";"90";"0.227";"8.6";"194";"0.427";"0.211";"0.179";"209";"488";"0.572"
"2023-12-08 08:37:42.462";"2023-12-08";"08:37:42";"F";"67";"325";"398";"125";"0.183";"9.6";"191";"0.353";"0.258";"0.226";"209";"488";"0.572"
"2023-12-08 08:38:12.756";"2023-12-08";"08:38:12";"F";"68";"334";"383";"190";"0.128";"10.2";"187";"0.250";"0.297";"0.274";"209";"488";"0.572"
"2023-12-08 08:38:43.053";"2023-12-08";"08:38:43";"F";"69";"339";"373";"285";"0.091";"10.9";"185";"0.181";"0.326";"0.308";"209";"488";"0.572"
"2023-12-08 08:39:13.349";"2023-12-08";"08:39:13";"F";"70";"340";"362";"420";"0.061";"10.8";"182";"0.122";"0.355";"0.348";"209";"488";"0.572"
"2023-12-08 08:39:43.648";"2023-12-08";"08:39:43";"F";"71";"345";"354";"625";"0.025";"6.6";"180";"0.052";"0.376";"0.379";"209";"488";"0.572"
"2023-12-08 08:40:13.940";"2023-12-08";"08:40:13";"F";"72";"339";"345";"820";"0.017";"5.9";"177";"0.036";"0.398";"0.414";"209";"488";"0.572"
"2023-12-08 08:40:17.182";"2023-12-08";"08:40:17";"SLCE";"";"Light Curve end ";""
"2023-12-08 08:41:06.763";"2023-12-08";"08:41:06";"SLCS";"";"Light Curve start ";"Ac127"
"2023-12-08 08:41:06.763";"2023-12-08";"08:41:06";"REG1";"";"#1: alpha: 0.187, ETRm: 23.134, Ik: 123.676   ( beta: 0.007, ETRmPot: 27.104 )   (Platt et al. 1980) ";""
"2023-12-08 08:41:06.763";"2023-12-08";"08:41:06";"REG2";"";"#1: alpha: 0.150, ETRm: 22.642, Ik: 151.171   (Jassby and Platt 1976) ";""
"2023-12-08 08:41:08.433";"2023-12-08";"08:41:08";"FO";"73";"202";"502";"0";"0.598";"0.0";"-";"-";"-";"-";"202";"502";"0.598"
"2023-12-08 08:41:38.724";"2023-12-08";"08:41:38";"F";"74";"308";"468";"66";"0.342";"9.5";"196";"0.588";"0.093";"0.073";"202";"502";"0.598"
"2023-12-08 08:42:09.026";"2023-12-08";"08:42:09";"F";"75";"298";"439";"90";"0.321";"12.1";"191";"0.569";"0.173";"0.144";"202";"502";"0.598"
"2023-12-08 08:42:39.325";"2023-12-08";"08:42:39";"F";"76";"302";"424";"125";"0.288";"15.1";"188";"0.517";"0.213";"0.184";"202";"502";"0.598"
"2023-12-08 08:43:09.611";"2023-12-08";"08:43:09";"F";"77";"311";"408";"190";"0.238";"19.0";"185";"0.435";"0.257";"0.230";"202";"502";"0.598"
"2023-12-08 08:43:39.914";"2023-12-08";"08:43:39";"F";"78";"320";"393";"285";"0.186";"22.3";"182";"0.346";"0.297";"0.277";"202";"502";"0.598"
"2023-12-08 08:44:10.209";"2023-12-08";"08:44:10";"F";"79";"329";"378";"420";"0.130";"22.9";"178";"0.245";"0.333";"0.328";"202";"502";"0.598"
"2023-12-08 08:44:40.506";"2023-12-08";"08:44:40";"F";"80";"336";"367";"625";"0.084";"22.1";"176";"0.162";"0.363";"0.368";"202";"502";"0.598"
"2023-12-08 08:45:10.796";"2023-12-08";"08:45:10";"F";"81";"329";"352";"820";"0.065";"22.4";"172";"0.128";"0.400";"0.426";"202";"502";"0.598"
"2023-12-08 08:45:13.782";"2023-12-08";"08:45:13";"SLCE";"";"Light Curve end ";""
"2023-12-08 08:45:52.482";"2023-12-08";"08:45:52";"SLCS";"";"Light Curve start ";"Ac125"
"2023-12-08 08:45:52.482";"2023-12-08";"08:45:52";"REG1";"";"#1: alpha: 0.201, ETRm: 17.317, Ik: 86.363   ( beta: 0.012, ETRmPot: 21.763 )   (Platt et al. 1980) ";""
"2023-12-08 08:45:52.482";"2023-12-08";"08:45:52";"REG2";"";"#1: alpha: 0.168, ETRm: 16.064, Ik: 95.795   (Jassby and Platt 1976) ";""
"2023-12-08 08:45:54.191";"2023-12-08";"08:45:54";"FO";"82";"194";"471";"0";"0.588";"0.0";"-";"-";"-";"-";"194";"471";"0.588"
"2023-12-08 08:46:24.495";"2023-12-08";"08:46:24";"F";"83";"257";"387";"66";"0.336";"9.3";"178";"0.622";"0.245";"0.217";"194";"471";"0.588"
"2023-12-08 08:46:54.787";"2023-12-08";"08:46:54";"F";"84";"256";"372";"90";"0.312";"11.8";"175";"0.589";"0.289";"0.266";"194";"471";"0.588"
"2023-12-08 08:47:25.080";"2023-12-08";"08:47:25";"F";"85";"263";"356";"125";"0.261";"13.7";"171";"0.503";"0.332";"0.323";"194";"471";"0.588"
"2023-12-08 08:47:55.375";"2023-12-08";"08:47:55";"F";"86";"271";"341";"190";"0.205";"16.4";"168";"0.405";"0.375";"0.381";"194";"471";"0.588"
"2023-12-08 08:48:25.675";"2023-12-08";"08:48:25";"F";"87";"278";"326";"285";"0.147";"17.6";"164";"0.296";"0.415";"0.445";"194";"471";"0.588"
"2023-12-08 08:48:55.969";"2023-12-08";"08:48:55";"F";"88";"284";"315";"420";"0.098";"17.3";"161";"0.201";"0.444";"0.495";"194";"471";"0.588"
"2023-12-08 08:49:26.261";"2023-12-08";"08:49:26";"F";"89";"288";"304";"625";"0.053";"13.9";"158";"0.110";"0.473";"0.549";"194";"471";"0.588"
"2023-12-08 08:49:56.564";"2023-12-08";"08:49:56";"F";"90";"286";"299";"820";"0.043";"14.8";"157";"0.092";"0.487";"0.575";"194";"471";"0.588"
"2023-12-08 08:49:59.459";"2023-12-08";"08:49:59";"SLCE";"";"Light Curve end ";""
"2023-12-08 08:52:06.836";"2023-12-08";"08:52:06";"SLCS";"";"Light Curve start ";"Ac131"
"2023-12-08 08:52:06.836";"2023-12-08";"08:52:06";"REG1";"";"#1: alpha: 0.192, ETRm: 16.531, Ik: 86.188   ( beta: 0.017, ETRmPot: 22.581 )   (Platt et al. 1980) ";""
"2023-12-08 08:52:06.836";"2023-12-08";"08:52:06";"REG2";"";"#1: alpha: 0.170, ETRm: 14.834, Ik: 87.290   (Jassby and Platt 1976) ";""
"2023-12-08 08:52:08.541";"2023-12-08";"08:52:08";"FO";"91";"182";"469";"0";"0.612";"0.0";"-";"-";"-";"-";"182";"469";"0.612"
"2023-12-08 08:52:38.836";"2023-12-08";"08:52:38";"F";"92";"250";"364";"66";"0.313";"8.7";"164";"0.570";"0.303";"0.288";"182";"469";"0.612"
"2023-12-08 08:53:09.140";"2023-12-08";"08:53:09";"F";"93";"247";"360";"90";"0.314";"11.9";"163";"0.574";"0.314";"0.303";"182";"469";"0.612"
"2023-12-08 08:53:39.430";"2023-12-08";"08:53:39";"F";"94";"253";"339";"125";"0.254";"13.3";"158";"0.475";"0.369";"0.383";"182";"469";"0.612"
"2023-12-08 08:54:09.729";"2023-12-08";"08:54:09";"F";"95";"260";"323";"190";"0.195";"15.6";"155";"0.375";"0.415";"0.452";"182";"469";"0.612"
"2023-12-08 08:54:40.020";"2023-12-08";"08:54:40";"F";"96";"265";"307";"285";"0.137";"16.4";"151";"0.269";"0.456";"0.528";"182";"469";"0.612"
"2023-12-08 08:55:10.317";"2023-12-08";"08:55:10";"F";"97";"270";"297";"420";"0.091";"16.1";"149";"0.182";"0.484";"0.579";"182";"469";"0.612"
"2023-12-08 08:55:40.614";"2023-12-08";"08:55:40";"F";"98";"273";"288";"625";"0.052";"13.7";"146";"0.106";"0.505";"0.628";"182";"469";"0.612"
"2023-12-08 08:56:10.907";"2023-12-08";"08:56:10";"F";"99";"273";"283";"820";"0.035";"12.1";"145";"0.072";"0.519";"0.657";"182";"469";"0.612"
"2023-12-08 08:56:13.799";"2023-12-08";"08:56:13";"SLCE";"";"Light Curve end ";""
"2023-12-08 08:56:34.079";"2023-12-08";"08:56:34";"SLCS";"";"Light Curve start ";"Ac129"
"2023-12-08 08:56:34.079";"2023-12-08";"08:56:34";"REG1";"";"#1: alpha: 0.197, ETRm: 19.021, Ik: 96.733   ( beta: 0.015, ETRmPot: 24.974 )   (Platt et al. 1980) ";""
"2023-12-08 08:56:34.079";"2023-12-08";"08:56:34";"REG2";"";"#1: alpha: 0.169, ETRm: 17.604, Ik: 104.001   (Jassby and Platt 1976) ";""
"2023-12-08 08:56:35.808";"2023-12-08";"08:56:35";"FO";"100";"150";"370";"0";"0.595";"0.0";"-";"-";"-";"-";"150";"370";"0.595"
"2023-12-08 08:57:06.101";"2023-12-08";"08:57:06";"F";"101";"188";"290";"66";"0.352";"9.8";"135";"0.658";"0.295";"0.276";"150";"370";"0.595"
"2023-12-08 08:57:36.395";"2023-12-08";"08:57:36";"F";"102";"183";"271";"90";"0.325";"12.3";"131";"0.629";"0.364";"0.365";"150";"370";"0.595"
"2023-12-08 08:58:06.692";"2023-12-08";"08:58:06";"F";"103";"188";"260";"125";"0.277";"14.5";"128";"0.545";"0.400";"0.423";"150";"370";"0.595"
"2023-12-08 08:58:36.994";"2023-12-08";"08:58:36";"F";"104";"197";"250";"190";"0.212";"16.9";"126";"0.427";"0.436";"0.480";"150";"370";"0.595"
"2023-12-08 08:59:07.290";"2023-12-08";"08:59:07";"F";"105";"202";"240";"285";"0.158";"18.9";"123";"0.325";"0.468";"0.542";"150";"370";"0.595"
"2023-12-08 08:59:37.578";"2023-12-08";"08:59:37";"F";"106";"208";"233";"420";"0.107";"18.9";"121";"0.223";"0.491";"0.588";"150";"370";"0.595"
"2023-12-08 09:00:07.882";"2023-12-08";"09:00:07";"F";"107";"214";"229";"625";"0.066";"17.3";"120";"0.138";"0.505";"0.616";"150";"370";"0.595"
"2023-12-08 09:00:38.179";"2023-12-08";"09:00:38";"F";"108";"216";"226";"820";"0.044";"15.2";"119";"0.093";"0.514";"0.637";"150";"370";"0.595"
"2023-12-08 09:00:40.943";"2023-12-08";"09:00:40";"SLCE";"";"Light Curve end ";""
"2023-12-08 09:02:02.295";"2023-12-08";"09:02:02";"SLCS";"";"Light Curve start ";"Ac128"
"2023-12-08 09:02:02.295";"2023-12-08";"09:02:02";"REG1";"";"#1: alpha: 0.180, ETRm: 16.435, Ik: 91.354   ( beta: 0.019, ETRmPot: 23.178 )   (Platt et al. 1980) ";""
"2023-12-08 09:02:02.295";"2023-12-08";"09:02:02";"REG2";"";"#1: alpha: 0.161, ETRm: 14.737, Ik: 91.516   (Jassby and Platt 1976) ";""
"2023-12-08 09:02:03.959";"2023-12-08";"09:02:03";"FO";"109";"193";"421";"0";"0.542";"0.0";"-";"-";"-";"-";"193";"421";"0.542"
"2023-12-08 09:02:34.258";"2023-12-08";"09:02:34";"F";"110";"251";"364";"66";"0.310";"8.6";"180";"0.614";"0.193";"0.157";"193";"421";"0.542"
"2023-12-08 09:03:04.553";"2023-12-08";"09:03:04";"F";"111";"251";"357";"90";"0.297";"11.2";"178";"0.592";"0.215";"0.179";"193";"421";"0.542"
"2023-12-08 09:03:34.832";"2023-12-08";"09:03:34";"F";"112";"259";"344";"125";"0.247";"13.0";"175";"0.503";"0.259";"0.224";"193";"421";"0.542"
"2023-12-08 09:04:05.150";"2023-12-08";"09:04:05";"F";"113";"264";"327";"190";"0.193";"15.4";"171";"0.404";"0.316";"0.287";"193";"421";"0.542"
"2023-12-08 09:04:35.441";"2023-12-08";"09:04:35";"F";"114";"272";"313";"285";"0.131";"15.7";"167";"0.281";"0.360";"0.345";"193";"421";"0.542"
