"2023-12-12";"12:03:31";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:qN";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"2023-12-12 08:03:47.564";"2023-12-12";"08:03:47";"F";"14";"124";"146";"190";"0.151";"12.0";"78";"0.324";"0.443";"0.486";"95";"217";"0.562"
"2023-12-12 08:04:17.858";"2023-12-12";"08:04:17";"F";"15";"125";"140";"285";"0.107";"12.8";"77";"0.238";"0.484";"0.550";"95";"217";"0.562"
"2023-12-12 08:04:48.155";"2023-12-12";"08:04:48";"F";"16";"126";"136";"420";"0.074";"13.1";"75";"0.164";"0.500";"0.596";"95";"217";"0.562"
"2023-12-12 08:05:18.450";"2023-12-12";"08:05:18";"F";"17";"126";"133";"625";"0.053";"13.9";"74";"0.119";"0.516";"0.632";"95";"217";"0.562"
"2023-12-12 08:05:48.745";"2023-12-12";"08:05:48";"F";"18";"125";"130";"820";"0.038";"13.1";"73";"0.088";"0.533";"0.669";"95";"217";"0.562"
"2023-12-12 08:05:51.708";"2023-12-12";"08:05:51";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:06:33.228";"2023-12-12";"08:06:33";"SLCS";"";"Light Curve start ";"Ac107"
"2023-12-12 08:06:33.228";"2023-12-12";"08:06:33";"REG1";"";"#1: alpha: 0.185, ETRm: 8.007, Ik: 43.304   ( beta: 0.008, ETRmPot: 9.667 )   (Platt et al. 1980) ";""
"2023-12-12 08:06:33.228";"2023-12-12";"08:06:33";"REG2";"";"#1: alpha: 0.221, ETRm: 6.804, Ik: 30.775   (Jassby and Platt 1976) ";""
"2023-12-12 08:06:34.939";"2023-12-12";"08:06:34";"FO";"19";"225";"500";"0";"0.550";"0.0";"-";"-";"-";"-";"225";"500";"0.550"
"2023-12-12 08:07:05.241";"2023-12-12";"08:07:05";"F";"20";"290";"376";"66";"0.229";"6.3";"196";"0.478";"0.345";"0.330";"225";"500";"0.550"
"2023-12-12 08:07:35.539";"2023-12-12";"08:07:35";"F";"21";"291";"365";"90";"0.203";"7.7";"193";"0.430";"0.375";"0.370";"225";"500";"0.550"
"2023-12-12 08:08:05.832";"2023-12-12";"08:08:05";"F";"22";"296";"347";"125";"0.147";"7.7";"188";"0.321";"0.422";"0.441";"225";"500";"0.550"
"2023-12-12 08:08:36.130";"2023-12-12";"08:08:36";"F";"23";"301";"334";"190";"0.099";"7.9";"184";"0.220";"0.455";"0.497";"225";"500";"0.550"
"2023-12-12 08:09:06.427";"2023-12-12";"08:09:06";"F";"24";"303";"326";"285";"0.071";"8.5";"181";"0.159";"0.473";"0.534";"225";"500";"0.550"
"2023-12-12 08:09:36.715";"2023-12-12";"08:09:36";"F";"25";"306";"316";"420";"0.032";"5.6";"178";"0.072";"0.498";"0.582";"225";"500";"0.550"
"2023-12-12 08:10:07.018";"2023-12-12";"08:10:07";"F";"26";"305";"311";"625";"0.019";"5.0";"177";"0.045";"0.513";"0.608";"225";"500";"0.550"
"2023-12-12 08:10:37.312";"2023-12-12";"08:10:37";"F";"27";"302";"307";"820";"0.016";"5.5";"175";"0.038";"0.520";"0.629";"225";"500";"0.550"
"2023-12-12 08:10:39.735";"2023-12-12";"08:10:39";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:11:14.700";"2023-12-12";"08:11:14";"SLCS";"";"Light Curve start ";"Ac105"
"2023-12-12 08:11:14.700";"2023-12-12";"08:11:14";"REG1";"";"#1: alpha: 0.151, ETRm: 11.132, Ik: 73.790   ( beta: 0.006, ETRmPot: 13.090 )   (Platt et al. 1980) ";""
"2023-12-12 08:11:14.700";"2023-12-12";"08:11:14";"REG2";"";"#1: alpha: 0.125, ETRm: 10.386, Ik: 83.386   (Jassby and Platt 1976) ";""
"2023-12-12 08:11:16.404";"2023-12-12";"08:11:16";"FO";"28";"205";"487";"0";"0.579";"0.0";"-";"-";"-";"-";"205";"487";"0.579"
"2023-12-12 08:11:46.699";"2023-12-12";"08:11:46";"F";"29";"267";"359";"66";"0.256";"7.1";"178";"0.508";"0.358";"0.357";"205";"487";"0.579"
"2023-12-12 08:12:17.000";"2023-12-12";"08:12:17";"F";"30";"266";"338";"90";"0.213";"8.1";"173";"0.436";"0.415";"0.441";"205";"487";"0.579"
"2023-12-12 08:12:47.290";"2023-12-12";"08:12:47";"F";"31";"270";"325";"125";"0.169";"8.9";"169";"0.353";"0.447";"0.498";"205";"487";"0.579"
"2023-12-12 08:13:17.588";"2023-12-12";"08:13:17";"F";"32";"276";"319";"190";"0.135";"10.8";"168";"0.285";"0.465";"0.527";"205";"487";"0.579"
"2023-12-12 08:13:47.885";"2023-12-12";"08:13:47";"F";"33";"282";"312";"285";"0.096";"11.5";"166";"0.205";"0.482";"0.561";"205";"487";"0.579"
"2023-12-12 08:14:18.181";"2023-12-12";"08:14:18";"F";"34";"284";"304";"420";"0.066";"11.6";"164";"0.143";"0.504";"0.602";"205";"487";"0.579"
"2023-12-12 08:14:48.476";"2023-12-12";"08:14:48";"F";"35";"290";"299";"625";"0.030";"7.9";"162";"0.066";"0.514";"0.629";"205";"487";"0.579"
"2023-12-12 08:15:18.768";"2023-12-12";"08:15:18";"F";"36";"287";"296";"820";"0.030";"10.3";"161";"0.067";"0.521";"0.645";"205";"487";"0.579"
"2023-12-12 08:15:21.571";"2023-12-12";"08:15:21";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:16:27.031";"2023-12-12";"08:16:27";"SLCS";"";"Light Curve start ";"Ac104"
"2023-12-12 08:16:27.031";"2023-12-12";"08:16:27";"REG1";"";"#1: alpha: 0.191, ETRm: 14.744, Ik: 77.145   ( beta: 0.009, ETRmPot: 17.895 )   (Platt et al. 1980) ";""
"2023-12-12 08:16:27.031";"2023-12-12";"08:16:27";"REG2";"";"#1: alpha: 0.160, ETRm: 13.641, Ik: 85.308   (Jassby and Platt 1976) ";""
"2023-12-12 08:16:28.759";"2023-12-12";"08:16:28";"FO";"37";"232";"529";"0";"0.561";"0.0";"-";"-";"-";"-";"232";"529";"0.561"
"2023-12-12 08:16:59.054";"2023-12-12";"08:16:59";"F";"38";"316";"459";"66";"0.312";"8.6";"217";"0.591";"0.185";"0.153";"232";"529";"0.561"
"2023-12-12 08:17:29.357";"2023-12-12";"08:17:29";"F";"39";"317";"444";"90";"0.286";"10.8";"214";"0.552";"0.226";"0.191";"232";"529";"0.561"
"2023-12-12 08:17:59.655";"2023-12-12";"08:17:59";"F";"40";"329";"428";"125";"0.231";"12.1";"210";"0.454";"0.266";"0.236";"232";"529";"0.561"
"2023-12-12 08:18:29.946";"2023-12-12";"08:18:29";"F";"41";"337";"410";"190";"0.178";"14.2";"206";"0.358";"0.313";"0.290";"232";"529";"0.561"
"2023-12-12 08:19:00.244";"2023-12-12";"08:19:00";"F";"42";"348";"398";"285";"0.126";"15.1";"203";"0.256";"0.343";"0.329";"232";"529";"0.561"
"2023-12-12 08:19:30.539";"2023-12-12";"08:19:30";"F";"43";"355";"386";"420";"0.080";"14.1";"200";"0.167";"0.374";"0.370";"232";"529";"0.561"
"2023-12-12 08:20:00.834";"2023-12-12";"08:20:00";"F";"44";"360";"378";"625";"0.048";"12.6";"197";"0.099";"0.391";"0.399";"232";"529";"0.561"
"2023-12-12 08:20:31.129";"2023-12-12";"08:20:31";"F";"45";"360";"373";"820";"0.035";"12.1";"196";"0.073";"0.404";"0.418";"232";"529";"0.561"
"2023-12-12 08:20:33.693";"2023-12-12";"08:20:33";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:20:49.090";"2023-12-12";"08:20:49";"SLCS";"";"Light Curve start ";"Ac102"
"2023-12-12 08:20:49.090";"2023-12-12";"08:20:49";"REG1";"";"#1: alpha: 0.180, ETRm: 9.302, Ik: 51.759   ( beta: 0.005, ETRmPot: 10.591 )   (Platt et al. 1980) ";""
"2023-12-12 08:20:49.090";"2023-12-12";"08:20:49";"REG2";"";"#1: alpha: 0.156, ETRm: 8.483, Ik: 54.325   (Jassby and Platt 1976) ";""
"2023-12-12 08:20:50.832";"2023-12-12";"08:20:50";"FO";"46";"194";"439";"0";"0.558";"0.0";"-";"-";"-";"-";"194";"439";"0.558"
"2023-12-12 08:21:21.122";"2023-12-12";"08:21:21";"F";"47";"253";"337";"66";"0.249";"6.9";"171";"0.506";"0.322";"0.303";"194";"439";"0.558"
"2023-12-12 08:21:51.421";"2023-12-12";"08:21:51";"F";"48";"254";"324";"90";"0.216";"8.2";"168";"0.449";"0.363";"0.355";"194";"439";"0.558"
"2023-12-12 08:22:21.719";"2023-12-12";"08:22:21";"F";"49";"264";"313";"125";"0.157";"8.2";"165";"0.331";"0.396";"0.403";"194";"439";"0.558"
"2023-12-12 08:22:52.014";"2023-12-12";"08:22:52";"F";"50";"270";"307";"190";"0.121";"9.7";"163";"0.257";"0.412";"0.430";"194";"439";"0.558"
"2023-12-12 08:23:22.309";"2023-12-12";"08:23:22";"F";"51";"276";"300";"285";"0.080";"9.6";"161";"0.173";"0.433";"0.463";"194";"439";"0.558"
"2023-12-12 08:23:52.602";"2023-12-12";"08:23:52";"F";"52";"282";"295";"420";"0.044";"7.8";"160";"0.096";"0.449";"0.488";"194";"439";"0.558"
"2023-12-12 08:24:22.903";"2023-12-12";"08:24:22";"F";"53";"283";"292";"625";"0.031";"8.1";"159";"0.068";"0.457";"0.503";"194";"439";"0.558"
"2023-12-12 08:24:53.190";"2023-12-12";"08:24:53";"F";"54";"284";"290";"820";"0.021";"7.2";"158";"0.045";"0.461";"0.514";"194";"439";"0.558"
"2023-12-12 08:24:55.604";"2023-12-12";"08:24:55";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:25:51.753";"2023-12-12";"08:25:51";"SLCS";"";"Light Curve start ";"Ac108"
"2023-12-12 08:25:51.753";"2023-12-12";"08:25:51";"REG1";"";"#1: alpha: 0.214, ETRm: 13.468, Ik: 62.826   ( beta: 0.002, ETRmPot: 14.208 )   (Platt et al. 1980) ";""
"2023-12-12 08:25:51.753";"2023-12-12";"08:25:51";"REG2";"";"#1: alpha: 0.160, ETRm: 13.147, Ik: 82.372   (Jassby and Platt 1976) ";""
"2023-12-12 08:25:53.487";"2023-12-12";"08:25:53";"FO";"55";"174";"424";"0";"0.590";"0.0";"-";"-";"-";"-";"174";"424";"0.590"
"2023-12-12 08:26:23.784";"2023-12-12";"08:26:23";"F";"56";"268";"388";"66";"0.309";"8.6";"168";"0.545";"0.120";"0.093";"174";"424";"0.590"
"2023-12-12 08:26:54.079";"2023-12-12";"08:26:54";"F";"57";"267";"372";"90";"0.282";"10.7";"165";"0.507";"0.172";"0.140";"174";"424";"0.590"
"2023-12-12 08:27:24.376";"2023-12-12";"08:27:24";"F";"58";"279";"359";"125";"0.223";"11.7";"162";"0.406";"0.212";"0.181";"174";"424";"0.590"
"2023-12-12 08:27:54.673";"2023-12-12";"08:27:54";"F";"59";"289";"347";"190";"0.167";"13.3";"159";"0.309";"0.248";"0.222";"174";"424";"0.590"
"2023-12-12 08:28:24.968";"2023-12-12";"08:28:24";"F";"60";"299";"337";"285";"0.113";"13.5";"157";"0.211";"0.280";"0.258";"174";"424";"0.590"
"2023-12-12 08:28:55.260";"2023-12-12";"08:28:55";"F";"61";"304";"329";"420";"0.076";"13.4";"156";"0.145";"0.308";"0.289";"174";"424";"0.590"
"2023-12-12 08:29:25.562";"2023-12-12";"08:29:25";"F";"62";"306";"321";"625";"0.047";"12.3";"154";"0.090";"0.332";"0.321";"174";"424";"0.590"
"2023-12-12 08:29:55.856";"2023-12-12";"08:29:55";"F";"63";"303";"315";"820";"0.038";"13.1";"152";"0.074";"0.348";"0.346";"174";"424";"0.590"
"2023-12-12 08:29:58.380";"2023-12-12";"08:29:58";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:31:06.957";"2023-12-12";"08:31:06";"SLCS";"";"Light Curve start ";"Ac106"
"2023-12-12 08:31:06.957";"2023-12-12";"08:31:06";"REG1";"";"#1: alpha: 0.155, ETRm: 9.559, Ik: 61.534   ( beta: 0.003, ETRmPot: 10.409 )   (Platt et al. 1980) ";""
"2023-12-12 08:31:06.957";"2023-12-12";"08:31:06";"REG2";"";"#1: alpha: 0.120, ETRm: 9.159, Ik: 76.397   (Jassby and Platt 1976) ";""
"2023-12-12 08:31:08.646";"2023-12-12";"08:31:08";"FO";"64";"294";"624";"0";"0.529";"0.0";"-";"-";"-";"-";"294";"624";"0.529"
"2023-12-12 08:31:38.944";"2023-12-12";"08:31:38";"F";"65";"387";"501";"66";"0.228";"6.3";"264";"0.481";"0.282";"0.246";"294";"624";"0.529"
"2023-12-12 08:32:09.231";"2023-12-12";"08:32:09";"F";"66";"377";"474";"90";"0.205";"7.7";"256";"0.445";"0.339";"0.316";"294";"624";"0.529"
"2023-12-12 08:32:39.533";"2023-12-12";"08:32:39";"F";"67";"385";"457";"125";"0.158";"8.3";"251";"0.350";"0.376";"0.365";"294";"624";"0.529"
"2023-12-12 08:33:09.830";"2023-12-12";"08:33:09";"F";"68";"393";"446";"190";"0.119";"9.5";"247";"0.266";"0.397";"0.399";"294";"624";"0.529"
"2023-12-12 08:33:40.127";"2023-12-12";"08:33:40";"F";"69";"399";"435";"285";"0.083";"9.9";"244";"0.188";"0.421";"0.434";"294";"624";"0.529"
"2023-12-12 08:34:10.424";"2023-12-12";"08:34:10";"F";"70";"404";"427";"420";"0.054";"9.5";"242";"0.124";"0.439";"0.461";"294";"624";"0.529"
"2023-12-12 08:34:40.715";"2023-12-12";"08:34:40";"F";"71";"407";"419";"625";"0.029";"7.6";"239";"0.067";"0.455";"0.489";"294";"624";"0.529"
"2023-12-12 08:35:11.014";"2023-12-12";"08:35:11";"F";"72";"403";"414";"820";"0.027";"9.3";"237";"0.062";"0.464";"0.507";"294";"624";"0.529"
"2023-12-12 08:35:13.577";"2023-12-12";"08:35:13";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:35:32.445";"2023-12-12";"08:35:32";"SLCS";"";"Light Curve start ";"Ac111"
"2023-12-12 08:35:32.445";"2023-12-12";"08:35:32";"REG1";"";"#1: alpha: 0.215, ETRm: 17.574, Ik: 81.697   ( beta: 0.001, ETRmPot: 17.887 )   (Platt et al. 1980) ";""
"2023-12-12 08:35:32.445";"2023-12-12";"08:35:32";"REG2";"";"#1: alpha: 0.158, ETRm: 17.400, Ik: 109.993   (Jassby and Platt 1976) ";""
"2023-12-12 08:35:34.109";"2023-12-12";"08:35:34";"FO";"73";"165";"401";"0";"0.589";"0.0";"-";"-";"-";"-";"165";"401";"0.589"
"2023-12-12 08:36:04.404";"2023-12-12";"08:36:04";"F";"74";"204";"316";"66";"0.354";"9.8";"149";"0.671";"0.292";"0.269";"165";"401";"0.589"
"2023-12-12 08:36:34.697";"2023-12-12";"08:36:34";"F";"75";"205";"300";"90";"0.317";"12.0";"145";"0.613";"0.343";"0.337";"165";"401";"0.589"
"2023-12-12 08:37:04.991";"2023-12-12";"08:37:04";"F";"76";"213";"286";"125";"0.255";"13.4";"142";"0.507";"0.390";"0.402";"165";"401";"0.589"
"2023-12-12 08:37:35.290";"2023-12-12";"08:37:35";"F";"77";"220";"276";"190";"0.203";"16.2";"139";"0.409";"0.419";"0.453";"165";"401";"0.589"
"2023-12-12 08:38:05.592";"2023-12-12";"08:38:05";"F";"78";"227";"265";"285";"0.143";"17.1";"136";"0.295";"0.453";"0.513";"165";"401";"0.589"
"2023-12-12 08:38:35.881";"2023-12-12";"08:38:35";"F";"79";"231";"258";"420";"0.105";"18.5";"134";"0.218";"0.475";"0.554";"165";"401";"0.589"
"2023-12-12 08:39:06.178";"2023-12-12";"08:39:06";"F";"80";"236";"251";"625";"0.060";"15.8";"132";"0.126";"0.496";"0.598";"165";"401";"0.589"
"2023-12-12 08:39:36.471";"2023-12-12";"08:39:36";"F";"81";"233";"246";"820";"0.053";"18.3";"131";"0.113";"0.513";"0.630";"165";"401";"0.589"
"2023-12-12 08:39:39.515";"2023-12-12";"08:39:39";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:40:18.052";"2023-12-12";"08:40:18";"SLCS";"";"Light Curve start ";"Ac109"
"2023-12-12 08:40:18.052";"2023-12-12";"08:40:18";"REG1";"";"#1: alpha: 0.256, ETRm: 25.968, Ik: 101.484   ( beta: 0.007, ETRmPot: 29.453 )   (Platt et al. 1980) ";""
"2023-12-12 08:40:18.052";"2023-12-12";"08:40:18";"REG2";"";"#1: alpha: 0.200, ETRm: 25.337, Ik: 126.421   (Jassby and Platt 1976) ";""
"2023-12-12 08:40:19.774";"2023-12-12";"08:40:19";"FO";"82";"110";"292";"0";"0.623";"0.0";"-";"-";"-";"-";"110";"292";"0.623"
"2023-12-12 08:40:50.062";"2023-12-12";"08:40:50";"F";"83";"139";"242";"66";"0.426";"11.8";"102";"0.736";"0.231";"0.207";"110";"292";"0.623"
"2023-12-12 08:41:20.363";"2023-12-12";"08:41:20";"F";"84";"140";"236";"90";"0.407";"15.4";"101";"0.711";"0.258";"0.237";"110";"292";"0.623"
"2023-12-12 08:41:50.654";"2023-12-12";"08:41:50";"F";"85";"143";"224";"125";"0.362";"19.0";"99";"0.648";"0.313";"0.304";"110";"292";"0.623"
"2023-12-12 08:42:20.954";"2023-12-12";"08:42:20";"F";"86";"149";"210";"190";"0.290";"23.1";"96";"0.535";"0.374";"0.390";"110";"292";"0.623"
"2023-12-12 08:42:51.247";"2023-12-12";"08:42:51";"F";"87";"153";"198";"285";"0.227";"27.2";"93";"0.429";"0.423";"0.475";"110";"292";"0.623"
"2023-12-12 08:43:21.543";"2023-12-12";"08:43:21";"F";"88";"162";"188";"420";"0.138";"24.3";"91";"0.268";"0.467";"0.553";"110";"292";"0.623"
"2023-12-12 08:43:51.837";"2023-12-12";"08:43:51";"F";"89";"166";"183";"625";"0.093";"24.4";"90";"0.183";"0.489";"0.596";"110";"292";"0.623"
"2023-12-12 08:44:22.134";"2023-12-12";"08:44:22";"F";"90";"166";"179";"820";"0.073";"25.1";"89";"0.144";"0.505";"0.631";"110";"292";"0.623"
"2023-12-12 08:44:24.936";"2023-12-12";"08:44:24";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:45:43.437";"2023-12-12";"08:45:43";"SLCS";"";"Light Curve start ";"Ac115"
"2023-12-12 08:45:43.437";"2023-12-12";"08:45:43";"REG1";"";"#1: alpha: 0.191, ETRm: 13.743, Ik: 71.824   ( beta: 0.016, ETRmPot: 18.352 )   (Platt et al. 1980) ";""
"2023-12-12 08:45:43.437";"2023-12-12";"08:45:43";"REG2";"";"#1: alpha: 0.179, ETRm: 11.992, Ik: 67.140   (Jassby and Platt 1976) ";""
"2023-12-12 08:45:45.122";"2023-12-12";"08:45:45";"FO";"91";"151";"347";"0";"0.565";"0.0";"-";"-";"-";"-";"151";"347";"0.565"
"2023-12-12 08:46:15.419";"2023-12-12";"08:46:15";"F";"92";"181";"254";"66";"0.287";"8.0";"130";"0.589";"0.367";"0.366";"151";"347";"0.565"
"2023-12-12 08:46:45.716";"2023-12-12";"08:46:45";"F";"93";"177";"254";"90";"0.303";"11.5";"130";"0.621";"0.367";"0.366";"151";"347";"0.565"
"2023-12-12 08:47:16.009";"2023-12-12";"08:47:16";"F";"94";"182";"234";"125";"0.222";"11.7";"125";"0.477";"0.444";"0.483";"151";"347";"0.565"
"2023-12-12 08:47:46.312";"2023-12-12";"08:47:46";"F";"95";"183";"220";"190";"0.168";"13.4";"121";"0.374";"0.495";"0.577";"151";"347";"0.565"
"2023-12-12 08:48:16.610";"2023-12-12";"08:48:16";"F";"96";"186";"208";"285";"0.106";"12.7";"117";"0.242";"0.536";"0.668";"151";"347";"0.565"
"2023-12-12 08:48:46.904";"2023-12-12";"08:48:46";"F";"97";"187";"203";"420";"0.079";"13.9";"115";"0.182";"0.551";"0.709";"151";"347";"0.565"
"2023-12-12 08:49:17.196";"2023-12-12";"08:49:17";"F";"98";"191";"199";"625";"0.040";"10.5";"114";"0.094";"0.566";"0.744";"151";"347";"0.565"
"2023-12-12 08:49:47.496";"2023-12-12";"08:49:47";"F";"99";"191";"196";"820";"0.026";"9.0";"113";"0.060";"0.577";"0.770";"151";"347";"0.565"
"2023-12-12 08:49:50.162";"2023-12-12";"08:49:50";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:50:08.081";"2023-12-12";"08:50:08";"SLCS";"";"Light Curve start ";"Ac113"
"2023-12-12 08:50:08.081";"2023-12-12";"08:50:08";"REG1";"";"#1: alpha: 0.243, ETRm: 14.940, Ik: 61.577   ( beta: 0.010, ETRmPot: 17.873 )   (Platt et al. 1980) ";""
"2023-12-12 08:50:08.081";"2023-12-12";"08:50:08";"REG2";"";"#1: alpha: 0.203, ETRm: 13.553, Ik: 66.686   (Jassby and Platt 1976) ";""
"2023-12-12 08:50:09.785";"2023-12-12";"08:50:09";"FO";"100";"193";"485";"0";"0.602";"0.0";"-";"-";"-";"-";"193";"485";"0.602"
"2023-12-12 08:50:40.084";"2023-12-12";"08:50:40";"F";"101";"230";"347";"66";"0.337";"9.3";"167";"0.650";"0.384";"0.398";"193";"485";"0.602"
"2023-12-12 08:51:10.382";"2023-12-12";"08:51:10";"F";"102";"228";"341";"90";"0.331";"12.5";"165";"0.642";"0.397";"0.422";"193";"485";"0.602"
"2023-12-12 08:51:40.676";"2023-12-12";"08:51:40";"F";"103";"235";"317";"125";"0.259";"13.6";"159";"0.519";"0.459";"0.530";"193";"485";"0.602"
"2023-12-12 08:52:10.973";"2023-12-12";"08:52:10";"F";"104";"240";"298";"190";"0.195";"15.6";"154";"0.403";"0.507";"0.628";"193";"485";"0.602"
"2023-12-12 08:52:41.269";"2023-12-12";"08:52:41";"F";"105";"248";"282";"285";"0.121";"14.5";"150";"0.258";"0.548";"0.720";"193";"485";"0.602"
"2023-12-12 08:53:11.568";"2023-12-12";"08:53:11";"F";"106";"252";"273";"420";"0.077";"13.6";"147";"0.167";"0.568";"0.777";"193";"485";"0.602"
"2023-12-12 08:53:41.861";"2023-12-12";"08:53:41";"F";"107";"257";"269";"625";"0.045";"11.8";"146";"0.098";"0.579";"0.803";"193";"485";"0.602"
"2023-12-12 08:54:12.152";"2023-12-12";"08:54:12";"F";"108";"257";"266";"820";"0.034";"11.7";"145";"0.074";"0.586";"0.823";"193";"485";"0.602"
"2023-12-12 08:54:14.674";"2023-12-12";"08:54:14";"SLCE";"";"Light Curve end ";""
"2023-12-12 08:55:04.086";"2023-12-12";"08:55:04";"SLCS";"";"Light Curve start ";"Ac112"
"2023-12-12 08:55:04.086";"2023-12-12";"08:55:04";"REG1";"";"#1: alpha: 0.225, ETRm: 17.233, Ik: 76.472   ( beta: 0.013, ETRmPot: 21.484 )   (Platt et al. 1980) ";""
"2023-12-12 08:55:04.086";"2023-12-12";"08:55:04";"REG2";"";"#1: alpha: 0.188, ETRm: 15.789, Ik: 83.869   (Jassby and Platt 1976) ";""
"2023-12-12 08:55:05.846";"2023-12-12";"08:55:05";"FO";"109";"230";"537";"0";"0.572";"0.0";"-";"-";"-";"-";"230";"537";"0.572"
"2023-12-12 08:55:36.141";"2023-12-12";"08:55:36";"F";"110";"271";"427";"66";"0.365";"10.1";"207";"0.709";"0.283";"0.258";"230";"537";"0.572"
"2023-12-12 08:56:06.441";"2023-12-12";"08:56:06";"F";"111";"275";"410";"90";"0.329";"12.4";"203";"0.652";"0.326";"0.310";"230";"537";"0.572"
"2023-12-12 08:56:36.741";"2023-12-12";"08:56:36";"F";"112";"286";"391";"125";"0.269";"14.1";"198";"0.544";"0.371";"0.373";"230";"537";"0.572"
"2023-12-12 08:57:07.038";"2023-12-12";"08:57:07";"F";"113";"294";"374";"190";"0.214";"17.1";"194";"0.444";"0.414";"0.436";"230";"537";"0.572"
"2023-12-12 08:57:37.330";"2023-12-12";"08:57:37";"F";"114";"303";"358";"285";"0.154";"18.4";"189";"0.325";"0.450";"0.500";"230";"537";"0.572"
