"2023-11-20";"12:18:27";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:qN";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"2023-11-20 08:15:20.196";"2023-11-20";"08:15:20";"REG1";"";"#1: alpha: 0.157, ETRm: 9.985, Ik: 63.536   ( beta: 0.026, ETRmPot: 16.159 )   (Platt et al. 1980) ";""
"2023-11-20 08:15:20.196";"2023-11-20";"08:15:20";"REG2";"";"#1: alpha: 0.170, ETRm: 7.887, Ik: 46.483   (Jassby and Platt 1976) ";""
"2023-11-20 08:15:21.922";"2023-11-20";"08:15:21";"FO";"19";"121";"290";"0";"0.583";"0.0";"-";"-";"-";"-";"121";"290";"0.583"
"2023-11-20 08:15:52.210";"2023-11-20";"08:15:52";"F";"20";"215";"280";"66";"0.232";"6.4";"119";"0.404";"0.047";"0.036";"121";"290";"0.583"
"2023-11-20 08:16:22.511";"2023-11-20";"08:16:22";"F";"21";"211";"270";"90";"0.219";"8.3";"117";"0.386";"0.095";"0.074";"121";"290";"0.583"
"2023-11-20 08:16:52.805";"2023-11-20";"08:16:52";"F";"22";"216";"261";"125";"0.172";"9.0";"116";"0.310";"0.142";"0.111";"121";"290";"0.583"
"2023-11-20 08:17:23.104";"2023-11-20";"08:17:23";"F";"23";"220";"254";"190";"0.134";"10.7";"114";"0.243";"0.172";"0.142";"121";"290";"0.583"
"2023-11-20 08:17:53.402";"2023-11-20";"08:17:53";"F";"24";"226";"246";"285";"0.081";"9.7";"113";"0.150";"0.213";"0.179";"121";"290";"0.583"
"2023-11-20 08:18:23.698";"2023-11-20";"08:18:23";"F";"25";"226";"237";"420";"0.046";"8.1";"111";"0.087";"0.254";"0.224";"121";"290";"0.583"
"2023-11-20 08:18:53.993";"2023-11-20";"08:18:53";"F";"26";"225";"228";"625";"0.013";"3.4";"109";"0.025";"0.296";"0.272";"121";"290";"0.583"
"2023-11-20 08:19:24.288";"2023-11-20";"08:19:24";"F";"27";"218";"222";"820";"0.018";"6.2";"107";"0.035";"0.320";"0.306";"121";"290";"0.583"
"2023-11-20 08:19:27.132";"2023-11-20";"08:19:27";"SLCE";"";"Light Curve end ";""
"2023-11-20 08:20:23.455";"2023-11-20";"08:20:23";"SLCS";"";"Light Curve start ";"Ac21"
"2023-11-20 08:20:23.455";"2023-11-20";"08:20:23";"REG1";"";"#1: alpha: 0.307, ETRm: 19.146, Ik: 62.411   ( beta: 0.008, ETRmPot: 21.633 )   (Platt et al. 1980) ";""
"2023-11-20 08:20:23.455";"2023-11-20";"08:20:23";"REG2";"";"#1: alpha: 0.240, ETRm: 18.033, Ik: 75.066   (Jassby and Platt 1976) ";""
"2023-11-20 08:20:25.175";"2023-11-20";"08:20:25";"FO";"28";"126";"365";"0";"0.655";"0.0";"-";"-";"-";"-";"126";"365";"0.655"
"2023-11-20 08:20:55.472";"2023-11-20";"08:20:55";"F";"29";"157";"270";"66";"0.419";"11.6";"112";"0.715";"0.339";"0.352";"126";"365";"0.655"
"2023-11-20 08:21:25.766";"2023-11-20";"08:21:25";"F";"30";"157";"268";"90";"0.414";"15.6";"112";"0.712";"0.347";"0.362";"126";"365";"0.655"
"2023-11-20 08:21:56.064";"2023-11-20";"08:21:56";"F";"31";"160";"240";"125";"0.333";"17.5";"107";"0.602";"0.444";"0.521";"126";"365";"0.655"
"2023-11-20 08:22:26.359";"2023-11-20";"08:22:26";"F";"32";"165";"219";"190";"0.247";"19.7";"102";"0.462";"0.510";"0.667";"126";"365";"0.655"
"2023-11-20 08:22:56.662";"2023-11-20";"08:22:56";"F";"33";"173";"206";"285";"0.160";"19.2";"99";"0.308";"0.552";"0.772";"126";"365";"0.655"
"2023-11-20 08:23:26.951";"2023-11-20";"08:23:26";"F";"34";"177";"198";"420";"0.106";"18.7";"98";"0.210";"0.582";"0.843";"126";"365";"0.655"
"2023-11-20 08:23:57.249";"2023-11-20";"08:23:57";"F";"35";"181";"191";"625";"0.052";"13.7";"96";"0.105";"0.603";"0.911";"126";"365";"0.655"
"2023-11-20 08:24:27.550";"2023-11-20";"08:24:27";"F";"36";"179";"189";"820";"0.053";"18.3";"95";"0.106";"0.607";"0.931";"126";"365";"0.655"
"2023-11-20 08:24:30.323";"2023-11-20";"08:24:30";"SLCE";"";"Light Curve end ";""
"2023-11-20 08:25:27.326";"2023-11-20";"08:25:27";"SLCS";"";"Light Curve start ";"Ac20"
"2023-11-20 08:25:27.326";"2023-11-20";"08:25:27";"REG1";"";"#1: alpha: 0.209, ETRm: 18.037, Ik: 86.137   ( beta: 0.011, ETRmPot: 22.298 )   (Platt et al. 1980) ";""
"2023-11-20 08:25:27.326";"2023-11-20";"08:25:27";"REG2";"";"#1: alpha: 0.174, ETRm: 16.829, Ik: 96.892   (Jassby and Platt 1976) ";""
"2023-11-20 08:25:29.034";"2023-11-20";"08:25:29";"FO";"37";"234";"581";"0";"0.597";"0.0";"-";"-";"-";"-";"234";"581";"0.597"
"2023-11-20 08:25:59.337";"2023-11-20";"08:25:59";"F";"38";"362";"554";"66";"0.347";"9.6";"229";"0.591";"0.063";"0.049";"234";"581";"0.597"
"2023-11-20 08:26:29.624";"2023-11-20";"08:26:29";"F";"39";"365";"542";"90";"0.327";"12.4";"227";"0.562";"0.092";"0.072";"234";"581";"0.597"
"2023-11-20 08:26:59.929";"2023-11-20";"08:26:59";"F";"40";"379";"521";"125";"0.273";"14.3";"224";"0.478";"0.144";"0.115";"234";"581";"0.597"
"2023-11-20 08:27:30.225";"2023-11-20";"08:27:30";"F";"41";"395";"501";"190";"0.212";"16.9";"220";"0.377";"0.190";"0.160";"234";"581";"0.597"
"2023-11-20 08:28:00.517";"2023-11-20";"08:28:00";"F";"42";"408";"482";"285";"0.154";"18.4";"216";"0.278";"0.233";"0.205";"234";"581";"0.597"
"2023-11-20 08:28:30.809";"2023-11-20";"08:28:30";"F";"43";"418";"466";"420";"0.103";"18.2";"213";"0.190";"0.271";"0.247";"234";"581";"0.597"
"2023-11-20 08:29:01.106";"2023-11-20";"08:29:01";"F";"44";"427";"452";"625";"0.055";"14.4";"210";"0.103";"0.303";"0.285";"234";"581";"0.597"
"2023-11-20 08:29:31.399";"2023-11-20";"08:29:31";"F";"45";"419";"439";"820";"0.046";"15.8";"207";"0.086";"0.331";"0.323";"234";"581";"0.597"
"2023-11-20 08:29:33.836";"2023-11-20";"08:29:33";"SLCE";"";"Light Curve end ";""
"2023-11-20 08:30:16.741";"2023-11-20";"08:30:16";"SLCS";"";"Light Curve start ";"Ac18"
"2023-11-20 08:30:16.741";"2023-11-20";"08:30:16";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 20.586 )   (Platt et al. 1980) ";""
"2023-11-20 08:30:16.741";"2023-11-20";"08:30:16";"REG2";"";"#1: alpha: 0.151, ETRm: 20.892, Ik: 138.184   (Jassby and Platt 1976) ";""
"2023-11-20 08:30:18.499";"2023-11-20";"08:30:18";"FO";"46";"98";"242";"0";"0.595";"0.0";"-";"-";"-";"-";"98";"242";"0.595"
"2023-11-20 08:30:48.794";"2023-11-20";"08:30:48";"F";"47";"147";"226";"66";"0.350";"9.7";"95";"0.603";"0.090";"0.071";"98";"242";"0.595"
"2023-11-20 08:31:19.092";"2023-11-20";"08:31:19";"F";"48";"147";"219";"90";"0.329";"12.4";"94";"0.576";"0.132";"0.105";"98";"242";"0.595"
"2023-11-20 08:31:49.387";"2023-11-20";"08:31:49";"F";"49";"152";"212";"125";"0.283";"14.9";"93";"0.504";"0.174";"0.142";"98";"242";"0.595"
"2023-11-20 08:32:19.680";"2023-11-20";"08:32:19";"F";"50";"161";"205";"190";"0.215";"17.2";"91";"0.386";"0.208";"0.180";"98";"242";"0.595"
"2023-11-20 08:32:49.973";"2023-11-20";"08:32:49";"F";"51";"163";"197";"285";"0.173";"20.7";"90";"0.318";"0.257";"0.228";"98";"242";"0.595"
"2023-11-20 08:33:20.270";"2023-11-20";"08:33:20";"F";"52";"171";"194";"420";"0.119";"21.0";"89";"0.219";"0.271";"0.247";"98";"242";"0.595"
"2023-11-20 08:33:50.567";"2023-11-20";"08:33:50";"F";"53";"174";"188";"625";"0.074";"19.4";"88";"0.140";"0.306";"0.287";"98";"242";"0.595"
"2023-11-20 08:34:20.862";"2023-11-20";"08:34:20";"F";"54";"172";"184";"820";"0.065";"22.4";"87";"0.124";"0.326";"0.315";"98";"242";"0.595"
"2023-11-20 08:34:23.355";"2023-11-20";"08:34:23";"SLCE";"";"Light Curve end ";""
"2023-11-20 08:34:59.591";"2023-11-20";"08:34:59";"SLCS";"";"Light Curve start ";"Ac24"
"2023-11-20 08:34:59.591";"2023-11-20";"08:34:59";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 24.355 )   (Platt et al. 1980) ";""
"2023-11-20 08:34:59.591";"2023-11-20";"08:34:59";"REG2";"";"#1: alpha: 0.196, ETRm: 24.809, Ik: 126.835   (Jassby and Platt 1976) ";""
"2023-11-20 08:35:01.257";"2023-11-20";"08:35:01";"FO";"55";"94";"256";"0";"0.633";"0.0";"-";"-";"-";"-";"94";"256";"0.633"
"2023-11-20 08:35:31.557";"2023-11-20";"08:35:31";"F";"56";"117";"208";"66";"0.438";"12.1";"87";"0.752";"0.253";"0.231";"94";"256";"0.633"
"2023-11-20 08:36:01.853";"2023-11-20";"08:36:01";"F";"57";"119";"199";"90";"0.402";"15.2";"85";"0.702";"0.296";"0.286";"94";"256";"0.633"
"2023-11-20 08:36:32.143";"2023-11-20";"08:36:32";"F";"58";"122";"189";"125";"0.354";"18.6";"83";"0.632";"0.346";"0.354";"94";"256";"0.633"
"2023-11-20 08:37:02.446";"2023-11-20";"08:37:02";"F";"59";"127";"176";"190";"0.278";"22.2";"81";"0.516";"0.414";"0.455";"94";"256";"0.633"
"2023-11-20 08:37:32.741";"2023-11-20";"08:37:32";"F";"60";"133";"167";"285";"0.204";"24.4";"79";"0.386";"0.457";"0.533";"94";"256";"0.633"
"2023-11-20 08:38:03.038";"2023-11-20";"08:38:03";"F";"61";"138";"160";"420";"0.138";"24.3";"77";"0.265";"0.488";"0.600";"94";"256";"0.633"
"2023-11-20 08:38:33.332";"2023-11-20";"08:38:33";"F";"62";"142";"156";"625";"0.090";"23.6";"76";"0.175";"0.506";"0.641";"94";"256";"0.633"
"2023-11-20 08:39:03.627";"2023-11-20";"08:39:03";"F";"63";"144";"156";"820";"0.077";"26.5";"76";"0.150";"0.506";"0.641";"94";"256";"0.633"
"2023-11-20 08:39:06.568";"2023-11-20";"08:39:06";"SLCE";"";"Light Curve end ";""
"2023-11-20 08:40:03.327";"2023-11-20";"08:40:03";"SLCS";"";"Light Curve start ";"Ac22"
"2023-11-20 08:40:03.327";"2023-11-20";"08:40:03";"REG1";"";"#1: alpha: 0.243, ETRm: 13.090, Ik: 53.967   ( beta: 0.011, ETRmPot: 15.836 )   (Platt et al. 1980) ";""
"2023-11-20 08:40:03.327";"2023-11-20";"08:40:03";"REG2";"";"#1: alpha: 0.233, ETRm: 11.477, Ik: 49.153   (Jassby and Platt 1976) ";""
"2023-11-20 08:40:05.017";"2023-11-20";"08:40:05";"FO";"64";"185";"452";"0";"0.591";"0.0";"-";"-";"-";"-";"185";"452";"0.591"
"2023-11-20 08:40:35.317";"2023-11-20";"08:40:35";"F";"65";"209";"317";"66";"0.341";"9.5";"158";"0.679";"0.404";"0.426";"185";"452";"0.591"
"2023-11-20 08:41:05.613";"2023-11-20";"08:41:05";"F";"66";"214";"308";"90";"0.305";"11.5";"155";"0.614";"0.427";"0.468";"185";"452";"0.591"
"2023-11-20 08:41:35.902";"2023-11-20";"08:41:35";"F";"67";"221";"287";"125";"0.230";"12.1";"150";"0.482";"0.487";"0.575";"185";"452";"0.591"
"2023-11-20 08:42:06.198";"2023-11-20";"08:42:06";"F";"68";"229";"273";"190";"0.161";"12.8";"146";"0.346";"0.524";"0.656";"185";"452";"0.591"
"2023-11-20 08:42:36.494";"2023-11-20";"08:42:36";"F";"69";"236";"265";"285";"0.109";"13.0";"144";"0.240";"0.547";"0.706";"185";"452";"0.591"
"2023-11-20 08:43:06.793";"2023-11-20";"08:43:06";"F";"70";"243";"261";"420";"0.069";"12.2";"142";"0.151";"0.554";"0.732";"185";"452";"0.591"
"2023-11-20 08:43:37.092";"2023-11-20";"08:43:37";"F";"71";"246";"255";"625";"0.035";"9.2";"141";"0.079";"0.573";"0.773";"185";"452";"0.591"
"2023-11-20 08:44:07.385";"2023-11-20";"08:44:07";"F";"72";"248";"255";"820";"0.027";"9.3";"141";"0.061";"0.573";"0.773";"185";"452";"0.591"
"2023-11-20 08:44:09.807";"2023-11-20";"08:44:09";"SLCE";"";"Light Curve end ";""
"2023-11-20 08:44:34.770";"2023-11-20";"08:44:34";"SLCS";"";"Light Curve start ";"Ac27"
"2023-11-20 08:44:34.770";"2023-11-20";"08:44:34";"REG1";"";"#1: alpha: 0.276, ETRm: 27.227, Ik: 98.584   ( beta: 0.030, ETRmPot: 38.897 )   (Platt et al. 1980) ";""
"2023-11-20 08:44:34.770";"2023-11-20";"08:44:34";"REG2";"";"#1: alpha: 0.245, ETRm: 24.692, Ik: 100.985   (Jassby and Platt 1976) ";""
"2023-11-20 08:44:36.485";"2023-11-20";"08:44:36";"FO";"73";"120";"358";"0";"0.665";"0.0";"-";"-";"-";"-";"120";"358";"0.665"
"2023-11-20 08:45:06.781";"2023-11-20";"08:45:06";"F";"74";"157";"299";"66";"0.475";"13.2";"113";"0.763";"0.218";"0.197";"120";"358";"0.665"
"2023-11-20 08:45:37.071";"2023-11-20";"08:45:37";"F";"75";"158";"297";"90";"0.468";"17.7";"112";"0.751";"0.223";"0.205";"120";"358";"0.665"
"2023-11-20 08:46:07.365";"2023-11-20";"08:46:07";"F";"76";"162";"272";"125";"0.404";"21.2";"109";"0.675";"0.315";"0.316";"120";"358";"0.665"
"2023-11-20 08:46:37.668";"2023-11-20";"08:46:37";"F";"77";"171";"247";"190";"0.308";"24.6";"104";"0.531";"0.399";"0.449";"120";"358";"0.665"
"2023-11-20 08:47:07.960";"2023-11-20";"08:47:07";"F";"78";"177";"227";"285";"0.220";"26.3";"101";"0.397";"0.471";"0.577";"120";"358";"0.665"
"2023-11-20 08:47:38.253";"2023-11-20";"08:47:38";"F";"79";"182";"216";"420";"0.157";"27.7";"98";"0.288";"0.504";"0.657";"120";"358";"0.665"
"2023-11-20 08:48:08.550";"2023-11-20";"08:48:08";"F";"80";"187";"205";"625";"0.088";"23.1";"96";"0.165";"0.542";"0.746";"120";"358";"0.665"
"2023-11-20 08:48:38.848";"2023-11-20";"08:48:38";"F";"81";"188";"200";"820";"0.060";"20.7";"95";"0.114";"0.559";"0.790";"120";"358";"0.665"
"2023-11-20 08:48:41.941";"2023-11-20";"08:48:41";"SLCE";"";"Light Curve end ";""
"2023-11-20 08:50:12.952";"2023-11-20";"08:50:12";"SLCS";"";"Light Curve start ";"Ac25"
"2023-11-20 08:50:12.952";"2023-11-20";"08:50:12";"REG1";"";"#1: alpha: 0.249, ETRm: 26.303, Ik: 105.600   ( beta: 0.001, ETRmPot: 27.250 )   (Platt et al. 1980) ";""
"2023-11-20 08:50:12.952";"2023-11-20";"08:50:12";"REG2";"";"#1: alpha: 0.189, ETRm: 26.008, Ik: 137.829   (Jassby and Platt 1976) ";""
"2023-11-20 08:50:14.634";"2023-11-20";"08:50:14";"FO";"82";"133";"379";"0";"0.649";"0.0";"-";"-";"-";"-";"133";"379";"0.649"
"2023-11-20 08:50:44.932";"2023-11-20";"08:50:44";"F";"83";"162";"271";"66";"0.402";"11.1";"117";"0.708";"0.374";"0.399";"133";"379";"0.649"
"2023-11-20 08:51:15.230";"2023-11-20";"08:51:15";"F";"84";"157";"263";"90";"0.403";"15.2";"115";"0.716";"0.398";"0.441";"133";"379";"0.649"
"2023-11-20 08:51:45.519";"2023-11-20";"08:51:45";"F";"85";"159";"248";"125";"0.359";"18.8";"112";"0.654";"0.447";"0.528";"133";"379";"0.649"
"2023-11-20 08:52:15.822";"2023-11-20";"08:52:15";"F";"86";"163";"229";"190";"0.288";"23.0";"108";"0.545";"0.508";"0.655";"133";"379";"0.649"
"2023-11-20 08:52:46.111";"2023-11-20";"08:52:46";"F";"87";"169";"214";"285";"0.210";"25.1";"105";"0.413";"0.557";"0.771";"133";"379";"0.649"
"2023-11-20 08:53:16.414";"2023-11-20";"08:53:16";"F";"88";"172";"202";"420";"0.149";"26.3";"102";"0.300";"0.593";"0.876";"133";"379";"0.649"
"2023-11-20 08:53:46.706";"2023-11-20";"08:53:46";"F";"89";"176";"194";"625";"0.093";"24.4";"100";"0.191";"0.618";"0.954";"133";"379";"0.649"
"2023-11-20 08:54:17.000";"2023-11-20";"08:54:17";"F";"90";"175";"190";"820";"0.079";"27.2";"99";"0.165";"0.630";"0.995";"133";"379";"0.649"
"2023-11-20 08:54:19.756";"2023-11-20";"08:54:19";"SLCE";"";"Light Curve end ";""
"2023-11-20 08:55:47.024";"2023-11-20";"08:55:47";"SLCS";"";"Light Curve start ";"Ac31"
"2023-11-20 08:55:47.024";"2023-11-20";"08:55:47";"REG1";"";"#1: alpha: 0.276, ETRm: 19.353, Ik: 70.169   ( beta: 0.013, ETRmPot: 23.492 )   (Platt et al. 1980) ";""
"2023-11-20 08:55:47.024";"2023-11-20";"08:55:47";"REG2";"";"#1: alpha: 0.227, ETRm: 17.766, Ik: 78.337   (Jassby and Platt 1976) ";""
"2023-11-20 08:55:48.690";"2023-11-20";"08:55:48";"FO";"91";"127";"352";"0";"0.639";"0.0";"-";"-";"-";"-";"127";"352";"0.639"
"2023-11-20 08:56:18.986";"2023-11-20";"08:56:18";"F";"92";"164";"268";"66";"0.388";"10.8";"114";"0.675";"0.316";"0.313";"127";"352";"0.639"
"2023-11-20 08:56:49.285";"2023-11-20";"08:56:49";"F";"93";"160";"267";"90";"0.401";"15.2";"114";"0.699";"0.320";"0.318";"127";"352";"0.639"
"2023-11-20 08:57:19.583";"2023-11-20";"08:57:19";"F";"94";"165";"245";"125";"0.327";"17.2";"110";"0.593";"0.400";"0.437";"127";"352";"0.639"
"2023-11-20 08:57:49.873";"2023-11-20";"08:57:49";"F";"95";"168";"222";"190";"0.243";"19.4";"105";"0.462";"0.480";"0.586";"127";"352";"0.639"
"2023-11-20 08:58:20.171";"2023-11-20";"08:58:20";"F";"96";"175";"210";"285";"0.167";"20.0";"102";"0.324";"0.520";"0.676";"127";"352";"0.639"
"2023-11-20 08:58:50.470";"2023-11-20";"08:58:50";"F";"97";"180";"200";"420";"0.100";"17.6";"100";"0.200";"0.556";"0.760";"127";"352";"0.639"
"2023-11-20 08:59:20.758";"2023-11-20";"08:59:20";"F";"98";"182";"193";"625";"0.057";"15.0";"98";"0.116";"0.578";"0.824";"127";"352";"0.639"
"2023-11-20 08:59:51.057";"2023-11-20";"08:59:51";"F";"99";"181";"190";"820";"0.047";"16.2";"97";"0.097";"0.587";"0.853";"127";"352";"0.639"
"2023-11-20 08:59:53.675";"2023-11-20";"08:59:53";"SLCE";"";"Light Curve end ";""
"2023-11-20 09:00:58.834";"2023-11-20";"09:00:58";"SLCS";"";"Light Curve start ";"Ac29"
"2023-11-20 09:00:58.834";"2023-11-20";"09:00:58";"REG1";"";"#1: alpha: 0.222, ETRm: 23.938, Ik: 107.942   ( beta: 0.007, ETRmPot: 27.420 )   (Platt et al. 1980) ";""
"2023-11-20 09:00:58.834";"2023-11-20";"09:00:58";"REG2";"";"#1: alpha: 0.176, ETRm: 23.326, Ik: 132.288   (Jassby and Platt 1976) ";""
"2023-11-20 09:01:00.653";"2023-11-20";"09:01:00";"FO";"100";"116";"299";"0";"0.612";"0.0";"-";"-";"-";"-";"116";"299";"0.612"
"2023-11-20 09:01:30.944";"2023-11-20";"09:01:30";"F";"101";"171";"273";"66";"0.374";"10.4";"112";"0.634";"0.120";"0.095";"116";"299";"0.612"
"2023-11-20 09:02:01.239";"2023-11-20";"09:02:01";"F";"102";"165";"263";"90";"0.373";"14.1";"110";"0.641";"0.164";"0.137";"116";"299";"0.612"
"2023-11-20 09:02:31.536";"2023-11-20";"09:02:31";"F";"103";"170";"251";"125";"0.323";"17.0";"108";"0.566";"0.219";"0.191";"116";"299";"0.612"
"2023-11-20 09:03:01.833";"2023-11-20";"09:03:01";"F";"104";"176";"239";"190";"0.264";"21.1";"106";"0.474";"0.273";"0.251";"116";"299";"0.612"
"2023-11-20 09:03:32.131";"2023-11-20";"09:03:32";"F";"105";"184";"227";"285";"0.189";"22.6";"103";"0.347";"0.322";"0.317";"116";"299";"0.612"
"2023-11-20 09:04:02.427";"2023-11-20";"09:04:02";"F";"106";"190";"221";"420";"0.140";"24.7";"102";"0.261";"0.350";"0.353";"116";"299";"0.612"
"2023-11-20 09:04:32.716";"2023-11-20";"09:04:32";"F";"107";"196";"214";"625";"0.084";"22.1";"101";"0.159";"0.383";"0.397";"116";"299";"0.612"
"2023-11-20 09:05:03.016";"2023-11-20";"09:05:03";"F";"108";"196";"210";"820";"0.067";"23.1";"100";"0.127";"0.399";"0.424";"116";"299";"0.612"
"2023-11-20 09:05:06.113";"2023-11-20";"09:05:06";"SLCE";"";"Light Curve end ";""
"2023-11-20 09:05:35.561";"2023-11-20";"09:05:35";"SLCS";"";"Light Curve start ";"Ac28"
"2023-11-20 09:05:35.561";"2023-11-20";"09:05:35";"REG1";"";"#1: alpha: 0.247, ETRm: 25.335, Ik: 102.418   ( beta: 0.006, ETRmPot: 28.621 )   (Platt et al. 1980) ";""
"2023-11-20 09:05:35.561";"2023-11-20";"09:05:35";"REG2";"";"#1: alpha: 0.196, ETRm: 24.680, Ik: 126.157   (Jassby and Platt 1976) ";""
"2023-11-20 09:05:37.312";"2023-11-20";"09:05:37";"FO";"109";"139";"347";"0";"0.599";"0.0";"-";"-";"-";"-";"139";"347";"0.599"
"2023-11-20 09:06:07.611";"2023-11-20";"09:06:07";"F";"110";"173";"293";"66";"0.410";"11.4";"129";"0.732";"0.212";"0.184";"139";"347";"0.599"
"2023-11-20 09:06:37.901";"2023-11-20";"09:06:37";"F";"111";"168";"287";"90";"0.415";"15.7";"128";"0.748";"0.236";"0.209";"139";"347";"0.599"
"2023-11-20 09:07:08.196";"2023-11-20";"09:07:08";"F";"112";"173";"268";"125";"0.354";"18.6";"124";"0.660";"0.308";"0.295";"139";"347";"0.599"
"2023-11-20 09:07:38.495";"2023-11-20";"09:07:38";"F";"113";"180";"248";"190";"0.274";"21.9";"120";"0.531";"0.385";"0.399";"139";"347";"0.599"
"2023-11-20 09:08:08.788";"2023-11-20";"09:08:08";"F";"114";"186";"235";"285";"0.209";"25.0";"117";"0.415";"0.433";"0.477";"139";"347";"0.599"
