"2023-11-24";"12:51:38";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:qN";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"2023-11-24 08:23:41.183";"2023-11-24";"08:23:41";"F";"23";"250";"303";"190";"0.175";"14.0";"152";"0.351";"0.298";"0.271";"170";"385";"0.558"
"2023-11-24 08:24:11.486";"2023-11-24";"08:24:11";"F";"24";"256";"293";"285";"0.126";"15.1";"149";"0.257";"0.330";"0.314";"170";"385";"0.558"
"2023-11-24 08:24:41.781";"2023-11-24";"08:24:41";"F";"25";"263";"286";"420";"0.080";"14.1";"147";"0.165";"0.353";"0.346";"170";"385";"0.558"
"2023-11-24 08:25:12.077";"2023-11-24";"08:25:12";"F";"26";"266";"278";"625";"0.043";"11.3";"145";"0.090";"0.381";"0.385";"170";"385";"0.558"
"2023-11-24 08:25:42.373";"2023-11-24";"08:25:42";"F";"27";"264";"274";"820";"0.036";"12.4";"144";"0.077";"0.395";"0.405";"170";"385";"0.558"
"2023-11-24 08:25:44.966";"2023-11-24";"08:25:44";"SLCE";"";"Light Curve end ";""
"2023-11-24 08:28:07.314";"2023-11-24";"08:28:07";"SLCS";"";"Light Curve start ";"Ac05"
"2023-11-24 08:28:07.314";"2023-11-24";"08:28:07";"REG1";"";"#1: alpha: 0.166, ETRm: 14.099, Ik: 84.878   ( beta: 0.006, ETRmPot: 16.555 )   (Platt et al. 1980) ";""
"2023-11-24 08:28:07.314";"2023-11-24";"08:28:07";"REG2";"";"#1: alpha: 0.135, ETRm: 13.362, Ik: 98.759   (Jassby and Platt 1976) ";""
"2023-11-24 08:28:09.044";"2023-11-24";"08:28:09";"FO";"28";"157";"357";"0";"0.560";"0.0";"-";"-";"-";"-";"157";"357";"0.560"
"2023-11-24 08:28:39.341";"2023-11-24";"08:28:39";"F";"29";"208";"289";"66";"0.280";"7.8";"142";"0.551";"0.265";"0.235";"157";"357";"0.560"
"2023-11-24 08:29:09.640";"2023-11-24";"08:29:09";"F";"30";"204";"275";"90";"0.258";"9.8";"139";"0.522";"0.320";"0.298";"157";"357";"0.560"
"2023-11-24 08:29:39.935";"2023-11-24";"08:29:39";"F";"31";"207";"261";"125";"0.207";"10.9";"135";"0.429";"0.370";"0.368";"157";"357";"0.560"
"2023-11-24 08:30:10.231";"2023-11-24";"08:30:10";"F";"32";"210";"252";"190";"0.167";"13.3";"133";"0.353";"0.405";"0.417";"157";"357";"0.560"
"2023-11-24 08:30:40.527";"2023-11-24";"08:30:40";"F";"33";"214";"242";"285";"0.116";"13.9";"130";"0.250";"0.440";"0.475";"157";"357";"0.560"
"2023-11-24 08:31:10.825";"2023-11-24";"08:31:10";"F";"34";"217";"236";"420";"0.081";"14.3";"128";"0.176";"0.460";"0.513";"157";"357";"0.560"
"2023-11-24 08:31:41.123";"2023-11-24";"08:31:41";"F";"35";"218";"229";"625";"0.048";"12.6";"126";"0.107";"0.485";"0.559";"157";"357";"0.560"
"2023-11-24 08:32:11.414";"2023-11-24";"08:32:11";"F";"36";"216";"224";"820";"0.036";"12.4";"124";"0.080";"0.500";"0.594";"157";"357";"0.560"
"2023-11-24 08:32:14.066";"2023-11-24";"08:32:14";"SLCE";"";"Light Curve end ";""
"2023-11-24 08:36:27.434";"2023-11-24";"08:36:27";"SLCS";"";"Light Curve start ";"Ac04"
"2023-11-24 08:36:27.434";"2023-11-24";"08:36:27";"REG1";"";"#1: alpha: 0.178, ETRm: 20.147, Ik: 113.148   ( beta: 0.000, ETRmPot: 20.317 )   (Platt et al. 1980) ";""
"2023-11-24 08:36:27.434";"2023-11-24";"08:36:27";"REG2";"";"#1: alpha: 0.134, ETRm: 19.851, Ik: 148.067   (Jassby and Platt 1976) ";""
"2023-11-24 08:36:29.183";"2023-11-24";"08:36:29";"FO";"37";"180";"392";"0";"0.541";"0.0";"-";"-";"-";"-";"180";"392";"0.541"
"2023-11-24 08:36:59.480";"2023-11-24";"08:36:59";"F";"38";"242";"355";"66";"0.318";"8.8";"172";"0.617";"0.137";"0.104";"180";"392";"0.541"
"2023-11-24 08:37:29.773";"2023-11-24";"08:37:29";"F";"39";"241";"344";"90";"0.299";"11.3";"169";"0.589";"0.175";"0.140";"180";"392";"0.541"
"2023-11-24 08:38:00.066";"2023-11-24";"08:38:00";"F";"40";"247";"331";"125";"0.254";"13.3";"166";"0.509";"0.222";"0.184";"180";"392";"0.541"
"2023-11-24 08:38:30.366";"2023-11-24";"08:38:30";"F";"41";"254";"320";"190";"0.206";"16.4";"163";"0.420";"0.259";"0.225";"180";"392";"0.541"
"2023-11-24 08:39:00.657";"2023-11-24";"08:39:00";"F";"42";"261";"309";"285";"0.155";"18.6";"160";"0.322";"0.297";"0.269";"180";"392";"0.541"
"2023-11-24 08:39:30.960";"2023-11-24";"08:39:30";"F";"43";"266";"301";"420";"0.116";"20.5";"158";"0.245";"0.325";"0.302";"180";"392";"0.541"
"2023-11-24 08:40:01.253";"2023-11-24";"08:40:01";"F";"44";"269";"290";"625";"0.072";"18.9";"155";"0.156";"0.363";"0.352";"180";"392";"0.541"
"2023-11-24 08:40:31.547";"2023-11-24";"08:40:31";"F";"45";"265";"282";"820";"0.060";"20.7";"153";"0.132";"0.392";"0.390";"180";"392";"0.541"
"2023-11-24 08:40:34.480";"2023-11-24";"08:40:34";"SLCE";"";"Light Curve end ";""
"2023-11-24 08:43:06.222";"2023-11-24";"08:43:06";"SLCS";"";"Light Curve start ";"Ac02"
"2023-11-24 08:43:06.222";"2023-11-24";"08:43:06";"REG1";"";"#1: alpha: 0.198, ETRm: 20.481, Ik: 103.283   ( beta: 0.005, ETRmPot: 22.966 )   (Platt et al. 1980) ";""
"2023-11-24 08:43:06.222";"2023-11-24";"08:43:06";"REG2";"";"#1: alpha: 0.156, ETRm: 20.013, Ik: 128.639   (Jassby and Platt 1976) ";""
"2023-11-24 08:43:07.932";"2023-11-24";"08:43:07";"FO";"46";"254";"619";"0";"0.590";"0.0";"-";"-";"-";"-";"254";"619";"0.590"
"2023-11-24 08:43:38.226";"2023-11-24";"08:43:38";"F";"47";"349";"539";"66";"0.353";"9.8";"239";"0.633";"0.178";"0.148";"254";"619";"0.590"
"2023-11-24 08:44:08.519";"2023-11-24";"08:44:08";"F";"48";"347";"513";"90";"0.324";"12.2";"234";"0.595";"0.236";"0.207";"254";"619";"0.590"
"2023-11-24 08:44:38.819";"2023-11-24";"08:44:38";"F";"49";"357";"495";"125";"0.279";"14.6";"230";"0.521";"0.274";"0.251";"254";"619";"0.590"
"2023-11-24 08:45:09.108";"2023-11-24";"08:45:09";"F";"50";"371";"477";"190";"0.222";"17.7";"226";"0.422";"0.312";"0.298";"254";"619";"0.590"
"2023-11-24 08:45:39.410";"2023-11-24";"08:45:39";"F";"51";"385";"462";"285";"0.167";"20.0";"223";"0.322";"0.345";"0.340";"254";"619";"0.590"
"2023-11-24 08:46:09.708";"2023-11-24";"08:46:09";"F";"52";"395";"450";"420";"0.122";"21.5";"220";"0.239";"0.370";"0.376";"254";"619";"0.590"
"2023-11-24 08:46:40.002";"2023-11-24";"08:46:40";"F";"53";"406";"436";"625";"0.069";"18.1";"217";"0.137";"0.400";"0.420";"254";"619";"0.590"
"2023-11-24 08:47:10.291";"2023-11-24";"08:47:10";"F";"54";"402";"427";"820";"0.059";"20.3";"214";"0.117";"0.416";"0.450";"254";"619";"0.590"
"2023-11-24 08:47:12.833";"2023-11-24";"08:47:12";"SLCE";"";"Light Curve end ";""
"2023-11-24 08:48:11.545";"2023-11-24";"08:48:11";"SLCS";"";"Light Curve start ";"Ac08"
"2023-11-24 08:48:11.545";"2023-11-24";"08:48:11";"REG1";"";"#1: alpha: 0.159, ETRm: 14.787, Ik: 92.968   ( beta: 0.007, ETRmPot: 17.662 )   (Platt et al. 1980) ";""
"2023-11-24 08:48:11.545";"2023-11-24";"08:48:11";"REG2";"";"#1: alpha: 0.130, ETRm: 14.069, Ik: 108.537   (Jassby and Platt 1976) ";""
"2023-11-24 08:48:13.288";"2023-11-24";"08:48:13";"FO";"55";"274";"629";"0";"0.564";"0.0";"-";"-";"-";"-";"274";"629";"0.564"
"2023-11-24 08:48:43.580";"2023-11-24";"08:48:43";"F";"56";"420";"583";"66";"0.280";"7.8";"265";"0.513";"0.104";"0.079";"274";"629";"0.564"
"2023-11-24 08:49:13.883";"2023-11-24";"08:49:13";"F";"57";"422";"563";"90";"0.250";"9.5";"261";"0.467";"0.149";"0.117";"274";"629";"0.564"
"2023-11-24 08:49:44.175";"2023-11-24";"08:49:44";"F";"58";"434";"553";"125";"0.215";"11.3";"259";"0.405";"0.172";"0.137";"274";"629";"0.564"
"2023-11-24 08:50:14.466";"2023-11-24";"08:50:14";"F";"59";"448";"536";"190";"0.164";"13.1";"255";"0.313";"0.208";"0.174";"274";"629";"0.564"
"2023-11-24 08:50:44.770";"2023-11-24";"08:50:44";"F";"60";"458";"524";"285";"0.126";"15.1";"252";"0.243";"0.234";"0.200";"274";"629";"0.564"
"2023-11-24 08:51:15.064";"2023-11-24";"08:51:15";"F";"61";"465";"508";"420";"0.085";"15.0";"248";"0.165";"0.268";"0.238";"274";"629";"0.564"
"2023-11-24 08:51:45.361";"2023-11-24";"08:51:45";"F";"62";"470";"494";"625";"0.049";"12.9";"245";"0.096";"0.299";"0.273";"274";"629";"0.564"
"2023-11-24 08:52:15.656";"2023-11-24";"08:52:15";"F";"63";"463";"482";"820";"0.039";"13.4";"242";"0.079";"0.324";"0.305";"274";"629";"0.564"
"2023-11-24 08:52:18.889";"2023-11-24";"08:52:18";"SLCE";"";"Light Curve end ";""
"2023-11-24 08:54:08.262";"2023-11-24";"08:54:08";"SLCS";"";"Light Curve start ";"Ac06"
"2023-11-24 08:54:08.262";"2023-11-24";"08:54:08";"REG1";"";"#1: alpha: 0.147, ETRm: 12.565, Ik: 85.637   ( beta: 0.012, ETRmPot: 16.869 )   (Platt et al. 1980) ";""
"2023-11-24 08:54:08.262";"2023-11-24";"08:54:08";"REG2";"";"#1: alpha: 0.133, ETRm: 11.272, Ik: 84.727   (Jassby and Platt 1976) ";""
"2023-11-24 08:54:09.941";"2023-11-24";"08:54:09";"FO";"64";"294";"665";"0";"0.558";"0.0";"-";"-";"-";"-";"294";"665";"0.558"
"2023-11-24 08:54:40.231";"2023-11-24";"08:54:40";"F";"65";"406";"546";"66";"0.256";"7.1";"268";"0.504";"0.251";"0.218";"294";"665";"0.558"
"2023-11-24 08:55:10.532";"2023-11-24";"08:55:10";"F";"66";"394";"517";"90";"0.238";"9.0";"261";"0.480";"0.310";"0.286";"294";"665";"0.558"
"2023-11-24 08:55:40.824";"2023-11-24";"08:55:40";"F";"67";"401";"497";"125";"0.193";"10.1";"256";"0.398";"0.350";"0.338";"294";"665";"0.558"
"2023-11-24 08:56:11.119";"2023-11-24";"08:56:11";"F";"68";"412";"482";"190";"0.145";"11.6";"252";"0.304";"0.380";"0.380";"294";"665";"0.558"
"2023-11-24 08:56:41.418";"2023-11-24";"08:56:41";"F";"69";"420";"467";"285";"0.101";"12.1";"248";"0.215";"0.410";"0.424";"294";"665";"0.558"
"2023-11-24 08:57:11.712";"2023-11-24";"08:57:11";"F";"70";"427";"459";"420";"0.070";"12.3";"245";"0.150";"0.423";"0.449";"294";"665";"0.558"
"2023-11-24 08:57:42.006";"2023-11-24";"08:57:42";"F";"71";"432";"452";"625";"0.044";"11.6";"243";"0.096";"0.437";"0.471";"294";"665";"0.558"
"2023-11-24 08:58:12.305";"2023-11-24";"08:58:12";"F";"72";"429";"440";"820";"0.025";"8.6";"240";"0.055";"0.461";"0.511";"294";"665";"0.558"
"2023-11-24 08:58:15.452";"2023-11-24";"08:58:15";"SLCE";"";"Light Curve end ";""
"2023-11-24 08:58:45.418";"2023-11-24";"08:58:45";"SLCS";"";"Light Curve start ";"Ac11"
"2023-11-24 08:58:45.418";"2023-11-24";"08:58:45";"REG1";"";"#1: alpha: 0.237, ETRm: 22.008, Ik: 92.879   ( beta: 0.013, ETRmPot: 27.288 )   (Platt et al. 1980) ";""
"2023-11-24 08:58:45.418";"2023-11-24";"08:58:45";"REG2";"";"#1: alpha: 0.195, ETRm: 20.731, Ik: 106.350   (Jassby and Platt 1976) ";""
"2023-11-24 08:58:47.106";"2023-11-24";"08:58:47";"FO";"73";"177";"455";"0";"0.611";"0.0";"-";"-";"-";"-";"177";"455";"0.611"
"2023-11-24 08:59:17.397";"2023-11-24";"08:59:17";"F";"74";"222";"359";"66";"0.382";"10.6";"160";"0.688";"0.284";"0.267";"177";"455";"0.611"
"2023-11-24 08:59:47.696";"2023-11-24";"08:59:47";"F";"75";"221";"356";"90";"0.379";"14.3";"160";"0.689";"0.295";"0.278";"177";"455";"0.611"
"2023-11-24 09:00:17.984";"2023-11-24";"09:00:17";"F";"76";"226";"338";"125";"0.331";"17.4";"156";"0.615";"0.345";"0.346";"177";"455";"0.611"
"2023-11-24 09:00:48.281";"2023-11-24";"09:00:48";"F";"77";"234";"315";"190";"0.257";"20.5";"151";"0.494";"0.410";"0.444";"177";"455";"0.611"
"2023-11-24 09:01:18.583";"2023-11-24";"09:01:18";"F";"78";"240";"294";"285";"0.184";"22.0";"146";"0.365";"0.468";"0.548";"177";"455";"0.611"
"2023-11-24 09:01:48.874";"2023-11-24";"09:01:48";"F";"79";"248";"283";"420";"0.124";"21.9";"143";"0.250";"0.496";"0.608";"177";"455";"0.611"
"2023-11-24 09:02:19.173";"2023-11-24";"09:02:19";"F";"80";"256";"276";"625";"0.072";"18.9";"141";"0.148";"0.514";"0.649";"177";"455";"0.611"
"2023-11-24 09:02:49.469";"2023-11-24";"09:02:49";"F";"81";"255";"270";"820";"0.056";"19.3";"140";"0.115";"0.532";"0.685";"177";"455";"0.611"
"2023-11-24 09:02:52.442";"2023-11-24";"09:02:52";"SLCE";"";"Light Curve end ";""
"2023-11-24 09:03:40.334";"2023-11-24";"09:03:40";"SLCS";"";"Light Curve start ";"Ac09"
"2023-11-24 09:03:40.334";"2023-11-24";"09:03:40";"REG1";"";"#1: alpha: 0.194, ETRm: 16.996, Ik: 87.548   ( beta: 0.001, ETRmPot: 17.521 )   (Platt et al. 1980) ";""
"2023-11-24 09:03:40.334";"2023-11-24";"09:03:40";"REG2";"";"#1: alpha: 0.144, ETRm: 16.839, Ik: 117.275   (Jassby and Platt 1976) ";""
"2023-11-24 09:03:42.058";"2023-11-24";"09:03:42";"FO";"82";"151";"363";"0";"0.584";"0.0";"-";"-";"-";"-";"151";"363";"0.584"
"2023-11-24 09:04:12.359";"2023-11-24";"09:04:12";"F";"83";"242";"352";"66";"0.313";"8.7";"149";"0.542";"0.042";"0.031";"151";"363";"0.584"
"2023-11-24 09:04:42.657";"2023-11-24";"09:04:42";"F";"84";"239";"338";"90";"0.293";"11.1";"146";"0.516";"0.094";"0.074";"151";"363";"0.584"
"2023-11-24 09:05:12.953";"2023-11-24";"09:05:12";"F";"85";"245";"323";"125";"0.241";"12.7";"144";"0.436";"0.156";"0.124";"151";"363";"0.584"
"2023-11-24 09:05:43.244";"2023-11-24";"09:05:43";"F";"86";"251";"312";"190";"0.196";"15.6";"141";"0.357";"0.193";"0.163";"151";"363";"0.584"
"2023-11-24 09:06:13.539";"2023-11-24";"09:06:13";"F";"87";"256";"300";"285";"0.147";"17.6";"139";"0.273";"0.241";"0.210";"151";"363";"0.584"
"2023-11-24 09:06:43.839";"2023-11-24";"09:06:43";"F";"88";"261";"288";"420";"0.094";"16.6";"136";"0.178";"0.283";"0.260";"151";"363";"0.584"
"2023-11-24 09:07:14.130";"2023-11-24";"09:07:14";"F";"89";"262";"278";"625";"0.058";"15.2";"134";"0.111";"0.321";"0.306";"151";"363";"0.584"
"2023-11-24 09:07:44.426";"2023-11-24";"09:07:44";"F";"90";"254";"268";"820";"0.052";"17.9";"132";"0.103";"0.358";"0.354";"151";"363";"0.584"
"2023-11-24 09:07:47.083";"2023-11-24";"09:07:47";"SLCE";"";"Light Curve end ";""
"2023-11-24 09:08:08.989";"2023-11-24";"09:08:08";"SLCS";"";"Light Curve start ";""
"2023-11-24 09:08:08.989";"2023-11-24";"09:08:08";"REG1";"";"#1: alpha: 0.141, ETRm: 13.220, Ik: 93.459   ( beta: 0.017, ETRmPot: 19.403 )   (Platt et al. 1980) ";""
"2023-11-24 09:08:08.989";"2023-11-24";"09:08:08";"REG2";"";"#1: alpha: 0.127, ETRm: 11.791, Ik: 93.121   (Jassby and Platt 1976) ";""
"2023-11-24 09:08:10.730";"2023-11-24";"09:08:10";"FO";"91";"128";"284";"0";"0.549";"0.0";"-";"-";"-";"-";"128";"284";"0.549"
"2023-11-24 09:08:41.023";"2023-11-24";"09:08:41";"F";"92";"211";"282";"66";"0.252";"7.0";"128";"0.461";"0.013";"0.007";"128";"284";"0.549"
"2023-11-24 09:09:11.316";"2023-11-24";"09:09:11";"F";"93";"207";"268";"90";"0.228";"8.6";"125";"0.427";"0.083";"0.060";"128";"284";"0.549"
"2023-11-24 09:09:41.615";"2023-11-24";"09:09:41";"F";"94";"210";"261";"125";"0.195";"10.2";"123";"0.370";"0.115";"0.088";"128";"284";"0.549"
"2023-11-24 09:10:11.912";"2023-11-24";"09:10:11";"F";"95";"213";"253";"190";"0.158";"12.6";"121";"0.303";"0.154";"0.123";"128";"284";"0.549"
"2023-11-24 09:10:42.209";"2023-11-24";"09:10:42";"F";"96";"218";"245";"285";"0.110";"13.2";"119";"0.214";"0.192";"0.159";"128";"284";"0.549"
"2023-11-24 09:11:12.497";"2023-11-24";"09:11:12";"F";"97";"222";"239";"420";"0.071";"12.5";"118";"0.140";"0.224";"0.188";"128";"284";"0.549"
"2023-11-24 09:11:42.800";"2023-11-24";"09:11:42";"F";"98";"221";"231";"625";"0.043";"11.3";"116";"0.087";"0.263";"0.229";"128";"284";"0.549"
"2023-11-24 09:12:13.093";"2023-11-24";"09:12:13";"F";"99";"216";"222";"820";"0.027";"9.3";"114";"0.056";"0.308";"0.279";"128";"284";"0.549"
"2023-11-24 09:12:16.026";"2023-11-24";"09:12:16";"SLCE";"";"Light Curve end ";""
"2023-11-24 09:18:59.946";"2023-11-24";"09:18:59";"SLCS";"";"Light Curve start ";"Ac13"
"2023-11-24 09:18:59.946";"2023-11-24";"09:18:59";"REG1";"";"#1: alpha: 0.201, ETRm: 17.536, Ik: 87.050   ( beta: 0.020, ETRmPot: 24.333 )   (Platt et al. 1980) ";""
"2023-11-24 09:18:59.946";"2023-11-24";"09:18:59";"REG2";"";"#1: alpha: 0.181, ETRm: 15.658, Ik: 86.565   (Jassby and Platt 1976) ";""
"2023-11-24 09:19:01.639";"2023-11-24";"09:19:01";"FO";"100";"196";"487";"0";"0.598";"0.0";"-";"-";"-";"-";"196";"487";"0.598"
"2023-11-24 09:19:31.930";"2023-11-24";"09:19:31";"F";"101";"236";"359";"66";"0.343";"9.5";"171";"0.654";"0.354";"0.357";"196";"487";"0.598"
"2023-11-24 09:20:02.231";"2023-11-24";"09:20:02";"F";"102";"234";"349";"90";"0.330";"12.5";"169";"0.639";"0.381";"0.395";"196";"487";"0.598"
"2023-11-24 09:20:32.522";"2023-11-24";"09:20:32";"F";"103";"241";"328";"125";"0.265";"13.9";"164";"0.530";"0.436";"0.485";"196";"487";"0.598"
"2023-11-24 09:21:02.823";"2023-11-24";"09:21:02";"F";"104";"246";"309";"190";"0.204";"16.3";"159";"0.420";"0.485";"0.576";"196";"487";"0.598"
"2023-11-24 09:21:33.114";"2023-11-24";"09:21:33";"F";"105";"252";"296";"285";"0.149";"17.8";"156";"0.314";"0.519";"0.645";"196";"487";"0.598"
"2023-11-24 09:22:03.414";"2023-11-24";"09:22:03";"F";"106";"259";"286";"420";"0.094";"16.6";"153";"0.203";"0.543";"0.703";"196";"487";"0.598"
"2023-11-24 09:22:33.706";"2023-11-24";"09:22:33";"F";"107";"263";"279";"625";"0.057";"15.0";"151";"0.125";"0.560";"0.746";"196";"487";"0.598"
"2023-11-24 09:23:04.003";"2023-11-24";"09:23:04";"F";"108";"265";"275";"820";"0.036";"12.4";"150";"0.080";"0.570";"0.771";"196";"487";"0.598"
"2023-11-24 09:23:07.145";"2023-11-24";"09:23:07";"SLCE";"";"Light Curve end ";""
"2023-11-24 09:23:31.245";"2023-11-24";"09:23:31";"SLCS";"";"Light Curve start ";"Ac12"
"2023-11-24 09:23:31.245";"2023-11-24";"09:23:31";"REG1";"";"#1: alpha: 0.216, ETRm: 21.440, Ik: 99.405   ( beta: 0.013, ETRmPot: 26.872 )   (Platt et al. 1980) ";""
"2023-11-24 09:23:31.245";"2023-11-24";"09:23:31";"REG2";"";"#1: alpha: 0.179, ETRm: 20.267, Ik: 113.522   (Jassby and Platt 1976) ";""
"2023-11-24 09:23:32.897";"2023-11-24";"09:23:32";"FO";"109";"300";"716";"0";"0.581";"0.0";"-";"-";"-";"-";"300";"716";"0.581"
"2023-11-24 09:24:03.199";"2023-11-24";"09:24:03";"F";"110";"391";"626";"66";"0.375";"10.4";"283";"0.685";"0.175";"0.144";"300";"716";"0.581"
"2023-11-24 09:24:33.494";"2023-11-24";"09:24:33";"F";"111";"387";"601";"90";"0.356";"13.5";"278";"0.663";"0.224";"0.191";"300";"716";"0.581"
"2023-11-24 09:25:03.785";"2023-11-24";"09:25:03";"F";"112";"399";"572";"125";"0.302";"15.9";"271";"0.575";"0.276";"0.252";"300";"716";"0.581"
"2023-11-24 09:25:34.084";"2023-11-24";"09:25:34";"F";"113";"415";"547";"190";"0.241";"19.2";"266";"0.470";"0.325";"0.309";"300";"716";"0.581"
"2023-11-24 09:26:04.382";"2023-11-24";"09:26:04";"F";"114";"428";"520";"285";"0.177";"21.2";"259";"0.352";"0.373";"0.377";"300";"716";"0.581"
