"2025-06-15";"19:35:59";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-15 14:44:19.488";"2025-06-15";"14:44:19";"SLCS";"";"Light Curve start ";""
"2025-06-15 14:44:20.877";"2025-06-15";"14:44:20";"FO";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"-"
"2025-06-15 14:44:22.986";"2025-06-15";"14:44:22";"SLCE";"";"Light Curve end ";""
"2025-06-15 15:02:21.898";"2025-06-15";"15:02:21";"SLCS";"";"Light Curve start ";"329"
"2025-06-15 15:02:21.898";"2025-06-15";"15:02:21";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 16.067 )   (Platt et al. 1980) ";""
"2025-06-15 15:02:21.898";"2025-06-15";"15:02:21";"REG2";"";"#1: alpha: 0.184, ETRm: 17.870, Ik: 97.228   (Jassby and Platt 1976) ";""
"2025-06-15 15:02:23.292";"2025-06-15";"15:02:23";"FO";"2";"238";"622";"0";"0.617";"0.0";"-";"-";"-";"238";"622";"0.617"
"2025-06-15 15:02:53.286";"2025-06-15";"15:02:53";"F";"3";"264";"523";"25";"0.495";"5.2";"222";"0.860";"0.189";"238";"622";"0.617"
"2025-06-15 15:03:23.274";"2025-06-15";"15:03:23";"F";"4";"271";"488";"45";"0.445";"8.4";"215";"0.795";"0.275";"238";"622";"0.617"
"2025-06-15 15:03:53.263";"2025-06-15";"15:03:53";"F";"5";"283";"467";"65";"0.394";"10.8";"211";"0.719";"0.332";"238";"622";"0.617"
"2025-06-15 15:04:23.267";"2025-06-15";"15:04:23";"F";"6";"301";"451";"90";"0.333";"12.6";"208";"0.617";"0.379";"238";"622";"0.617"
"2025-06-15 15:04:53.260";"2025-06-15";"15:04:53";"F";"7";"315";"434";"125";"0.274";"14.4";"204";"0.517";"0.433";"238";"622";"0.617"
"2025-06-15 15:05:23.241";"2025-06-15";"15:05:23";"F";"8";"332";"419";"190";"0.208";"16.6";"201";"0.399";"0.484";"238";"622";"0.617"
"2025-06-15 15:05:53.236";"2025-06-15";"15:05:53";"F";"9";"345";"405";"285";"0.148";"17.7";"198";"0.290";"0.536";"238";"622";"0.617"
"2025-06-15 15:06:23.224";"2025-06-15";"15:06:23";"F";"10";"352";"394";"420";"0.107";"18.9";"195";"0.211";"0.579";"238";"622";"0.617"
"2025-06-15 15:06:27.020";"2025-06-15";"15:06:27";"SLCE";"";"Light Curve end ";""
"2025-06-15 15:16:15.624";"2025-06-15";"15:16:15";"SLCS";"";"Light Curve start ";"331"
"2025-06-15 15:16:15.624";"2025-06-15";"15:16:15";"REG1";"";"#1: alpha: 0.222, ETRm: 14.093, Ik: 63.596   ( beta: 0.003, ETRmPot: 15.123 )   (Platt et al. 1980) ";""
"2025-06-15 15:16:15.624";"2025-06-15";"15:16:15";"REG2";"";"#1: alpha: 0.172, ETRm: 13.869, Ik: 80.465   (Jassby and Platt 1976) ";""
"2025-06-15 15:16:17.009";"2025-06-15";"15:16:17";"FO";"11";"232";"565";"0";"0.589";"0.0";"-";"-";"-";"232";"565";"0.589"
