"2025-06-06";"20:17:13";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-06 15:24:56.837";"2025-06-06";"15:24:56";"SLCS";"";"Light Curve start ";"349"
"2025-06-06 15:24:56.837";"2025-06-06";"15:24:56";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 44.921 )   (Platt et al. 1980) ";""
"2025-06-06 15:24:56.837";"2025-06-06";"15:24:56";"REG2";"";"#1: alpha: 0.194, ETRm: 48.616, Ik: 250.783   (Jassby and Platt 1976) ";""
"2025-06-06 15:24:58.228";"2025-06-06";"15:24:58";"FO";"1";"105";"203";"0";"0.483";"0.0";"-";"-";"-";"105";"203";"0.483"
"2025-06-06 15:25:28.218";"2025-06-06";"15:25:28";"F";"2";"114";"210";"65";"0.457";"12.5";"107";"0.932";"- 0.033";"105";"203";"0.483"
"2025-06-06 15:25:58.201";"2025-06-06";"15:25:58";"F";"3";"118";"218";"90";"0.459";"17.4";"109";"0.917";"- 0.069";"105";"203";"0.483"
"2025-06-06 15:26:28.197";"2025-06-06";"15:26:28";"F";"4";"119";"224";"125";"0.469";"24.6";"110";"0.921";"- 0.094";"105";"203";"0.483"
"2025-06-06 15:26:58.183";"2025-06-06";"15:26:58";"F";"5";"120";"202";"190";"0.406";"32.4";"105";"0.845";"0.005";"105";"203";"0.483"
"2025-06-06 15:27:28.172";"2025-06-06";"15:27:28";"F";"6";"120";"172";"285";"0.302";"36.1";"96";"0.684";"0.180";"105";"203";"0.483"
"2025-06-06 15:27:58.161";"2025-06-06";"15:27:58";"F";"7";"123";"163";"420";"0.245";"43.2";"93";"0.571";"0.245";"105";"203";"0.483"
"2025-06-06 15:28:28.142";"2025-06-06";"15:28:28";"F";"8";"127";"156";"625";"0.186";"48.8";"91";"0.446";"0.301";"105";"203";"0.483"
"2025-06-06 15:28:58.157";"2025-06-06";"15:28:58";"F";"9";"129";"151";"820";"0.146";"50.3";"89";"0.355";"0.344";"105";"203";"0.483"
"2025-06-06 15:29:01.633";"2025-06-06";"15:29:01";"SLCE";"";"Light Curve end ";""
"2025-06-06 15:33:37.683";"2025-06-06";"15:33:37";"SLCS";"";"Light Curve start ";"350"
"2025-06-06 15:33:37.683";"2025-06-06";"15:33:37";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 68.509 )   (Platt et al. 1980) ";""
"2025-06-06 15:33:37.683";"2025-06-06";"15:33:37";"REG2";"";"#1: alpha: 0.238, ETRm: 68.833, Ik: 289.430   (Jassby and Platt 1976) ";""
"2025-06-06 15:33:39.077";"2025-06-06";"15:33:39";"FO";"10";"57";"111";"0";"0.486";"0.0";"-";"-";"-";"57";"111";"0.486"
"2025-06-06 15:34:09.072";"2025-06-06";"15:34:09";"F";"11";"62";"138";"90";"0.551";"20.8";"63";"1.013";"- 0.196";"57";"111";"0.486"
"2025-06-06 15:34:39.053";"2025-06-06";"15:34:39";"F";"12";"64";"137";"125";"0.533";"28.0";"63";"0.986";"- 0.190";"57";"111";"0.486"
"2025-06-06 15:35:09.047";"2025-06-06";"15:35:09";"F";"13";"65";"134";"190";"0.515";"41.1";"63";"0.972";"- 0.172";"57";"111";"0.486"
"2025-06-06 15:35:39.033";"2025-06-06";"15:35:39";"F";"14";"63";"112";"285";"0.438";"52.4";"57";"0.891";"- 0.009";"57";"111";"0.486"
"2025-06-06 15:36:09.021";"2025-06-06";"15:36:09";"F";"15";"64";"97";"420";"0.340";"60.0";"53";"0.750";"0.144";"57";"111";"0.486"
"2025-06-06 15:36:39.007";"2025-06-06";"15:36:39";"F";"16";"66";"87";"625";"0.241";"63.3";"50";"0.568";"0.276";"57";"111";"0.486"
"2025-06-06 15:37:09.004";"2025-06-06";"15:37:09";"F";"17";"67";"84";"820";"0.202";"69.6";"49";"0.486";"0.321";"57";"111";"0.486"
"2025-06-06 15:37:38.990";"2025-06-06";"15:37:38";"F";"18";"69";"81";"1150";"0.148";"71.5";"48";"0.364";"0.370";"57";"111";"0.486"
"2025-06-06 15:37:42.725";"2025-06-06";"15:37:42";"SLCE";"";"Light Curve end ";""
"2025-06-06 15:40:57.314";"2025-06-06";"15:40:57";"SLCS";"";"Light Curve start ";"351"
"2025-06-06 15:40:57.314";"2025-06-06";"15:40:57";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 12.839 )   (Platt et al. 1980) ";""
"2025-06-06 15:40:57.314";"2025-06-06";"15:40:57";"REG2";"";"#1: alpha: 0.052, ETRm: 33.543, Ik: 639.919   (Jassby and Platt 1976) ";""
"2025-06-06 15:40:58.713";"2025-06-06";"15:40:58";"FO";"19";"77";"98";"0";"0.214";"0.0";"-";"-";"-";"77";"98";"0.214"
"2025-06-06 15:41:28.700";"2025-06-06";"15:41:28";"F";"20";"93";"113";"90";"0.177";"6.7";"86";"0.741";"- 0.133";"77";"98";"0.214"
"2025-06-06 15:41:58.683";"2025-06-06";"15:41:58";"F";"21";"95";"113";"125";"0.159";"8.3";"86";"0.667";"- 0.133";"77";"98";"0.214"
"2025-06-06 15:42:28.669";"2025-06-06";"15:42:28";"F";"22";"94";"114";"190";"0.175";"14.0";"87";"0.741";"- 0.140";"77";"98";"0.214"
"2025-06-06 15:42:58.667";"2025-06-06";"15:42:58";"F";"23";"96";"109";"285";"0.119";"14.2";"84";"0.520";"- 0.101";"77";"98";"0.214"
"2025-06-06 15:43:28.647";"2025-06-06";"15:43:28";"F";"24";"96";"109";"420";"0.119";"21.0";"84";"0.520";"- 0.101";"77";"98";"0.214"
