"2025-06-28";"11:41:09";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-28 07:43:55.016";"2025-06-28";"07:43:55";"SLCS";"";"Light Curve start ";"513"
"2025-06-28 07:43:55.016";"2025-06-28";"07:43:55";"REG1";"";"#1: alpha: 0.224, ETRm: 14.359, Ik: 64.134   ( beta: 0.000, ETRmPot: 14.482 )   (Platt et al. 1980) ";""
"2025-06-28 07:43:55.016";"2025-06-28";"07:43:55";"REG2";"";"#1: alpha: 0.170, ETRm: 14.045, Ik: 82.427   (Jassby and Platt 1976) ";""
"2025-06-28 07:43:56.408";"2025-06-28";"07:43:56";"FO";"1";"97";"220";"0";"0.559";"0.0";"-";"-";"-";"97";"220";"0.559"
"2025-06-28 07:44:26.406";"2025-06-28";"07:44:26";"F";"2";"111";"210";"25";"0.471";"4.9";"95";"0.861";"0.048";"97";"220";"0.559"
"2025-06-28 07:44:56.394";"2025-06-28";"07:44:56";"F";"3";"117";"192";"45";"0.391";"7.4";"91";"0.743";"0.146";"97";"220";"0.559"
"2025-06-28 07:45:26.383";"2025-06-28";"07:45:26";"F";"4";"119";"183";"65";"0.350";"9.6";"89";"0.681";"0.202";"97";"220";"0.559"
"2025-06-28 07:45:56.363";"2025-06-28";"07:45:56";"F";"5";"123";"172";"90";"0.285";"10.8";"86";"0.570";"0.279";"97";"220";"0.559"
"2025-06-28 07:46:26.360";"2025-06-28";"07:46:26";"F";"6";"128";"163";"125";"0.215";"11.3";"84";"0.443";"0.350";"97";"220";"0.559"
"2025-06-28 07:46:56.347";"2025-06-28";"07:46:56";"F";"7";"132";"159";"190";"0.170";"13.6";"83";"0.355";"0.384";"97";"220";"0.559"
"2025-06-28 07:47:26.337";"2025-06-28";"07:47:26";"F";"8";"136";"156";"285";"0.128";"15.3";"82";"0.270";"0.410";"97";"220";"0.559"
"2025-06-28 07:47:56.320";"2025-06-28";"07:47:56";"F";"9";"139";"151";"420";"0.079";"13.9";"81";"0.171";"0.457";"97";"220";"0.559"
"2025-06-28 07:47:59.941";"2025-06-28";"07:47:59";"SLCE";"";"Light Curve end ";""
"2025-06-28 07:48:53.159";"2025-06-28";"07:48:53";"SLCS";"";"Light Curve start ";"514"
"2025-06-28 07:48:53.159";"2025-06-28";"07:48:53";"REG1";"";"#1: alpha: 0.225, ETRm: 11.575, Ik: 51.537   ( beta: 0.000, ETRmPot: 11.613 )   (Platt et al. 1980) ";""
"2025-06-28 07:48:53.159";"2025-06-28";"07:48:53";"REG2";"";"#1: alpha: 0.168, ETRm: 11.382, Ik: 67.948   (Jassby and Platt 1976) ";""
"2025-06-28 07:48:54.559";"2025-06-28";"07:48:54";"FO";"10";"183";"460";"0";"0.602";"0.0";"-";"-";"-";"183";"460";"0.602"
"2025-06-28 07:49:24.551";"2025-06-28";"07:49:24";"F";"11";"210";"363";"25";"0.421";"4.4";"165";"0.773";"0.267";"183";"460";"0.602"
"2025-06-28 07:49:54.537";"2025-06-28";"07:49:54";"F";"12";"218";"333";"45";"0.345";"6.5";"159";"0.661";"0.381";"183";"460";"0.602"
"2025-06-28 07:50:24.525";"2025-06-28";"07:50:24";"F";"13";"222";"320";"65";"0.306";"8.4";"156";"0.598";"0.438";"183";"460";"0.602"
"2025-06-28 07:50:54.515";"2025-06-28";"07:50:54";"F";"14";"228";"308";"90";"0.260";"9.8";"153";"0.516";"0.494";"183";"460";"0.602"
"2025-06-28 07:51:24.505";"2025-06-28";"07:51:24";"F";"15";"236";"296";"125";"0.203";"10.7";"150";"0.411";"0.554";"183";"460";"0.602"
"2025-06-28 07:51:54.486";"2025-06-28";"07:51:54";"F";"16";"244";"283";"190";"0.138";"11.0";"147";"0.287";"0.625";"183";"460";"0.602"
"2025-06-28 07:52:24.475";"2025-06-28";"07:52:24";"F";"17";"250";"277";"285";"0.097";"11.6";"145";"0.205";"0.661";"183";"460";"0.602"
"2025-06-28 07:52:54.470";"2025-06-28";"07:52:54";"F";"18";"253";"271";"420";"0.066";"11.6";"143";"0.141";"0.697";"183";"460";"0.602"
"2025-06-28 07:52:58.067";"2025-06-28";"07:52:58";"SLCE";"";"Light Curve end ";""
"2025-06-28 07:53:24.417";"2025-06-28";"07:53:24";"SLCS";"";"Light Curve start ";"515"
"2025-06-28 07:53:24.417";"2025-06-28";"07:53:24";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 12.641 )   (Platt et al. 1980) ";""
"2025-06-28 07:53:24.417";"2025-06-28";"07:53:24";"REG2";"";"#1: alpha: 0.175, ETRm: 13.752, Ik: 78.443   (Jassby and Platt 1976) ";""
"2025-06-28 07:53:25.850";"2025-06-28";"07:53:25";"FO";"19";"185";"445";"0";"0.584";"0.0";"-";"-";"-";"185";"445";"0.584"
"2025-06-28 07:53:55.838";"2025-06-28";"07:53:55";"F";"20";"210";"381";"25";"0.449";"4.7";"173";"0.822";"0.168";"185";"445";"0.584"
"2025-06-28 07:54:25.826";"2025-06-28";"07:54:25";"F";"21";"218";"359";"45";"0.393";"7.4";"168";"0.738";"0.240";"185";"445";"0.584"
"2025-06-28 07:54:55.811";"2025-06-28";"07:54:55";"F";"22";"226";"344";"65";"0.343";"9.4";"165";"0.659";"0.294";"185";"445";"0.584"
"2025-06-28 07:55:25.805";"2025-06-28";"07:55:25";"F";"23";"235";"331";"90";"0.290";"11.0";"162";"0.568";"0.344";"185";"445";"0.584"
"2025-06-28 07:55:55.789";"2025-06-28";"07:55:55";"F";"24";"244";"317";"125";"0.230";"12.1";"158";"0.459";"0.404";"185";"445";"0.584"
"2025-06-28 07:56:25.773";"2025-06-28";"07:56:25";"F";"25";"253";"302";"190";"0.162";"12.9";"155";"0.333";"0.474";"185";"445";"0.584"
"2025-06-28 07:56:55.761";"2025-06-28";"07:56:55";"F";"26";"260";"294";"285";"0.116";"13.9";"152";"0.239";"0.514";"185";"445";"0.584"
"2025-06-28 07:57:25.750";"2025-06-28";"07:57:25";"F";"27";"264";"288";"420";"0.083";"14.6";"151";"0.175";"0.545";"185";"445";"0.584"
"2025-06-28 07:57:28.163";"2025-06-28";"07:57:28";"SLCE";"";"Light Curve end ";""
"2025-06-28 07:59:07.057";"2025-06-28";"07:59:07";"SLCS";"";"Light Curve start ";"516"
"2025-06-28 07:59:07.057";"2025-06-28";"07:59:07";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.019, ETRmPot: 12.138 )   (Platt et al. 1980) ";""
"2025-06-28 07:59:07.057";"2025-06-28";"07:59:07";"REG2";"";"#1: alpha: 0.121, ETRm: 22.455, Ik: 186.014   (Jassby and Platt 1976) ";""
"2025-06-28 07:59:08.454";"2025-06-28";"07:59:08";"FO";"28";"74";"183";"0";"0.596";"0.0";"-";"-";"-";"74";"183";"0.596"
"2025-06-28 07:59:38.439";"2025-06-28";"07:59:38";"F";"29";"84";"149";"25";"0.436";"4.6";"68";"0.802";"0.228";"74";"183";"0.596"
