"2025-06-24";"17:51:46";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-24 13:53:11.461";"2025-06-24";"13:53:11";"SLCS";"";"Light Curve start ";"501"
"2025-06-24 13:53:11.461";"2025-06-24";"13:53:11";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.014, ETRmPot: 16.707 )   (Platt et al. 1980) ";""
"2025-06-24 13:53:11.461";"2025-06-24";"13:53:11";"REG2";"";"#1: alpha: 0.182, ETRm: 21.986, Ik: 120.865   (Jassby and Platt 1976) ";""
"2025-06-24 13:53:12.856";"2025-06-24";"13:53:12";"FO";"1";"51";"123";"0";"0.585";"0.0";"-";"-";"-";"51";"123";"0.585"
"2025-06-24 13:53:42.845";"2025-06-24";"13:53:42";"F";"2";"57";"120";"25";"0.525";"5.5";"50";"0.900";"0.025";"51";"123";"0.585"
"2025-06-24 13:54:12.833";"2025-06-24";"13:54:12";"F";"3";"58";"112";"45";"0.482";"9.1";"49";"0.857";"0.098";"51";"123";"0.585"
"2025-06-24 13:54:42.816";"2025-06-24";"13:54:42";"F";"4";"60";"105";"65";"0.429";"11.7";"48";"0.789";"0.171";"51";"123";"0.585"
"2025-06-24 13:55:12.810";"2025-06-24";"13:55:12";"F";"5";"62";"98";"90";"0.367";"13.9";"46";"0.692";"0.255";"51";"123";"0.585"
"2025-06-24 13:55:42.793";"2025-06-24";"13:55:42";"F";"6";"64";"91";"125";"0.297";"15.6";"45";"0.587";"0.352";"51";"123";"0.585"
"2025-06-24 13:56:12.781";"2025-06-24";"13:56:12";"F";"7";"66";"86";"190";"0.233";"18.6";"43";"0.465";"0.430";"51";"123";"0.585"
"2025-06-24 13:56:42.776";"2025-06-24";"13:56:42";"F";"8";"69";"84";"285";"0.179";"21.4";"43";"0.366";"0.464";"51";"123";"0.585"
"2025-06-24 13:57:12.759";"2025-06-24";"13:57:12";"F";"9";"71";"82";"420";"0.134";"23.6";"42";"0.275";"0.500";"51";"123";"0.585"
"2025-06-24 13:57:15.959";"2025-06-24";"13:57:15";"SLCE";"";"Light Curve end ";""
"2025-06-24 13:58:28.591";"2025-06-24";"13:58:28";"SLCS";"";"Light Curve start ";"502"
"2025-06-24 13:58:28.591";"2025-06-24";"13:58:28";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 13.232 )   (Platt et al. 1980) ";""
"2025-06-24 13:58:28.591";"2025-06-24";"13:58:28";"REG2";"";"#1: alpha: 0.227, ETRm: 13.673, Ik: 60.351   (Jassby and Platt 1976) ";""
"2025-06-24 13:58:29.980";"2025-06-24";"13:58:29";"FO";"10";"101";"228";"0";"0.557";"0.0";"-";"-";"-";"101";"228";"0.557"
"2025-06-24 13:58:59.964";"2025-06-24";"13:58:59";"F";"11";"108";"220";"25";"0.509";"5.3";"99";"0.926";"0.036";"101";"228";"0.557"
"2025-06-24 13:59:29.960";"2025-06-24";"13:59:29";"F";"12";"109";"201";"45";"0.458";"8.7";"95";"0.868";"0.134";"101";"228";"0.557"
"2025-06-24 13:59:59.940";"2025-06-24";"13:59:59";"F";"13";"110";"183";"65";"0.399";"10.9";"91";"0.793";"0.246";"101";"228";"0.557"
"2025-06-24 14:00:29.929";"2025-06-24";"14:00:29";"F";"14";"110";"164";"90";"0.329";"12.4";"86";"0.692";"0.390";"101";"228";"0.557"
"2025-06-24 14:00:59.922";"2025-06-24";"14:00:59";"F";"15";"113";"150";"125";"0.247";"13.0";"82";"0.544";"0.520";"101";"228";"0.557"
"2025-06-24 14:01:29.914";"2025-06-24";"14:01:29";"F";"16";"116";"139";"190";"0.165";"13.2";"79";"0.383";"0.640";"101";"228";"0.557"
"2025-06-24 14:01:59.912";"2025-06-24";"14:01:59";"F";"17";"120";"135";"285";"0.111";"13.3";"77";"0.259";"0.689";"101";"228";"0.557"
"2025-06-24 14:02:29.903";"2025-06-24";"14:02:29";"F";"18";"122";"133";"420";"0.083";"14.6";"77";"0.196";"0.714";"101";"228";"0.557"
"2025-06-24 14:02:33.282";"2025-06-24";"14:02:33";"SLCE";"";"Light Curve end ";""
"2025-06-24 14:03:10.929";"2025-06-24";"14:03:10";"SLCS";"";"Light Curve start ";"503"
"2025-06-24 14:03:10.929";"2025-06-24";"14:03:10";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 9.189 )   (Platt et al. 1980) ";""
"2025-06-24 14:03:10.929";"2025-06-24";"14:03:10";"REG2";"";"#1: alpha: 0.188, ETRm: 10.697, Ik: 56.971   (Jassby and Platt 1976) ";""
"2025-06-24 14:03:12.324";"2025-06-24";"14:03:12";"FO";"19";"171";"457";"0";"0.626";"0.0";"-";"-";"-";"171";"457";"0.626"
"2025-06-24 14:03:42.315";"2025-06-24";"14:03:42";"F";"20";"183";"352";"25";"0.480";"5.0";"154";"0.854";"0.298";"171";"457";"0.626"
"2025-06-24 14:04:12.296";"2025-06-24";"14:04:12";"F";"21";"185";"299";"45";"0.381";"7.2";"143";"0.731";"0.528";"171";"457";"0.626"
"2025-06-24 14:04:42.285";"2025-06-24";"14:04:42";"F";"22";"186";"272";"65";"0.316";"8.6";"136";"0.632";"0.680";"171";"457";"0.626"
"2025-06-24 14:05:12.282";"2025-06-24";"14:05:12";"F";"23";"191";"252";"90";"0.242";"9.1";"131";"0.504";"0.813";"171";"457";"0.626"
"2025-06-24 14:05:42.263";"2025-06-24";"14:05:42";"F";"24";"193";"238";"125";"0.189";"9.9";"127";"0.405";"0.920";"171";"457";"0.626"
"2025-06-24 14:06:12.252";"2025-06-24";"14:06:12";"F";"25";"197";"227";"190";"0.132";"10.5";"124";"0.291";"1.013";"171";"457";"0.626"
"2025-06-24 14:06:42.246";"2025-06-24";"14:06:42";"F";"26";"201";"220";"285";"0.086";"10.3";"122";"0.194";"1.077";"171";"457";"0.626"
