"2025-06-20";"11:38:11";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-20 07:40:36.711";"2025-06-20";"07:40:36";"SLCS";"";"Light Curve start ";""
"2025-06-20 07:40:38.096";"2025-06-20";"07:40:38";"FO";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"-"
"2025-06-20 07:40:39.200";"2025-06-20";"07:40:39";"SLCE";"";"Light Curve end ";""
"2025-06-20 07:41:12.432";"2025-06-20";"07:41:12";"SLCS";"";"Light Curve start ";"413"
"2025-06-20 07:41:12.432";"2025-06-20";"07:41:12";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 6.069 )   (Platt et al. 1980) ";""
"2025-06-20 07:41:12.432";"2025-06-20";"07:41:12";"REG2";"";"#1: alpha: 0.155, ETRm: 7.074, Ik: 45.534   (Jassby and Platt 1976) ";""
"2025-06-20 07:41:13.824";"2025-06-20";"07:41:13";"FO";"2";"140";"347";"0";"0.597";"0.0";"-";"-";"-";"140";"347";"0.597"
"2025-06-20 07:41:43.818";"2025-06-20";"07:41:43";"F";"3";"154";"249";"25";"0.382";"4.0";"121";"0.742";"0.394";"140";"347";"0.597"
"2025-06-20 07:42:13.806";"2025-06-20";"07:42:13";"F";"4";"162";"225";"45";"0.280";"5.3";"115";"0.573";"0.542";"140";"347";"0.597"
"2025-06-20 07:42:43.793";"2025-06-20";"07:42:43";"F";"5";"166";"212";"65";"0.217";"5.9";"111";"0.455";"0.637";"140";"347";"0.597"
"2025-06-20 07:43:13.784";"2025-06-20";"07:43:13";"F";"6";"170";"206";"90";"0.175";"6.6";"110";"0.375";"0.684";"140";"347";"0.597"
"2025-06-20 07:43:43.765";"2025-06-20";"07:43:43";"F";"7";"174";"199";"125";"0.126";"6.6";"108";"0.275";"0.744";"140";"347";"0.597"
"2025-06-20 07:44:13.761";"2025-06-20";"07:44:13";"F";"8";"178";"195";"190";"0.087";"6.9";"107";"0.193";"0.779";"140";"347";"0.597"
"2025-06-20 07:44:43.741";"2025-06-20";"07:44:43";"F";"9";"181";"192";"285";"0.057";"6.8";"106";"0.128";"0.807";"140";"347";"0.597"
"2025-06-20 07:45:13.731";"2025-06-20";"07:45:13";"F";"10";"182";"191";"420";"0.047";"8.3";"105";"0.105";"0.817";"140";"347";"0.597"
"2025-06-20 07:45:16.798";"2025-06-20";"07:45:16";"SLCE";"";"Light Curve end ";""
"2025-06-20 07:45:39.818";"2025-06-20";"07:45:39";"SLCS";"";"Light Curve start ";"414"
"2025-06-20 07:45:39.818";"2025-06-20";"07:45:39";"REG1";"";"#1: alpha: 0.288, ETRm: 12.337, Ik: 42.772   ( beta: 0.002, ETRmPot: 12.750 )   (Platt et al. 1980) ";""
