"2025-06-10";"19:55:01";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-10 15:01:23.673";"2025-06-10";"15:01:23";"SLCS";"";"Light Curve start ";"361"
"2025-06-10 15:01:23.673";"2025-06-10";"15:01:23";"REG1";"";"#1: alpha: 0.082, ETRm: 28.017, Ik: 341.124   ( beta: 1.226, ETRmPot: 1174.350 )   (Platt et al. 1980) ";""
"2025-06-10 15:01:23.673";"2025-06-10";"15:01:23";"REG2";"";"#1: alpha: 0.070, ETRm: 28.357, Ik: 403.145   (Jassby and Platt 1976) ";""
"2025-06-10 15:01:25.064";"2025-06-10";"15:01:25";"FO";"1";"116";"200";"0";"0.420";"0.0";"-";"-";"-";"116";"200";"0.420"
"2025-06-10 15:01:55.058";"2025-06-10";"15:01:55";"F";"2";"121";"154";"90";"0.214";"8.1";"99";"0.600";"0.299";"116";"200";"0.420"
"2025-06-10 15:02:25.044";"2025-06-10";"15:02:25";"F";"3";"126";"150";"125";"0.160";"8.4";"97";"0.453";"0.333";"116";"200";"0.420"
"2025-06-10 15:02:55.034";"2025-06-10";"15:02:55";"F";"4";"130";"150";"190";"0.133";"10.6";"97";"0.377";"0.333";"116";"200";"0.420"
"2025-06-10 15:03:25.022";"2025-06-10";"15:03:25";"F";"5";"131";"153";"285";"0.144";"17.2";"98";"0.400";"0.307";"116";"200";"0.420"
"2025-06-10 15:03:55.013";"2025-06-10";"15:03:55";"F";"6";"133";"151";"420";"0.119";"21.0";"98";"0.340";"0.325";"116";"200";"0.420"
"2025-06-10 15:04:25.001";"2025-06-10";"15:04:25";"F";"7";"132";"149";"625";"0.114";"29.9";"97";"0.327";"0.342";"116";"200";"0.420"
"2025-06-10 15:04:54.981";"2025-06-10";"15:04:54";"F";"8";"133";"144";"820";"0.076";"26.2";"95";"0.224";"0.389";"116";"200";"0.420"
"2025-06-10 15:05:24.973";"2025-06-10";"15:05:24";"F";"9";"135";"143";"1150";"0.056";"27.0";"94";"0.163";"0.399";"116";"200";"0.420"
"2025-06-10 15:05:28.728";"2025-06-10";"15:05:28";"SLCE";"";"Light Curve end ";""
"2025-06-10 15:06:46.776";"2025-06-10";"15:06:46";"SLCS";"";"Light Curve start ";"362"
"2025-06-10 15:06:46.776";"2025-06-10";"15:06:46";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 10.488 )   (Platt et al. 1980) ";""
"2025-06-10 15:06:46.776";"2025-06-10";"15:06:46";"REG2";"";"#1: alpha: 0.087, ETRm: 17.547, Ik: 201.932   (Jassby and Platt 1976) ";""
"2025-06-10 15:06:48.171";"2025-06-10";"15:06:48";"FO";"10";"160";"326";"0";"0.509";"0.0";"-";"-";"-";"160";"326";"0.509"
"2025-06-10 15:07:18.155";"2025-06-10";"15:07:18";"F";"11";"164";"211";"90";"0.223";"8.4";"126";"0.553";"0.545";"160";"326";"0.509"
"2025-06-10 15:07:48.163";"2025-06-10";"15:07:48";"F";"12";"166";"209";"125";"0.206";"10.8";"126";"0.518";"0.560";"160";"326";"0.509"
"2025-06-10 15:08:18.161";"2025-06-10";"15:08:18";"F";"13";"168";"200";"190";"0.160";"12.8";"122";"0.410";"0.630";"160";"326";"0.509"
"2025-06-10 15:08:48.139";"2025-06-10";"15:08:48";"F";"14";"170";"193";"285";"0.119";"14.2";"120";"0.315";"0.689";"160";"326";"0.509"
"2025-06-10 15:09:18.133";"2025-06-10";"15:09:18";"F";"15";"174";"189";"420";"0.079";"13.9";"118";"0.211";"0.725";"160";"326";"0.509"
"2025-06-10 15:09:48.117";"2025-06-10";"15:09:48";"F";"16";"174";"186";"625";"0.065";"17.1";"117";"0.174";"0.753";"160";"326";"0.509"
"2025-06-10 15:10:18.109";"2025-06-10";"15:10:18";"F";"17";"178";"185";"820";"0.038";"13.1";"116";"0.101";"0.762";"160";"326";"0.509"
"2025-06-10 15:10:48.093";"2025-06-10";"15:10:48";"F";"18";"178";"188";"1150";"0.053";"25.6";"118";"0.143";"0.734";"160";"326";"0.509"
"2025-06-10 15:10:51.448";"2025-06-10";"15:10:51";"SLCE";"";"Light Curve end ";""
"2025-06-10 15:12:06.365";"2025-06-10";"15:12:06";"SLCS";"";"Light Curve start ";"363"
"2025-06-10 15:12:06.365";"2025-06-10";"15:12:06";"REG1";"";"#1: alpha: 0.149, ETRm: 17.670, Ik: 118.220   ( beta: 0.002, ETRmPot: 19.142 )   (Platt et al. 1980) ";""
