"2024-08-11";"11:45:33";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1129B) ";""
"2024-08-11 07:37:52.680";"2024-08-11";"07:37:52";"SLCS";"";"Light Curve start ";"ct129"
"2024-08-11 07:37:52.680";"2024-08-11";"07:37:52";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 31.884 )   (Platt et al. 1980) ";""
"2024-08-11 07:37:52.680";"2024-08-11";"07:37:52";"REG2";"";"#1: alpha: 0.205, ETRm: 32.581, Ik: 158.777   (Jassby and Platt 1976) ";""
"2024-08-11 07:37:54.068";"2024-08-11";"07:37:54";"FO";"1";"117";"351";"0";"0.667";"0.0";"-";"-";"117";"351";"0.667"
"2024-08-11 07:38:24.055";"2024-08-11";"07:38:24";"F";"2";"141";"267";"65";"0.472";"12.9";"106";"0.315";"117";"351";"0.667"
"2024-08-11 07:38:54.045";"2024-08-11";"07:38:54";"F";"3";"143";"268";"90";"0.466";"17.6";"106";"0.310";"117";"351";"0.667"
"2024-08-11 07:39:24.036";"2024-08-11";"07:39:24";"F";"4";"146";"251";"125";"0.418";"21.9";"103";"0.398";"117";"351";"0.667"
"2024-08-11 07:39:54.015";"2024-08-11";"07:39:54";"F";"5";"152";"226";"190";"0.327";"26.1";"99";"0.553";"117";"351";"0.667"
"2024-08-11 07:40:24.012";"2024-08-11";"07:40:24";"F";"6";"160";"211";"285";"0.242";"29.0";"96";"0.664";"117";"351";"0.667"
"2024-08-11 07:40:54.018";"2024-08-11";"07:40:54";"F";"7";"165";"203";"420";"0.187";"33.0";"94";"0.729";"117";"351";"0.667"
"2024-08-11 07:41:24.000";"2024-08-11";"07:41:24";"F";"8";"172";"196";"625";"0.122";"32.0";"93";"0.791";"117";"351";"0.667"
"2024-08-11 07:41:53.989";"2024-08-11";"07:41:53";"F";"9";"173";"192";"820";"0.099";"34.1";"92";"0.828";"117";"351";"0.667"
"2024-08-11 07:41:57.388";"2024-08-11";"07:41:57";"SLCE";"";"Light Curve end ";""
"2024-08-11 07:42:44.943";"2024-08-11";"07:42:44";"SLCS";"";"Light Curve start ";"ct130"
"2024-08-11 07:42:44.943";"2024-08-11";"07:42:44";"REG1";"";"#1: alpha: 0.242, ETRm: 26.727, Ik: 110.364   ( beta: 0.006, ETRmPot: 30.168 )   (Platt et al. 1980) ";""
"2024-08-11 07:42:44.943";"2024-08-11";"07:42:44";"REG2";"";"#1: alpha: 0.192, ETRm: 26.149, Ik: 136.494   (Jassby and Platt 1976) ";""
"2024-08-11 07:42:46.338";"2024-08-11";"07:42:46";"FO";"10";"144";"420";"0";"0.657";"0.0";"-";"-";"144";"420";"0.657"
"2024-08-11 07:43:16.329";"2024-08-11";"07:43:16";"F";"11";"166";"279";"65";"0.405";"11.1";"123";"0.505";"144";"420";"0.657"
"2024-08-11 07:43:46.321";"2024-08-11";"07:43:46";"F";"12";"163";"270";"90";"0.396";"15.0";"121";"0.556";"144";"420";"0.657"
"2024-08-11 07:44:16.301";"2024-08-11";"07:44:16";"F";"13";"163";"255";"125";"0.361";"19.0";"118";"0.647";"144";"420";"0.657"
"2024-08-11 07:44:46.289";"2024-08-11";"07:44:46";"F";"14";"168";"239";"190";"0.297";"23.7";"114";"0.757";"144";"420";"0.657"
"2024-08-11 07:45:16.280";"2024-08-11";"07:45:16";"F";"15";"176";"224";"285";"0.214";"25.6";"111";"0.875";"144";"420";"0.657"
"2024-08-11 07:45:46.268";"2024-08-11";"07:45:46";"F";"16";"182";"213";"420";"0.146";"25.8";"108";"0.972";"144";"420";"0.657"
"2024-08-11 07:46:16.263";"2024-08-11";"07:46:16";"F";"17";"186";"207";"625";"0.101";"26.5";"106";"1.029";"144";"420";"0.657"
"2024-08-11 07:46:46.247";"2024-08-11";"07:46:46";"F";"18";"187";"202";"820";"0.074";"25.5";"105";"1.079";"144";"420";"0.657"
"2024-08-11 07:46:49.657";"2024-08-11";"07:46:49";"SLCE";"";"Light Curve end ";""
