"2024-08-11";"17:34:25";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1129B) ";""
"2024-08-11 13:38:23.092";"2024-08-11";"13:38:23";"SLCS";"";"Light Curve start ";"ct177"
"2024-08-11 13:38:23.092";"2024-08-11";"13:38:23";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 30.079 )   (Platt et al. 1980) ";""
"2024-08-11 13:38:23.092";"2024-08-11";"13:38:23";"REG2";"";"#1: alpha: 0.220, ETRm: 30.881, Ik: 140.352   (Jassby and Platt 1976) ";""
"2024-08-11 13:38:24.500";"2024-08-11";"13:38:24";"FO";"1";"126";"328";"0";"0.616";"0.0";"-";"-";"126";"328";"0.616"
"2024-08-11 13:38:54.509";"2024-08-11";"13:38:54";"F";"2";"137";"296";"65";"0.537";"14.7";"121";"0.108";"126";"328";"0.616"
"2024-08-11 13:39:24.495";"2024-08-11";"13:39:24";"F";"3";"139";"266";"90";"0.477";"18.0";"116";"0.233";"126";"328";"0.616"
"2024-08-11 13:39:54.486";"2024-08-11";"13:39:54";"F";"4";"146";"246";"125";"0.407";"21.4";"112";"0.333";"126";"328";"0.616"
"2024-08-11 13:40:24.471";"2024-08-11";"13:40:24";"F";"5";"155";"230";"190";"0.326";"26.0";"108";"0.426";"126";"328";"0.616"
"2024-08-11 13:40:54.471";"2024-08-11";"13:40:54";"F";"6";"161";"212";"285";"0.241";"28.8";"104";"0.547";"126";"328";"0.616"
"2024-08-11 13:41:24.451";"2024-08-11";"13:41:24";"F";"7";"166";"200";"420";"0.170";"30.0";"101";"0.640";"126";"328";"0.616"
"2024-08-11 13:41:54.439";"2024-08-11";"13:41:54";"F";"8";"169";"193";"625";"0.124";"32.6";"99";"0.699";"126";"328";"0.616"
"2024-08-11 13:42:24.433";"2024-08-11";"13:42:24";"F";"9";"170";"187";"820";"0.091";"31.3";"98";"0.754";"126";"328";"0.616"
"2024-08-11 13:42:27.703";"2024-08-11";"13:42:27";"SLCE";"";"Light Curve end ";""
"2024-08-11 13:42:58.768";"2024-08-11";"13:42:58";"SLCS";"";"Light Curve start ";"ct178"
"2024-08-11 13:42:58.768";"2024-08-11";"13:42:58";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 26.024 )   (Platt et al. 1980) ";""
"2024-08-11 13:42:58.768";"2024-08-11";"13:42:58";"REG2";"";"#1: alpha: 0.183, ETRm: 26.617, Ik: 145.415   (Jassby and Platt 1976) ";""
"2024-08-11 13:43:00.155";"2024-08-11";"13:43:00";"FO";"10";"196";"525";"0";"0.627";"0.0";"-";"-";"196";"525";"0.627"
"2024-08-11 13:43:30.145";"2024-08-11";"13:43:30";"F";"11";"235";"411";"65";"0.428";"11.7";"178";"0.277";"196";"525";"0.627"
"2024-08-11 13:44:00.134";"2024-08-11";"13:44:00";"F";"12";"236";"396";"90";"0.404";"15.3";"175";"0.326";"196";"525";"0.627"
"2024-08-11 13:44:30.122";"2024-08-11";"13:44:30";"F";"13";"240";"371";"125";"0.353";"18.5";"170";"0.415";"196";"525";"0.627"
"2024-08-11 13:45:00.108";"2024-08-11";"13:45:00";"F";"14";"254";"350";"190";"0.274";"21.9";"165";"0.500";"196";"525";"0.627"
"2024-08-11 13:45:30.102";"2024-08-11";"13:45:30";"F";"15";"262";"331";"285";"0.208";"24.9";"161";"0.586";"196";"525";"0.627"
"2024-08-11 13:46:00.092";"2024-08-11";"13:46:00";"F";"16";"269";"316";"420";"0.149";"26.3";"157";"0.661";"196";"525";"0.627"
