"2025-03-28";"11:50:29";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1014B) ";""
"2025-03-28 07:39:21.890";"2025-03-28";"07:39:21";"SLCS";"";"Light Curve start ";"h339"
"2025-03-28 07:39:21.890";"2025-03-28";"07:39:21";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 6.036 )   (Platt et al. 1980) ";""
"2025-03-28 07:39:21.890";"2025-03-28";"07:39:21";"REG2";"";"#1: alpha: 0.153, ETRm: 6.243, Ik: 40.768   (Jassby and Platt 1976) ";""
"2025-03-28 07:39:23.287";"2025-03-28";"07:39:23";"FO";"1";"293";"652";"0";"0.551";"0.0";"-";"-";"-";"293";"652";"0.551"
"2025-03-28 07:39:53.278";"2025-03-28";"07:39:53";"F";"2";"331";"491";"25";"0.326";"3.4";"255";"0.678";"0.328";"293";"652";"0.551"
"2025-03-28 07:40:23.265";"2025-03-28";"07:40:23";"F";"3";"341";"462";"45";"0.262";"5.0";"247";"0.563";"0.411";"293";"652";"0.551"
"2025-03-28 07:40:53.256";"2025-03-28";"07:40:53";"F";"4";"350";"445";"65";"0.213";"5.8";"242";"0.468";"0.465";"293";"652";"0.551"
"2025-03-28 07:41:23.247";"2025-03-28";"07:41:23";"F";"5";"359";"428";"90";"0.161";"6.1";"237";"0.361";"0.523";"293";"652";"0.551"
"2025-03-28 07:41:53.235";"2025-03-28";"07:41:53";"F";"6";"365";"412";"125";"0.114";"6.0";"232";"0.261";"0.583";"293";"652";"0.551"
"2025-03-28 07:42:23.226";"2025-03-28";"07:42:23";"F";"7";"370";"401";"190";"0.077";"6.1";"229";"0.180";"0.626";"293";"652";"0.551"
"2025-03-28 07:42:53.233";"2025-03-28";"07:42:53";"F";"8";"374";"394";"285";"0.051";"6.1";"226";"0.119";"0.655";"293";"652";"0.551"
"2025-03-28 07:43:23.222";"2025-03-28";"07:43:23";"F";"9";"377";"392";"420";"0.038";"6.7";"226";"0.090";"0.663";"293";"652";"0.551"
"2025-03-28 07:43:26.479";"2025-03-28";"07:43:26";"SLCE";"";"Light Curve end ";""
"2025-03-28 07:48:22.878";"2025-03-28";"07:48:22";"SLCS";"";"Light Curve start ";"u339"
"2025-03-28 07:48:22.878";"2025-03-28";"07:48:22";"REG1";"";"#1: alpha: 0.134, ETRm: 6.310, Ik: 47.156   ( beta: 0.003, ETRmPot: 7.071 )   (Platt et al. 1980) ";""
"2025-03-28 07:48:22.878";"2025-03-28";"07:48:22";"REG2";"";"#1: alpha: 0.108, ETRm: 6.083, Ik: 56.102   (Jassby and Platt 1976) ";""
"2025-03-28 07:48:24.267";"2025-03-28";"07:48:24";"FO";"10";"939";"2449";"0";"0.617";"0.0";"-";"-";"-";"939";"2449";"0.617"
"2025-03-28 07:48:54.257";"2025-03-28";"07:48:54";"F";"11";"1144";"1619";"25";"0.293";"3.1";"785";"0.570";"0.513";"939";"2449";"0.617"
"2025-03-28 07:49:24.247";"2025-03-28";"07:49:24";"F";"12";"1265";"1603";"45";"0.211";"4.0";"781";"0.411";"0.528";"939";"2449";"0.617"
"2025-03-28 07:49:54.241";"2025-03-28";"07:49:54";"F";"13";"1378";"1665";"65";"0.172";"4.7";"795";"0.330";"0.471";"939";"2449";"0.617"
"2025-03-28 07:50:24.230";"2025-03-28";"07:50:24";"F";"14";"1491";"1733";"90";"0.140";"5.3";"811";"0.262";"0.413";"939";"2449";"0.617"
"2025-03-28 07:50:54.213";"2025-03-28";"07:50:54";"F";"15";"1576";"1775";"125";"0.112";"5.9";"820";"0.208";"0.380";"939";"2449";"0.617"
"2025-03-28 07:51:24.209";"2025-03-28";"07:51:24";"F";"16";"1611";"1752";"190";"0.080";"6.4";"815";"0.150";"0.398";"939";"2449";"0.617"
"2025-03-28 07:51:54.190";"2025-03-28";"07:51:54";"F";"17";"1577";"1668";"285";"0.055";"6.6";"796";"0.104";"0.468";"939";"2449";"0.617"
"2025-03-28 07:52:24.188";"2025-03-28";"07:52:24";"F";"18";"1480";"1529";"420";"0.032";"5.6";"763";"0.064";"0.602";"939";"2449";"0.617"
"2025-03-28 07:52:27.413";"2025-03-28";"07:52:27";"SLCE";"";"Light Curve end ";""
"2025-03-28 07:53:42.205";"2025-03-28";"07:53:42";"SLCS";"";"Light Curve start ";"h340"
"2025-03-28 07:53:42.205";"2025-03-28";"07:53:42";"REG1";"";"#1: alpha: 0.173, ETRm: 10.305, Ik: 59.514   ( beta: 0.001, ETRmPot: 10.785 )   (Platt et al. 1980) ";""
"2025-03-28 07:53:42.205";"2025-03-28";"07:53:42";"REG2";"";"#1: alpha: 0.134, ETRm: 10.131, Ik: 75.804   (Jassby and Platt 1976) ";""
"2025-03-28 07:53:43.593";"2025-03-28";"07:53:43";"FO";"19";"287";"607";"0";"0.527";"0.0";"-";"-";"-";"287";"607";"0.527"
"2025-03-28 07:54:13.593";"2025-03-28";"07:54:13";"F";"20";"383";"559";"25";"0.315";"3.3";"276";"0.622";"0.086";"287";"607";"0.527"
"2025-03-28 07:54:43.586";"2025-03-28";"07:54:43";"F";"21";"382";"536";"45";"0.287";"5.4";"270";"0.579";"0.132";"287";"607";"0.527"
"2025-03-28 07:55:13.574";"2025-03-28";"07:55:13";"F";"22";"383";"521";"65";"0.265";"7.2";"266";"0.541";"0.165";"287";"607";"0.527"
"2025-03-28 07:55:43.563";"2025-03-28";"07:55:43";"F";"23";"389";"501";"90";"0.224";"8.5";"261";"0.467";"0.212";"287";"607";"0.527"
"2025-03-28 07:56:13.543";"2025-03-28";"07:56:13";"F";"24";"398";"479";"125";"0.169";"8.9";"255";"0.362";"0.267";"287";"607";"0.527"
"2025-03-28 07:56:43.541";"2025-03-28";"07:56:43";"F";"25";"406";"462";"190";"0.121";"9.7";"250";"0.264";"0.314";"287";"607";"0.527"
"2025-03-28 07:57:13.531";"2025-03-28";"07:57:13";"F";"26";"409";"449";"285";"0.089";"10.7";"246";"0.197";"0.352";"287";"607";"0.527"
"2025-03-28 07:57:43.518";"2025-03-28";"07:57:43";"F";"27";"410";"435";"420";"0.057";"10.1";"242";"0.130";"0.395";"287";"607";"0.527"
"2025-03-28 07:57:47.437";"2025-03-28";"07:57:47";"SLCE";"";"Light Curve end ";""
"2025-03-28 07:59:08.842";"2025-03-28";"07:59:08";"SLCS";"";"Light Curve start ";"u340"
"2025-03-28 07:59:08.842";"2025-03-28";"07:59:08";"REG1";"";"#1: alpha: 0.084, ETRm: 4.609, Ik: 54.630   ( beta: 0.007, ETRmPot: 6.103 )   (Platt et al. 1980) ";""
"2025-03-28 07:59:08.842";"2025-03-28";"07:59:08";"REG2";"";"#1: alpha: 0.074, ETRm: 4.302, Ik: 58.064   (Jassby and Platt 1976) ";""
"2025-03-28 07:59:10.229";"2025-03-28";"07:59:10";"FO";"28";"1286";"2702";"0";"0.524";"0.0";"-";"-";"-";"1286";"2702";"0.524"
"2025-03-28 07:59:40.224";"2025-03-28";"07:59:40";"F";"29";"1724";"2181";"25";"0.210";"2.2";"1155";"0.445";"0.239";"1286";"2702";"0.524"
"2025-03-28 08:00:10.211";"2025-03-28";"08:00:10";"F";"30";"1846";"2155";"45";"0.143";"2.7";"1147";"0.307";"0.254";"1286";"2702";"0.524"
"2025-03-28 08:00:40.200";"2025-03-28";"08:00:40";"F";"31";"1921";"2177";"65";"0.118";"3.2";"1154";"0.250";"0.241";"1286";"2702";"0.524"
"2025-03-28 08:01:10.191";"2025-03-28";"08:01:10";"F";"32";"1983";"2206";"90";"0.101";"3.8";"1162";"0.214";"0.225";"1286";"2702";"0.524"
"2025-03-28 08:01:40.181";"2025-03-28";"08:01:40";"F";"33";"2014";"2193";"125";"0.082";"4.3";"1158";"0.173";"0.232";"1286";"2702";"0.524"
"2025-03-28 08:02:10.163";"2025-03-28";"08:02:10";"F";"34";"1997";"2121";"190";"0.058";"4.6";"1138";"0.126";"0.274";"1286";"2702";"0.524"
"2025-03-28 08:02:40.178";"2025-03-28";"08:02:40";"F";"35";"1913";"1990";"285";"0.039";"4.7";"1099";"0.086";"0.358";"1286";"2702";"0.524"
