"2025-03-10";"17:11:41";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1014B) ";""
"2025-03-10 13:28:50.032";"2025-03-10";"13:28:50";"SLCS";"";"Light Curve start ";"h225"
"2025-03-10 13:28:50.032";"2025-03-10";"13:28:50";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2025-03-10 13:28:50.032";"2025-03-10";"13:28:50";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2025-03-10 13:28:51.426";"2025-03-10";"13:28:51";"FO";"1";"195";"585";"0";"0.667";"0.0";"-";"-";"-";"195";"585";"0.667"
"2025-03-10 13:29:21.401";"2025-03-10";"13:29:21";"F";"2";"214";"387";"25";"0.447";"4.7";"167";"0.786";"0.512";"195";"585";"0.667"
"2025-03-10 13:29:51.400";"2025-03-10";"13:29:51";"F";"3";"227";"303";"45";"0.251";"4.7";"149";"0.494";"0.931";"195";"585";"0.667"
"2025-03-10 13:30:21.395";"2025-03-10";"13:30:21";"F";"4";"236";"280";"65";"0.157";"4.3";"143";"0.321";"1.089";"195";"585";"0.667"
"2025-03-10 13:30:51.375";"2025-03-10";"13:30:51";"F";"5";"241";"272";"90";"0.114";"4.3";"141";"0.237";"1.151";"195";"585";"0.667"
"2025-03-10 13:31:21.388";"2025-03-10";"13:31:21";"F";"6";"243";"266";"125";"0.086";"4.5";"139";"0.181";"1.199";"195";"585";"0.667"
"2025-03-10 13:31:51.378";"2025-03-10";"13:31:51";"F";"7";"246";"266";"190";"0.075";"6.0";"139";"0.157";"1.199";"195";"585";"0.667"
"2025-03-10 13:32:21.367";"2025-03-10";"13:32:21";"F";"8";"250";"261";"285";"0.042";"5.0";"138";"0.089";"1.241";"195";"585";"0.667"
"2025-03-10 13:32:51.356";"2025-03-10";"13:32:51";"F";"9";"253";"265";"420";"0.045";"7.9";"139";"0.095";"1.208";"195";"585";"0.667"
"2025-03-10 13:32:54.673";"2025-03-10";"13:32:54";"SLCE";"";"Light Curve end ";""
"2025-03-10 13:33:32.350";"2025-03-10";"13:33:32";"SLCS";"";"Light Curve start ";"u225"
"2025-03-10 13:33:32.350";"2025-03-10";"13:33:32";"REG1";"";"#1: alpha: 0.254, ETRm: 10.456, Ik: 41.104   ( beta: 0.000, ETRmPot: 10.554 )   (Platt et al. 1980) ";""
"2025-03-10 13:33:32.350";"2025-03-10";"13:33:32";"REG2";"";"#1: alpha: 0.189, ETRm: 10.300, Ik: 54.503   (Jassby and Platt 1976) ";""
"2025-03-10 13:33:33.753";"2025-03-10";"13:33:33";"FO";"10";"401";"1796";"0";"0.777";"0.0";"-";"-";"-";"401";"1796";"0.777"
"2025-03-10 13:34:03.742";"2025-03-10";"13:34:03";"F";"11";"782";"1516";"25";"0.484";"5.1";"385";"0.649";"0.185";"401";"1796";"0.777"
"2025-03-10 13:34:33.736";"2025-03-10";"13:34:33";"F";"12";"911";"1441";"45";"0.368";"7.0";"380";"0.500";"0.246";"401";"1796";"0.777"
"2025-03-10 13:35:03.727";"2025-03-10";"13:35:03";"F";"13";"985";"1408";"65";"0.300";"8.2";"378";"0.411";"0.276";"401";"1796";"0.777"
"2025-03-10 13:35:33.716";"2025-03-10";"13:35:33";"F";"14";"1048";"1383";"90";"0.242";"9.1";"376";"0.333";"0.299";"401";"1796";"0.777"
"2025-03-10 13:36:03.705";"2025-03-10";"13:36:03";"F";"15";"1096";"1346";"125";"0.186";"9.8";"373";"0.257";"0.334";"401";"1796";"0.777"
"2025-03-10 13:36:33.695";"2025-03-10";"13:36:33";"F";"16";"1118";"1289";"190";"0.133";"10.6";"369";"0.186";"0.393";"401";"1796";"0.777"
"2025-03-10 13:37:03.682";"2025-03-10";"13:37:03";"F";"17";"1094";"1202";"285";"0.090";"10.8";"361";"0.128";"0.494";"401";"1796";"0.777"
"2025-03-10 13:37:33.666";"2025-03-10";"13:37:33";"F";"18";"1034";"1098";"420";"0.058";"10.2";"351";"0.086";"0.636";"401";"1796";"0.777"
"2025-03-10 13:37:37.377";"2025-03-10";"13:37:37";"SLCE";"";"Light Curve end ";""
"2025-03-10 13:38:08.734";"2025-03-10";"13:38:08";"SLCS";"";"Light Curve start ";"h226"
"2025-03-10 13:38:08.734";"2025-03-10";"13:38:08";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 6.212 )   (Platt et al. 1980) ";""
"2025-03-10 13:38:08.734";"2025-03-10";"13:38:08";"REG2";"";"#1: alpha: 0.181, ETRm: 7.949, Ik: 43.865   (Jassby and Platt 1976) ";""
"2025-03-10 13:38:10.131";"2025-03-10";"13:38:10";"FO";"19";"197";"572";"0";"0.656";"0.0";"-";"-";"-";"197";"572";"0.656"
"2025-03-10 13:38:40.114";"2025-03-10";"13:38:40";"F";"20";"228";"445";"25";"0.488";"5.1";"179";"0.816";"0.285";"197";"572";"0.656"
"2025-03-10 13:39:10.109";"2025-03-10";"13:39:10";"F";"21";"244";"364";"45";"0.330";"6.2";"165";"0.603";"0.571";"197";"572";"0.656"
"2025-03-10 13:39:40.091";"2025-03-10";"13:39:40";"F";"22";"251";"326";"65";"0.230";"6.3";"156";"0.441";"0.755";"197";"572";"0.656"
"2025-03-10 13:40:10.086";"2025-03-10";"13:40:10";"F";"23";"256";"308";"90";"0.169";"6.4";"152";"0.333";"0.857";"197";"572";"0.656"
"2025-03-10 13:40:40.075";"2025-03-10";"13:40:40";"F";"24";"260";"300";"125";"0.133";"7.0";"150";"0.267";"0.907";"197";"572";"0.656"
"2025-03-10 13:41:10.077";"2025-03-10";"13:41:10";"F";"25";"263";"292";"190";"0.099";"7.9";"148";"0.201";"0.959";"197";"572";"0.656"
"2025-03-10 13:41:40.073";"2025-03-10";"13:41:40";"F";"26";"269";"291";"285";"0.076";"9.1";"148";"0.154";"0.966";"197";"572";"0.656"
"2025-03-10 13:42:10.058";"2025-03-10";"13:42:10";"F";"27";"271";"286";"420";"0.052";"9.2";"147";"0.108";"1.000";"197";"572";"0.656"
"2025-03-10 13:42:13.752";"2025-03-10";"13:42:13";"SLCE";"";"Light Curve end ";""
"2025-03-10 13:42:36.366";"2025-03-10";"13:42:36";"SLCS";"";"Light Curve start ";"226"
"2025-03-10 13:42:36.366";"2025-03-10";"13:42:36";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 11.355 )   (Platt et al. 1980) ";""
"2025-03-10 13:42:36.366";"2025-03-10";"13:42:36";"REG2";"";"#1: alpha: 0.170, ETRm: 13.189, Ik: 77.806   (Jassby and Platt 1976) ";""
"2025-03-10 13:42:37.766";"2025-03-10";"13:42:37";"FO";"28";"209";"1070";"0";"0.805";"0.0";"-";"-";"-";"209";"1070";"0.805"
"2025-03-10 13:43:07.760";"2025-03-10";"13:43:07";"F";"29";"442";"905";"25";"0.512";"5.4";"202";"0.659";"0.182";"209";"1070";"0.805"
