"2025-02-21";"18:05:38";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1014B) ";""
"2025-02-21 13:52:53.261";"2025-02-21";"13:52:53";"SLCS";"";"Light Curve start ";"h131"
"2025-02-21 13:52:53.261";"2025-02-21";"13:52:53";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 8.295 )   (Platt et al. 1980) ";""
"2025-02-21 13:52:53.261";"2025-02-21";"13:52:53";"REG2";"";"#1: alpha: 0.133, ETRm: 10.376, Ik: 77.868   (Jassby and Platt 1976) ";""
"2025-02-21 13:52:54.653";"2025-02-21";"13:52:54";"FO";"1";"228";"723";"0";"0.685";"0.0";"-";"-";"-";"228";"723";"0.685"
"2025-02-21 13:53:24.642";"2025-02-21";"13:53:24";"F";"2";"261";"427";"25";"0.389";"4.1";"187";"0.692";"0.693";"228";"723";"0.685"
"2025-02-21 13:53:54.636";"2025-02-21";"13:53:54";"F";"3";"269";"404";"45";"0.334";"6.3";"183";"0.611";"0.790";"228";"723";"0.685"
"2025-02-21 13:54:24.625";"2025-02-21";"13:54:24";"F";"4";"278";"371";"65";"0.251";"6.9";"175";"0.474";"0.949";"228";"723";"0.685"
"2025-02-21 13:54:54.613";"2025-02-21";"13:54:54";"F";"5";"282";"354";"90";"0.203";"7.7";"172";"0.396";"1.042";"228";"723";"0.685"
"2025-02-21 13:55:24.605";"2025-02-21";"13:55:24";"F";"6";"286";"342";"125";"0.164";"8.6";"169";"0.324";"1.114";"228";"723";"0.685"
"2025-02-21 13:55:54.592";"2025-02-21";"13:55:54";"F";"7";"292";"334";"190";"0.126";"10.1";"167";"0.251";"1.165";"228";"723";"0.685"
"2025-02-21 13:56:24.576";"2025-02-21";"13:56:24";"F";"8";"299";"327";"285";"0.086";"10.3";"165";"0.173";"1.211";"228";"723";"0.685"
"2025-02-21 13:56:54.573";"2025-02-21";"13:56:54";"F";"9";"302";"323";"420";"0.065";"11.5";"164";"0.132";"1.238";"228";"723";"0.685"
"2025-02-21 13:56:57.627";"2025-02-21";"13:56:57";"SLCE";"";"Light Curve end ";""
"2025-02-21 13:57:58.976";"2025-02-21";"13:57:58";"SLCS";"";"Light Curve start ";"u131"
"2025-02-21 13:57:58.976";"2025-02-21";"13:57:58";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 10.354 )   (Platt et al. 1980) ";""
"2025-02-21 13:57:58.976";"2025-02-21";"13:57:58";"REG2";"";"#1: alpha: 0.189, ETRm: 10.427, Ik: 55.189   (Jassby and Platt 1976) ";""
"2025-02-21 13:58:00.370";"2025-02-21";"13:58:00";"FO";"10";"609";"2706";"0";"0.775";"0.0";"-";"-";"-";"609";"2706";"0.775"
"2025-02-21 13:58:30.359";"2025-02-21";"13:58:30";"F";"11";"1214";"2286";"25";"0.469";"4.9";"585";"0.630";"0.184";"609";"2706";"0.775"
"2025-02-21 13:59:00.342";"2025-02-21";"13:59:00";"F";"12";"1373";"2200";"45";"0.376";"7.1";"579";"0.510";"0.230";"609";"2706";"0.775"
"2025-02-21 13:59:30.337";"2025-02-21";"13:59:30";"F";"13";"1540";"2226";"65";"0.308";"8.4";"581";"0.417";"0.216";"609";"2706";"0.775"
"2025-02-21 14:00:00.328";"2025-02-21";"14:00:00";"F";"14";"1677";"2216";"90";"0.243";"9.2";"580";"0.329";"0.221";"609";"2706";"0.775"
"2025-02-21 14:00:30.334";"2025-02-21";"14:00:30";"F";"15";"1748";"2156";"125";"0.189";"9.9";"576";"0.258";"0.255";"609";"2706";"0.775"
"2025-02-21 14:01:00.318";"2025-02-21";"14:01:00";"F";"16";"1775";"2046";"190";"0.132";"10.5";"568";"0.183";"0.323";"609";"2706";"0.775"
"2025-02-21 14:01:30.306";"2025-02-21";"14:01:30";"F";"17";"1727";"1897";"285";"0.090";"10.8";"556";"0.127";"0.426";"609";"2706";"0.775"
"2025-02-21 14:02:00.295";"2025-02-21";"14:02:00";"F";"18";"1633";"1738";"420";"0.060";"10.6";"541";"0.088";"0.557";"609";"2706";"0.775"
"2025-02-21 14:02:04.050";"2025-02-21";"14:02:04";"SLCE";"";"Light Curve end ";""
"2025-02-21 14:02:45.247";"2025-02-21";"14:02:45";"SLCS";"";"Light Curve start ";"h132"
"2025-02-21 14:02:45.247";"2025-02-21";"14:02:45";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 9.840 )   (Platt et al. 1980) ";""
"2025-02-21 14:02:45.247";"2025-02-21";"14:02:45";"REG2";"";"#1: alpha: 0.135, ETRm: 11.338, Ik: 83.967   (Jassby and Platt 1976) ";""
"2025-02-21 14:02:46.633";"2025-02-21";"14:02:46";"FO";"19";"205";"576";"0";"0.644";"0.0";"-";"-";"-";"205";"576";"0.644"
"2025-02-21 14:03:16.625";"2025-02-21";"14:03:16";"F";"20";"263";"449";"25";"0.414";"4.3";"186";"0.707";"0.283";"205";"576";"0.644"
"2025-02-21 14:03:46.619";"2025-02-21";"14:03:46";"F";"21";"281";"422";"45";"0.334";"6.3";"181";"0.585";"0.365";"205";"576";"0.644"
"2025-02-21 14:04:16.603";"2025-02-21";"14:04:16";"F";"22";"290";"397";"65";"0.270";"7.4";"177";"0.486";"0.451";"205";"576";"0.644"
"2025-02-21 14:04:46.597";"2025-02-21";"14:04:46";"F";"23";"299";"382";"90";"0.217";"8.2";"174";"0.399";"0.508";"205";"576";"0.644"
"2025-02-21 14:05:16.587";"2025-02-21";"14:05:16";"F";"24";"306";"372";"125";"0.177";"9.3";"172";"0.330";"0.548";"205";"576";"0.644"
"2025-02-21 14:05:46.576";"2025-02-21";"14:05:46";"F";"25";"314";"362";"190";"0.133";"10.6";"169";"0.249";"0.591";"205";"576";"0.644"
"2025-02-21 14:06:16.560";"2025-02-21";"14:06:16";"F";"26";"319";"355";"285";"0.101";"12.1";"168";"0.193";"0.623";"205";"576";"0.644"
"2025-02-21 14:06:46.552";"2025-02-21";"14:06:46";"F";"27";"319";"342";"420";"0.067";"11.8";"165";"0.130";"0.684";"205";"576";"0.644"
"2025-02-21 14:06:49.616";"2025-02-21";"14:06:49";"SLCE";"";"Light Curve end ";""
"2025-02-21 14:08:26.469";"2025-02-21";"14:08:26";"SLCS";"";"Light Curve start ";"u132"
"2025-02-21 14:08:26.469";"2025-02-21";"14:08:26";"REG1";"";"#1: alpha: 0.245, ETRm: 10.294, Ik: 42.065   ( beta: 0.001, ETRmPot: 10.552 )   (Platt et al. 1980) ";""
"2025-02-21 14:08:26.469";"2025-02-21";"14:08:26";"REG2";"";"#1: alpha: 0.183, ETRm: 10.145, Ik: 55.397   (Jassby and Platt 1976) ";""
"2025-02-21 14:08:27.862";"2025-02-21";"14:08:27";"FO";"28";"605";"2625";"0";"0.770";"0.0";"-";"-";"-";"605";"2625";"0.770"
"2025-02-21 14:08:57.851";"2025-02-21";"14:08:57";"F";"29";"1239";"2270";"25";"0.454";"4.8";"584";"0.612";"0.156";"605";"2625";"0.770"
"2025-02-21 14:09:27.839";"2025-02-21";"14:09:27";"F";"30";"1401";"2168";"45";"0.354";"6.7";"577";"0.482";"0.211";"605";"2625";"0.770"
"2025-02-21 14:09:57.828";"2025-02-21";"14:09:57";"F";"31";"1503";"2143";"65";"0.299";"8.2";"575";"0.408";"0.225";"605";"2625";"0.770"
"2025-02-21 14:10:27.836";"2025-02-21";"14:10:27";"F";"32";"1627";"2147";"90";"0.242";"9.1";"575";"0.331";"0.223";"605";"2625";"0.770"
"2025-02-21 14:10:57.821";"2025-02-21";"14:10:57";"F";"33";"1711";"2103";"125";"0.186";"9.8";"572";"0.256";"0.248";"605";"2625";"0.770"
"2025-02-21 14:11:27.815";"2025-02-21";"14:11:27";"F";"34";"1745";"2004";"190";"0.129";"10.3";"565";"0.180";"0.310";"605";"2625";"0.770"
"2025-02-21 14:11:57.796";"2025-02-21";"14:11:57";"F";"35";"1704";"1867";"285";"0.087";"10.4";"553";"0.124";"0.406";"605";"2625";"0.770"
"2025-02-21 14:12:27.791";"2025-02-21";"14:12:27";"F";"36";"1612";"1709";"420";"0.057";"10.1";"538";"0.083";"0.536";"605";"2625";"0.770"
"2025-02-21 14:12:31.436";"2025-02-21";"14:12:31";"SLCE";"";"Light Curve end ";""
"2025-02-21 14:13:38.658";"2025-02-21";"14:13:38";"SLCS";"";"Light Curve start ";"h129"
"2025-02-21 14:13:38.658";"2025-02-21";"14:13:38";"REG1";"";"#1: alpha: 0.277, ETRm: 10.047, Ik: 36.210   ( beta: 0.001, ETRmPot: 10.380 )   (Platt et al. 1980) ";""
"2025-02-21 14:13:38.658";"2025-02-21";"14:13:38";"REG2";"";"#1: alpha: 0.207, ETRm: 9.900, Ik: 47.912   (Jassby and Platt 1976) ";""
"2025-02-21 14:13:40.074";"2025-02-21";"14:13:40";"FO";"37";"249";"667";"0";"0.627";"0.0";"-";"-";"-";"249";"667";"0.627"
"2025-02-21 14:14:10.066";"2025-02-21";"14:14:10";"F";"38";"321";"583";"25";"0.449";"4.7";"236";"0.755";"0.144";"249";"667";"0.627"
"2025-02-21 14:14:40.056";"2025-02-21";"14:14:40";"F";"39";"344";"556";"45";"0.381";"7.2";"232";"0.654";"0.200";"249";"667";"0.627"
"2025-02-21 14:15:10.041";"2025-02-21";"14:15:10";"F";"40";"355";"523";"65";"0.321";"8.8";"226";"0.566";"0.275";"249";"667";"0.627"
"2025-02-21 14:15:40.039";"2025-02-21";"14:15:40";"F";"41";"366";"488";"90";"0.250";"9.5";"219";"0.454";"0.367";"249";"667";"0.627"
"2025-02-21 14:16:10.021";"2025-02-21";"14:16:10";"F";"42";"376";"462";"125";"0.186";"9.8";"214";"0.347";"0.444";"249";"667";"0.627"
"2025-02-21 14:16:40.016";"2025-02-21";"14:16:40";"F";"43";"384";"438";"190";"0.123";"9.8";"208";"0.235";"0.523";"249";"667";"0.627"
"2025-02-21 14:17:09.998";"2025-02-21";"14:17:09";"F";"44";"387";"422";"285";"0.083";"9.9";"205";"0.161";"0.581";"249";"667";"0.627"
"2025-02-21 14:17:39.987";"2025-02-21";"14:17:39";"F";"45";"385";"408";"420";"0.056";"9.9";"201";"0.111";"0.635";"249";"667";"0.627"
"2025-02-21 14:17:42.409";"2025-02-21";"14:17:42";"SLCE";"";"Light Curve end ";""
"2025-02-21 14:22:23.028";"2025-02-21";"14:22:23";"SLCS";"";"Light Curve start ";"u129"
"2025-02-21 14:22:23.028";"2025-02-21";"14:22:23";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 11.415 )   (Platt et al. 1980) ";""
"2025-02-21 14:22:23.028";"2025-02-21";"14:22:23";"REG2";"";"#1: alpha: 0.179, ETRm: 11.876, Ik: 66.216   (Jassby and Platt 1976) ";""
"2025-02-21 14:22:24.427";"2025-02-21";"14:22:24";"FO";"46";"526";"2251";"0";"0.766";"0.0";"-";"-";"-";"526";"2251";"0.766"
"2025-02-21 14:22:54.417";"2025-02-21";"14:22:54";"F";"47";"1098";"2094";"25";"0.476";"5.0";"517";"0.632";"0.075";"526";"2251";"0.766"
"2025-02-21 14:23:24.396";"2025-02-21";"14:23:24";"F";"48";"1212";"1988";"45";"0.390";"7.4";"510";"0.525";"0.132";"526";"2251";"0.766"
"2025-02-21 14:23:54.388";"2025-02-21";"14:23:54";"F";"49";"1323";"1938";"65";"0.317";"8.7";"507";"0.430";"0.162";"526";"2251";"0.766"
"2025-02-21 14:24:24.375";"2025-02-21";"14:24:24";"F";"50";"1390";"1877";"90";"0.259";"9.8";"503";"0.354";"0.199";"526";"2251";"0.766"
"2025-02-21 14:24:54.368";"2025-02-21";"14:24:54";"F";"51";"1455";"1829";"125";"0.204";"10.7";"499";"0.281";"0.231";"526";"2251";"0.766"
"2025-02-21 14:25:24.354";"2025-02-21";"14:25:24";"F";"52";"1510";"1773";"190";"0.148";"11.8";"495";"0.206";"0.270";"526";"2251";"0.766"
"2025-02-21 14:25:54.351";"2025-02-21";"14:25:54";"F";"53";"1534";"1712";"285";"0.104";"12.4";"490";"0.146";"0.315";"526";"2251";"0.766"
"2025-02-21 14:26:24.337";"2025-02-21";"14:26:24";"F";"54";"1523";"1636";"420";"0.069";"12.2";"484";"0.098";"0.376";"526";"2251";"0.766"
"2025-02-21 14:26:27.740";"2025-02-21";"14:26:27";"SLCE";"";"Light Curve end ";""
"2025-02-21 14:26:47.089";"2025-02-21";"14:26:47";"SLCS";"";"Light Curve start ";"h130"
"2025-02-21 14:26:47.089";"2025-02-21";"14:26:47";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 7.303 )   (Platt et al. 1980) ";""
"2025-02-21 14:26:47.089";"2025-02-21";"14:26:47";"REG2";"";"#1: alpha: 0.210, ETRm: 8.410, Ik: 39.980   (Jassby and Platt 1976) ";""
"2025-02-21 14:26:48.479";"2025-02-21";"14:26:48";"FO";"55";"166";"474";"0";"0.650";"0.0";"-";"-";"-";"166";"474";"0.650"
"2025-02-21 14:27:18.468";"2025-02-21";"14:27:18";"F";"56";"184";"362";"25";"0.492";"5.2";"150";"0.840";"0.309";"166";"474";"0.650"
"2025-02-21 14:27:48.450";"2025-02-21";"14:27:48";"F";"57";"187";"301";"45";"0.379";"7.2";"138";"0.699";"0.575";"166";"474";"0.650"
"2025-02-21 14:28:18.447";"2025-02-21";"14:28:18";"F";"58";"191";"255";"65";"0.251";"6.9";"128";"0.504";"0.859";"166";"474";"0.650"
"2025-02-21 14:28:48.437";"2025-02-21";"14:28:48";"F";"59";"194";"235";"90";"0.174";"6.6";"122";"0.363";"1.017";"166";"474";"0.650"
"2025-02-21 14:29:18.417";"2025-02-21";"14:29:18";"F";"60";"196";"229";"125";"0.144";"7.6";"121";"0.306";"1.070";"166";"474";"0.650"
"2025-02-21 14:29:48.406";"2025-02-21";"14:29:48";"F";"61";"198";"225";"190";"0.120";"9.6";"120";"0.257";"1.107";"166";"474";"0.650"
"2025-02-21 14:30:18.415";"2025-02-21";"14:30:18";"F";"62";"203";"220";"285";"0.077";"9.2";"118";"0.167";"1.155";"166";"474";"0.650"
"2025-02-21 14:30:48.408";"2025-02-21";"14:30:48";"F";"63";"206";"217";"420";"0.051";"9.0";"117";"0.110";"1.184";"166";"474";"0.650"
"2025-02-21 14:30:52.364";"2025-02-21";"14:30:52";"SLCE";"";"Light Curve end ";""
"2025-02-21 14:47:30.212";"2025-02-21";"14:47:30";"SLCS";"";"Light Curve start ";"u130"
"2025-02-21 14:47:30.212";"2025-02-21";"14:47:30";"REG1";"";"#1: alpha: 0.269, ETRm: 11.267, Ik: 41.869   ( beta: 0.000, ETRmPot: 11.356 )   (Platt et al. 1980) ";""
"2025-02-21 14:47:30.212";"2025-02-21";"14:47:30";"REG2";"";"#1: alpha: 0.200, ETRm: 11.102, Ik: 55.608   (Jassby and Platt 1976) ";""
"2025-02-21 14:47:31.600";"2025-02-21";"14:47:31";"FO";"64";"570";"2665";"0";"0.786";"0.0";"-";"-";"-";"570";"2665";"0.786"
"2025-02-21 14:48:01.587";"2025-02-21";"14:48:01";"F";"65";"1087";"2137";"25";"0.491";"5.2";"541";"0.658";"0.247";"570";"2665";"0.786"
"2025-02-21 14:48:31.580";"2025-02-21";"14:48:31";"F";"66";"1239";"2056";"45";"0.397";"7.5";"536";"0.538";"0.296";"570";"2665";"0.786"
"2025-02-21 14:49:01.570";"2025-02-21";"14:49:01";"F";"67";"1376";"2043";"65";"0.326";"8.9";"535";"0.442";"0.304";"570";"2665";"0.786"
"2025-02-21 14:49:31.552";"2025-02-21";"14:49:31";"F";"68";"1506";"2032";"90";"0.259";"9.8";"534";"0.351";"0.312";"570";"2665";"0.786"
"2025-02-21 14:50:01.546";"2025-02-21";"14:50:01";"F";"69";"1573";"1968";"125";"0.201";"10.6";"530";"0.275";"0.354";"570";"2665";"0.786"
"2025-02-21 14:50:31.557";"2025-02-21";"14:50:31";"F";"70";"1600";"1863";"190";"0.141";"11.3";"522";"0.196";"0.430";"570";"2665";"0.786"
"2025-02-21 14:51:01.538";"2025-02-21";"14:51:01";"F";"71";"1568";"1735";"285";"0.096";"11.5";"511";"0.136";"0.536";"570";"2665";"0.786"
"2025-02-21 14:51:31.530";"2025-02-21";"14:51:31";"F";"72";"1487";"1587";"420";"0.063";"11.1";"498";"0.092";"0.679";"570";"2665";"0.786"
"2025-02-21 14:51:35.196";"2025-02-21";"14:51:35";"SLCE";"";"Light Curve end ";""
"2025-02-21 14:55:26.216";"2025-02-21";"14:55:26";"SLCS";"";"Light Curve start ";"h135"
"2025-02-21 14:55:26.216";"2025-02-21";"14:55:26";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 6.849 )   (Platt et al. 1980) ";""
"2025-02-21 14:55:26.216";"2025-02-21";"14:55:26";"REG2";"";"#1: alpha: 0.144, ETRm: 8.842, Ik: 61.473   (Jassby and Platt 1976) ";""
"2025-02-21 14:55:27.612";"2025-02-21";"14:55:27";"FO";"73";"240";"644";"0";"0.627";"0.0";"-";"-";"-";"240";"644";"0.627"
"2025-02-21 14:55:57.600";"2025-02-21";"14:55:57";"F";"74";"272";"440";"25";"0.382";"4.0";"205";"0.715";"0.464";"240";"644";"0.627"
"2025-02-21 14:56:27.590";"2025-02-21";"14:56:27";"F";"75";"281";"417";"45";"0.326";"6.2";"200";"0.627";"0.544";"240";"644";"0.627"
"2025-02-21 14:56:57.587";"2025-02-21";"14:56:57";"F";"76";"291";"390";"65";"0.254";"6.9";"193";"0.503";"0.651";"240";"644";"0.627"
"2025-02-21 14:57:27.570";"2025-02-21";"14:57:27";"F";"77";"299";"366";"90";"0.183";"6.9";"187";"0.374";"0.760";"240";"644";"0.627"
"2025-02-21 14:57:57.561";"2025-02-21";"14:57:57";"F";"78";"305";"354";"125";"0.138";"7.2";"184";"0.288";"0.819";"240";"644";"0.627"
"2025-02-21 14:58:27.552";"2025-02-21";"14:58:27";"F";"79";"312";"347";"190";"0.101";"8.1";"182";"0.212";"0.856";"240";"644";"0.627"
"2025-02-21 14:58:57.542";"2025-02-21";"14:58:57";"F";"80";"315";"344";"285";"0.084";"10.1";"181";"0.178";"0.872";"240";"644";"0.627"
"2025-02-21 14:59:27.525";"2025-02-21";"14:59:27";"F";"81";"318";"337";"420";"0.056";"9.9";"179";"0.120";"0.911";"240";"644";"0.627"
"2025-02-21 14:59:30.830";"2025-02-21";"14:59:30";"SLCE";"";"Light Curve end ";""
"2025-02-21 15:03:35.427";"2025-02-21";"15:03:35";"SLCS";"";"Light Curve start ";"u135"
"2025-02-21 15:03:35.427";"2025-02-21";"15:03:35";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 12.241 )   (Platt et al. 1980) ";""
"2025-02-21 15:03:35.427";"2025-02-21";"15:03:35";"REG2";"";"#1: alpha: 0.181, ETRm: 13.155, Ik: 72.814   (Jassby and Platt 1976) ";""
"2025-02-21 15:03:36.823";"2025-02-21";"15:03:36";"FO";"82";"443";"2002";"0";"0.779";"0.0";"-";"-";"-";"443";"2002";"0.779"
"2025-02-21 15:04:06.813";"2025-02-21";"15:04:06";"F";"83";"846";"1653";"25";"0.488";"5.1";"423";"0.656";"0.211";"443";"2002";"0.779"
"2025-02-21 15:04:36.802";"2025-02-21";"15:04:36";"F";"84";"921";"1533";"45";"0.399";"7.5";"415";"0.547";"0.306";"443";"2002";"0.779"
"2025-02-21 15:05:06.792";"2025-02-21";"15:05:06";"F";"85";"996";"1512";"65";"0.341";"9.3";"413";"0.470";"0.324";"443";"2002";"0.779"
"2025-02-21 15:05:36.772";"2025-02-21";"15:05:36";"F";"86";"1094";"1528";"90";"0.284";"10.7";"415";"0.390";"0.310";"443";"2002";"0.779"
"2025-02-21 15:06:06.766";"2025-02-21";"15:06:06";"F";"87";"1179";"1512";"125";"0.220";"11.6";"413";"0.303";"0.324";"443";"2002";"0.779"
"2025-02-21 15:06:36.751";"2025-02-21";"15:06:36";"F";"88";"1243";"1478";"190";"0.159";"12.7";"411";"0.220";"0.355";"443";"2002";"0.779"
"2025-02-21 15:07:06.746";"2025-02-21";"15:07:06";"F";"89";"1254";"1413";"285";"0.113";"13.5";"406";"0.158";"0.417";"443";"2002";"0.779"
"2025-02-21 15:07:36.736";"2025-02-21";"15:07:36";"F";"90";"1223";"1327";"420";"0.078";"13.8";"398";"0.112";"0.509";"443";"2002";"0.779"
"2025-02-21 15:07:39.923";"2025-02-21";"15:07:39";"SLCE";"";"Light Curve end ";""
"2025-02-21 15:10:13.361";"2025-02-21";"15:10:13";"SLCS";"";"Light Curve start ";"h136"
"2025-02-21 15:10:13.361";"2025-02-21";"15:10:13";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 7.867 )   (Platt et al. 1980) ";""
"2025-02-21 15:10:13.361";"2025-02-21";"15:10:13";"REG2";"";"#1: alpha: 0.145, ETRm: 11.554, Ik: 79.867   (Jassby and Platt 1976) ";""
"2025-02-21 15:10:14.751";"2025-02-21";"15:10:14";"FO";"91";"208";"593";"0";"0.649";"0.0";"-";"-";"-";"208";"593";"0.649"
"2025-02-21 15:10:44.743";"2025-02-21";"15:10:44";"F";"92";"257";"450";"25";"0.429";"4.5";"187";"0.734";"0.318";"208";"593";"0.649"
"2025-02-21 15:11:14.731";"2025-02-21";"15:11:14";"F";"93";"274";"418";"45";"0.344";"6.5";"181";"0.608";"0.419";"208";"593";"0.649"
"2025-02-21 15:11:44.710";"2025-02-21";"15:11:44";"F";"94";"281";"395";"65";"0.289";"7.9";"177";"0.523";"0.501";"208";"593";"0.649"
"2025-02-21 15:12:14.709";"2025-02-21";"15:12:14";"F";"95";"284";"375";"90";"0.243";"9.2";"173";"0.450";"0.581";"208";"593";"0.649"
"2025-02-21 15:12:44.699";"2025-02-21";"15:12:44";"F";"96";"294";"356";"125";"0.174";"9.1";"169";"0.332";"0.666";"208";"593";"0.649"
"2025-02-21 15:13:14.685";"2025-02-21";"15:13:14";"F";"97";"294";"333";"190";"0.117";"9.3";"163";"0.229";"0.781";"208";"593";"0.649"
"2025-02-21 15:13:44.677";"2025-02-21";"15:13:44";"F";"98";"298";"331";"285";"0.100";"12.0";"163";"0.196";"0.792";"208";"593";"0.649"
"2025-02-21 15:14:14.661";"2025-02-21";"15:14:14";"F";"99";"303";"329";"420";"0.079";"13.9";"162";"0.156";"0.802";"208";"593";"0.649"
"2025-02-21 15:14:18.064";"2025-02-21";"15:14:18";"SLCE";"";"Light Curve end ";""
"2025-02-21 15:15:01.950";"2025-02-21";"15:15:01";"SLCS";"";"Light Curve start ";"u136"
"2025-02-21 15:15:01.950";"2025-02-21";"15:15:01";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 9.119 )   (Platt et al. 1980) ";""
"2025-02-21 15:15:01.950";"2025-02-21";"15:15:01";"REG2";"";"#1: alpha: 0.210, ETRm: 9.233, Ik: 43.966   (Jassby and Platt 1976) ";""
"2025-02-21 15:15:03.345";"2025-02-21";"15:15:03";"FO";"100";"598";"2565";"0";"0.767";"0.0";"-";"-";"-";"598";"2565";"0.767"
"2025-02-21 15:15:33.329";"2025-02-21";"15:15:33";"F";"101";"1048";"2019";"25";"0.481";"5.1";"563";"0.667";"0.270";"598";"2565";"0.767"
"2025-02-21 15:16:03.316";"2025-02-21";"15:16:03";"F";"102";"1177";"1866";"45";"0.369";"7.0";"550";"0.524";"0.375";"598";"2565";"0.767"
"2025-02-21 15:16:33.307";"2025-02-21";"15:16:33";"F";"103";"1299";"1855";"65";"0.300";"8.2";"549";"0.426";"0.383";"598";"2565";"0.767"
