"2025-03-06";"11:42:14";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1014B) ";""
"2025-03-06 07:57:00.850";"2025-03-06";"07:57:00";"SLCS";"";"Light Curve start ";"h201"
"2025-03-06 07:57:00.850";"2025-03-06";"07:57:00";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.319, ETRmPot: - 5.666 )   (Platt et al. 1980) ";""
"2025-03-06 07:57:00.850";"2025-03-06";"07:57:00";"REG2";"";"#1: alpha: 0.224, ETRm: 5.447, Ik: 24.352   (Jassby and Platt 1976) ";""
"2025-03-06 07:57:02.236";"2025-03-06";"07:57:02";"FO";"1";"191";"556";"0";"0.656";"0.0";"-";"-";"-";"191";"556";"0.656"
"2025-03-06 07:57:32.224";"2025-03-06";"07:57:32";"F";"2";"218";"359";"25";"0.393";"4.1";"161";"0.712";"0.549";"191";"556";"0.656"
"2025-03-06 07:58:02.221";"2025-03-06";"07:58:02";"F";"3";"227";"319";"45";"0.288";"5.4";"152";"0.551";"0.743";"191";"556";"0.656"
"2025-03-06 07:58:32.201";"2025-03-06";"07:58:32";"F";"4";"235";"294";"65";"0.201";"5.5";"146";"0.399";"0.891";"191";"556";"0.656"
"2025-03-06 07:59:02.201";"2025-03-06";"07:59:02";"F";"5";"240";"282";"90";"0.149";"5.6";"143";"0.302";"0.972";"191";"556";"0.656"
"2025-03-06 07:59:32.189";"2025-03-06";"07:59:32";"F";"6";"246";"274";"125";"0.102";"5.4";"141";"0.211";"1.029";"191";"556";"0.656"
"2025-03-06 08:00:02.175";"2025-03-06";"08:00:02";"F";"7";"251";"269";"190";"0.067";"5.3";"140";"0.140";"1.067";"191";"556";"0.656"
"2025-03-06 08:00:32.160";"2025-03-06";"08:00:32";"F";"8";"253";"265";"285";"0.045";"5.4";"139";"0.095";"1.098";"191";"556";"0.656"
"2025-03-06 08:01:02.148";"2025-03-06";"08:01:02";"F";"9";"255";"263";"420";"0.030";"5.3";"138";"0.064";"1.114";"191";"556";"0.656"
"2025-03-06 08:01:05.394";"2025-03-06";"08:01:05";"SLCE";"";"Light Curve end ";""
"2025-03-06 08:02:13.207";"2025-03-06";"08:02:13";"SLCS";"";"Light Curve start ";"u201"
"2025-03-06 08:02:13.207";"2025-03-06";"08:02:13";"REG1";"";"#1: alpha: 0.268, ETRm: 11.040, Ik: 41.174   ( beta: 0.005, ETRmPot: 12.084 )   (Platt et al. 1980) ";""
"2025-03-06 08:02:13.207";"2025-03-06";"08:02:13";"REG2";"";"#1: alpha: 0.214, ETRm: 10.668, Ik: 49.843   (Jassby and Platt 1976) ";""
"2025-03-06 08:02:14.611";"2025-03-06";"08:02:14";"FO";"10";"311";"1601";"0";"0.806";"0.0";"-";"-";"-";"311";"1601";"0.806"
"2025-03-06 08:02:44.597";"2025-03-06";"08:02:44";"F";"11";"647";"1340";"25";"0.517";"5.4";"300";"0.666";"0.195";"311";"1601";"0.806"
"2025-03-06 08:03:14.593";"2025-03-06";"08:03:14";"F";"12";"776";"1297";"45";"0.402";"7.6";"297";"0.521";"0.234";"311";"1601";"0.806"
"2025-03-06 08:03:44.582";"2025-03-06";"08:03:44";"F";"13";"868";"1289";"65";"0.327";"8.9";"297";"0.424";"0.242";"311";"1601";"0.806"
"2025-03-06 08:04:14.570";"2025-03-06";"08:04:14";"F";"14";"956";"1291";"90";"0.259";"9.8";"297";"0.337";"0.240";"311";"1601";"0.806"
"2025-03-06 08:04:44.560";"2025-03-06";"08:04:44";"F";"15";"1029";"1286";"125";"0.200";"10.5";"297";"0.260";"0.245";"311";"1601";"0.806"
"2025-03-06 08:05:14.548";"2025-03-06";"08:05:14";"F";"16";"1093";"1271";"190";"0.140";"11.2";"296";"0.183";"0.260";"311";"1601";"0.806"
"2025-03-06 08:05:44.531";"2025-03-06";"08:05:44";"F";"17";"1128";"1245";"285";"0.094";"11.3";"295";"0.123";"0.286";"311";"1601";"0.806"
"2025-03-06 08:06:14.521";"2025-03-06";"08:06:14";"F";"18";"1137";"1205";"420";"0.056";"9.9";"292";"0.074";"0.329";"311";"1601";"0.806"
"2025-03-06 08:06:18.226";"2025-03-06";"08:06:18";"SLCE";"";"Light Curve end ";""
"2025-03-06 08:06:44.132";"2025-03-06";"08:06:44";"SLCS";"";"Light Curve start ";"h202"
"2025-03-06 08:06:44.132";"2025-03-06";"08:06:44";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 5.903 )   (Platt et al. 1980) ";""
"2025-03-06 08:06:44.132";"2025-03-06";"08:06:44";"REG2";"";"#1: alpha: 0.124, ETRm: 7.059, Ik: 57.122   (Jassby and Platt 1976) ";""
"2025-03-06 08:06:45.527";"2025-03-06";"08:06:45";"FO";"19";"251";"655";"0";"0.617";"0.0";"-";"-";"-";"251";"655";"0.617"
"2025-03-06 08:07:15.516";"2025-03-06";"08:07:15";"F";"20";"309";"459";"25";"0.327";"3.4";"216";"0.617";"0.427";"251";"655";"0.617"
"2025-03-06 08:07:45.503";"2025-03-06";"08:07:45";"F";"21";"320";"434";"45";"0.263";"5.0";"210";"0.509";"0.509";"251";"655";"0.617"
"2025-03-06 08:08:15.486";"2025-03-06";"08:08:15";"F";"22";"331";"414";"65";"0.200";"5.5";"205";"0.397";"0.582";"251";"655";"0.617"
"2025-03-06 08:08:45.475";"2025-03-06";"08:08:45";"F";"23";"338";"398";"90";"0.151";"5.7";"201";"0.305";"0.646";"251";"655";"0.617"
"2025-03-06 08:09:15.464";"2025-03-06";"08:09:15";"F";"24";"344";"392";"125";"0.122";"6.4";"200";"0.250";"0.671";"251";"655";"0.617"
"2025-03-06 08:09:45.459";"2025-03-06";"08:09:45";"F";"25";"351";"384";"190";"0.086";"6.9";"198";"0.177";"0.706";"251";"655";"0.617"
"2025-03-06 08:10:15.449";"2025-03-06";"08:10:15";"F";"26";"356";"379";"285";"0.061";"7.3";"196";"0.126";"0.728";"251";"655";"0.617"
"2025-03-06 08:10:45.434";"2025-03-06";"08:10:45";"F";"27";"357";"374";"420";"0.045";"7.9";"195";"0.095";"0.751";"251";"655";"0.617"
"2025-03-06 08:10:49.198";"2025-03-06";"08:10:49";"SLCE";"";"Light Curve end ";""
"2025-03-06 08:11:34.612";"2025-03-06";"08:11:34";"SLCS";"";"Light Curve start ";"u202"
"2025-03-06 08:11:34.612";"2025-03-06";"08:11:34";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 9.519 )   (Platt et al. 1980) ";""
"2025-03-06 08:11:34.612";"2025-03-06";"08:11:34";"REG2";"";"#1: alpha: 0.157, ETRm: 9.713, Ik: 61.956   (Jassby and Platt 1976) ";""
"2025-03-06 08:11:35.999";"2025-03-06";"08:11:35";"FO";"28";"441";"2011";"0";"0.781";"0.0";"-";"-";"-";"441";"2011";"0.781"
"2025-03-06 08:12:05.998";"2025-03-06";"08:12:05";"F";"29";"845";"1486";"25";"0.431";"4.5";"409";"0.595";"0.353";"441";"2011";"0.781"
"2025-03-06 08:12:35.985";"2025-03-06";"08:12:35";"F";"30";"942";"1390";"45";"0.322";"6.1";"402";"0.453";"0.447";"441";"2011";"0.781"
"2025-03-06 08:13:05.976";"2025-03-06";"08:13:05";"F";"31";"993";"1353";"65";"0.266";"7.3";"399";"0.377";"0.486";"441";"2011";"0.781"
"2025-03-06 08:13:35.955";"2025-03-06";"08:13:35";"F";"32";"1049";"1342";"90";"0.218";"8.2";"398";"0.310";"0.499";"441";"2011";"0.781"
"2025-03-06 08:14:05.953";"2025-03-06";"08:14:05";"F";"33";"1103";"1334";"125";"0.173";"9.1";"397";"0.247";"0.507";"441";"2011";"0.781"
"2025-03-06 08:14:35.936";"2025-03-06";"08:14:35";"F";"34";"1150";"1309";"190";"0.121";"9.7";"395";"0.174";"0.536";"441";"2011";"0.781"
"2025-03-06 08:15:05.924";"2025-03-06";"08:15:05";"F";"35";"1149";"1255";"285";"0.084";"10.1";"390";"0.123";"0.602";"441";"2011";"0.781"
"2025-03-06 08:15:35.915";"2025-03-06";"08:15:35";"F";"36";"1106";"1171";"420";"0.056";"9.9";"381";"0.082";"0.717";"441";"2011";"0.781"
