"2025-03-25";"11:41:56";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1014B) ";""
"2025-03-25 07:45:41.241";"2025-03-25";"07:45:41";"SLCS";"";"Light Curve start ";"h315"
"2025-03-25 07:45:41.241";"2025-03-25";"07:45:41";"REG1";"";"#1: alpha: 0.248, ETRm: 8.136, Ik: 32.837   ( beta: 0.001, ETRmPot: 8.288 )   (Platt et al. 1980) ";""
"2025-03-25 07:45:41.241";"2025-03-25";"07:45:41";"REG2";"";"#1: alpha: 0.183, ETRm: 8.029, Ik: 43.880   (Jassby and Platt 1976) ";""
"2025-03-25 07:45:42.634";"2025-03-25";"07:45:42";"FO";"1";"329";"708";"0";"0.535";"0.0";"-";"-";"-";"329";"708";"0.535"
"2025-03-25 07:46:12.616";"2025-03-25";"07:46:12";"F";"2";"385";"636";"25";"0.395";"4.1";"313";"0.777";"0.113";"329";"708";"0.535"
"2025-03-25 07:46:42.611";"2025-03-25";"07:46:42";"F";"3";"395";"592";"45";"0.333";"6.3";"302";"0.679";"0.196";"329";"708";"0.535"
"2025-03-25 07:47:12.599";"2025-03-25";"07:47:12";"F";"4";"403";"547";"65";"0.263";"7.2";"289";"0.558";"0.294";"329";"708";"0.535"
"2025-03-25 07:47:42.587";"2025-03-25";"07:47:42";"F";"5";"409";"514";"90";"0.204";"7.7";"280";"0.449";"0.377";"329";"708";"0.535"
"2025-03-25 07:48:12.578";"2025-03-25";"07:48:12";"F";"6";"417";"490";"125";"0.149";"7.8";"273";"0.336";"0.445";"329";"708";"0.535"
"2025-03-25 07:48:42.566";"2025-03-25";"07:48:42";"F";"7";"424";"471";"190";"0.100";"8.0";"267";"0.230";"0.503";"329";"708";"0.535"
"2025-03-25 07:49:12.578";"2025-03-25";"07:49:12";"F";"8";"426";"458";"285";"0.070";"8.4";"262";"0.163";"0.546";"329";"708";"0.535"
"2025-03-25 07:49:42.566";"2025-03-25";"07:49:42";"F";"9";"426";"446";"420";"0.045";"7.9";"258";"0.106";"0.587";"329";"708";"0.535"
"2025-03-25 07:49:46.025";"2025-03-25";"07:49:46";"SLCE";"";"Light Curve end ";""
