"2025-02-25";"17:23:38";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1014B) ";""
"2025-02-25 13:30:13.268";"2025-02-25";"13:30:13";"SLCS";"";"Light Curve start ";"h139"
"2025-02-25 13:30:13.268";"2025-02-25";"13:30:13";"REG1";"";"#1: alpha: 0.294, ETRm: 7.086, Ik: 24.117   ( beta: 0.000, ETRmPot: 7.134 )   (Platt et al. 1980) ";""
"2025-02-25 13:30:13.268";"2025-02-25";"13:30:13";"REG2";"";"#1: alpha: 0.213, ETRm: 7.013, Ik: 32.961   (Jassby and Platt 1976) ";""
"2025-02-25 13:30:14.666";"2025-02-25";"13:30:14";"FO";"1";"191";"480";"0";"0.602";"0.0";"-";"-";"-";"191";"480";"0.602"
"2025-02-25 13:30:44.654";"2025-02-25";"13:30:44";"F";"2";"232";"405";"25";"0.427";"4.5";"178";"0.762";"0.185";"191";"480";"0.602"
"2025-02-25 13:31:14.642";"2025-02-25";"13:31:14";"F";"3";"241";"360";"45";"0.331";"6.3";"169";"0.623";"0.333";"191";"480";"0.602"
"2025-02-25 13:31:44.632";"2025-02-25";"13:31:44";"F";"4";"243";"319";"65";"0.238";"6.5";"159";"0.475";"0.505";"191";"480";"0.602"
"2025-02-25 13:32:14.616";"2025-02-25";"13:32:14";"F";"5";"246";"299";"90";"0.177";"6.7";"154";"0.366";"0.605";"191";"480";"0.602"
"2025-02-25 13:32:44.612";"2025-02-25";"13:32:44";"F";"6";"248";"284";"125";"0.127";"6.7";"150";"0.269";"0.690";"191";"480";"0.602"
"2025-02-25 13:33:14.601";"2025-02-25";"13:33:14";"F";"7";"250";"276";"190";"0.094";"7.5";"148";"0.203";"0.739";"191";"480";"0.602"
"2025-02-25 13:33:44.588";"2025-02-25";"13:33:44";"F";"8";"253";"270";"285";"0.063";"7.5";"146";"0.137";"0.778";"191";"480";"0.602"
"2025-02-25 13:34:14.578";"2025-02-25";"13:34:14";"F";"9";"254";"264";"420";"0.038";"6.7";"144";"0.083";"0.818";"191";"480";"0.602"
"2025-02-25 13:34:18.272";"2025-02-25";"13:34:18";"SLCE";"";"Light Curve end ";""
"2025-02-25 13:35:03.614";"2025-02-25";"13:35:03";"SLCS";"";"Light Curve start ";"u139"
"2025-02-25 13:35:03.614";"2025-02-25";"13:35:03";"REG1";"";"#1: alpha: 0.277, ETRm: 11.144, Ik: 40.165   ( beta: 0.003, ETRmPot: 11.781 )   (Platt et al. 1980) ";""
"2025-02-25 13:35:03.614";"2025-02-25";"13:35:03";"REG2";"";"#1: alpha: 0.213, ETRm: 10.900, Ik: 51.121   (Jassby and Platt 1976) ";""
"2025-02-25 13:35:05.008";"2025-02-25";"13:35:05";"FO";"10";"595";"2631";"0";"0.774";"0.0";"-";"-";"-";"595";"2631";"0.774"
"2025-02-25 13:35:34.996";"2025-02-25";"13:35:34";"F";"11";"1054";"2118";"25";"0.502";"5.3";"564";"0.685";"0.242";"595";"2631";"0.774"
"2025-02-25 13:36:05.000";"2025-02-25";"13:36:05";"F";"12";"1187";"2008";"45";"0.409";"7.7";"556";"0.565";"0.310";"595";"2631";"0.774"
"2025-02-25 13:36:34.996";"2025-02-25";"13:36:34";"F";"13";"1322";"1980";"65";"0.332";"9.1";"554";"0.461";"0.329";"595";"2631";"0.774"
"2025-02-25 13:37:04.977";"2025-02-25";"13:37:04";"F";"14";"1400";"1899";"90";"0.263";"9.9";"547";"0.369";"0.385";"595";"2631";"0.774"
"2025-02-25 13:37:34.965";"2025-02-25";"13:37:34";"F";"15";"1410";"1773";"125";"0.205";"10.8";"536";"0.293";"0.484";"595";"2631";"0.774"
"2025-02-25 13:38:04.954";"2025-02-25";"13:38:04";"F";"16";"1407";"1638";"190";"0.141";"11.3";"523";"0.207";"0.606";"595";"2631";"0.774"
