"2025-03-21";"11:17:12";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1014B) ";""
"2025-03-21 07:42:06.289";"2025-03-21";"07:42:06";"SLCS";"";"Light Curve start ";"h307"
"2025-03-21 07:42:06.289";"2025-03-21";"07:42:06";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 6.952 )   (Platt et al. 1980) ";""
"2025-03-21 07:42:06.289";"2025-03-21";"07:42:06";"REG2";"";"#1: alpha: 0.210, ETRm: 7.464, Ik: 35.624   (Jassby and Platt 1976) ";""
"2025-03-21 07:42:07.673";"2025-03-21";"07:42:07";"FO";"1";"229";"642";"0";"0.643";"0.0";"-";"-";"-";"229";"642";"0.643"
"2025-03-21 07:42:37.661";"2025-03-21";"07:42:37";"F";"2";"259";"459";"25";"0.436";"4.6";"200";"0.772";"0.399";"229";"642";"0.643"
"2025-03-21 07:43:07.650";"2025-03-21";"07:43:07";"F";"3";"264";"398";"45";"0.337";"6.4";"188";"0.638";"0.613";"229";"642";"0.643"
"2025-03-21 07:43:37.648";"2025-03-21";"07:43:37";"F";"4";"271";"362";"65";"0.251";"6.9";"179";"0.497";"0.773";"229";"642";"0.643"
"2025-03-21 07:44:07.630";"2025-03-21";"07:44:07";"F";"5";"275";"339";"90";"0.189";"7.1";"174";"0.388";"0.894";"229";"642";"0.643"
"2025-03-21 07:44:37.619";"2025-03-21";"07:44:37";"F";"6";"281";"328";"125";"0.143";"7.5";"171";"0.299";"0.957";"229";"642";"0.643"
"2025-03-21 07:45:07.614";"2025-03-21";"07:45:07";"F";"7";"288";"317";"190";"0.091";"7.3";"168";"0.195";"1.025";"229";"642";"0.643"
"2025-03-21 07:45:37.597";"2025-03-21";"07:45:37";"F";"8";"292";"310";"285";"0.058";"6.9";"166";"0.125";"1.071";"229";"642";"0.643"
"2025-03-21 07:46:07.588";"2025-03-21";"07:46:07";"F";"9";"295";"310";"420";"0.048";"8.5";"166";"0.104";"1.071";"229";"642";"0.643"
"2025-03-21 07:46:11.152";"2025-03-21";"07:46:11";"SLCE";"";"Light Curve end ";""
"2025-03-21 07:46:50.653";"2025-03-21";"07:46:50";"SLCS";"";"Light Curve start ";"u307"
"2025-03-21 07:46:50.653";"2025-03-21";"07:46:50";"REG1";"";"#1: alpha: 0.178, ETRm: 6.927, Ik: 39.003   ( beta: 0.002, ETRmPot: 7.372 )   (Platt et al. 1980) ";""
"2025-03-21 07:46:50.653";"2025-03-21";"07:46:50";"REG2";"";"#1: alpha: 0.137, ETRm: 6.758, Ik: 49.313   (Jassby and Platt 1976) ";""
"2025-03-21 07:46:52.052";"2025-03-21";"07:46:52";"FO";"10";"855";"2758";"0";"0.690";"0.0";"-";"-";"-";"855";"2758";"0.690"
"2025-03-21 07:47:22.039";"2025-03-21";"07:47:22";"F";"11";"1308";"1988";"25";"0.342";"3.6";"763";"0.555";"0.387";"855";"2758";"0.690"
"2025-03-21 07:47:52.050";"2025-03-21";"07:47:52";"F";"12";"1454";"1936";"45";"0.249";"4.7";"756";"0.408";"0.425";"855";"2758";"0.690"
"2025-03-21 07:48:22.032";"2025-03-21";"07:48:22";"F";"13";"1574";"1983";"65";"0.206";"5.6";"763";"0.335";"0.391";"855";"2758";"0.690"
"2025-03-21 07:48:52.022";"2025-03-21";"07:48:52";"F";"14";"1694";"2034";"90";"0.167";"6.3";"770";"0.269";"0.356";"855";"2758";"0.690"
"2025-03-21 07:49:22.011";"2025-03-21";"07:49:22";"F";"15";"1780";"2043";"125";"0.129";"6.8";"771";"0.207";"0.350";"855";"2758";"0.690"
"2025-03-21 07:49:52.005";"2025-03-21";"07:49:52";"F";"16";"1799";"1972";"190";"0.088";"7.0";"761";"0.143";"0.399";"855";"2758";"0.690"
"2025-03-21 07:50:21.994";"2025-03-21";"07:50:21";"F";"17";"1720";"1825";"285";"0.058";"6.9";"738";"0.097";"0.511";"855";"2758";"0.690"
"2025-03-21 07:50:51.985";"2025-03-21";"07:50:51";"F";"18";"1583";"1644";"420";"0.037";"6.5";"707";"0.065";"0.678";"855";"2758";"0.690"
"2025-03-21 07:50:55.742";"2025-03-21";"07:50:55";"SLCE";"";"Light Curve end ";""
"2025-03-21 07:51:23.664";"2025-03-21";"07:51:23";"SLCS";"";"Light Curve start ";"h308"
"2025-03-21 07:51:23.664";"2025-03-21";"07:51:23";"REG1";"";"#1: alpha: 0.260, ETRm: 8.448, Ik: 32.502   ( beta: 0.003, ETRmPot: 8.936 )   (Platt et al. 1980) ";""
"2025-03-21 07:51:23.664";"2025-03-21";"07:51:23";"REG2";"";"#1: alpha: 0.197, ETRm: 8.243, Ik: 41.791   (Jassby and Platt 1976) ";""
"2025-03-21 07:51:25.062";"2025-03-21";"07:51:25";"FO";"19";"202";"544";"0";"0.629";"0.0";"-";"-";"-";"202";"544";"0.629"
"2025-03-21 07:51:55.051";"2025-03-21";"07:51:55";"F";"20";"234";"394";"25";"0.406";"4.3";"177";"0.737";"0.381";"202";"544";"0.629"
"2025-03-21 07:52:25.043";"2025-03-21";"07:52:25";"F";"21";"241";"367";"45";"0.343";"6.5";"171";"0.643";"0.482";"202";"544";"0.629"
"2025-03-21 07:52:55.026";"2025-03-21";"07:52:55";"F";"22";"246";"345";"65";"0.287";"7.8";"166";"0.553";"0.577";"202";"544";"0.629"
"2025-03-21 07:53:25.017";"2025-03-21";"07:53:25";"F";"23";"252";"319";"90";"0.210";"7.9";"160";"0.421";"0.705";"202";"544";"0.629"
"2025-03-21 07:53:55.010";"2025-03-21";"07:53:55";"F";"24";"256";"305";"125";"0.161";"8.5";"156";"0.329";"0.784";"202";"544";"0.629"
"2025-03-21 07:54:25.001";"2025-03-21";"07:54:25";"F";"25";"264";"295";"190";"0.105";"8.4";"154";"0.220";"0.844";"202";"544";"0.629"
"2025-03-21 07:54:54.982";"2025-03-21";"07:54:54";"F";"26";"270";"289";"285";"0.066";"7.9";"152";"0.139";"0.882";"202";"544";"0.629"
"2025-03-21 07:55:24.977";"2025-03-21";"07:55:24";"F";"27";"272";"285";"420";"0.046";"8.1";"151";"0.097";"0.909";"202";"544";"0.629"
"2025-03-21 07:55:28.525";"2025-03-21";"07:55:28";"SLCE";"";"Light Curve end ";""
"2025-03-21 07:55:54.591";"2025-03-21";"07:55:54";"SLCS";"";"Light Curve start ";"u308"
"2025-03-21 07:55:54.591";"2025-03-21";"07:55:54";"REG1";"";"#1: alpha: 0.224, ETRm: 9.663, Ik: 43.189   ( beta: 0.004, ETRmPot: 10.561 )   (Platt et al. 1980) ";""
"2025-03-21 07:55:54.591";"2025-03-21";"07:55:54";"REG2";"";"#1: alpha: 0.175, ETRm: 9.393, Ik: 53.644   (Jassby and Platt 1976) ";""
"2025-03-21 07:55:55.989";"2025-03-21";"07:55:55";"FO";"28";"546";"2398";"0";"0.772";"0.0";"-";"-";"-";"546";"2398";"0.772"
"2025-03-21 07:56:25.987";"2025-03-21";"07:56:25";"F";"29";"963";"1702";"25";"0.434";"4.6";"499";"0.614";"0.409";"546";"2398";"0.772"
"2025-03-21 07:56:55.970";"2025-03-21";"07:56:55";"F";"30";"1108";"1649";"45";"0.328";"6.2";"495";"0.469";"0.454";"546";"2398";"0.772"
