"2025-02-17";"17:49:19";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1014B) ";""
"2025-02-17 14:02:20.559";"2025-02-17";"14:02:20";"SLCS";"";"Light Curve start ";"h125"
"2025-02-17 14:02:20.559";"2025-02-17";"14:02:20";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 8.170 )   (Platt et al. 1980) ";""
"2025-02-17 14:02:20.559";"2025-02-17";"14:02:20";"REG2";"";"#1: alpha: 0.143, ETRm: 8.705, Ik: 61.064   (Jassby and Platt 1976) ";""
"2025-02-17 14:02:21.964";"2025-02-17";"14:02:21";"FO";"1";"165";"490";"0";"0.663";"0.0";"-";"-";"-";"165";"490";"0.663"
"2025-02-17 14:02:51.946";"2025-02-17";"14:02:51";"F";"2";"187";"365";"25";"0.488";"5.1";"148";"0.820";"0.342";"165";"490";"0.663"
"2025-02-17 14:03:21.935";"2025-02-17";"14:03:21";"F";"3";"195";"284";"45";"0.313";"5.9";"133";"0.589";"0.725";"165";"490";"0.663"
"2025-02-17 14:03:51.931";"2025-02-17";"14:03:51";"F";"4";"202";"258";"65";"0.217";"5.9";"127";"0.427";"0.899";"165";"490";"0.663"
"2025-02-17 14:04:21.915";"2025-02-17";"14:04:21";"F";"5";"205";"247";"90";"0.170";"6.4";"124";"0.341";"0.984";"165";"490";"0.663"
"2025-02-17 14:04:51.910";"2025-02-17";"14:04:51";"F";"6";"207";"246";"125";"0.159";"8.3";"124";"0.320";"0.992";"165";"490";"0.663"
"2025-02-17 14:05:21.892";"2025-02-17";"14:05:21";"F";"7";"211";"238";"190";"0.113";"9.0";"122";"0.233";"1.059";"165";"490";"0.663"
"2025-02-17 14:05:51.888";"2025-02-17";"14:05:51";"F";"8";"214";"233";"285";"0.082";"9.8";"120";"0.168";"1.103";"165";"490";"0.663"
"2025-02-17 14:06:21.876";"2025-02-17";"14:06:21";"F";"9";"218";"229";"420";"0.048";"8.5";"119";"0.100";"1.140";"165";"490";"0.663"
"2025-02-17 14:06:25.079";"2025-02-17";"14:06:25";"SLCE";"";"Light Curve end ";""
"2025-02-17 14:07:40.279";"2025-02-17";"14:07:40";"SLCS";"";"Light Curve start ";"u125"
"2025-02-17 14:07:40.279";"2025-02-17";"14:07:40";"REG1";"";"#1: alpha: 0.312, ETRm: 11.208, Ik: 35.874   ( beta: 0.013, ETRmPot: 13.411 )   (Platt et al. 1980) ";""
"2025-02-17 14:07:40.279";"2025-02-17";"14:07:40";"REG2";"";"#1: alpha: 0.264, ETRm: 10.394, Ik: 39.387   (Jassby and Platt 1976) ";""
"2025-02-17 14:07:41.668";"2025-02-17";"14:07:41";"FO";"10";"330";"1705";"0";"0.806";"0.0";"-";"-";"-";"330";"1705";"0.806"
"2025-02-17 14:08:11.678";"2025-02-17";"14:08:11";"F";"11";"723";"1556";"25";"0.535";"5.6";"324";"0.676";"0.096";"330";"1705";"0.806"
