"2023-03-23";"11:37:27";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2023-03-23 07:55:01.865";"2023-03-23";"07:55:01";"SLCS";"";"Light Curve start ";"hm125"
"2023-03-23 07:55:01.865";"2023-03-23";"07:55:01";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 9.993 )   (Platt et al. 1980) ";""
"2023-03-23 07:55:01.865";"2023-03-23";"07:55:01";"REG2";"";"#1: alpha: 0.240, ETRm: 11.163, Ik: 46.472   (Jassby and Platt 1976) ";""
"2023-03-23 07:55:03.622";"2023-03-23";"07:55:03";"FO";"1";"110";"252";"0";"0.563";"0.0";"-";"-";"110";"252";"0.563"
"2023-03-23 07:55:33.916";"2023-03-23";"07:55:33";"F";"2";"124";"221";"45";"0.439";"8.3";"104";"0.140";"110";"252";"0.563"
"2023-03-23 07:56:04.213";"2023-03-23";"07:56:04";"F";"3";"120";"191";"66";"0.372";"10.3";"97";"0.319";"110";"252";"0.563"
"2023-03-23 07:56:34.514";"2023-03-23";"07:56:34";"F";"4";"122";"168";"90";"0.274";"10.4";"90";"0.500";"110";"252";"0.563"
"2023-03-23 07:57:04.806";"2023-03-23";"07:57:04";"F";"5";"126";"157";"125";"0.197";"10.3";"87";"0.605";"110";"252";"0.563"
"2023-03-23 07:57:35.102";"2023-03-23";"07:57:35";"F";"6";"127";"146";"190";"0.130";"10.4";"84";"0.726";"110";"252";"0.563"
"2023-03-23 07:58:05.400";"2023-03-23";"07:58:05";"F";"7";"129";"143";"285";"0.098";"11.7";"83";"0.762";"110";"252";"0.563"
"2023-03-23 07:58:35.690";"2023-03-23";"07:58:35";"F";"8";"131";"139";"420";"0.058";"10.2";"81";"0.813";"110";"252";"0.563"
"2023-03-23 07:59:05.993";"2023-03-23";"07:59:05";"F";"9";"134";"141";"625";"0.050";"13.1";"82";"0.787";"110";"252";"0.563"
"2023-03-23 07:59:08.627";"2023-03-23";"07:59:08";"SLCE";"";"Light Curve end ";""
"2023-03-23 07:59:24.591";"2023-03-23";"07:59:24";"SLCS";"";"Light Curve start ";"hm126"
"2023-03-23 07:59:24.591";"2023-03-23";"07:59:24";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 8.474 )   (Platt et al. 1980) ";""
"2023-03-23 07:59:24.591";"2023-03-23";"07:59:24";"REG2";"";"#1: alpha: 0.237, ETRm: 10.250, Ik: 43.157   (Jassby and Platt 1976) ";""
"2023-03-23 07:59:26.290";"2023-03-23";"07:59:26";"FO";"10";"91";"237";"0";"0.616";"0.0";"-";"-";"91";"237";"0.616"
"2023-03-23 07:59:56.587";"2023-03-23";"07:59:56";"F";"11";"102";"187";"45";"0.455";"8.6";"83";"0.267";"91";"237";"0.616"
"2023-03-23 08:00:26.875";"2023-03-23";"08:00:26";"F";"12";"106";"156";"66";"0.321";"8.9";"76";"0.519";"91";"237";"0.616"
"2023-03-23 08:00:57.174";"2023-03-23";"08:00:57";"F";"13";"106";"139";"90";"0.237";"9.0";"72";"0.705";"91";"237";"0.616"
"2023-03-23 08:01:27.467";"2023-03-23";"08:01:27";"F";"14";"107";"131";"125";"0.183";"9.6";"69";"0.809";"91";"237";"0.616"
"2023-03-23 08:01:57.765";"2023-03-23";"08:01:57";"F";"15";"110";"125";"190";"0.120";"9.6";"68";"0.896";"91";"237";"0.616"
"2023-03-23 08:02:28.061";"2023-03-23";"08:02:28";"F";"16";"113";"123";"285";"0.081";"9.7";"67";"0.927";"91";"237";"0.616"
"2023-03-23 08:02:58.359";"2023-03-23";"08:02:58";"F";"17";"113";"120";"420";"0.058";"10.2";"66";"0.975";"91";"237";"0.616"
"2023-03-23 08:03:28.652";"2023-03-23";"08:03:28";"F";"18";"116";"122";"625";"0.049";"12.9";"67";"0.943";"91";"237";"0.616"
"2023-03-23 08:03:31.065";"2023-03-23";"08:03:31";"SLCE";"";"Light Curve end ";""
"2023-03-23 08:03:44.627";"2023-03-23";"08:03:44";"SLCS";"";"Light Curve start ";"hm127"
"2023-03-23 08:03:44.627";"2023-03-23";"08:03:44";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.010, ETRmPot: 8.821 )   (Platt et al. 1980) ";""
"2023-03-23 08:03:44.627";"2023-03-23";"08:03:44";"REG2";"";"#1: alpha: 0.174, ETRm: 13.424, Ik: 77.343   (Jassby and Platt 1976) ";""
"2023-03-23 08:03:46.353";"2023-03-23";"08:03:46";"FO";"19";"115";"313";"0";"0.633";"0.0";"-";"-";"115";"313";"0.633"
"2023-03-23 08:04:16.650";"2023-03-23";"08:04:16";"F";"20";"135";"252";"45";"0.464";"8.8";"106";"0.242";"115";"313";"0.633"
"2023-03-23 08:04:46.942";"2023-03-23";"08:04:46";"F";"21";"135";"206";"66";"0.345";"9.6";"97";"0.519";"115";"313";"0.633"
"2023-03-23 08:05:17.239";"2023-03-23";"08:05:17";"F";"22";"132";"183";"90";"0.279";"10.5";"91";"0.710";"115";"313";"0.633"
"2023-03-23 08:05:47.539";"2023-03-23";"08:05:47";"F";"23";"135";"167";"125";"0.192";"10.1";"87";"0.874";"115";"313";"0.633"
"2023-03-23 08:06:17.827";"2023-03-23";"08:06:17";"F";"24";"135";"158";"190";"0.146";"11.7";"85";"0.981";"115";"313";"0.633"
"2023-03-23 08:06:48.128";"2023-03-23";"08:06:48";"F";"25";"139";"154";"285";"0.097";"11.6";"83";"1.032";"115";"313";"0.633"
"2023-03-23 08:07:18.424";"2023-03-23";"08:07:18";"F";"26";"141";"152";"420";"0.072";"12.7";"83";"1.059";"115";"313";"0.633"
"2023-03-23 08:07:48.714";"2023-03-23";"08:07:48";"F";"27";"141";"152";"625";"0.072";"18.9";"83";"1.059";"115";"313";"0.633"
"2023-03-23 08:07:51.267";"2023-03-23";"08:07:51";"SLCE";"";"Light Curve end ";""
"2023-03-23 08:08:10.427";"2023-03-23";"08:08:10";"SLCS";"";"Light Curve start ";"hm128"
"2023-03-23 08:08:10.427";"2023-03-23";"08:08:10";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.008, ETRmPot: 6.029 )   (Platt et al. 1980) ";""
