"2023-03-20";"12:06:32";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2023-03-20 07:58:27.622";"2023-03-20";"07:58:27";"SLCS";"";"Light Curve start ";"hm101"
"2023-03-20 07:58:27.622";"2023-03-20";"07:58:27";"REG1";"";"#1: alpha: 0.423, ETRm: 19.670, Ik: 46.522   ( beta: 0.002, ETRmPot: 20.313 )   (Platt et al. 1980) ";""
"2023-03-20 07:58:27.622";"2023-03-20";"07:58:27";"REG2";"";"#1: alpha: 0.305, ETRm: 19.431, Ik: 63.720   (Jassby and Platt 1976) ";""
"2023-03-20 07:58:29.363";"2023-03-20";"07:58:29";"FO";"1";"107";"291";"0";"0.632";"0.0";"-";"-";"107";"291";"0.632"
"2023-03-20 07:58:59.663";"2023-03-20";"07:58:59";"F";"2";"117";"284";"45";"0.588";"11.1";"106";"0.025";"107";"291";"0.632"
"2023-03-20 07:59:29.961";"2023-03-20";"07:59:29";"F";"3";"117";"264";"66";"0.557";"15.4";"103";"0.102";"107";"291";"0.632"
"2023-03-20 08:00:00.253";"2023-03-20";"08:00:00";"F";"4";"118";"220";"90";"0.464";"17.5";"96";"0.323";"107";"291";"0.632"
"2023-03-20 08:00:30.552";"2023-03-20";"08:00:30";"F";"5";"120";"189";"125";"0.365";"19.2";"89";"0.540";"107";"291";"0.632"
"2023-03-20 08:01:00.847";"2023-03-20";"08:01:00";"F";"6";"123";"166";"190";"0.259";"20.7";"84";"0.753";"107";"291";"0.632"
"2023-03-20 08:01:31.137";"2023-03-20";"08:01:31";"F";"7";"128";"151";"285";"0.152";"18.2";"80";"0.927";"107";"291";"0.632"
"2023-03-20 08:02:01.441";"2023-03-20";"08:02:01";"F";"8";"131";"146";"420";"0.103";"18.2";"78";"0.993";"107";"291";"0.632"
"2023-03-20 08:02:31.735";"2023-03-20";"08:02:31";"F";"9";"133";"144";"625";"0.076";"20.0";"78";"1.021";"107";"291";"0.632"
"2023-03-20 08:02:34.500";"2023-03-20";"08:02:34";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:03:40.841";"2023-03-20";"08:03:40";"SLCS";"";"Light Curve start ";"hm102"
"2023-03-20 08:03:40.841";"2023-03-20";"08:03:40";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.008, ETRmPot: 18.010 )   (Platt et al. 1980) ";""
"2023-03-20 08:03:40.841";"2023-03-20";"08:03:40";"REG2";"";"#1: alpha: 0.234, ETRm: 21.431, Ik: 91.397   (Jassby and Platt 1976) ";""
"2023-03-20 08:03:42.525";"2023-03-20";"08:03:42";"FO";"10";"115";"331";"0";"0.653";"0.0";"-";"-";"115";"331";"0.653"
"2023-03-20 08:04:12.820";"2023-03-20";"08:04:12";"F";"11";"130";"324";"45";"0.599";"11.3";"114";"0.022";"115";"331";"0.653"
"2023-03-20 08:04:43.112";"2023-03-20";"08:04:43";"F";"12";"136";"278";"66";"0.511";"14.2";"108";"0.191";"115";"331";"0.653"
"2023-03-20 08:05:13.417";"2023-03-20";"08:05:13";"F";"13";"137";"235";"90";"0.417";"15.8";"101";"0.409";"115";"331";"0.653"
"2023-03-20 08:05:43.709";"2023-03-20";"08:05:43";"F";"14";"142";"209";"125";"0.321";"16.9";"96";"0.584";"115";"331";"0.653"
"2023-03-20 08:06:14.007";"2023-03-20";"08:06:14";"F";"15";"148";"193";"190";"0.233";"18.6";"92";"0.715";"115";"331";"0.653"
"2023-03-20 08:06:44.304";"2023-03-20";"08:06:44";"F";"16";"150";"184";"285";"0.185";"22.1";"90";"0.799";"115";"331";"0.653"
"2023-03-20 08:07:14.599";"2023-03-20";"08:07:14";"F";"17";"156";"177";"420";"0.119";"21.0";"88";"0.870";"115";"331";"0.653"
"2023-03-20 08:07:44.896";"2023-03-20";"08:07:44";"F";"18";"160";"176";"625";"0.091";"23.9";"88";"0.881";"115";"331";"0.653"
"2023-03-20 08:07:47.819";"2023-03-20";"08:07:47";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:08:03.461";"2023-03-20";"08:08:03";"SLCS";"";"Light Curve start ";"hm103"
"2023-03-20 08:08:03.461";"2023-03-20";"08:08:03";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 16.194 )   (Platt et al. 1980) ";""
"2023-03-20 08:08:03.461";"2023-03-20";"08:08:03";"REG2";"";"#1: alpha: 0.261, ETRm: 18.737, Ik: 71.801   (Jassby and Platt 1976) ";""
"2023-03-20 08:08:05.186";"2023-03-20";"08:08:05";"FO";"19";"88";"280";"0";"0.686";"0.0";"-";"-";"88";"280";"0.686"
"2023-03-20 08:08:35.482";"2023-03-20";"08:08:35";"F";"20";"105";"244";"45";"0.570";"10.8";"84";"0.148";"88";"280";"0.686"
"2023-03-20 08:09:05.782";"2023-03-20";"08:09:05";"F";"21";"104";"203";"66";"0.488";"13.5";"79";"0.379";"88";"280";"0.686"
"2023-03-20 08:09:36.075";"2023-03-20";"08:09:36";"F";"22";"102";"177";"90";"0.424";"16.0";"74";"0.582";"88";"280";"0.686"
"2023-03-20 08:10:06.373";"2023-03-20";"08:10:06";"F";"23";"105";"155";"125";"0.323";"17.0";"70";"0.806";"88";"280";"0.686"
"2023-03-20 08:10:36.671";"2023-03-20";"08:10:36";"F";"24";"107";"138";"190";"0.225";"18.0";"66";"1.029";"88";"280";"0.686"
"2023-03-20 08:11:06.963";"2023-03-20";"08:11:06";"F";"25";"112";"132";"285";"0.152";"18.2";"65";"1.121";"88";"280";"0.686"
"2023-03-20 08:11:37.259";"2023-03-20";"08:11:37";"F";"26";"115";"127";"420";"0.094";"16.6";"64";"1.205";"88";"280";"0.686"
"2023-03-20 08:12:07.554";"2023-03-20";"08:12:07";"F";"27";"118";"129";"625";"0.085";"22.3";"64";"1.171";"88";"280";"0.686"
"2023-03-20 08:12:10.462";"2023-03-20";"08:12:10";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:13:25.295";"2023-03-20";"08:13:25";"SLCS";"";"Light Curve start ";"hm104"
"2023-03-20 08:13:25.295";"2023-03-20";"08:13:25";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 14.014 )   (Platt et al. 1980) ";""
"2023-03-20 08:13:25.295";"2023-03-20";"08:13:25";"REG2";"";"#1: alpha: 0.303, ETRm: 18.270, Ik: 60.335   (Jassby and Platt 1976) ";""
"2023-03-20 08:13:27.046";"2023-03-20";"08:13:27";"FO";"28";"83";"260";"0";"0.681";"0.0";"-";"-";"83";"260";"0.681"
"2023-03-20 08:13:57.340";"2023-03-20";"08:13:57";"F";"29";"86";"238";"45";"0.639";"12.1";"81";"0.092";"83";"260";"0.681"
"2023-03-20 08:14:27.639";"2023-03-20";"08:14:27";"F";"30";"93";"195";"66";"0.523";"14.5";"75";"0.333";"83";"260";"0.681"
"2023-03-20 08:14:57.932";"2023-03-20";"08:14:57";"F";"31";"90";"160";"90";"0.438";"16.6";"69";"0.625";"83";"260";"0.681"
"2023-03-20 08:15:28.228";"2023-03-20";"08:15:28";"F";"32";"96";"139";"125";"0.309";"16.2";"65";"0.871";"83";"260";"0.681"
"2023-03-20 08:15:58.521";"2023-03-20";"08:15:58";"F";"33";"99";"125";"190";"0.208";"16.6";"62";"1.080";"83";"260";"0.681"
"2023-03-20 08:16:28.817";"2023-03-20";"08:16:28";"F";"34";"103";"119";"285";"0.134";"16.0";"60";"1.185";"83";"260";"0.681"
"2023-03-20 08:16:59.116";"2023-03-20";"08:16:59";"F";"35";"105";"116";"420";"0.095";"16.8";"59";"1.241";"83";"260";"0.681"
"2023-03-20 08:17:29.412";"2023-03-20";"08:17:29";"F";"36";"106";"117";"625";"0.094";"24.7";"60";"1.222";"83";"260";"0.681"
"2023-03-20 08:17:31.925";"2023-03-20";"08:17:31";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:19:05.745";"2023-03-20";"08:19:05";"SLCS";"";"Light Curve start ";"ul101"
"2023-03-20 08:19:05.745";"2023-03-20";"08:19:05";"REG1";"";"#1: alpha: 0.286, ETRm: 29.418, Ik: 102.931   ( beta: 0.057, ETRmPot: 50.515 )   (Platt et al. 1980) ";""
"2023-03-20 08:19:05.745";"2023-03-20";"08:19:05";"REG2";"";"#1: alpha: 0.250, ETRm: 27.608, Ik: 110.629   (Jassby and Platt 1976) ";""
"2023-03-20 08:19:07.492";"2023-03-20";"08:19:07";"FO";"37";"140";"699";"0";"0.800";"0.0";"-";"-";"140";"699";"0.800"
"2023-03-20 08:19:37.795";"2023-03-20";"08:19:37";"F";"38";"257";"593";"45";"0.567";"10.7";"135";"0.179";"140";"699";"0.800"
"2023-03-20 08:20:08.095";"2023-03-20";"08:20:08";"F";"39";"274";"554";"66";"0.505";"14.0";"133";"0.262";"140";"699";"0.800"
"2023-03-20 08:20:38.387";"2023-03-20";"08:20:38";"F";"40";"275";"530";"90";"0.481";"18.2";"132";"0.319";"140";"699";"0.800"
"2023-03-20 08:21:08.686";"2023-03-20";"08:21:08";"F";"41";"290";"508";"125";"0.429";"22.5";"130";"0.376";"140";"699";"0.800"
"2023-03-20 08:21:38.973";"2023-03-20";"08:21:38";"F";"42";"320";"486";"190";"0.342";"27.3";"129";"0.438";"140";"699";"0.800"
"2023-03-20 08:22:09.275";"2023-03-20";"08:22:09";"F";"43";"351";"465";"285";"0.245";"29.3";"127";"0.503";"140";"699";"0.800"
"2023-03-20 08:22:39.569";"2023-03-20";"08:22:39";"F";"44";"376";"447";"420";"0.159";"28.0";"126";"0.564";"140";"699";"0.800"
"2023-03-20 08:23:09.864";"2023-03-20";"08:23:09";"F";"45";"392";"432";"625";"0.093";"24.4";"125";"0.618";"140";"699";"0.800"
"2023-03-20 08:23:12.708";"2023-03-20";"08:23:12";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:24:14.441";"2023-03-20";"08:24:14";"SLCS";"";"Light Curve start ";"ul102"
"2023-03-20 08:24:14.441";"2023-03-20";"08:24:14";"REG1";"";"#1: alpha: 0.298, ETRm: 43.839, Ik: 147.342   ( beta: 0.081, ETRmPot: 84.924 )   (Platt et al. 1980) ";""
"2023-03-20 08:24:14.441";"2023-03-20";"08:24:14";"REG2";"";"#1: alpha: 0.257, ETRm: 42.972, Ik: 166.995   (Jassby and Platt 1976) ";""
"2023-03-20 08:24:16.156";"2023-03-20";"08:24:16";"FO";"46";"108";"421";"0";"0.743";"0.0";"-";"-";"108";"421";"0.743"
"2023-03-20 08:24:46.448";"2023-03-20";"08:24:46";"F";"47";"141";"375";"45";"0.624";"11.8";"105";"0.123";"108";"421";"0.743"
"2023-03-20 08:25:16.743";"2023-03-20";"08:25:16";"F";"48";"151";"361";"66";"0.582";"16.1";"104";"0.166";"108";"421";"0.743"
"2023-03-20 08:25:47.048";"2023-03-20";"08:25:47";"F";"49";"157";"355";"90";"0.558";"21.1";"103";"0.186";"108";"421";"0.743"
"2023-03-20 08:26:17.342";"2023-03-20";"08:26:17";"F";"50";"167";"346";"125";"0.517";"27.1";"102";"0.217";"108";"421";"0.743"
"2023-03-20 08:26:47.634";"2023-03-20";"08:26:47";"F";"51";"188";"331";"190";"0.432";"34.5";"101";"0.272";"108";"421";"0.743"
"2023-03-20 08:27:17.932";"2023-03-20";"08:27:17";"F";"52";"213";"322";"285";"0.339";"40.6";"100";"0.307";"108";"421";"0.743"
"2023-03-20 08:27:48.229";"2023-03-20";"08:27:48";"F";"53";"238";"317";"420";"0.249";"43.9";"100";"0.328";"108";"421";"0.743"
"2023-03-20 08:28:18.527";"2023-03-20";"08:28:18";"F";"54";"262";"311";"625";"0.158";"41.5";"99";"0.354";"108";"421";"0.743"
"2023-03-20 08:28:21.546";"2023-03-20";"08:28:21";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:30:15.097";"2023-03-20";"08:30:15";"SLCS";"";"Light Curve start ";"ul103"
"2023-03-20 08:30:15.097";"2023-03-20";"08:30:15";"REG1";"";"#1: alpha: 0.296, ETRm: 39.865, Ik: 134.550   ( beta: 0.076, ETRmPot: 75.211 )   (Platt et al. 1980) ";""
"2023-03-20 08:30:15.097";"2023-03-20";"08:30:15";"REG2";"";"#1: alpha: 0.257, ETRm: 38.701, Ik: 150.679   (Jassby and Platt 1976) ";""
"2023-03-20 08:30:16.803";"2023-03-20";"08:30:16";"FO";"55";"147";"622";"0";"0.764";"0.0";"-";"-";"147";"622";"0.764"
"2023-03-20 08:30:47.099";"2023-03-20";"08:30:47";"F";"56";"219";"544";"45";"0.597";"11.3";"142";"0.143";"147";"622";"0.764"
"2023-03-20 08:31:17.399";"2023-03-20";"08:31:17";"F";"57";"224";"517";"66";"0.567";"15.7";"140";"0.203";"147";"622";"0.764"
"2023-03-20 08:31:47.699";"2023-03-20";"08:31:47";"F";"58";"227";"494";"90";"0.540";"20.4";"139";"0.259";"147";"622";"0.764"
"2023-03-20 08:32:17.992";"2023-03-20";"08:32:17";"F";"59";"239";"473";"125";"0.495";"26.0";"137";"0.315";"147";"622";"0.764"
"2023-03-20 08:32:48.284";"2023-03-20";"08:32:48";"F";"60";"265";"455";"190";"0.418";"33.4";"135";"0.367";"147";"622";"0.764"
"2023-03-20 08:33:18.586";"2023-03-20";"08:33:18";"F";"61";"299";"438";"285";"0.317";"37.9";"134";"0.420";"147";"622";"0.764"
"2023-03-20 08:33:48.881";"2023-03-20";"08:33:48";"F";"62";"332";"428";"420";"0.224";"39.5";"133";"0.453";"147";"622";"0.764"
"2023-03-20 08:34:19.175";"2023-03-20";"08:34:19";"F";"63";"362";"421";"625";"0.140";"36.8";"132";"0.477";"147";"622";"0.764"
"2023-03-20 08:34:22.249";"2023-03-20";"08:34:22";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:35:08.012";"2023-03-20";"08:35:08";"SLCS";"";"Light Curve start ";"ul104"
"2023-03-20 08:35:08.012";"2023-03-20";"08:35:08";"REG1";"";"#1: alpha: 0.273, ETRm: 26.681, Ik: 97.607   ( beta: 0.191, ETRmPot: 84.325 )   (Platt et al. 1980) ";""
"2023-03-20 08:35:08.012";"2023-03-20";"08:35:08";"REG2";"";"#1: alpha: 0.252, ETRm: 23.685, Ik: 93.916   (Jassby and Platt 1976) ";""
"2023-03-20 08:35:09.669";"2023-03-20";"08:35:09";"FO";"64";"152";"790";"0";"0.808";"0.0";"-";"-";"152";"790";"0.808"
"2023-03-20 08:35:39.960";"2023-03-20";"08:35:39";"F";"65";"304";"638";"45";"0.524";"9.9";"145";"0.238";"152";"790";"0.808"
"2023-03-20 08:36:10.257";"2023-03-20";"08:36:10";"F";"66";"326";"617";"66";"0.472";"13.1";"144";"0.280";"152";"790";"0.808"
"2023-03-20 08:36:40.550";"2023-03-20";"08:36:40";"F";"67";"317";"591";"90";"0.464";"17.5";"143";"0.337";"152";"790";"0.808"
"2023-03-20 08:37:10.849";"2023-03-20";"08:37:10";"F";"68";"326";"555";"125";"0.413";"21.7";"141";"0.423";"152";"790";"0.808"
"2023-03-20 08:37:41.142";"2023-03-20";"08:37:41";"F";"69";"357";"529";"190";"0.325";"25.9";"139";"0.493";"152";"790";"0.808"
"2023-03-20 08:38:11.443";"2023-03-20";"08:38:11";"F";"70";"394";"506";"285";"0.221";"26.5";"137";"0.561";"152";"790";"0.808"
"2023-03-20 08:38:41.741";"2023-03-20";"08:38:41";"F";"71";"419";"484";"420";"0.134";"23.6";"136";"0.632";"152";"790";"0.808"
"2023-03-20 08:39:12.030";"2023-03-20";"08:39:12";"F";"72";"433";"465";"625";"0.069";"18.1";"134";"0.699";"152";"790";"0.808"
"2023-03-20 08:39:14.873";"2023-03-20";"08:39:14";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:40:14.160";"2023-03-20";"08:40:14";"SLCS";"";"Light Curve start ";"hm105"
"2023-03-20 08:40:14.160";"2023-03-20";"08:40:14";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.013, ETRmPot: 13.672 )   (Platt et al. 1980) ";""
"2023-03-20 08:40:14.160";"2023-03-20";"08:40:14";"REG2";"";"#1: alpha: 0.238, ETRm: 19.238, Ik: 80.668   (Jassby and Platt 1976) ";""
"2023-03-20 08:40:15.829";"2023-03-20";"08:40:15";"FO";"73";"94";"258";"0";"0.636";"0.0";"-";"-";"94";"258";"0.636"
"2023-03-20 08:40:46.117";"2023-03-20";"08:40:46";"F";"74";"100";"221";"45";"0.548";"10.4";"89";"0.167";"94";"258";"0.636"
"2023-03-20 08:41:16.418";"2023-03-20";"08:41:16";"F";"75";"104";"200";"66";"0.480";"13.3";"85";"0.290";"94";"258";"0.636"
"2023-03-20 08:41:46.713";"2023-03-20";"08:41:46";"F";"76";"102";"174";"90";"0.414";"15.6";"80";"0.483";"94";"258";"0.636"
"2023-03-20 08:42:17.013";"2023-03-20";"08:42:17";"F";"77";"105";"154";"125";"0.318";"16.7";"75";"0.675";"94";"258";"0.636"
"2023-03-20 08:42:47.305";"2023-03-20";"08:42:47";"F";"78";"108";"136";"190";"0.206";"16.4";"71";"0.897";"94";"258";"0.636"
"2023-03-20 08:43:17.605";"2023-03-20";"08:43:17";"F";"79";"112";"131";"285";"0.145";"17.4";"69";"0.969";"94";"258";"0.636"
"2023-03-20 08:43:47.900";"2023-03-20";"08:43:47";"F";"80";"116";"128";"420";"0.094";"16.6";"69";"1.016";"94";"258";"0.636"
"2023-03-20 08:44:18.196";"2023-03-20";"08:44:18";"F";"81";"117";"130";"625";"0.100";"26.3";"69";"0.985";"94";"258";"0.636"
"2023-03-20 08:44:21.136";"2023-03-20";"08:44:21";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:44:50.048";"2023-03-20";"08:44:50";"SLCS";"";"Light Curve start ";"hm106"
"2023-03-20 08:44:50.048";"2023-03-20";"08:44:50";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 13.703 )   (Platt et al. 1980) ";""
"2023-03-20 08:44:50.048";"2023-03-20";"08:44:50";"REG2";"";"#1: alpha: 0.246, ETRm: 15.713, Ik: 63.971   (Jassby and Platt 1976) ";""
"2023-03-20 08:44:51.791";"2023-03-20";"08:44:51";"FO";"82";"84";"242";"0";"0.653";"0.0";"-";"-";"84";"242";"0.653"
"2023-03-20 08:45:22.081";"2023-03-20";"08:45:22";"F";"83";"89";"185";"45";"0.519";"9.8";"76";"0.308";"84";"242";"0.653"
"2023-03-20 08:45:52.377";"2023-03-20";"08:45:52";"F";"84";"92";"166";"66";"0.446";"12.4";"72";"0.458";"84";"242";"0.653"
"2023-03-20 08:46:22.674";"2023-03-20";"08:46:22";"F";"85";"91";"144";"90";"0.368";"13.9";"68";"0.681";"84";"242";"0.653"
"2023-03-20 08:46:52.968";"2023-03-20";"08:46:52";"F";"86";"96";"130";"125";"0.262";"13.8";"65";"0.862";"84";"242";"0.653"
"2023-03-20 08:47:23.268";"2023-03-20";"08:47:23";"F";"87";"96";"119";"190";"0.193";"15.4";"62";"1.034";"84";"242";"0.653"
"2023-03-20 08:47:53.561";"2023-03-20";"08:47:53";"F";"88";"100";"115";"285";"0.130";"15.6";"61";"1.104";"84";"242";"0.653"
"2023-03-20 08:48:23.840";"2023-03-20";"08:48:23";"F";"89";"103";"112";"420";"0.080";"14.1";"60";"1.161";"84";"242";"0.653"
"2023-03-20 08:48:54.158";"2023-03-20";"08:48:54";"F";"90";"105";"113";"625";"0.071";"18.6";"60";"1.142";"84";"242";"0.653"
"2023-03-20 08:48:56.765";"2023-03-20";"08:48:56";"SLCE";"";"Light Curve end ";""
"2023-03-20 08:49:34.588";"2023-03-20";"08:49:34";"SLCS";"";"Light Curve start ";"hm107"
"2023-03-20 08:49:34.588";"2023-03-20";"08:49:34";"REG1";"";"#1: alpha: 0.314, ETRm: 25.349, Ik: 80.754   ( beta: 0.016, ETRmPot: 30.951 )   (Platt et al. 1980) ";""
"2023-03-20 08:49:34.588";"2023-03-20";"08:49:34";"REG2";"";"#1: alpha: 0.264, ETRm: 24.163, Ik: 91.672   (Jassby and Platt 1976) ";""
"2023-03-20 08:49:36.345";"2023-03-20";"08:49:36";"FO";"91";"82";"261";"0";"0.686";"0.0";"-";"-";"82";"261";"0.686"
"2023-03-20 08:50:06.645";"2023-03-20";"08:50:06";"F";"92";"95";"228";"45";"0.583";"11.0";"78";"0.145";"82";"261";"0.686"
"2023-03-20 08:50:36.938";"2023-03-20";"08:50:36";"F";"93";"98";"218";"66";"0.550";"15.2";"77";"0.197";"82";"261";"0.686"
"2023-03-20 08:51:07.240";"2023-03-20";"08:51:07";"F";"94";"98";"191";"90";"0.487";"18.4";"74";"0.366";"82";"261";"0.686"
