#,Date-Time (HST),Temperature   (°C),Started,Host Connected,End of File,datetime,date,time
10100,03/17/2025 09:10:00,21.887,NA,NA,NA,2025-03-17T09:10:00Z,2025-03-17,09:10:00
10101,03/17/2025 09:20:00,21.823,NA,NA,NA,2025-03-17T09:20:00Z,2025-03-17,09:20:00
10102,03/17/2025 09:30:00,21.769,NA,NA,NA,2025-03-17T09:30:00Z,2025-03-17,09:30:00
10103,03/17/2025 09:40:00,21.737,NA,NA,NA,2025-03-17T09:40:00Z,2025-03-17,09:40:00
10104,03/17/2025 09:50:00,21.683,NA,NA,NA,2025-03-17T09:50:00Z,2025-03-17,09:50:00
10105,03/17/2025 10:00:00,21.619,NA,NA,NA,2025-03-17T10:00:00Z,2025-03-17,10:00:00
10106,03/17/2025 10:10:00,21.587,NA,NA,NA,2025-03-17T10:10:00Z,2025-03-17,10:10:00
10107,03/17/2025 10:20:00,21.619,NA,NA,NA,2025-03-17T10:20:00Z,2025-03-17,10:20:00
10108,03/17/2025 10:30:00,21.608,NA,NA,NA,2025-03-17T10:30:00Z,2025-03-17,10:30:00
10109,03/17/2025 10:40:00,21.608,NA,NA,NA,2025-03-17T10:40:00Z,2025-03-17,10:40:00
10110,03/17/2025 10:50:00,21.662,NA,NA,NA,2025-03-17T10:50:00Z,2025-03-17,10:50:00
10111,03/17/2025 11:00:00,21.673,NA,NA,NA,2025-03-17T11:00:00Z,2025-03-17,11:00:00
10112,03/17/2025 11:10:00,21.716,NA,NA,NA,2025-03-17T11:10:00Z,2025-03-17,11:10:00
10113,03/17/2025 11:20:00,21.716,NA,NA,NA,2025-03-17T11:20:00Z,2025-03-17,11:20:00
10114,03/17/2025 11:30:00,21.769,NA,NA,NA,2025-03-17T11:30:00Z,2025-03-17,11:30:00
10115,03/17/2025 11:40:00,21.909,NA,NA,NA,2025-03-17T11:40:00Z,2025-03-17,11:40:00
10116,03/17/2025 11:50:00,21.984,NA,NA,NA,2025-03-17T11:50:00Z,2025-03-17,11:50:00
10117,03/17/2025 12:00:00,22.08,NA,NA,NA,2025-03-17T12:00:00Z,2025-03-17,12:00:00
10118,03/17/2025 12:10:00,22.059,NA,NA,NA,2025-03-17T12:10:00Z,2025-03-17,12:10:00
10119,03/17/2025 12:20:00,22.123,NA,NA,NA,2025-03-17T12:20:00Z,2025-03-17,12:20:00
10120,03/17/2025 12:30:00,22.134,NA,NA,NA,2025-03-17T12:30:00Z,2025-03-17,12:30:00
10121,03/17/2025 12:40:00,22.187,NA,NA,NA,2025-03-17T12:40:00Z,2025-03-17,12:40:00
10122,03/17/2025 12:50:00,22.166,NA,NA,NA,2025-03-17T12:50:00Z,2025-03-17,12:50:00
10123,03/17/2025 13:00:00,22.145,NA,NA,NA,2025-03-17T13:00:00Z,2025-03-17,13:00:00
10124,03/17/2025 13:10:00,22.23,NA,NA,NA,2025-03-17T13:10:00Z,2025-03-17,13:10:00
10125,03/17/2025 13:20:00,22.348,NA,NA,NA,2025-03-17T13:20:00Z,2025-03-17,13:20:00
10126,03/17/2025 13:30:00,22.338,NA,NA,NA,2025-03-17T13:30:00Z,2025-03-17,13:30:00
10127,03/17/2025 13:40:00,22.391,NA,NA,NA,2025-03-17T13:40:00Z,2025-03-17,13:40:00
10128,03/17/2025 13:50:00,22.434,NA,NA,NA,2025-03-17T13:50:00Z,2025-03-17,13:50:00
10129,03/17/2025 14:00:00,22.316,NA,NA,NA,2025-03-17T14:00:00Z,2025-03-17,14:00:00
10130,03/17/2025 14:10:00,22.273,NA,NA,NA,2025-03-17T14:10:00Z,2025-03-17,14:10:00
10131,03/17/2025 14:20:00,22.284,NA,NA,NA,2025-03-17T14:20:00Z,2025-03-17,14:20:00
10132,03/17/2025 14:30:00,22.263,NA,NA,NA,2025-03-17T14:30:00Z,2025-03-17,14:30:00
10133,03/17/2025 14:40:00,22.209,NA,NA,NA,2025-03-17T14:40:00Z,2025-03-17,14:40:00
10134,03/17/2025 14:50:00,22.145,NA,NA,NA,2025-03-17T14:50:00Z,2025-03-17,14:50:00
10135,03/17/2025 15:00:00,22.102,NA,NA,NA,2025-03-17T15:00:00Z,2025-03-17,15:00:00
10136,03/17/2025 15:10:00,22.102,NA,NA,NA,2025-03-17T15:10:00Z,2025-03-17,15:10:00
10137,03/17/2025 15:20:00,22.016,NA,NA,NA,2025-03-17T15:20:00Z,2025-03-17,15:20:00
10138,03/17/2025 15:30:00,21.984,NA,NA,NA,2025-03-17T15:30:00Z,2025-03-17,15:30:00
10139,03/17/2025 15:40:00,21.941,NA,NA,NA,2025-03-17T15:40:00Z,2025-03-17,15:40:00
10140,03/17/2025 15:50:00,21.962,NA,NA,NA,2025-03-17T15:50:00Z,2025-03-17,15:50:00
10141,03/17/2025 16:00:00,21.898,NA,NA,NA,2025-03-17T16:00:00Z,2025-03-17,16:00:00
10142,03/17/2025 16:10:00,21.866,NA,NA,NA,2025-03-17T16:10:00Z,2025-03-17,16:10:00
10143,03/17/2025 16:20:00,21.78,NA,NA,NA,2025-03-17T16:20:00Z,2025-03-17,16:20:00
10144,03/17/2025 16:30:00,21.791,NA,NA,NA,2025-03-17T16:30:00Z,2025-03-17,16:30:00
10145,03/17/2025 16:40:00,21.737,NA,NA,NA,2025-03-17T16:40:00Z,2025-03-17,16:40:00
10146,03/17/2025 16:50:00,21.716,NA,NA,NA,2025-03-17T16:50:00Z,2025-03-17,16:50:00
10147,03/17/2025 17:00:00,21.694,NA,NA,NA,2025-03-17T17:00:00Z,2025-03-17,17:00:00
10148,03/17/2025 17:10:00,21.64,NA,NA,NA,2025-03-17T17:10:00Z,2025-03-17,17:10:00
10149,03/17/2025 17:20:00,21.598,NA,NA,NA,2025-03-17T17:20:00Z,2025-03-17,17:20:00
10150,03/17/2025 17:30:00,21.555,NA,NA,NA,2025-03-17T17:30:00Z,2025-03-17,17:30:00
10151,03/17/2025 17:40:00,21.533,NA,NA,NA,2025-03-17T17:40:00Z,2025-03-17,17:40:00
10152,03/17/2025 17:50:00,21.48,NA,NA,NA,2025-03-17T17:50:00Z,2025-03-17,17:50:00
10153,03/17/2025 18:00:00,21.437,NA,NA,NA,2025-03-17T18:00:00Z,2025-03-17,18:00:00
10154,03/17/2025 18:10:00,22.209,NA,NA,NA,2025-03-17T18:10:00Z,2025-03-17,18:10:00
10155,03/17/2025 18:20:00,22.177,NA,NA,NA,2025-03-17T18:20:00Z,2025-03-17,18:20:00
10156,03/17/2025 18:30:00,22.069,NA,NA,NA,2025-03-17T18:30:00Z,2025-03-17,18:30:00
10157,03/17/2025 18:40:00,21.984,NA,NA,NA,2025-03-17T18:40:00Z,2025-03-17,18:40:00
10158,03/17/2025 18:50:00,21.887,NA,NA,NA,2025-03-17T18:50:00Z,2025-03-17,18:50:00
10159,03/17/2025 19:00:00,21.823,NA,NA,NA,2025-03-17T19:00:00Z,2025-03-17,19:00:00
10160,03/17/2025 19:10:00,21.726,NA,NA,NA,2025-03-17T19:10:00Z,2025-03-17,19:10:00
10161,03/17/2025 19:20:00,21.651,NA,NA,NA,2025-03-17T19:20:00Z,2025-03-17,19:20:00
10162,03/17/2025 19:30:00,21.544,NA,NA,NA,2025-03-17T19:30:00Z,2025-03-17,19:30:00
10163,03/17/2025 19:40:00,21.469,NA,NA,NA,2025-03-17T19:40:00Z,2025-03-17,19:40:00
10164,03/17/2025 19:50:00,21.415,NA,NA,NA,2025-03-17T19:50:00Z,2025-03-17,19:50:00
10165,03/17/2025 20:00:00,21.351,NA,NA,NA,2025-03-17T20:00:00Z,2025-03-17,20:00:00
10166,03/17/2025 20:10:00,21.265,NA,NA,NA,2025-03-17T20:10:00Z,2025-03-17,20:10:00
10167,03/17/2025 20:20:00,21.19,NA,NA,NA,2025-03-17T20:20:00Z,2025-03-17,20:20:00
10168,03/17/2025 20:30:00,21.136,NA,NA,NA,2025-03-17T20:30:00Z,2025-03-17,20:30:00
10169,03/17/2025 20:40:00,21.083,NA,NA,NA,2025-03-17T20:40:00Z,2025-03-17,20:40:00
10170,03/17/2025 20:50:00,20.976,NA,NA,NA,2025-03-17T20:50:00Z,2025-03-17,20:50:00
10171,03/17/2025 21:00:00,20.9,NA,NA,NA,2025-03-17T21:00:00Z,2025-03-17,21:00:00
10172,03/17/2025 21:10:00,20.847,NA,NA,NA,2025-03-17T21:10:00Z,2025-03-17,21:10:00
10173,03/17/2025 21:20:00,20.825,NA,NA,NA,2025-03-17T21:20:00Z,2025-03-17,21:20:00
10174,03/17/2025 21:30:00,20.74,NA,NA,NA,2025-03-17T21:30:00Z,2025-03-17,21:30:00
10175,03/17/2025 21:40:00,20.707,NA,NA,NA,2025-03-17T21:40:00Z,2025-03-17,21:40:00
10176,03/17/2025 21:50:00,20.632,NA,NA,NA,2025-03-17T21:50:00Z,2025-03-17,21:50:00
10177,03/17/2025 22:00:00,20.6,NA,NA,NA,2025-03-17T22:00:00Z,2025-03-17,22:00:00
10178,03/17/2025 22:10:00,20.557,NA,NA,NA,2025-03-17T22:10:00Z,2025-03-17,22:10:00
10179,03/17/2025 22:20:00,20.504,NA,NA,NA,2025-03-17T22:20:00Z,2025-03-17,22:20:00
10180,03/17/2025 22:30:00,20.461,NA,NA,NA,2025-03-17T22:30:00Z,2025-03-17,22:30:00
10181,03/17/2025 22:40:00,20.429,NA,NA,NA,2025-03-17T22:40:00Z,2025-03-17,22:40:00
10182,03/17/2025 22:50:00,20.386,NA,NA,NA,2025-03-17T22:50:00Z,2025-03-17,22:50:00
10183,03/17/2025 23:00:00,20.353,NA,NA,NA,2025-03-17T23:00:00Z,2025-03-17,23:00:00
10184,03/17/2025 23:10:00,20.321,NA,NA,NA,2025-03-17T23:10:00Z,2025-03-17,23:10:00
10185,03/17/2025 23:20:00,20.289,NA,NA,NA,2025-03-17T23:20:00Z,2025-03-17,23:20:00
10186,03/17/2025 23:30:00,20.235,NA,NA,NA,2025-03-17T23:30:00Z,2025-03-17,23:30:00
10187,03/17/2025 23:40:00,20.225,NA,NA,NA,2025-03-17T23:40:00Z,2025-03-17,23:40:00
10188,03/17/2025 23:50:00,20.182,NA,NA,NA,2025-03-17T23:50:00Z,2025-03-17,23:50:00
10189,03/18/2025 00:00:00,20.171,NA,NA,NA,2025-03-18T00:00:00Z,2025-03-18,00:00:00
10190,03/18/2025 00:10:00,20.118,NA,NA,NA,2025-03-18T00:10:00Z,2025-03-18,00:10:00
10191,03/18/2025 00:20:00,20.085,NA,NA,NA,2025-03-18T00:20:00Z,2025-03-18,00:20:00
10192,03/18/2025 00:30:00,20.064,NA,NA,NA,2025-03-18T00:30:00Z,2025-03-18,00:30:00
10193,03/18/2025 00:40:00,20.032,NA,NA,NA,2025-03-18T00:40:00Z,2025-03-18,00:40:00
10194,03/18/2025 00:50:00,20.01,NA,NA,NA,2025-03-18T00:50:00Z,2025-03-18,00:50:00
10195,03/18/2025 01:00:00,19.967,NA,NA,NA,2025-03-18T01:00:00Z,2025-03-18,01:00:00
10196,03/18/2025 01:10:00,19.935,NA,NA,NA,2025-03-18T01:10:00Z,2025-03-18,01:10:00
10197,03/18/2025 01:20:00,19.914,NA,NA,NA,2025-03-18T01:20:00Z,2025-03-18,01:20:00
10198,03/18/2025 01:30:00,19.882,NA,NA,NA,2025-03-18T01:30:00Z,2025-03-18,01:30:00
10199,03/18/2025 01:40:00,19.839,NA,NA,NA,2025-03-18T01:40:00Z,2025-03-18,01:40:00
10200,03/18/2025 01:50:00,19.806,NA,NA,NA,2025-03-18T01:50:00Z,2025-03-18,01:50:00
10201,03/18/2025 02:00:00,19.764,NA,NA,NA,2025-03-18T02:00:00Z,2025-03-18,02:00:00
10202,03/18/2025 02:10:00,19.742,NA,NA,NA,2025-03-18T02:10:00Z,2025-03-18,02:10:00
10203,03/18/2025 02:20:00,19.721,NA,NA,NA,2025-03-18T02:20:00Z,2025-03-18,02:20:00
10204,03/18/2025 02:30:00,19.689,NA,NA,NA,2025-03-18T02:30:00Z,2025-03-18,02:30:00
10205,03/18/2025 02:40:00,19.678,NA,NA,NA,2025-03-18T02:40:00Z,2025-03-18,02:40:00
10206,03/18/2025 02:50:00,19.624,NA,NA,NA,2025-03-18T02:50:00Z,2025-03-18,02:50:00
10207,03/18/2025 03:00:00,19.613,NA,NA,NA,2025-03-18T03:00:00Z,2025-03-18,03:00:00
10208,03/18/2025 03:10:00,19.581,NA,NA,NA,2025-03-18T03:10:00Z,2025-03-18,03:10:00
10209,03/18/2025 03:20:00,19.571,NA,NA,NA,2025-03-18T03:20:00Z,2025-03-18,03:20:00
10210,03/18/2025 03:30:00,19.538,NA,NA,NA,2025-03-18T03:30:00Z,2025-03-18,03:30:00
10211,03/18/2025 03:40:00,19.506,NA,NA,NA,2025-03-18T03:40:00Z,2025-03-18,03:40:00
10212,03/18/2025 03:50:00,19.474,NA,NA,NA,2025-03-18T03:50:00Z,2025-03-18,03:50:00
10213,03/18/2025 04:00:00,19.463,NA,NA,NA,2025-03-18T04:00:00Z,2025-03-18,04:00:00
10214,03/18/2025 04:10:00,19.453,NA,NA,NA,2025-03-18T04:10:00Z,2025-03-18,04:10:00
10215,03/18/2025 04:20:00,19.42,NA,NA,NA,2025-03-18T04:20:00Z,2025-03-18,04:20:00
10216,03/18/2025 04:30:00,19.41,NA,NA,NA,2025-03-18T04:30:00Z,2025-03-18,04:30:00
10217,03/18/2025 04:40:00,19.367,NA,NA,NA,2025-03-18T04:40:00Z,2025-03-18,04:40:00
10218,03/18/2025 04:50:00,19.356,NA,NA,NA,2025-03-18T04:50:00Z,2025-03-18,04:50:00
10219,03/18/2025 05:00:00,19.324,NA,NA,NA,2025-03-18T05:00:00Z,2025-03-18,05:00:00
10220,03/18/2025 05:10:00,19.302,NA,NA,NA,2025-03-18T05:10:00Z,2025-03-18,05:10:00
10221,03/18/2025 05:20:00,19.27,NA,NA,NA,2025-03-18T05:20:00Z,2025-03-18,05:20:00
10222,03/18/2025 05:30:00,19.281,NA,NA,NA,2025-03-18T05:30:00Z,2025-03-18,05:30:00
10223,03/18/2025 05:40:00,19.238,NA,NA,NA,2025-03-18T05:40:00Z,2025-03-18,05:40:00
10224,03/18/2025 05:50:00,19.227,NA,NA,NA,2025-03-18T05:50:00Z,2025-03-18,05:50:00
10225,03/18/2025 06:00:00,19.195,NA,NA,NA,2025-03-18T06:00:00Z,2025-03-18,06:00:00
10226,03/18/2025 06:10:00,19.174,NA,NA,NA,2025-03-18T06:10:00Z,2025-03-18,06:10:00
10227,03/18/2025 06:20:00,19.184,NA,NA,NA,2025-03-18T06:20:00Z,2025-03-18,06:20:00
10228,03/18/2025 06:30:00,19.914,NA,NA,NA,2025-03-18T06:30:00Z,2025-03-18,06:30:00
10229,03/18/2025 06:40:00,21.598,NA,NA,NA,2025-03-18T06:40:00Z,2025-03-18,06:40:00
10230,03/18/2025 06:50:00,21.469,NA,NA,NA,2025-03-18T06:50:00Z,2025-03-18,06:50:00
10231,03/18/2025 07:00:00,21.394,NA,NA,NA,2025-03-18T07:00:00Z,2025-03-18,07:00:00
10232,03/18/2025 07:10:00,21.319,NA,NA,NA,2025-03-18T07:10:00Z,2025-03-18,07:10:00
10233,03/18/2025 07:20:00,21.694,NA,NA,NA,2025-03-18T07:20:00Z,2025-03-18,07:20:00
10234,03/18/2025 07:30:00,22.037,NA,NA,NA,2025-03-18T07:30:00Z,2025-03-18,07:30:00
10235,03/18/2025 07:40:00,21.952,NA,NA,NA,2025-03-18T07:40:00Z,2025-03-18,07:40:00
10236,03/18/2025 07:50:00,21.887,NA,NA,NA,2025-03-18T07:50:00Z,2025-03-18,07:50:00
10237,03/18/2025 08:00:00,21.823,NA,NA,NA,2025-03-18T08:00:00Z,2025-03-18,08:00:00
10238,03/18/2025 08:10:00,21.748,NA,NA,NA,2025-03-18T08:10:00Z,2025-03-18,08:10:00
10239,03/18/2025 08:20:00,21.705,NA,NA,NA,2025-03-18T08:20:00Z,2025-03-18,08:20:00
10240,03/18/2025 08:30:00,21.673,NA,NA,NA,2025-03-18T08:30:00Z,2025-03-18,08:30:00
10241,03/18/2025 08:40:00,21.64,NA,NA,NA,2025-03-18T08:40:00Z,2025-03-18,08:40:00
10242,03/18/2025 08:50:00,21.63,NA,NA,NA,2025-03-18T08:50:00Z,2025-03-18,08:50:00
10243,03/18/2025 09:00:00,21.608,NA,NA,NA,2025-03-18T09:00:00Z,2025-03-18,09:00:00
10244,03/18/2025 09:10:00,21.587,NA,NA,NA,2025-03-18T09:10:00Z,2025-03-18,09:10:00
10245,03/18/2025 09:20:00,21.587,NA,NA,NA,2025-03-18T09:20:00Z,2025-03-18,09:20:00
10246,03/18/2025 09:30:00,21.598,NA,NA,NA,2025-03-18T09:30:00Z,2025-03-18,09:30:00
10247,03/18/2025 09:40:00,21.555,NA,NA,NA,2025-03-18T09:40:00Z,2025-03-18,09:40:00
10248,03/18/2025 09:50:00,21.544,NA,NA,NA,2025-03-18T09:50:00Z,2025-03-18,09:50:00
10249,03/18/2025 10:00:00,21.533,NA,NA,NA,2025-03-18T10:00:00Z,2025-03-18,10:00:00
10250,03/18/2025 10:10:00,21.533,NA,NA,NA,2025-03-18T10:10:00Z,2025-03-18,10:10:00
10251,03/18/2025 10:20:00,21.544,NA,NA,NA,2025-03-18T10:20:00Z,2025-03-18,10:20:00
10252,03/18/2025 10:30:00,22.316,NA,NA,NA,2025-03-18T10:30:00Z,2025-03-18,10:30:00
10253,03/18/2025 10:40:00,22.327,NA,NA,NA,2025-03-18T10:40:00Z,2025-03-18,10:40:00
10254,03/18/2025 10:50:00,22.23,NA,NA,NA,2025-03-18T10:50:00Z,2025-03-18,10:50:00
10255,03/18/2025 11:00:00,22.22,NA,NA,NA,2025-03-18T11:00:00Z,2025-03-18,11:00:00
10256,03/18/2025 11:10:00,22.187,NA,NA,NA,2025-03-18T11:10:00Z,2025-03-18,11:10:00
10257,03/18/2025 11:20:00,22.155,NA,NA,NA,2025-03-18T11:20:00Z,2025-03-18,11:20:00
10258,03/18/2025 11:30:00,22.155,NA,NA,NA,2025-03-18T11:30:00Z,2025-03-18,11:30:00
10259,03/18/2025 11:40:00,22.145,NA,NA,NA,2025-03-18T11:40:00Z,2025-03-18,11:40:00
10260,03/18/2025 11:50:00,22.112,NA,NA,NA,2025-03-18T11:50:00Z,2025-03-18,11:50:00
10261,03/18/2025 12:00:00,22.048,NA,NA,NA,2025-03-18T12:00:00Z,2025-03-18,12:00:00
10262,03/18/2025 12:10:00,22.037,NA,NA,NA,2025-03-18T12:10:00Z,2025-03-18,12:10:00
10263,03/18/2025 12:20:00,22.059,NA,NA,NA,2025-03-18T12:20:00Z,2025-03-18,12:20:00
10264,03/18/2025 12:30:00,22.08,NA,NA,NA,2025-03-18T12:30:00Z,2025-03-18,12:30:00
10265,03/18/2025 12:40:00,22.08,NA,NA,NA,2025-03-18T12:40:00Z,2025-03-18,12:40:00
10266,03/18/2025 12:50:00,22.069,NA,NA,NA,2025-03-18T12:50:00Z,2025-03-18,12:50:00
10267,03/18/2025 13:00:00,22.048,NA,NA,NA,2025-03-18T13:00:00Z,2025-03-18,13:00:00
10268,03/18/2025 13:10:00,22.08,NA,NA,NA,2025-03-18T13:10:00Z,2025-03-18,13:10:00
10269,03/18/2025 13:20:00,22.102,NA,NA,NA,2025-03-18T13:20:00Z,2025-03-18,13:20:00
10270,03/18/2025 13:30:00,22.123,NA,NA,NA,2025-03-18T13:30:00Z,2025-03-18,13:30:00
10271,03/18/2025 13:40:00,22.145,NA,NA,NA,2025-03-18T13:40:00Z,2025-03-18,13:40:00
10272,03/18/2025 13:50:00,22.187,NA,NA,NA,2025-03-18T13:50:00Z,2025-03-18,13:50:00
10273,03/18/2025 14:00:00,22.23,NA,NA,NA,2025-03-18T14:00:00Z,2025-03-18,14:00:00
10274,03/18/2025 14:10:00,22.252,NA,NA,NA,2025-03-18T14:10:00Z,2025-03-18,14:10:00
10275,03/18/2025 14:20:00,22.305,NA,NA,NA,2025-03-18T14:20:00Z,2025-03-18,14:20:00
10276,03/18/2025 14:30:00,22.316,NA,NA,NA,2025-03-18T14:30:00Z,2025-03-18,14:30:00
10277,03/18/2025 14:40:00,22.338,NA,NA,NA,2025-03-18T14:40:00Z,2025-03-18,14:40:00
10278,03/18/2025 14:50:00,22.327,NA,NA,NA,2025-03-18T14:50:00Z,2025-03-18,14:50:00
10279,03/18/2025 15:00:00,22.284,NA,NA,NA,2025-03-18T15:00:00Z,2025-03-18,15:00:00
10280,03/18/2025 15:10:00,22.241,NA,NA,NA,2025-03-18T15:10:00Z,2025-03-18,15:10:00
10281,03/18/2025 15:20:00,22.209,NA,NA,NA,2025-03-18T15:20:00Z,2025-03-18,15:20:00
10282,03/18/2025 15:30:00,22.166,NA,NA,NA,2025-03-18T15:30:00Z,2025-03-18,15:30:00
10283,03/18/2025 15:40:00,22.112,NA,NA,NA,2025-03-18T15:40:00Z,2025-03-18,15:40:00
10284,03/18/2025 15:50:00,22.069,NA,NA,NA,2025-03-18T15:50:00Z,2025-03-18,15:50:00
10285,03/18/2025 16:00:00,21.984,NA,NA,NA,2025-03-18T16:00:00Z,2025-03-18,16:00:00
10286,03/18/2025 16:10:00,21.952,NA,NA,NA,2025-03-18T16:10:00Z,2025-03-18,16:10:00
10287,03/18/2025 16:20:00,21.876,NA,NA,NA,2025-03-18T16:20:00Z,2025-03-18,16:20:00
10288,03/18/2025 16:30:00,21.823,NA,NA,NA,2025-03-18T16:30:00Z,2025-03-18,16:30:00
