date_time_raw,temp_raw,datetime,date,time,temp
03/06/2025 05:40:00,20.922,2025-03-06T05:40:00Z,2025-03-06,05:40:00,20.922
03/06/2025 05:50:00,20.890,2025-03-06T05:50:00Z,2025-03-06,05:50:00,20.89
03/06/2025 06:00:00,20.890,2025-03-06T06:00:00Z,2025-03-06,06:00:00,20.89
03/06/2025 06:10:00,20.825,2025-03-06T06:10:00Z,2025-03-06,06:10:00,20.825
03/06/2025 06:20:00,20.772,2025-03-06T06:20:00Z,2025-03-06,06:20:00,20.772
03/06/2025 06:30:00,20.761,2025-03-06T06:30:00Z,2025-03-06,06:30:00,20.761
03/06/2025 06:40:00,20.740,2025-03-06T06:40:00Z,2025-03-06,06:40:00,20.74
03/06/2025 06:50:00,20.729,2025-03-06T06:50:00Z,2025-03-06,06:50:00,20.729
03/06/2025 07:00:00,20.707,2025-03-06T07:00:00Z,2025-03-06,07:00:00,20.707
03/06/2025 07:10:00,20.707,2025-03-06T07:10:00Z,2025-03-06,07:10:00,20.707
03/06/2025 07:20:00,20.718,2025-03-06T07:20:00Z,2025-03-06,07:20:00,20.718
03/06/2025 07:30:00,20.686,2025-03-06T07:30:00Z,2025-03-06,07:30:00,20.686
03/06/2025 07:40:00,20.697,2025-03-06T07:40:00Z,2025-03-06,07:40:00,20.697
03/06/2025 07:50:00,20.697,2025-03-06T07:50:00Z,2025-03-06,07:50:00,20.697
03/06/2025 08:00:00,20.729,2025-03-06T08:00:00Z,2025-03-06,08:00:00,20.729
03/06/2025 08:10:00,20.707,2025-03-06T08:10:00Z,2025-03-06,08:10:00,20.707
03/06/2025 08:20:00,20.697,2025-03-06T08:20:00Z,2025-03-06,08:20:00,20.697
03/06/2025 08:30:00,20.686,2025-03-06T08:30:00Z,2025-03-06,08:30:00,20.686
03/06/2025 08:40:00,20.729,2025-03-06T08:40:00Z,2025-03-06,08:40:00,20.729
03/06/2025 08:50:00,20.729,2025-03-06T08:50:00Z,2025-03-06,08:50:00,20.729
03/06/2025 09:00:00,20.750,2025-03-06T09:00:00Z,2025-03-06,09:00:00,20.75
03/06/2025 09:10:00,20.750,2025-03-06T09:10:00Z,2025-03-06,09:10:00,20.75
03/06/2025 09:20:00,20.825,2025-03-06T09:20:00Z,2025-03-06,09:20:00,20.825
03/06/2025 09:30:00,20.847,2025-03-06T09:30:00Z,2025-03-06,09:30:00,20.847
03/06/2025 09:40:00,20.868,2025-03-06T09:40:00Z,2025-03-06,09:40:00,20.868
03/06/2025 09:50:00,20.911,2025-03-06T09:50:00Z,2025-03-06,09:50:00,20.911
03/06/2025 10:00:00,20.965,2025-03-06T10:00:00Z,2025-03-06,10:00:00,20.965
03/06/2025 10:10:00,20.997,2025-03-06T10:10:00Z,2025-03-06,10:10:00,20.997
03/06/2025 10:20:00,21.029,2025-03-06T10:20:00Z,2025-03-06,10:20:00,21.029
03/06/2025 10:30:00,21.051,2025-03-06T10:30:00Z,2025-03-06,10:30:00,21.051
03/06/2025 10:40:00,21.115,2025-03-06T10:40:00Z,2025-03-06,10:40:00,21.115
03/06/2025 10:50:00,21.147,2025-03-06T10:50:00Z,2025-03-06,10:50:00,21.147
03/06/2025 11:00:00,21.640,2025-03-06T11:00:00Z,2025-03-06,11:00:00,21.64
03/06/2025 11:10:00,21.876,2025-03-06T11:10:00Z,2025-03-06,11:10:00,21.876
03/06/2025 11:20:00,22.027,2025-03-06T11:20:00Z,2025-03-06,11:20:00,22.027
03/06/2025 11:30:00,22.316,2025-03-06T11:30:00Z,2025-03-06,11:30:00,22.316
03/06/2025 11:40:00,22.810,2025-03-06T11:40:00Z,2025-03-06,11:40:00,22.81
03/06/2025 11:50:00,22.938,2025-03-06T11:50:00Z,2025-03-06,11:50:00,22.938
03/06/2025 12:00:00,23.013,2025-03-06T12:00:00Z,2025-03-06,12:00:00,23.013
03/06/2025 12:10:00,23.056,2025-03-06T12:10:00Z,2025-03-06,12:10:00,23.056
03/06/2025 12:20:00,23.078,2025-03-06T12:20:00Z,2025-03-06,12:20:00,23.078
03/06/2025 12:30:00,23.078,2025-03-06T12:30:00Z,2025-03-06,12:30:00,23.078
03/06/2025 12:40:00,23.099,2025-03-06T12:40:00Z,2025-03-06,12:40:00,23.099
03/06/2025 12:50:00,23.121,2025-03-06T12:50:00Z,2025-03-06,12:50:00,23.121
03/06/2025 13:00:00,23.099,2025-03-06T13:00:00Z,2025-03-06,13:00:00,23.099
03/06/2025 13:10:00,23.110,2025-03-06T13:10:00Z,2025-03-06,13:10:00,23.11
03/06/2025 13:20:00,23.131,2025-03-06T13:20:00Z,2025-03-06,13:20:00,23.131
03/06/2025 13:30:00,23.174,2025-03-06T13:30:00Z,2025-03-06,13:30:00,23.174
03/06/2025 13:40:00,23.174,2025-03-06T13:40:00Z,2025-03-06,13:40:00,23.174
03/06/2025 13:50:00,23.185,2025-03-06T13:50:00Z,2025-03-06,13:50:00,23.185
03/06/2025 14:00:00,23.196,2025-03-06T14:00:00Z,2025-03-06,14:00:00,23.196
03/06/2025 14:10:00,23.206,2025-03-06T14:10:00Z,2025-03-06,14:10:00,23.206
03/06/2025 14:20:00,23.228,2025-03-06T14:20:00Z,2025-03-06,14:20:00,23.228
03/06/2025 14:30:00,23.206,2025-03-06T14:30:00Z,2025-03-06,14:30:00,23.206
03/06/2025 14:40:00,23.174,2025-03-06T14:40:00Z,2025-03-06,14:40:00,23.174
03/06/2025 14:50:00,23.185,2025-03-06T14:50:00Z,2025-03-06,14:50:00,23.185
03/06/2025 15:00:00,23.174,2025-03-06T15:00:00Z,2025-03-06,15:00:00,23.174
03/06/2025 15:10:00,23.163,2025-03-06T15:10:00Z,2025-03-06,15:10:00,23.163
03/06/2025 15:20:00,23.185,2025-03-06T15:20:00Z,2025-03-06,15:20:00,23.185
03/06/2025 15:30:00,23.131,2025-03-06T15:30:00Z,2025-03-06,15:30:00,23.131
03/06/2025 15:40:00,23.153,2025-03-06T15:40:00Z,2025-03-06,15:40:00,23.153
03/06/2025 15:50:00,23.131,2025-03-06T15:50:00Z,2025-03-06,15:50:00,23.131
03/06/2025 16:00:00,23.099,2025-03-06T16:00:00Z,2025-03-06,16:00:00,23.099
03/06/2025 16:10:00,23.088,2025-03-06T16:10:00Z,2025-03-06,16:10:00,23.088
03/06/2025 16:20:00,23.056,2025-03-06T16:20:00Z,2025-03-06,16:20:00,23.056
03/06/2025 16:30:00,23.045,2025-03-06T16:30:00Z,2025-03-06,16:30:00,23.045
03/06/2025 16:40:00,23.003,2025-03-06T16:40:00Z,2025-03-06,16:40:00,23.003
03/06/2025 16:50:00,22.949,2025-03-06T16:50:00Z,2025-03-06,16:50:00,22.949
03/06/2025 17:00:00,22.906,2025-03-06T17:00:00Z,2025-03-06,17:00:00,22.906
03/06/2025 17:10:00,22.842,2025-03-06T17:10:00Z,2025-03-06,17:10:00,22.842
03/06/2025 17:20:00,22.777,2025-03-06T17:20:00Z,2025-03-06,17:20:00,22.777
03/06/2025 17:30:00,22.724,2025-03-06T17:30:00Z,2025-03-06,17:30:00,22.724
03/06/2025 17:40:00,22.670,2025-03-06T17:40:00Z,2025-03-06,17:40:00,22.67
03/06/2025 17:50:00,22.616,2025-03-06T17:50:00Z,2025-03-06,17:50:00,22.616
03/06/2025 18:00:00,22.595,2025-03-06T18:00:00Z,2025-03-06,18:00:00,22.595
03/06/2025 18:10:00,22.563,2025-03-06T18:10:00Z,2025-03-06,18:10:00,22.563
03/06/2025 18:20:00,22.509,2025-03-06T18:20:00Z,2025-03-06,18:20:00,22.509
03/06/2025 18:30:00,22.498,2025-03-06T18:30:00Z,2025-03-06,18:30:00,22.498
03/06/2025 18:40:00,22.434,2025-03-06T18:40:00Z,2025-03-06,18:40:00,22.434
03/06/2025 18:50:00,22.391,2025-03-06T18:50:00Z,2025-03-06,18:50:00,22.391
03/06/2025 19:00:00,22.370,2025-03-06T19:00:00Z,2025-03-06,19:00:00,22.37
03/06/2025 19:10:00,22.338,2025-03-06T19:10:00Z,2025-03-06,19:10:00,22.338
03/06/2025 19:20:00,22.295,2025-03-06T19:20:00Z,2025-03-06,19:20:00,22.295
03/06/2025 19:30:00,22.284,2025-03-06T19:30:00Z,2025-03-06,19:30:00,22.284
03/06/2025 19:40:00,22.241,2025-03-06T19:40:00Z,2025-03-06,19:40:00,22.241
03/06/2025 19:50:00,22.220,2025-03-06T19:50:00Z,2025-03-06,19:50:00,22.22
03/06/2025 20:00:00,22.209,2025-03-06T20:00:00Z,2025-03-06,20:00:00,22.209
03/06/2025 20:10:00,22.166,2025-03-06T20:10:00Z,2025-03-06,20:10:00,22.166
03/06/2025 20:20:00,22.155,2025-03-06T20:20:00Z,2025-03-06,20:20:00,22.155
03/06/2025 20:30:00,22.134,2025-03-06T20:30:00Z,2025-03-06,20:30:00,22.134
03/06/2025 20:40:00,22.091,2025-03-06T20:40:00Z,2025-03-06,20:40:00,22.091
03/06/2025 20:50:00,22.069,2025-03-06T20:50:00Z,2025-03-06,20:50:00,22.069
03/06/2025 21:00:00,22.048,2025-03-06T21:00:00Z,2025-03-06,21:00:00,22.048
03/06/2025 21:10:00,22.016,2025-03-06T21:10:00Z,2025-03-06,21:10:00,22.016
03/06/2025 21:20:00,21.984,2025-03-06T21:20:00Z,2025-03-06,21:20:00,21.984
03/06/2025 21:30:00,21.952,2025-03-06T21:30:00Z,2025-03-06,21:30:00,21.952
03/06/2025 21:40:00,21.952,2025-03-06T21:40:00Z,2025-03-06,21:40:00,21.952
03/06/2025 21:50:00,21.898,2025-03-06T21:50:00Z,2025-03-06,21:50:00,21.898
03/06/2025 22:00:00,21.909,2025-03-06T22:00:00Z,2025-03-06,22:00:00,21.909
03/06/2025 22:10:00,21.866,2025-03-06T22:10:00Z,2025-03-06,22:10:00,21.866
03/06/2025 22:20:00,21.823,2025-03-06T22:20:00Z,2025-03-06,22:20:00,21.823
03/06/2025 22:30:00,21.812,2025-03-06T22:30:00Z,2025-03-06,22:30:00,21.812
03/06/2025 22:40:00,21.791,2025-03-06T22:40:00Z,2025-03-06,22:40:00,21.791
03/06/2025 22:50:00,21.758,2025-03-06T22:50:00Z,2025-03-06,22:50:00,21.758
03/06/2025 23:00:00,21.737,2025-03-06T23:00:00Z,2025-03-06,23:00:00,21.737
03/06/2025 23:10:00,21.726,2025-03-06T23:10:00Z,2025-03-06,23:10:00,21.726
03/06/2025 23:20:00,21.705,2025-03-06T23:20:00Z,2025-03-06,23:20:00,21.705
03/06/2025 23:30:00,21.673,2025-03-06T23:30:00Z,2025-03-06,23:30:00,21.673
03/06/2025 23:40:00,21.640,2025-03-06T23:40:00Z,2025-03-06,23:40:00,21.64
03/06/2025 23:50:00,21.619,2025-03-06T23:50:00Z,2025-03-06,23:50:00,21.619
03/07/2025 00:00:00,21.598,2025-03-07T00:00:00Z,2025-03-07,00:00:00,21.598
03/07/2025 00:10:00,21.565,2025-03-07T00:10:00Z,2025-03-07,00:10:00,21.565
03/07/2025 00:20:00,21.555,2025-03-07T00:20:00Z,2025-03-07,00:20:00,21.555
03/07/2025 00:30:00,21.555,2025-03-07T00:30:00Z,2025-03-07,00:30:00,21.555
03/07/2025 00:40:00,21.522,2025-03-07T00:40:00Z,2025-03-07,00:40:00,21.522
03/07/2025 00:50:00,21.501,2025-03-07T00:50:00Z,2025-03-07,00:50:00,21.501
03/07/2025 01:00:00,21.469,2025-03-07T01:00:00Z,2025-03-07,01:00:00,21.469
03/07/2025 01:10:00,21.426,2025-03-07T01:10:00Z,2025-03-07,01:10:00,21.426
03/07/2025 01:20:00,21.426,2025-03-07T01:20:00Z,2025-03-07,01:20:00,21.426
03/07/2025 01:30:00,21.394,2025-03-07T01:30:00Z,2025-03-07,01:30:00,21.394
03/07/2025 01:40:00,21.372,2025-03-07T01:40:00Z,2025-03-07,01:40:00,21.372
03/07/2025 01:50:00,21.351,2025-03-07T01:50:00Z,2025-03-07,01:50:00,21.351
03/07/2025 02:00:00,21.297,2025-03-07T02:00:00Z,2025-03-07,02:00:00,21.297
03/07/2025 02:10:00,21.297,2025-03-07T02:10:00Z,2025-03-07,02:10:00,21.297
03/07/2025 02:20:00,21.265,2025-03-07T02:20:00Z,2025-03-07,02:20:00,21.265
03/07/2025 02:30:00,21.265,2025-03-07T02:30:00Z,2025-03-07,02:30:00,21.265
03/07/2025 02:40:00,21.179,2025-03-07T02:40:00Z,2025-03-07,02:40:00,21.179
03/07/2025 02:50:00,21.201,2025-03-07T02:50:00Z,2025-03-07,02:50:00,21.201
03/07/2025 03:00:00,21.169,2025-03-07T03:00:00Z,2025-03-07,03:00:00,21.169
03/07/2025 03:10:00,21.147,2025-03-07T03:10:00Z,2025-03-07,03:10:00,21.147
03/07/2025 03:20:00,21.126,2025-03-07T03:20:00Z,2025-03-07,03:20:00,21.126
03/07/2025 03:30:00,21.072,2025-03-07T03:30:00Z,2025-03-07,03:30:00,21.072
03/07/2025 03:40:00,21.061,2025-03-07T03:40:00Z,2025-03-07,03:40:00,21.061
03/07/2025 03:50:00,21.018,2025-03-07T03:50:00Z,2025-03-07,03:50:00,21.018
03/07/2025 04:00:00,20.997,2025-03-07T04:00:00Z,2025-03-07,04:00:00,20.997
03/07/2025 04:10:00,20.976,2025-03-07T04:10:00Z,2025-03-07,04:10:00,20.976
03/07/2025 04:20:00,20.933,2025-03-07T04:20:00Z,2025-03-07,04:20:00,20.933
03/07/2025 04:30:00,20.900,2025-03-07T04:30:00Z,2025-03-07,04:30:00,20.9
03/07/2025 04:40:00,20.879,2025-03-07T04:40:00Z,2025-03-07,04:40:00,20.879
03/07/2025 04:50:00,20.847,2025-03-07T04:50:00Z,2025-03-07,04:50:00,20.847
03/07/2025 05:00:00,20.825,2025-03-07T05:00:00Z,2025-03-07,05:00:00,20.825
03/07/2025 05:10:00,20.793,2025-03-07T05:10:00Z,2025-03-07,05:10:00,20.793
03/07/2025 05:20:00,20.761,2025-03-07T05:20:00Z,2025-03-07,05:20:00,20.761
03/07/2025 05:30:00,20.740,2025-03-07T05:30:00Z,2025-03-07,05:30:00,20.74
03/07/2025 05:40:00,20.707,2025-03-07T05:40:00Z,2025-03-07,05:40:00,20.707
03/07/2025 05:50:00,20.675,2025-03-07T05:50:00Z,2025-03-07,05:50:00,20.675
03/07/2025 06:00:00,20.654,2025-03-07T06:00:00Z,2025-03-07,06:00:00,20.654
03/07/2025 06:10:00,20.954,2025-03-07T06:10:00Z,2025-03-07,06:10:00,20.954
03/07/2025 06:20:00,21.287,2025-03-07T06:20:00Z,2025-03-07,06:20:00,21.287
03/07/2025 06:30:00,21.394,2025-03-07T06:30:00Z,2025-03-07,06:30:00,21.394
03/07/2025 06:40:00,21.469,2025-03-07T06:40:00Z,2025-03-07,06:40:00,21.469
03/07/2025 06:50:00,21.544,2025-03-07T06:50:00Z,2025-03-07,06:50:00,21.544
03/07/2025 07:00:00,21.598,2025-03-07T07:00:00Z,2025-03-07,07:00:00,21.598
03/07/2025 07:10:00,21.608,2025-03-07T07:10:00Z,2025-03-07,07:10:00,21.608
03/07/2025 07:20:00,21.640,2025-03-07T07:20:00Z,2025-03-07,07:20:00,21.64
03/07/2025 07:30:00,21.705,2025-03-07T07:30:00Z,2025-03-07,07:30:00,21.705
03/07/2025 07:40:00,21.726,2025-03-07T07:40:00Z,2025-03-07,07:40:00,21.726
03/07/2025 07:50:00,21.758,2025-03-07T07:50:00Z,2025-03-07,07:50:00,21.758
03/07/2025 08:00:00,21.748,2025-03-07T08:00:00Z,2025-03-07,08:00:00,21.748
03/07/2025 08:10:00,21.780,2025-03-07T08:10:00Z,2025-03-07,08:10:00,21.78
03/07/2025 08:20:00,21.823,2025-03-07T08:20:00Z,2025-03-07,08:20:00,21.823
03/07/2025 08:30:00,21.866,2025-03-07T08:30:00Z,2025-03-07,08:30:00,21.866
03/07/2025 08:40:00,21.812,2025-03-07T08:40:00Z,2025-03-07,08:40:00,21.812
03/07/2025 08:50:00,21.855,2025-03-07T08:50:00Z,2025-03-07,08:50:00,21.855
03/07/2025 09:00:00,21.866,2025-03-07T09:00:00Z,2025-03-07,09:00:00,21.866
03/07/2025 09:10:00,21.844,2025-03-07T09:10:00Z,2025-03-07,09:10:00,21.844
03/07/2025 09:20:00,21.791,2025-03-07T09:20:00Z,2025-03-07,09:20:00,21.791
03/07/2025 09:30:00,21.844,2025-03-07T09:30:00Z,2025-03-07,09:30:00,21.844
03/07/2025 09:40:00,21.866,2025-03-07T09:40:00Z,2025-03-07,09:40:00,21.866
03/07/2025 09:50:00,21.855,2025-03-07T09:50:00Z,2025-03-07,09:50:00,21.855
03/07/2025 10:00:00,21.909,2025-03-07T10:00:00Z,2025-03-07,10:00:00,21.909
03/07/2025 10:10:00,21.952,2025-03-07T10:10:00Z,2025-03-07,10:10:00,21.952
03/07/2025 10:20:00,22.005,2025-03-07T10:20:00Z,2025-03-07,10:20:00,22.005
03/07/2025 10:30:00,22.037,2025-03-07T10:30:00Z,2025-03-07,10:30:00,22.037
03/07/2025 10:40:00,22.016,2025-03-07T10:40:00Z,2025-03-07,10:40:00,22.016
03/07/2025 10:50:00,22.069,2025-03-07T10:50:00Z,2025-03-07,10:50:00,22.069
03/07/2025 11:00:00,22.134,2025-03-07T11:00:00Z,2025-03-07,11:00:00,22.134
03/07/2025 11:10:00,22.134,2025-03-07T11:10:00Z,2025-03-07,11:10:00,22.134
03/07/2025 11:20:00,22.198,2025-03-07T11:20:00Z,2025-03-07,11:20:00,22.198
03/07/2025 11:30:00,22.209,2025-03-07T11:30:00Z,2025-03-07,11:30:00,22.209
03/07/2025 11:40:00,22.177,2025-03-07T11:40:00Z,2025-03-07,11:40:00,22.177
03/07/2025 11:50:00,22.273,2025-03-07T11:50:00Z,2025-03-07,11:50:00,22.273
03/07/2025 12:00:00,22.327,2025-03-07T12:00:00Z,2025-03-07,12:00:00,22.327
03/07/2025 12:10:00,22.381,2025-03-07T12:10:00Z,2025-03-07,12:10:00,22.381
03/07/2025 12:20:00,22.391,2025-03-07T12:20:00Z,2025-03-07,12:20:00,22.391
03/07/2025 12:30:00,22.445,2025-03-07T12:30:00Z,2025-03-07,12:30:00,22.445
03/07/2025 12:40:00,22.509,2025-03-07T12:40:00Z,2025-03-07,12:40:00,22.509
03/07/2025 12:50:00,22.488,2025-03-07T12:50:00Z,2025-03-07,12:50:00,22.488
03/07/2025 13:00:00,22.606,2025-03-07T13:00:00Z,2025-03-07,13:00:00,22.606
03/07/2025 13:10:00,22.606,2025-03-07T13:10:00Z,2025-03-07,13:10:00,22.606
03/07/2025 13:20:00,22.713,2025-03-07T13:20:00Z,2025-03-07,13:20:00,22.713
03/07/2025 13:30:00,22.767,2025-03-07T13:30:00Z,2025-03-07,13:30:00,22.767
03/07/2025 13:40:00,22.767,2025-03-07T13:40:00Z,2025-03-07,13:40:00,22.767
03/07/2025 13:50:00,22.874,2025-03-07T13:50:00Z,2025-03-07,13:50:00,22.874
03/07/2025 14:00:00,22.927,2025-03-07T14:00:00Z,2025-03-07,14:00:00,22.927
03/07/2025 14:10:00,22.960,2025-03-07T14:10:00Z,2025-03-07,14:10:00,22.96
03/07/2025 14:20:00,22.970,2025-03-07T14:20:00Z,2025-03-07,14:20:00,22.97
03/07/2025 14:30:00,23.013,2025-03-07T14:30:00Z,2025-03-07,14:30:00,23.013
03/07/2025 14:40:00,23.035,2025-03-07T14:40:00Z,2025-03-07,14:40:00,23.035
03/07/2025 14:50:00,23.067,2025-03-07T14:50:00Z,2025-03-07,14:50:00,23.067
03/07/2025 15:00:00,23.099,2025-03-07T15:00:00Z,2025-03-07,15:00:00,23.099
03/07/2025 15:10:00,23.110,2025-03-07T15:10:00Z,2025-03-07,15:10:00,23.11
03/07/2025 15:20:00,23.185,2025-03-07T15:20:00Z,2025-03-07,15:20:00,23.185
03/07/2025 15:30:00,23.185,2025-03-07T15:30:00Z,2025-03-07,15:30:00,23.185
03/07/2025 15:40:00,23.174,2025-03-07T15:40:00Z,2025-03-07,15:40:00,23.174
03/07/2025 15:50:00,23.196,2025-03-07T15:50:00Z,2025-03-07,15:50:00,23.196
03/07/2025 16:00:00,23.196,2025-03-07T16:00:00Z,2025-03-07,16:00:00,23.196
03/07/2025 16:10:00,23.196,2025-03-07T16:10:00Z,2025-03-07,16:10:00,23.196
03/07/2025 16:20:00,23.239,2025-03-07T16:20:00Z,2025-03-07,16:20:00,23.239
03/07/2025 16:30:00,23.249,2025-03-07T16:30:00Z,2025-03-07,16:30:00,23.249
03/07/2025 16:40:00,23.228,2025-03-07T16:40:00Z,2025-03-07,16:40:00,23.228
03/07/2025 16:50:00,23.206,2025-03-07T16:50:00Z,2025-03-07,16:50:00,23.206
03/07/2025 17:00:00,23.163,2025-03-07T17:00:00Z,2025-03-07,17:00:00,23.163
03/07/2025 17:10:00,23.142,2025-03-07T17:10:00Z,2025-03-07,17:10:00,23.142
03/07/2025 17:20:00,23.078,2025-03-07T17:20:00Z,2025-03-07,17:20:00,23.078
03/07/2025 17:30:00,23.056,2025-03-07T17:30:00Z,2025-03-07,17:30:00,23.056
03/07/2025 17:40:00,22.992,2025-03-07T17:40:00Z,2025-03-07,17:40:00,22.992
03/07/2025 17:50:00,22.927,2025-03-07T17:50:00Z,2025-03-07,17:50:00,22.927
03/07/2025 18:00:00,22.874,2025-03-07T18:00:00Z,2025-03-07,18:00:00,22.874
03/07/2025 18:10:00,22.842,2025-03-07T18:10:00Z,2025-03-07,18:10:00,22.842
03/07/2025 18:20:00,22.777,2025-03-07T18:20:00Z,2025-03-07,18:20:00,22.777
03/07/2025 18:30:00,22.702,2025-03-07T18:30:00Z,2025-03-07,18:30:00,22.702
03/07/2025 18:40:00,22.659,2025-03-07T18:40:00Z,2025-03-07,18:40:00,22.659
03/07/2025 18:50:00,22.584,2025-03-07T18:50:00Z,2025-03-07,18:50:00,22.584
03/07/2025 19:00:00,22.541,2025-03-07T19:00:00Z,2025-03-07,19:00:00,22.541
03/07/2025 19:10:00,22.466,2025-03-07T19:10:00Z,2025-03-07,19:10:00,22.466
03/07/2025 19:20:00,22.413,2025-03-07T19:20:00Z,2025-03-07,19:20:00,22.413
03/07/2025 19:30:00,22.370,2025-03-07T19:30:00Z,2025-03-07,19:30:00,22.37
03/07/2025 19:40:00,22.295,2025-03-07T19:40:00Z,2025-03-07,19:40:00,22.295
03/07/2025 19:50:00,22.241,2025-03-07T19:50:00Z,2025-03-07,19:50:00,22.241
03/07/2025 20:00:00,22.187,2025-03-07T20:00:00Z,2025-03-07,20:00:00,22.187
03/07/2025 20:10:00,22.145,2025-03-07T20:10:00Z,2025-03-07,20:10:00,22.145
03/07/2025 20:20:00,22.091,2025-03-07T20:20:00Z,2025-03-07,20:20:00,22.091
03/07/2025 20:30:00,22.037,2025-03-07T20:30:00Z,2025-03-07,20:30:00,22.037
03/07/2025 20:40:00,21.984,2025-03-07T20:40:00Z,2025-03-07,20:40:00,21.984
03/07/2025 20:50:00,21.930,2025-03-07T20:50:00Z,2025-03-07,20:50:00,21.93
03/07/2025 21:00:00,21.876,2025-03-07T21:00:00Z,2025-03-07,21:00:00,21.876
03/07/2025 21:10:00,21.834,2025-03-07T21:10:00Z,2025-03-07,21:10:00,21.834
03/07/2025 21:20:00,21.791,2025-03-07T21:20:00Z,2025-03-07,21:20:00,21.791
03/07/2025 21:30:00,21.726,2025-03-07T21:30:00Z,2025-03-07,21:30:00,21.726
03/07/2025 21:40:00,21.694,2025-03-07T21:40:00Z,2025-03-07,21:40:00,21.694
03/07/2025 21:50:00,21.640,2025-03-07T21:50:00Z,2025-03-07,21:50:00,21.64
03/07/2025 22:00:00,21.576,2025-03-07T22:00:00Z,2025-03-07,22:00:00,21.576
03/07/2025 22:10:00,21.555,2025-03-07T22:10:00Z,2025-03-07,22:10:00,21.555
03/07/2025 22:20:00,21.490,2025-03-07T22:20:00Z,2025-03-07,22:20:00,21.49
03/07/2025 22:30:00,21.447,2025-03-07T22:30:00Z,2025-03-07,22:30:00,21.447
03/07/2025 22:40:00,21.405,2025-03-07T22:40:00Z,2025-03-07,22:40:00,21.405
03/07/2025 22:50:00,21.372,2025-03-07T22:50:00Z,2025-03-07,22:50:00,21.372
03/07/2025 23:00:00,21.329,2025-03-07T23:00:00Z,2025-03-07,23:00:00,21.329
03/07/2025 23:10:00,21.297,2025-03-07T23:10:00Z,2025-03-07,23:10:00,21.297
