"2024-08-03";"17:37:27";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1129B) ";""
"2024-08-03 13:34:03.095";"2024-08-03";"13:34:03";"SLCS";"";"Light Curve start ";"ct149"
"2024-08-03 13:34:03.095";"2024-08-03";"13:34:03";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 27.033 )   (Platt et al. 1980) ";""
"2024-08-03 13:34:03.095";"2024-08-03";"13:34:03";"REG2";"";"#1: alpha: 0.203, ETRm: 30.697, Ik: 151.436   (Jassby and Platt 1976) ";""
"2024-08-03 13:34:04.497";"2024-08-03";"13:34:04";"FO";"1";"76";"141";"0";"0.461";"0.0";"-";"-";"76";"141";"0.461"
"2024-08-03 13:34:34.485";"2024-08-03";"13:34:34";"F";"2";"82";"144";"65";"0.431";"11.8";"77";"- 0.021";"76";"141";"0.461"
"2024-08-03 13:35:04.471";"2024-08-03";"13:35:04";"F";"3";"83";"147";"90";"0.435";"16.4";"78";"- 0.041";"76";"141";"0.461"
"2024-08-03 13:35:34.459";"2024-08-03";"13:35:34";"F";"4";"83";"141";"125";"0.411";"21.6";"76";"0.000";"76";"141";"0.461"
"2024-08-03 13:36:04.446";"2024-08-03";"13:36:04";"F";"5";"81";"121";"190";"0.331";"26.4";"70";"0.165";"76";"141";"0.461"
"2024-08-03 13:36:34.440";"2024-08-03";"13:36:34";"F";"6";"79";"103";"285";"0.233";"27.9";"63";"0.369";"76";"141";"0.461"
"2024-08-03 13:37:04.429";"2024-08-03";"13:37:04";"F";"7";"77";"93";"420";"0.172";"30.3";"59";"0.516";"76";"141";"0.461"
"2024-08-03 13:37:34.434";"2024-08-03";"13:37:34";"F";"8";"79";"88";"625";"0.102";"26.8";"57";"0.602";"76";"141";"0.461"
"2024-08-03 13:38:04.421";"2024-08-03";"13:38:04";"F";"9";"78";"87";"820";"0.103";"35.5";"57";"0.621";"76";"141";"0.461"
"2024-08-03 13:38:07.620";"2024-08-03";"13:38:07";"SLCE";"";"Light Curve end ";""
"2024-08-03 13:39:11.767";"2024-08-03";"13:39:11";"SLCS";"";"Light Curve start ";"ct150"
"2024-08-03 13:39:11.767";"2024-08-03";"13:39:11";"REG1";"";"#1: alpha: 0.340, ETRm: 36.462, Ik: 107.340   ( beta: 0.024, ETRmPot: 47.197 )   (Platt et al. 1980) ";""
"2024-08-03 13:39:11.767";"2024-08-03";"13:39:11";"REG2";"";"#1: alpha: 0.283, ETRm: 34.534, Ik: 122.095   (Jassby and Platt 1976) ";""
"2024-08-03 13:39:13.157";"2024-08-03";"13:39:13";"FO";"10";"89";"188";"0";"0.527";"0.0";"-";"-";"89";"188";"0.527"
"2024-08-03 13:39:43.152";"2024-08-03";"13:39:43";"F";"11";"93";"214";"65";"0.565";"15.4";"94";"- 0.121";"89";"188";"0.527"
"2024-08-03 13:40:13.134";"2024-08-03";"13:40:13";"F";"12";"95";"214";"90";"0.556";"21.0";"94";"- 0.121";"89";"188";"0.527"
"2024-08-03 13:40:43.128";"2024-08-03";"13:40:43";"F";"13";"97";"203";"125";"0.522";"27.4";"92";"- 0.074";"89";"188";"0.527"
"2024-08-03 13:41:13.114";"2024-08-03";"13:41:13";"F";"14";"102";"174";"190";"0.414";"33.0";"86";"0.080";"89";"188";"0.527"
"2024-08-03 13:41:43.099";"2024-08-03";"13:41:43";"F";"15";"106";"152";"285";"0.303";"36.3";"80";"0.237";"89";"188";"0.527"
"2024-08-03 13:42:13.089";"2024-08-03";"13:42:13";"F";"16";"112";"139";"420";"0.194";"34.2";"76";"0.353";"89";"188";"0.527"
"2024-08-03 13:42:43.075";"2024-08-03";"13:42:43";"F";"17";"116";"134";"625";"0.134";"35.2";"75";"0.403";"89";"188";"0.527"
