"2024-08-07";"11:25:41";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1129B) ";""
"2024-08-07 07:34:58.451";"2024-08-07";"07:34:58";"SLCS";"";"Light Curve start ";"ct113"
"2024-08-07 07:34:58.451";"2024-08-07";"07:34:58";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 33.104 )   (Platt et al. 1980) ";""
"2024-08-07 07:34:58.451";"2024-08-07";"07:34:58";"REG2";"";"#1: alpha: 0.241, ETRm: 35.161, Ik: 145.683   (Jassby and Platt 1976) ";""
"2024-08-07 07:34:59.843";"2024-08-07";"07:34:59";"FO";"1";"114";"368";"0";"0.690";"0.0";"-";"-";"114";"368";"0.690"
"2024-08-07 07:35:29.835";"2024-08-07";"07:35:29";"F";"2";"129";"282";"65";"0.543";"14.8";"104";"0.305";"114";"368";"0.690"
"2024-08-07 07:35:59.810";"2024-08-07";"07:35:59";"F";"3";"130";"286";"90";"0.545";"20.6";"105";"0.287";"114";"368";"0.690"
"2024-08-07 07:36:29.813";"2024-08-07";"07:36:29";"F";"4";"134";"252";"125";"0.468";"24.6";"100";"0.460";"114";"368";"0.690"
"2024-08-07 07:36:59.802";"2024-08-07";"07:36:59";"F";"5";"139";"219";"190";"0.365";"29.1";"94";"0.680";"114";"368";"0.690"
"2024-08-07 07:37:29.789";"2024-08-07";"07:37:29";"F";"6";"144";"197";"285";"0.269";"32.2";"90";"0.868";"114";"368";"0.690"
"2024-08-07 07:37:59.779";"2024-08-07";"07:37:59";"F";"7";"149";"186";"420";"0.199";"35.1";"87";"0.978";"114";"368";"0.690"
"2024-08-07 07:38:29.762";"2024-08-07";"07:38:29";"F";"8";"153";"176";"625";"0.131";"34.4";"85";"1.091";"114";"368";"0.690"
"2024-08-07 07:38:59.748";"2024-08-07";"07:38:59";"F";"9";"155";"174";"820";"0.109";"37.5";"85";"1.115";"114";"368";"0.690"
